# CREATED BY GENE DIAGNOSTICS TOOL on Thu May 24 13:48:40 2018
# diag: GAMDIAG, run(s): 0035, time window: 0-499(4258 steps), species: ions
# normalization: L_ref=3.6732m
#
# xind= 0, x/a= -NaN, q= 1.7198702
# Fit:    -NaN,Infinity,Infinity
# Analytic: -NaN,Infinity,Infinity
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9994E-01  0.0000E+00
  1.1720E-01  9.7737E-01  1.2978E-03
  2.3440E-01  9.1887E-01  2.2987E-03
  3.5160E-01  8.4060E-01  2.9535E-03
  4.6880E-01  7.5702E-01  3.3557E-03
  5.8600E-01  6.7645E-01  3.6015E-03
  7.0320E-01  6.0225E-01  3.7552E-03
  8.2040E-01  5.3523E-01  3.8550E-03
  9.3760E-01  4.7528E-01  3.9240E-03
  1.0548E+00  4.2224E-01  3.9765E-03
  1.1720E+00  3.7613E-01  4.0202E-03
  1.2892E+00  3.3713E-01  4.0572E-03
  1.4064E+00  3.0533E-01  4.0860E-03
  1.5236E+00  2.8052E-01  4.1055E-03
  1.6408E+00  2.6194E-01  4.1208E-03
  1.7580E+00  2.4831E-01  4.1509E-03
  1.8752E+00  2.3822E-01  4.2282E-03
  1.9924E+00  2.3063E-01  4.3884E-03
  2.1096E+00  2.2523E-01  4.6577E-03
  2.2268E+00  2.2194E-01  5.0409E-03
  2.3440E+00  2.2053E-01  5.5194E-03
  2.4612E+00  2.2041E-01  6.0623E-03
  2.5784E+00  2.2095E-01  6.6298E-03
  2.6956E+00  2.2200E-01  7.1819E-03
  2.8128E+00  2.2343E-01  7.7037E-03
  2.9300E+00  2.2476E-01  8.1841E-03
  3.0472E+00  2.2608E-01  8.5968E-03
  3.1644E+00  2.2784E-01  8.9539E-03
  3.2816E+00  2.2954E-01  9.3027E-03
  3.3988E+00  2.3029E-01  9.6446E-03
  3.5160E+00  2.2996E-01  9.9309E-03
  3.6332E+00  2.2932E-01  1.0122E-02
  3.7504E+00  2.2918E-01  1.0223E-02
  3.8676E+00  2.2937E-01  1.0294E-02
  3.9848E+00  2.2843E-01  1.0401E-02
  4.1020E+00  2.2509E-01  1.0530E-02
  4.2192E+00  2.1990E-01  1.0602E-02
  4.3364E+00  2.1507E-01  1.0566E-02
  4.4536E+00  2.1240E-01  1.0426E-02
  4.5708E+00  2.1192E-01  1.0183E-02
  4.6880E+00  2.1242E-01  9.8237E-03
  4.8052E+00  2.1288E-01  9.3778E-03
  4.9224E+00  2.1311E-01  8.9441E-03
  5.0396E+00  2.1344E-01  8.6389E-03
  5.1568E+00  2.1393E-01  8.4973E-03
  5.2740E+00  2.1435E-01  8.4265E-03
  5.3912E+00  2.1476E-01  8.2605E-03
  5.5084E+00  2.1563E-01  7.8521E-03
  5.6256E+00  2.1727E-01  7.1699E-03
  5.7428E+00  2.1975E-01  6.3259E-03
  5.8600E+00  2.2307E-01  5.4485E-03
  5.9772E+00  2.2704E-01  4.5851E-03
  6.0944E+00  2.3162E-01  3.7736E-03
  6.2116E+00  2.3750E-01  3.0877E-03
  6.3288E+00  2.4538E-01  2.5723E-03
  6.4460E+00  2.5471E-01  2.2307E-03
  6.5632E+00  2.6369E-01  2.0744E-03
  6.6804E+00  2.7046E-01  2.0951E-03
  6.7976E+00  2.7390E-01  2.1791E-03
  6.9148E+00  2.7332E-01  2.1352E-03
  7.0320E+00  2.6851E-01  1.8630E-03
  7.1492E+00  2.6050E-01  1.4491E-03
  7.2664E+00  2.5166E-01  1.0571E-03
  7.3836E+00  2.4431E-01  7.6066E-04
  7.5008E+00  2.3940E-01  5.1942E-04
  7.6180E+00  2.3669E-01  2.8030E-04
  7.7352E+00  2.3584E-01  8.2867E-05
  7.8524E+00  2.3701E-01  7.8719E-05
  7.9696E+00  2.4052E-01  4.0204E-04
  8.0868E+00  2.4638E-01  1.0052E-03
  8.2040E+00  2.5428E-01  1.6825E-03
  8.3212E+00  2.6326E-01  2.2320E-03
  8.4384E+00  2.7180E-01  2.5558E-03
  8.5556E+00  2.7877E-01  2.6753E-03
  8.6728E+00  2.8407E-01  2.6884E-03
  8.7900E+00  2.8820E-01  2.6961E-03
  8.9072E+00  2.9156E-01  2.7840E-03
  9.0244E+00  2.9391E-01  3.0234E-03
  9.1416E+00  2.9419E-01  3.4180E-03
  9.2588E+00  2.9168E-01  3.8975E-03
  9.3760E+00  2.8701E-01  4.4114E-03
  9.4932E+00  2.8172E-01  4.9789E-03
  9.6104E+00  2.7681E-01  5.6093E-03
  9.7276E+00  2.7250E-01  6.2202E-03
  9.8448E+00  2.6899E-01  6.6667E-03
  9.9620E+00  2.6669E-01  6.8195E-03
  1.0079E+01  2.6578E-01  6.6056E-03
  1.0196E+01  2.6599E-01  6.0234E-03
  1.0314E+01  2.6687E-01  5.1692E-03
  1.0431E+01  2.6791E-01  4.2291E-03
  1.0548E+01  2.6843E-01  3.4018E-03
  1.0665E+01  2.6747E-01  2.7998E-03
  1.0782E+01  2.6410E-01  2.4081E-03
  1.0900E+01  2.5787E-01  2.1507E-03
  1.1017E+01  2.4912E-01  2.0290E-03
  1.1134E+01  2.3879E-01  2.1580E-03
  1.1251E+01  2.2796E-01  2.6244E-03
  1.1368E+01  2.1746E-01  3.3692E-03
  1.1486E+01  2.0769E-01  4.2402E-03
  1.1603E+01  1.9883E-01  5.0968E-03
  1.1720E+01  1.9102E-01  5.8631E-03
  1.1837E+01  1.8444E-01  6.5347E-03
  1.1954E+01  1.7928E-01  7.1124E-03
  1.2072E+01  1.7581E-01  7.5167E-03
  1.2189E+01  1.7437E-01  7.6289E-03
  1.2306E+01  1.7539E-01  7.4194E-03
  1.2423E+01  1.7916E-01  6.9743E-03
  1.2540E+01  1.8543E-01  6.4179E-03
  1.2658E+01  1.9316E-01  5.8697E-03
  1.2775E+01  2.0081E-01  5.4409E-03
  1.2892E+01  2.0712E-01  5.1914E-03
  1.3009E+01  2.1168E-01  5.0941E-03
  1.3126E+01  2.1481E-01  5.0843E-03
  1.3244E+01  2.1719E-01  5.1280E-03
  1.3361E+01  2.1947E-01  5.2096E-03
  1.3478E+01  2.2192E-01  5.2925E-03
  1.3595E+01  2.2423E-01  5.3459E-03
  1.3712E+01  2.2565E-01  5.3995E-03
  1.3830E+01  2.2543E-01  5.5303E-03
  1.3947E+01  2.2336E-01  5.7792E-03
  1.4064E+01  2.1973E-01  6.0867E-03
  1.4181E+01  2.1506E-01  6.3282E-03
  1.4298E+01  2.0983E-01  6.4260E-03
  1.4416E+01  2.0456E-01  6.4116E-03
  1.4533E+01  1.9980E-01  6.3797E-03
  1.4650E+01  1.9605E-01  6.4113E-03
  1.4767E+01  1.9354E-01  6.5317E-03
  1.4884E+01  1.9206E-01  6.7133E-03
  1.5002E+01  1.9104E-01  6.9216E-03
  1.5119E+01  1.9005E-01  7.1544E-03
  1.5236E+01  1.8900E-01  7.4055E-03
  1.5353E+01  1.8781E-01  7.6114E-03
  1.5470E+01  1.8601E-01  7.6882E-03
  1.5588E+01  1.8301E-01  7.6194E-03
  1.5705E+01  1.7846E-01  7.4653E-03
  1.5822E+01  1.7243E-01  7.2948E-03
  1.5939E+01  1.6530E-01  7.1443E-03
  1.6056E+01  1.5768E-01  7.0237E-03
