# CREATED BY GENE DIAGNOSTICS TOOL on Mon May 13 22:27:23 2019
# diag: gamdiag, run(s): act, time window: 0-3000(4077 steps), species: ions
# original data path: /marconi_scratch/userexternal/cmoreno0/GAMZF_convergence/hms05_104.719/
# normalization: L_ref=1.65m
#
# xind= 0, x/a= 0.70710677, q= 1.1018624
# Fit:    0.039393582,5.4609034,-1.3793759
# Analytic (Gao, Zhou/Yu): 0.32199362,-0.00028547047,1.9048989
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9991E-01  0.0000E+00
  7.3600E-01  9.9038E-01  1.1084E-02
  1.4720E+00  9.6572E-01  2.1795E-02
  2.2080E+00  9.3259E-01  3.1863E-02
  2.9440E+00  8.9733E-01  4.1182E-02
  3.6800E+00  8.6445E-01  4.9768E-02
  4.4160E+00  8.3601E-01  5.7703E-02
  5.1520E+00  8.1179E-01  6.5093E-02
  5.8880E+00  7.9017E-01  7.2024E-02
  6.6240E+00  7.6931E-01  7.8548E-02
  7.3600E+00  7.4787E-01  8.4677E-02
  8.0960E+00  7.2537E-01  9.0399E-02
  8.8320E+00  7.0205E-01  9.5694E-02
  9.5680E+00  6.7855E-01  1.0055E-01
  1.0304E+01  6.5569E-01  1.0498E-01
  1.1040E+01  6.3412E-01  1.0900E-01
  1.1776E+01  6.1433E-01  1.1266E-01
  1.2512E+01  5.9657E-01  1.1600E-01
  1.3248E+01  5.8091E-01  1.1908E-01
  1.3984E+01  5.6736E-01  1.2194E-01
  1.4720E+01  5.5585E-01  1.2464E-01
  1.5456E+01  5.4628E-01  1.2722E-01
  1.6192E+01  5.3855E-01  1.2972E-01
  1.6928E+01  5.3259E-01  1.3219E-01
  1.7664E+01  5.2818E-01  1.3465E-01
  1.8400E+01  5.2524E-01  1.3713E-01
  1.9136E+01  5.2372E-01  1.3968E-01
  1.9872E+01  5.2341E-01  1.4230E-01
  2.0608E+01  5.2408E-01  1.4502E-01
  2.1344E+01  5.2558E-01  1.4786E-01
  2.2080E+01  5.2773E-01  1.5081E-01
  2.2816E+01  5.3042E-01  1.5389E-01
  2.3552E+01  5.3345E-01  1.5710E-01
  2.4288E+01  5.3654E-01  1.6043E-01
  2.5024E+01  5.3948E-01  1.6388E-01
  2.5760E+01  5.4230E-01  1.6743E-01
  2.6496E+01  5.4492E-01  1.7107E-01
  2.7232E+01  5.4713E-01  1.7479E-01
  2.7968E+01  5.4870E-01  1.7856E-01
  2.8704E+01  5.4959E-01  1.8238E-01
  2.9440E+01  5.4983E-01  1.8621E-01
  3.0176E+01  5.4940E-01  1.9005E-01
  3.0912E+01  5.4821E-01  1.9388E-01
  3.1648E+01  5.4623E-01  1.9766E-01
  3.2384E+01  5.4352E-01  2.0138E-01
  3.3120E+01  5.4013E-01  2.0504E-01
  3.3856E+01  5.3607E-01  2.0861E-01
  3.4592E+01  5.3129E-01  2.1209E-01
  3.5328E+01  5.2579E-01  2.1545E-01
  3.6064E+01  5.1975E-01  2.1869E-01
  3.6800E+01  5.1337E-01  2.2180E-01
  3.7536E+01  5.0669E-01  2.2479E-01
  3.8272E+01  4.9978E-01  2.2764E-01
  3.9008E+01  4.9266E-01  2.3036E-01
  3.9744E+01  4.8530E-01  2.3296E-01
  4.0480E+01  4.7772E-01  2.3542E-01
  4.1216E+01  4.6998E-01  2.3776E-01
  4.1952E+01  4.6217E-01  2.3996E-01
  4.2688E+01  4.5441E-01  2.4205E-01
  4.3424E+01  4.4686E-01  2.4403E-01
  4.4160E+01  4.3974E-01  2.4591E-01
  4.4896E+01  4.3325E-01  2.4772E-01
  4.5632E+01  4.2737E-01  2.4946E-01
  4.6368E+01  4.2185E-01  2.5115E-01
  4.7104E+01  4.1627E-01  2.5279E-01
  4.7840E+01  4.1022E-01  2.5437E-01
  4.8576E+01  4.0350E-01  2.5587E-01
  4.9312E+01  3.9635E-01  2.5729E-01
  5.0048E+01  3.8935E-01  2.5865E-01
  5.0784E+01  3.8301E-01  2.5994E-01
  5.1520E+01  3.7766E-01  2.6120E-01
  5.2256E+01  3.7326E-01  2.6245E-01
  5.2992E+01  3.6955E-01  2.6369E-01
  5.3728E+01  3.6614E-01  2.6492E-01
  5.4464E+01  3.6259E-01  2.6614E-01
  5.5200E+01  3.5872E-01  2.6734E-01
  5.5936E+01  3.5457E-01  2.6852E-01
  5.6672E+01  3.5029E-01  2.6968E-01
  5.7408E+01  3.4603E-01  2.7081E-01
  5.8144E+01  3.4184E-01  2.7193E-01
  5.8880E+01  3.3769E-01  2.7302E-01
  5.9616E+01  3.3344E-01  2.7408E-01
  6.0352E+01  3.2892E-01  2.7509E-01
  6.1088E+01  3.2405E-01  2.7605E-01
  6.1824E+01  3.1883E-01  2.7694E-01
  6.2560E+01  3.1343E-01  2.7776E-01
  6.3296E+01  3.0802E-01  2.7851E-01
  6.4032E+01  3.0278E-01  2.7920E-01
  6.4768E+01  2.9780E-01  2.7983E-01
  6.5504E+01  2.9306E-01  2.8041E-01
  6.6240E+01  2.8847E-01  2.8094E-01
  6.6976E+01  2.8389E-01  2.8142E-01
  6.7712E+01  2.7915E-01  2.8186E-01
  6.8448E+01  2.7416E-01  2.8223E-01
  6.9184E+01  2.6883E-01  2.8254E-01
  6.9920E+01  2.6318E-01  2.8278E-01
  7.0656E+01  2.5732E-01  2.8294E-01
  7.1392E+01  2.5137E-01  2.8302E-01
  7.2128E+01  2.4540E-01  2.8303E-01
  7.2864E+01  2.3947E-01  2.8297E-01
  7.3600E+01  2.3363E-01  2.8283E-01
  7.4336E+01  2.2788E-01  2.8263E-01
  7.5072E+01  2.2221E-01  2.8237E-01
  7.5808E+01  2.1657E-01  2.8205E-01
  7.6544E+01  2.1096E-01  2.8167E-01
  7.7280E+01  2.0537E-01  2.8123E-01
  7.8016E+01  1.9979E-01  2.8074E-01
  7.8752E+01  1.9421E-01  2.8019E-01
  7.9488E+01  1.8859E-01  2.7959E-01
  8.0224E+01  1.8293E-01  2.7892E-01
  8.0960E+01  1.7725E-01  2.7821E-01
  8.1696E+01  1.7160E-01  2.7743E-01
  8.2432E+01  1.6601E-01  2.7660E-01
  8.3168E+01  1.6052E-01  2.7573E-01
  8.3904E+01  1.5512E-01  2.7480E-01
  8.4640E+01  1.4981E-01  2.7382E-01
  8.5376E+01  1.4454E-01  2.7281E-01
  8.6112E+01  1.3930E-01  2.7174E-01
  8.6848E+01  1.3410E-01  2.7063E-01
  8.7584E+01  1.2894E-01  2.6947E-01
  8.8320E+01  1.2386E-01  2.6828E-01
  8.9056E+01  1.1884E-01  2.6704E-01
  8.9792E+01  1.1385E-01  2.6576E-01
  9.0528E+01  1.0886E-01  2.6443E-01
  9.1264E+01  1.0381E-01  2.6306E-01
  9.2000E+01  9.8732E-02  2.6164E-01
  9.2736E+01  9.3662E-02  2.6018E-01
  9.3472E+01  8.8647E-02  2.5867E-01
  9.4208E+01  8.3683E-02  2.5712E-01
  9.4944E+01  7.8729E-02  2.5552E-01
  9.5680E+01  7.3733E-02  2.5388E-01
  9.6416E+01  6.8652E-02  2.5218E-01
  9.7152E+01  6.3491E-02  2.5043E-01
  9.7888E+01  5.8322E-02  2.4863E-01
  9.8624E+01  5.3240E-02  2.4678E-01
  9.9360E+01  4.8312E-02  2.4488E-01
  1.0010E+02  4.3549E-02  2.4294E-01
  1.0083E+02  3.8914E-02  2.4097E-01
  1.0157E+02  3.4334E-02  2.3895E-01
  1.0230E+02  2.9723E-02  2.3689E-01
  1.0304E+02  2.5018E-02  2.3479E-01
  1.0378E+02  2.0209E-02  2.3264E-01
  1.0451E+02  1.5341E-02  2.3044E-01
  1.0525E+02  1.0496E-02  2.2820E-01
  1.0598E+02  5.7492E-03  2.2592E-01
  1.0672E+02  1.1301E-03  2.2360E-01
  1.0746E+02 -3.3634E-03  2.2123E-01
  1.0819E+02 -7.7522E-03  2.1884E-01
  1.0893E+02 -1.2063E-02  2.1641E-01
  1.0966E+02 -1.6319E-02  2.1394E-01
  1.1040E+02 -2.0534E-02  2.1144E-01
  1.1114E+02 -2.4719E-02  2.0891E-01
  1.1187E+02 -2.8879E-02  2.0635E-01
  1.1261E+02 -3.3010E-02  2.0376E-01
  1.1334E+02 -3.7103E-02  2.0114E-01
  1.1408E+02 -4.1152E-02  1.9848E-01
  1.1482E+02 -4.5148E-02  1.9580E-01
  1.1555E+02 -4.9085E-02  1.9309E-01
  1.1629E+02 -5.2955E-02  1.9035E-01
  1.1702E+02 -5.6753E-02  1.8758E-01
  1.1776E+02 -6.0487E-02  1.8479E-01
