# CREATED BY GENE DIAGNOSTICS TOOL on Thu Jan 24 15:52:24 2019
# diag: fluxspectra, run(s): act, time window: 0-30(300 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.7/ITGa_NL/omt10/
# normalization: R_0
#
# Q*dVdx =   9.5789E+01 MW
# G*dVdx =   6.8822E-10 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -9.2307E-10  5.4492E+01
  4.9009E-02  1.9513E-09  1.2881E+02
  9.8018E-02  6.4895E-10  1.0491E+02
  1.4703E-01  5.8025E-11  8.5824E+01
  1.9604E-01  1.6730E-09  6.9485E+01
  2.4504E-01 -9.2626E-10  5.5019E+01
  2.9405E-01 -8.2600E-10  4.6943E+01
  3.4306E-01  6.7293E-10  3.9082E+01
  3.9207E-01 -2.0026E-11  3.1248E+01
  4.4108E-01  2.8138E-10  2.5458E+01
  4.9009E-01 -4.4456E-10  2.0266E+01
  5.3910E-01  5.3298E-11  1.6761E+01
  5.8811E-01 -3.1899E-10  1.3820E+01
  6.3712E-01  2.1913E-10  1.1735E+01
  6.8612E-01 -7.0768E-11  9.8316E+00
  7.3513E-01 -7.0061E-10  8.5248E+00
  7.8414E-01  8.4415E-10  7.1947E+00
  8.3315E-01 -2.8172E-11  6.3031E+00
  8.8216E-01 -5.1375E-11  5.5764E+00
  9.3117E-01 -1.6581E-10  4.9853E+00
  9.8018E-01  1.4712E-10  4.4478E+00
  1.0292E+00 -2.1198E-12  3.9974E+00
  1.0782E+00  5.6061E-11  3.7090E+00
  1.1272E+00  1.9976E-10  3.3409E+00
  1.1762E+00 -2.2297E-12  3.0405E+00
  1.2252E+00 -3.5918E-10  2.8418E+00
  1.2742E+00 -7.4902E-11  2.6319E+00
  1.3232E+00 -9.3798E-11  2.4162E+00
  1.3722E+00  1.7536E-10  2.2552E+00
  1.4213E+00  1.7586E-10  2.1063E+00
  1.4703E+00  5.8354E-11  1.9503E+00
  1.5193E+00 -6.3753E-11  1.8237E+00
  1.5683E+00  1.2703E-10  1.7127E+00
  1.6173E+00 -5.6038E-11  1.5850E+00
  1.6663E+00  5.1627E-11  1.4817E+00
  1.7153E+00 -8.7685E-11  1.4001E+00
  1.7643E+00  6.1796E-11  1.3161E+00
  1.8133E+00 -1.8728E-11  1.2393E+00
  1.8623E+00  7.9072E-11  1.1605E+00
  1.9113E+00 -3.7912E-11  1.0931E+00
  1.9604E+00  5.5692E-11  1.0225E+00
  2.0094E+00 -7.0744E-13  9.6941E-01
  2.0584E+00 -1.1491E-10  9.2100E-01
  2.1074E+00  2.6575E-11  8.7025E-01
  2.1564E+00  4.7545E-11  8.2248E-01
  2.2054E+00  1.6295E-11  7.8171E-01
  2.2544E+00 -1.6137E-11  7.3815E-01
  2.3034E+00 -5.5597E-12  7.0353E-01
  2.3524E+00 -3.7427E-11  6.6760E-01
  2.4014E+00 -1.1116E-12  6.4074E-01
  2.4504E+00  3.8099E-11  6.0571E-01
  2.4995E+00  5.8300E-12  5.8109E-01
  2.5485E+00  1.4095E-11  5.5301E-01
  2.5975E+00  1.8103E-11  5.2887E-01
  2.6465E+00  5.5048E-12  5.0322E-01
  2.6955E+00  2.8327E-11  4.8423E-01
  2.7445E+00  3.8822E-11  4.6402E-01
  2.7935E+00 -1.6471E-11  4.4322E-01
  2.8425E+00  2.6674E-11  4.2462E-01
  2.8915E+00 -3.2807E-11  4.0726E-01
  2.9405E+00  6.9340E-12  3.9156E-01
  2.9895E+00 -1.4908E-11  3.7320E-01
  3.0386E+00 -2.8838E-12  3.5857E-01
  3.0876E+00  8.1000E-12  3.4643E-01
  3.1366E+00  2.5000E-11  3.3297E-01
  3.1856E+00 -2.1561E-13  3.2103E-01
  3.2346E+00 -7.9721E-13  3.1121E-01
  3.2836E+00 -3.4668E-12  2.9981E-01
  3.3326E+00  3.1805E-13  2.8806E-01
  3.3816E+00 -2.0091E-11  2.7727E-01
  3.4306E+00 -2.0725E-12  2.6811E-01
  3.4796E+00 -3.7132E-12  2.5908E-01
  3.5286E+00 -2.3519E-12  2.4881E-01
  3.5776E+00  1.6608E-12  2.4099E-01
  3.6267E+00  6.6072E-12  2.3200E-01
  3.6757E+00  2.9946E-12  2.2742E-01
  3.7247E+00 -5.4989E-12  2.1894E-01
  3.7737E+00  6.3274E-12  2.1061E-01
  3.8227E+00 -8.8517E-13  2.0520E-01
  3.8717E+00  4.6548E-12  1.9864E-01
  3.9207E+00  2.1395E-12  1.9218E-01
  3.9697E+00  1.8571E-11  1.8620E-01
  4.0187E+00 -7.8871E-12  1.8055E-01
  4.0677E+00 -7.4451E-12  1.7399E-01
  4.1167E+00  4.0671E-12  1.7069E-01
  4.1658E+00 -1.3322E-12  1.6345E-01
  4.2148E+00 -1.7905E-12  1.5804E-01
  4.2638E+00  8.5991E-12  1.5336E-01
  4.3128E+00  7.5198E-12  1.4785E-01
  4.3618E+00 -1.0638E-12  1.4247E-01
  4.4108E+00  5.7334E-12  1.3769E-01
  4.4598E+00  4.2596E-12  1.3436E-01
  4.5088E+00 -1.2655E-11  1.2939E-01
  4.5578E+00  7.7182E-12  1.2559E-01
  4.6068E+00 -6.0356E-13  1.2051E-01
  4.6558E+00  7.1168E-12  1.1762E-01
  4.7049E+00  5.8256E-12  1.1313E-01
  4.7539E+00 -2.0563E-12  1.1070E-01
  4.8029E+00  7.2080E-12  1.0736E-01
  4.8519E+00  2.7368E-12  1.0460E-01
  4.9009E+00 -6.7893E-12  1.0061E-01
  4.9499E+00  8.3820E-12  9.6965E-02
  4.9989E+00 -1.5399E-12  9.3326E-02
  5.0479E+00  4.7017E-12  9.0487E-02
  5.0969E+00 -2.7363E-12  8.8756E-02
