# CREATED BY GENE DIAGNOSTICS TOOL on Thu Jan 24 15:52:28 2019
# diag: zprofile, run(s): act, time window: 0-30(300 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.7/ITGa_NL/omt10/
# normalization: R_0
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  2.4362E+02  2.4362E+02
 -3.0925E+00  0.0000E+00  2.4368E+02  2.4368E+02
 -3.0434E+00  0.0000E+00  2.4376E+02  2.4376E+02
 -2.9943E+00  0.0000E+00  2.4386E+02  2.4386E+02
 -2.9452E+00  0.0000E+00  2.4397E+02  2.4397E+02
 -2.8962E+00  0.0000E+00  2.4410E+02  2.4410E+02
 -2.8471E+00  0.0000E+00  2.4425E+02  2.4425E+02
 -2.7980E+00  0.0000E+00  2.4442E+02  2.4442E+02
 -2.7489E+00  0.0000E+00  2.4462E+02  2.4462E+02
 -2.6998E+00  0.0000E+00  2.4482E+02  2.4482E+02
 -2.6507E+00  0.0000E+00  2.4503E+02  2.4503E+02
 -2.6016E+00  0.0000E+00  2.4526E+02  2.4526E+02
 -2.5525E+00  0.0000E+00  2.4551E+02  2.4551E+02
 -2.5035E+00  0.0000E+00  2.4577E+02  2.4577E+02
 -2.4544E+00  0.0000E+00  2.4604E+02  2.4604E+02
 -2.4053E+00  0.0000E+00  2.4632E+02  2.4632E+02
 -2.3562E+00  0.0000E+00  2.4662E+02  2.4662E+02
 -2.3071E+00  0.0000E+00  2.4692E+02  2.4692E+02
 -2.2580E+00  0.0000E+00  2.4724E+02  2.4724E+02
 -2.2089E+00  0.0000E+00  2.4753E+02  2.4753E+02
 -2.1598E+00  0.0000E+00  2.4783E+02  2.4783E+02
 -2.1108E+00  0.0000E+00  2.4813E+02  2.4813E+02
 -2.0617E+00  0.0000E+00  2.4844E+02  2.4844E+02
 -2.0126E+00  0.0000E+00  2.4874E+02  2.4874E+02
 -1.9635E+00  0.0000E+00  2.4902E+02  2.4902E+02
 -1.9144E+00  0.0000E+00  2.4929E+02  2.4929E+02
 -1.8653E+00  0.0000E+00  2.4958E+02  2.4958E+02
