# CREATED BY GENE DIAGNOSTICS TOOL on Sun Nov 18 20:34:39 2018
# diag: fluxspectra, run(s): act, time window: 0-9(95 steps), species: ions
# normalization: R_0
#
# Q*A =   8.8867E+01 MW
# G*A =   2.2153E-09 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -1.6140E-09  5.6208E+01
  4.9009E-02  2.6966E-09  1.0725E+02
  9.8018E-02 -2.9872E-10  1.1840E+02
  1.4703E-01  1.1509E-09  8.6718E+01
  1.9604E-01 -7.5441E-10  7.3869E+01
  2.4504E-01  2.2632E-09  5.8243E+01
  2.9405E-01  4.6768E-10  5.0277E+01
  3.4306E-01  1.5441E-09  3.6251E+01
  3.9207E-01  8.9890E-10  2.4152E+01
  4.4108E-01  4.4102E-10  2.0526E+01
  4.9009E-01  8.6098E-10  1.7403E+01
  5.3910E-01 -2.9313E-10  1.3867E+01
  5.8811E-01 -2.5004E-10  1.1564E+01
  6.3712E-01  8.6499E-10  9.9044E+00
  6.8612E-01 -4.9296E-10  8.0939E+00
  7.3513E-01 -3.0745E-10  6.8422E+00
  7.8414E-01 -2.3160E-11  5.6090E+00
  8.3315E-01 -5.6609E-10  4.7965E+00
  8.8216E-01  2.0334E-10  4.1983E+00
  9.3117E-01 -7.5175E-10  3.8160E+00
  9.8018E-01  8.1686E-11  3.3306E+00
  1.0292E+00  1.5397E-10  3.0392E+00
  1.0782E+00  5.0849E-10  2.7222E+00
  1.1272E+00  4.2749E-10  2.3818E+00
  1.1762E+00  7.8690E-12  2.2221E+00
  1.2252E+00  2.8000E-10  1.9940E+00
  1.2742E+00  5.5170E-11  1.8130E+00
  1.3232E+00  1.5032E-10  1.6536E+00
  1.3722E+00 -3.5468E-11  1.4726E+00
  1.4213E+00 -3.5891E-10  1.3441E+00
  1.4703E+00  1.5567E-10  1.2166E+00
  1.5193E+00 -8.1433E-11  1.1449E+00
  1.5683E+00 -2.1465E-10  1.0359E+00
  1.6173E+00 -1.2594E-10  9.8572E-01
  1.6663E+00  3.0307E-11  8.6794E-01
  1.7153E+00 -5.6358E-11  8.0219E-01
  1.7643E+00 -2.1910E-11  7.5347E-01
  1.8133E+00 -3.7280E-11  6.9907E-01
  1.8623E+00 -1.5735E-10  6.4266E-01
  1.9113E+00 -4.0988E-11  5.9221E-01
  1.9604E+00 -1.4063E-10  5.4423E-01
  2.0094E+00 -1.9625E-10  5.1551E-01
  2.0584E+00 -1.3847E-11  4.6564E-01
  2.1074E+00  5.8482E-11  4.2808E-01
  2.1564E+00  5.4290E-11  4.0773E-01
  2.2054E+00  5.1367E-11  3.7147E-01
  2.2544E+00 -7.9022E-11  3.5466E-01
  2.3034E+00 -3.7972E-11  3.2167E-01
  2.3524E+00  4.2688E-11  3.0422E-01
  2.4014E+00 -3.9062E-12  2.9162E-01
  2.4504E+00  7.6590E-11  2.6527E-01
  2.4995E+00 -3.8623E-11  2.4960E-01
  2.5485E+00 -2.6190E-12  2.2938E-01
  2.5975E+00  1.5193E-11  2.1678E-01
  2.6465E+00  2.8329E-11  2.0719E-01
  2.6955E+00 -6.6224E-12  1.9495E-01
  2.7445E+00  2.4215E-11  1.8343E-01
  2.7935E+00  3.3102E-11  1.7737E-01
  2.8425E+00 -3.5473E-11  1.6555E-01
  2.8915E+00 -1.6507E-11  1.5756E-01
  2.9405E+00 -2.5661E-11  1.4530E-01
  2.9895E+00  1.5721E-11  1.3818E-01
  3.0386E+00 -2.4083E-11  1.2960E-01
  3.0876E+00  3.9872E-11  1.2306E-01
  3.1366E+00  1.6596E-11  1.1615E-01
  3.1856E+00 -6.7584E-12  1.1089E-01
  3.2346E+00 -9.8280E-12  1.0529E-01
  3.2836E+00 -1.2438E-11  9.9385E-02
  3.3326E+00 -6.1235E-12  9.3969E-02
  3.3816E+00  7.5000E-12  9.0132E-02
  3.4306E+00  8.9376E-12  8.5281E-02
  3.4796E+00 -1.1533E-11  7.9581E-02
  3.5286E+00  1.0612E-11  7.7135E-02
  3.5776E+00  8.0492E-12  7.3091E-02
  3.6267E+00 -1.2677E-11  6.9715E-02
  3.6757E+00 -4.5787E-12  6.5711E-02
  3.7247E+00 -2.6273E-12  6.2650E-02
  3.7737E+00  9.5131E-12  5.9195E-02
  3.8227E+00 -2.0199E-12  5.5193E-02
  3.8717E+00  2.1822E-11  5.2245E-02
  3.9207E+00  6.1168E-12  5.0124E-02
  3.9697E+00 -8.6803E-12  4.8630E-02
  4.0187E+00  2.7014E-12  4.5487E-02
  4.0677E+00  1.1572E-11  4.3082E-02
  4.1167E+00 -2.1696E-12  4.1463E-02
  4.1658E+00  5.3401E-12  3.9220E-02
  4.2148E+00 -7.6375E-12  3.6775E-02
  4.2638E+00 -2.5697E-12  3.5087E-02
  4.3128E+00 -1.3030E-12  3.4137E-02
  4.3618E+00  8.5151E-12  3.1898E-02
  4.4108E+00 -1.1616E-13  3.0709E-02
  4.4598E+00  6.4362E-12  2.9244E-02
  4.5088E+00 -5.8145E-12  2.8158E-02
  4.5578E+00  8.4503E-13  2.6087E-02
  4.6068E+00 -1.8064E-12  2.4576E-02
  4.6558E+00 -2.1103E-12  2.4212E-02
  4.7049E+00 -1.7860E-13  2.3217E-02
  4.7539E+00  4.6657E-12  2.1696E-02
  4.8029E+00 -2.0406E-12  2.0864E-02
  4.8519E+00  1.5446E-12  1.9827E-02
  4.9009E+00  2.2001E-13  1.9473E-02
  4.9499E+00 -3.6090E-12  1.7896E-02
  4.9989E+00 -1.4488E-12  1.7241E-02
  5.0479E+00 -2.5684E-12  1.6730E-02
  5.0969E+00  2.3623E-12  1.5474E-02
  5.1459E+00 -2.5613E-12  1.4816E-02
  5.1949E+00  5.8254E-12  1.4336E-02
  5.2440E+00 -2.8105E-12  1.3730E-02
  5.2930E+00 -4.0677E-12  1.3280E-02
  5.3420E+00 -2.4229E-12  1.2678E-02
  5.3910E+00  2.5862E-12  1.2131E-02
  5.4400E+00  2.8771E-12  1.1412E-02
  5.4890E+00 -2.6695E-12  1.1119E-02
  5.5380E+00 -9.2528E-13  1.0705E-02
  5.5870E+00 -3.0919E-12  1.0127E-02
  5.6360E+00 -1.0351E-12  9.7745E-03
  5.6850E+00  1.8225E-12  9.3757E-03
  5.7340E+00  9.8556E-13  8.8925E-03
  5.7830E+00 -3.4829E-12  8.5924E-03
  5.8321E+00  3.0176E-12  8.3664E-03
  5.8811E+00  4.2607E-12  7.9500E-03
  5.9301E+00  2.5664E-12  7.4471E-03
  5.9791E+00  3.5903E-12  7.2975E-03
  6.0281E+00 -1.1183E-12  7.0128E-03
  6.0771E+00  1.4496E-12  6.8519E-03
  6.1261E+00  8.8731E-13  6.6970E-03
  6.1751E+00  1.3134E-12  6.3949E-03
  6.2241E+00  4.6424E-13  6.0528E-03
  6.2731E+00 -4.0179E-13  5.7349E-03
  6.3221E+00 -3.9438E-13  5.7497E-03
  6.3712E+00  3.7755E-13  5.5491E-03
  6.4202E+00 -1.1952E-12  5.2775E-03
  6.4692E+00  1.5869E-13  5.2432E-03
  6.5182E+00  1.2929E-12  4.8920E-03
  6.5672E+00 -9.2801E-13  4.7552E-03
  6.6162E+00  1.5942E-13  4.5417E-03
  6.6652E+00 -7.6520E-13  4.2832E-03
  6.7142E+00  4.3299E-13  4.2600E-03
