# CREATED BY GENE DIAGNOSTICS TOOL on Thu May 23 20:22:07 2019
# diag: gamdiag, run(s): act, time window: 0-3000(4122 steps), species: ions
# original data path: /marconi_scratch/userexternal/cmoreno0/export/
# normalization: L_ref=1.65m
#
# xind= 0, x/a= 0.77459669, q= 1.0492904
# Fit:    0.059028226,3.523496,-0.14775781
# Analytic (Gao, Zhou/Yu): 0.3680315,-0.003461663,1.7150909
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9992E-01  0.0000E+00
  7.2800E-01  9.9072E-01  1.3703E-03
  1.4560E+00  9.6675E-01  2.6949E-03
  2.1840E+00  9.3412E-01  3.9407E-03
  2.9120E+00  8.9862E-01  5.0925E-03
  3.6400E+00  8.6422E-01  6.1484E-03
  4.3680E+00  8.3282E-01  7.1154E-03
  5.0960E+00  8.0471E-01  8.0051E-03
  5.8240E+00  7.7918E-01  8.8284E-03
  6.5520E+00  7.5502E-01  9.5931E-03
  7.2800E+00  7.3104E-01  1.0302E-02
  8.0080E+00  7.0643E-01  1.0955E-02
  8.7360E+00  6.8095E-01  1.1551E-02
  9.4640E+00  6.5496E-01  1.2086E-02
  1.0192E+01  6.2916E-01  1.2561E-02
  1.0920E+01  6.0437E-01  1.2980E-02
  1.1648E+01  5.8132E-01  1.3345E-02
  1.2376E+01  5.6052E-01  1.3665E-02
  1.3104E+01  5.4223E-01  1.3946E-02
  1.3832E+01  5.2646E-01  1.4197E-02
  1.4560E+01  5.1311E-01  1.4423E-02
  1.5288E+01  5.0202E-01  1.4633E-02
  1.6016E+01  4.9303E-01  1.4832E-02
  1.6744E+01  4.8593E-01  1.5025E-02
  1.7472E+01  4.8056E-01  1.5217E-02
  1.8200E+01  4.7688E-01  1.5412E-02
  1.8928E+01  4.7476E-01  1.5614E-02
  1.9656E+01  4.7401E-01  1.5826E-02
  2.0384E+01  4.7459E-01  1.6053E-02
  2.1112E+01  4.7635E-01  1.6294E-02
  2.1840E+01  4.7897E-01  1.6553E-02
  2.2568E+01  4.8218E-01  1.6830E-02
  2.3296E+01  4.8584E-01  1.7125E-02
  2.4024E+01  4.8977E-01  1.7439E-02
  2.4752E+01  4.9371E-01  1.7769E-02
  2.5480E+01  4.9740E-01  1.8113E-02
  2.6208E+01  5.0070E-01  1.8471E-02
  2.6936E+01  5.0351E-01  1.8840E-02
  2.7664E+01  5.0564E-01  1.9216E-02
  2.8392E+01  5.0688E-01  1.9599E-02
  2.9120E+01  5.0712E-01  1.9982E-02
  2.9848E+01  5.0657E-01  2.0364E-02
  3.0576E+01  5.0545E-01  2.0743E-02
  3.1304E+01  5.0362E-01  2.1116E-02
  3.2032E+01  5.0067E-01  2.1481E-02
  3.2760E+01  4.9633E-01  2.1833E-02
  3.3488E+01  4.9079E-01  2.2170E-02
  3.4216E+01  4.8464E-01  2.2490E-02
  3.4944E+01  4.7832E-01  2.2792E-02
  3.5672E+01  4.7187E-01  2.3078E-02
  3.6400E+01  4.6502E-01  2.3346E-02
  3.7128E+01  4.5755E-01  2.3595E-02
  3.7856E+01  4.4941E-01  2.3823E-02
  3.8584E+01  4.4077E-01  2.4032E-02
  3.9312E+01  4.3199E-01  2.4220E-02
  4.0040E+01  4.2325E-01  2.4389E-02
  4.0768E+01  4.1461E-01  2.4539E-02
  4.1496E+01  4.0609E-01  2.4673E-02
  4.2224E+01  3.9776E-01  2.4790E-02
  4.2952E+01  3.8967E-01  2.4893E-02
