# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 12:16:37 2019
# diag: zprofile, run(s): act, time window: 0-1284.5728(323 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds036/ITGa_NL/omt3/
# normalization: L_T,ions
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  1.9199E+00  1.9199E+00
 -3.0925E+00  0.0000E+00  1.9145E+00  1.9145E+00
 -3.0434E+00  0.0000E+00  1.9205E+00  1.9205E+00
 -2.9943E+00  0.0000E+00  1.9191E+00  1.9191E+00
 -2.9452E+00  0.0000E+00  1.9179E+00  1.9179E+00
 -2.8962E+00  0.0000E+00  1.9087E+00  1.9087E+00
 -2.8471E+00  0.0000E+00  1.9068E+00  1.9068E+00
 -2.7980E+00  0.0000E+00  1.9016E+00  1.9016E+00
 -2.7489E+00  0.0000E+00  1.9006E+00  1.9006E+00
 -2.6998E+00  0.0000E+00  1.9023E+00  1.9023E+00
 -2.6507E+00  0.0000E+00  1.9068E+00  1.9068E+00
 -2.6016E+00  0.0000E+00  1.9137E+00  1.9137E+00
 -2.5525E+00  0.0000E+00  1.9175E+00  1.9175E+00
 -2.5035E+00  0.0000E+00  1.9251E+00  1.9251E+00
 -2.4544E+00  0.0000E+00  1.9293E+00  1.9293E+00
 -2.4053E+00  0.0000E+00  1.9334E+00  1.9334E+00
 -2.3562E+00  0.0000E+00  1.9371E+00  1.9371E+00
 -2.3071E+00  0.0000E+00  1.9394E+00  1.9394E+00
 -2.2580E+00  0.0000E+00  1.9444E+00  1.9444E+00
 -2.2089E+00  0.0000E+00  1.9494E+00  1.9494E+00
 -2.1598E+00  0.0000E+00  1.9559E+00  1.9559E+00
 -2.1108E+00  0.0000E+00  1.9609E+00  1.9609E+00
 -2.0617E+00  0.0000E+00  1.9687E+00  1.9687E+00
 -2.0126E+00  0.0000E+00  1.9747E+00  1.9747E+00
 -1.9635E+00  0.0000E+00  1.9821E+00  1.9821E+00
 -1.9144E+00  0.0000E+00  1.9891E+00  1.9891E+00
 -1.8653E+00  0.0000E+00  1.9958E+00  1.9958E+00
 -1.8162E+00  0.0000E+00  1.9965E+00  1.9965E+00
 -1.7671E+00  0.0000E+00  2.0060E+00  2.0060E+00
 -1.7181E+00  0.0000E+00  2.0191E+00  2.0191E+00
 -1.6690E+00  0.0000E+00  2.0245E+00  2.0245E+00
 -1.6199E+00  0.0000E+00  2.0353E+00  2.0353E+00
 -1.5708E+00  0.0000E+00  2.0411E+00  2.0411E+00
 -1.5217E+00  0.0000E+00  2.0525E+00  2.0525E+00
 -1.4726E+00  0.0000E+00  2.0666E+00  2.0666E+00
 -1.4235E+00  0.0000E+00  2.0820E+00  2.0820E+00
 -1.3744E+00  0.0000E+00  2.1021E+00  2.1021E+00
 -1.3254E+00  0.0000E+00  2.1180E+00  2.1180E+00
 -1.2763E+00  0.0000E+00  2.1394E+00  2.1394E+00
 -1.2272E+00  0.0000E+00  2.1565E+00  2.1565E+00
 -1.1781E+00  0.0000E+00  2.1749E+00  2.1749E+00
 -1.1290E+00  0.0000E+00  2.1932E+00  2.1932E+00
 -1.0799E+00  0.0000E+00  2.2096E+00  2.2096E+00
 -1.0308E+00  0.0000E+00  2.2246E+00  2.2246E+00
 -9.8175E-01  0.0000E+00  2.2351E+00  2.2351E+00
 -9.3266E-01  0.0000E+00  2.2497E+00  2.2497E+00
 -8.8357E-01  0.0000E+00  2.2537E+00  2.2537E+00
 -8.3449E-01  0.0000E+00  2.2629E+00  2.2629E+00
 -7.8540E-01  0.0000E+00  2.2679E+00  2.2679E+00
 -7.3631E-01  0.0000E+00  2.2809E+00  2.2809E+00
 -6.8722E-01  0.0000E+00  2.3152E+00  2.3152E+00
 -6.3814E-01  0.0000E+00  2.3618E+00  2.3618E+00
 -5.8905E-01  0.0000E+00  2.4172E+00  2.4172E+00
 -5.3996E-01  0.0000E+00  2.4877E+00  2.4877E+00
 -4.9087E-01  0.0000E+00  2.5435E+00  2.5435E+00
 -4.4179E-01  0.0000E+00  2.6045E+00  2.6045E+00
 -3.9270E-01  0.0000E+00  2.6826E+00  2.6826E+00
 -3.4361E-01  0.0000E+00  2.7456E+00  2.7456E+00
 -2.9452E-01  0.0000E+00  2.8248E+00  2.8248E+00
 -2.4544E-01  0.0000E+00  2.8714E+00  2.8714E+00
 -1.9635E-01  0.0000E+00  2.9403E+00  2.9403E+00
 -1.4726E-01  0.0000E+00  2.9745E+00  2.9745E+00
 -9.8175E-02  0.0000E+00  3.0177E+00  3.0177E+00
 -4.9087E-02  0.0000E+00  3.0352E+00  3.0352E+00
  0.0000E+00  0.0000E+00  3.0546E+00  3.0546E+00
  4.9087E-02  0.0000E+00  3.0332E+00  3.0332E+00
  9.8175E-02  0.0000E+00  3.0179E+00  3.0179E+00
  1.4726E-01  0.0000E+00  2.9706E+00  2.9706E+00
  1.9635E-01  0.0000E+00  2.9358E+00  2.9358E+00
  2.4544E-01  0.0000E+00  2.8651E+00  2.8651E+00
  2.9452E-01  0.0000E+00  2.8177E+00  2.8177E+00
  3.4361E-01  0.0000E+00  2.7381E+00  2.7381E+00
  3.9270E-01  0.0000E+00  2.6741E+00  2.6741E+00
  4.4179E-01  0.0000E+00  2.5955E+00  2.5955E+00
  4.9087E-01  0.0000E+00  2.5349E+00  2.5349E+00
  5.3996E-01  0.0000E+00  2.4796E+00  2.4796E+00
  5.8905E-01  0.0000E+00  2.4110E+00  2.4110E+00
  6.3814E-01  0.0000E+00  2.3564E+00  2.3564E+00
  6.8722E-01  0.0000E+00  2.3110E+00  2.3110E+00
  7.3631E-01  0.0000E+00  2.2781E+00  2.2781E+00
  7.8540E-01  0.0000E+00  2.2673E+00  2.2673E+00
  8.3449E-01  0.0000E+00  2.2647E+00  2.2647E+00
  8.8357E-01  0.0000E+00  2.2571E+00  2.2571E+00
  9.3266E-01  0.0000E+00  2.2541E+00  2.2541E+00
  9.8175E-01  0.0000E+00  2.2406E+00  2.2406E+00
  1.0308E+00  0.0000E+00  2.2302E+00  2.2302E+00
  1.0799E+00  0.0000E+00  2.2157E+00  2.2157E+00
  1.1290E+00  0.0000E+00  2.1999E+00  2.1999E+00
  1.1781E+00  0.0000E+00  2.1813E+00  2.1813E+00
  1.2272E+00  0.0000E+00  2.1626E+00  2.1626E+00
  1.2763E+00  0.0000E+00  2.1434E+00  2.1434E+00
  1.3254E+00  0.0000E+00  2.1201E+00  2.1201E+00
  1.3744E+00  0.0000E+00  2.1013E+00  2.1013E+00
  1.4235E+00  0.0000E+00  2.0781E+00  2.0781E+00
  1.4726E+00  0.0000E+00  2.0601E+00  2.0601E+00
  1.5217E+00  0.0000E+00  2.0441E+00  2.0441E+00
  1.5708E+00  0.0000E+00  2.0333E+00  2.0333E+00
  1.6199E+00  0.0000E+00  2.0303E+00  2.0303E+00
  1.6690E+00  0.0000E+00  2.0224E+00  2.0224E+00
  1.7181E+00  0.0000E+00  2.0184E+00  2.0184E+00
  1.7671E+00  0.0000E+00  2.0053E+00  2.0053E+00
  1.8162E+00  0.0000E+00  1.9943E+00  1.9943E+00
  1.8653E+00  0.0000E+00  1.9911E+00  1.9911E+00
  1.9144E+00  0.0000E+00  1.9824E+00  1.9824E+00
  1.9635E+00  0.0000E+00  1.9743E+00  1.9743E+00
  2.0126E+00  0.0000E+00  1.9661E+00  1.9661E+00
  2.0617E+00  0.0000E+00  1.9596E+00  1.9596E+00
  2.1108E+00  0.0000E+00  1.9515E+00  1.9515E+00
  2.1598E+00  0.0000E+00  1.9464E+00  1.9464E+00
  2.2089E+00  0.0000E+00  1.9398E+00  1.9398E+00
  2.2580E+00  0.0000E+00  1.9353E+00  1.9353E+00
  2.3071E+00  0.0000E+00  1.9311E+00  1.9311E+00
  2.3562E+00  0.0000E+00  1.9297E+00  1.9297E+00
  2.4053E+00  0.0000E+00  1.9273E+00  1.9273E+00
  2.4544E+00  0.0000E+00  1.9245E+00  1.9245E+00
  2.5035E+00  0.0000E+00  1.9218E+00  1.9218E+00
  2.5525E+00  0.0000E+00  1.9158E+00  1.9158E+00
  2.6016E+00  0.0000E+00  1.9132E+00  1.9132E+00
  2.6507E+00  0.0000E+00  1.9073E+00  1.9073E+00
  2.6998E+00  0.0000E+00  1.9041E+00  1.9041E+00
  2.7489E+00  0.0000E+00  1.9027E+00  1.9027E+00
  2.7980E+00  0.0000E+00  1.9044E+00  1.9044E+00
  2.8471E+00  0.0000E+00  1.9092E+00  1.9092E+00
  2.8962E+00  0.0000E+00  1.9116E+00  1.9116E+00
  2.9452E+00  0.0000E+00  1.9180E+00  1.9180E+00
  2.9943E+00  0.0000E+00  1.9203E+00  1.9203E+00
  3.0434E+00  0.0000E+00  1.9143E+00  1.9143E+00
  3.0925E+00  0.0000E+00  1.9212E+00  1.9212E+00
