# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 25 10:11:20 2019
# diag: nrgsummary, run(s): act, time window: 0-1187.1276(1 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds06/ITGa_NL/omt1/
# normalization: L_T,ions=5.508m
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  4.1806E-22  5.5791E-22  1.8015E-22
  2.9905E-01  4.4893E-19  3.8038E-02  3.2898E-06
  5.9809E-01  1.2991E-19  7.5527E-02  2.5412E-05
  8.9714E-01 -1.2068E-18  1.1195E-01  8.0771E-05
  1.1962E+00 -5.2519E-19  1.4685E-01  1.7571E-04
  1.4952E+00  2.0550E-18  1.7982E-01  3.0736E-04
  1.7943E+00 -2.3609E-18  2.1057E-01  4.6561E-04
  2.0933E+00 -4.9446E-19  2.3887E-01  6.3692E-04
  2.3924E+00  1.2186E-18  2.6459E-01  8.0829E-04
  2.6914E+00  1.8481E-18  2.8768E-01  9.6957E-04
  2.9905E+00  2.6202E-18  3.0819E-01  1.1138E-03
  3.2895E+00  6.1469E-19  3.2620E-01  1.2363E-03
  3.5886E+00  8.3215E-19  3.4185E-01  1.3344E-03
  3.8876E+00 -2.4389E-18  3.5530E-01  1.4067E-03
  4.1867E+00  1.6976E-18  3.6673E-01  1.4538E-03
  4.4857E+00  5.0658E-20  3.7632E-01  1.4775E-03
  4.7848E+00  1.3376E-18  3.8428E-01  1.4811E-03
  5.0838E+00 -1.3823E-18  3.9079E-01  1.4683E-03
  5.3829E+00  1.7701E-18  3.9605E-01  1.4435E-03
  5.6819E+00 -1.4733E-20  4.0024E-01  1.4107E-03
  5.9810E+00  4.4902E-19  4.0352E-01  1.3737E-03
  6.2800E+00 -2.6956E-18  4.0606E-01  1.3355E-03
  6.5865E+00  2.6250E-18  4.0802E-01  1.2980E-03
  6.9005E+00  1.1581E-19  4.0950E-01  1.2633E-03
  7.2145E+00 -1.4692E-18  4.1058E-01  1.2339E-03
  7.5285E+00  1.5860E-18  4.1136E-01  1.2109E-03
  7.8425E+00 -5.3964E-19  4.1194E-01  1.1946E-03
  8.1565E+00  2.6229E-19  4.1241E-01  1.1849E-03
  8.4705E+00  2.2006E-18  4.1282E-01  1.1816E-03
  8.7845E+00  1.5713E-18  4.1323E-01  1.1842E-03
  9.0985E+00 -1.0024E-18  4.1370E-01  1.1918E-03
  9.4125E+00 -1.2855E-18  4.1425E-01  1.2037E-03
  9.7344E+00 -1.7617E-18  4.1494E-01  1.2195E-03
  1.0064E+01 -4.7951E-19  4.1578E-01  1.2385E-03
  1.0394E+01  1.2001E-18  4.1679E-01  1.2595E-03
  1.0723E+01  3.0494E-19  4.1797E-01  1.2818E-03
  1.1053E+01 -4.4103E-19  4.1932E-01  1.3045E-03
  1.1383E+01  1.4558E-18  4.2083E-01  1.3273E-03
  1.1713E+01 -1.7968E-18  4.2249E-01  1.3496E-03
  1.2042E+01  1.2268E-18  4.2430E-01  1.3714E-03
  1.2372E+01  1.2995E-18  4.2624E-01  1.3924E-03
  1.2702E+01  5.9404E-19  4.2830E-01  1.4126E-03
  1.3040E+01  1.1380E-18  4.3051E-01  1.4327E-03
  1.3386E+01 -2.3302E-19  4.3286E-01  1.4527E-03
  1.3732E+01 -1.3334E-18  4.3529E-01  1.4721E-03
  1.4078E+01  1.7252E-19  4.3776E-01  1.4911E-03
  1.4424E+01 -2.0019E-18  4.4027E-01  1.5099E-03
  1.4771E+01  8.3155E-20  4.4280E-01  1.5283E-03
  1.5117E+01 -2.2284E-19  4.4534E-01  1.5464E-03
  1.5463E+01 -1.0430E-19  4.4786E-01  1.5642E-03
  1.5809E+01 -1.9015E-18  4.5037E-01  1.5818E-03
  1.6155E+01 -7.5770E-19  4.5285E-01  1.5995E-03
  1.6510E+01  3.2434E-19  4.5536E-01  1.6182E-03
  1.6874E+01  2.4761E-19  4.5788E-01  1.6386E-03
  1.7237E+01  3.1438E-19  4.6034E-01  1.6614E-03
  1.7601E+01 -5.4968E-19  4.6275E-01  1.6875E-03
  1.7964E+01  1.7459E-18  4.6508E-01  1.7182E-03
  1.8328E+01  2.0690E-18  4.6734E-01  1.7539E-03
  1.8691E+01 -6.5405E-19  4.6953E-01  1.7945E-03
  1.9055E+01 -4.2482E-19  4.7162E-01  1.8391E-03
  1.9418E+01 -1.0896E-18  4.7364E-01  1.8864E-03
  1.9782E+01  3.9673E-20  4.7556E-01  1.9344E-03
  2.0154E+01 -1.4009E-18  4.7744E-01  1.9808E-03
  2.0536E+01 -1.4963E-18  4.7927E-01  2.0185E-03
  2.0916E+01  4.6901E-19  4.8100E-01  2.0377E-03
  2.1278E+01  2.1250E-18  4.8258E-01  2.0322E-03
