# CREATED BY GENE DIAGNOSTICS TOOL on Wed Feb 20 15:32:18 2019
# diag: nrgsummary, run(s): act, time window: 0-1907.6247(1 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xhiotas05/ITGa_NL/omt1_P/
# normalization: L_ref=5.512m
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  2.1032E-01 -9.8481E-21  1.9980E-02 -2.3357E-05
  4.2064E-01  2.0687E-20  3.3988E-02 -1.2440E-04
  6.3096E-01  8.9863E-21  4.3954E-02 -2.6039E-04
  8.4128E-01 -4.1716E-20  5.1479E-02 -3.8683E-04
  1.0516E+00  1.6502E-19  5.7386E-02 -4.8658E-04
  1.2619E+00 -1.2678E-19  6.2170E-02 -5.5470E-04
  1.4722E+00 -3.4798E-20  6.6151E-02 -5.9398E-04
  1.6826E+00 -3.0152E-19  6.9516E-02 -6.0492E-04
  1.8929E+00  3.4969E-21  7.2403E-02 -6.0117E-04
  2.1032E+00 -3.5480E-19  7.4907E-02 -5.9400E-04
  2.3135E+00  2.8312E-20  7.7084E-02 -5.9420E-04
  2.5238E+00 -4.9718E-19  7.8978E-02 -6.0988E-04
  2.7342E+00  1.1786E-19  8.0633E-02 -6.4433E-04
  2.9445E+00 -1.5611E-19  8.2085E-02 -7.0041E-04
  3.1548E+00  2.4641E-19  8.3358E-02 -7.7502E-04
  3.3651E+00 -3.2026E-19  8.4469E-02 -8.5814E-04
  3.5754E+00  8.9119E-19  8.5431E-02 -9.4376E-04
  3.7858E+00  1.5513E-19  8.6258E-02 -1.0345E-03
  3.9961E+00 -7.2515E-19  8.6962E-02 -1.1348E-03
  4.2064E+00 -7.8561E-19  8.7555E-02 -1.2482E-03
  4.4167E+00  2.0319E-19  8.8044E-02 -1.3798E-03
  4.6270E+00  4.2090E-19  8.8439E-02 -1.5309E-03
  4.8374E+00  3.8019E-19  8.8750E-02 -1.6916E-03
  5.0477E+00  4.8177E-19  8.8988E-02 -1.8606E-03
  5.2580E+00 -4.6516E-19  8.9153E-02 -2.0317E-03
  5.4683E+00  5.3854E-19  8.9240E-02 -2.1620E-03
  5.6786E+00 -2.2465E-19  8.9279E-02 -2.2571E-03
  5.8890E+00 -2.2934E-19  8.9232E-02 -2.3145E-03
  6.0993E+00  1.3613E-19  8.9121E-02 -2.3206E-03
  6.3021E+00  4.2890E-19  8.8975E-02 -2.2681E-03
  6.5017E+00 -1.2002E-19  8.8878E-02 -2.1435E-03
  6.7013E+00  4.5059E-20  8.8580E-02 -1.9920E-03
  6.9009E+00  1.0244E-19  8.8298E-02 -1.8120E-03
  7.1004E+00 -3.6834E-21  8.7989E-02 -1.6517E-03
  7.3000E+00 -6.4336E-20  8.7614E-02 -1.4983E-03
  7.4996E+00 -7.7031E-20  8.7168E-02 -1.3478E-03
  7.6992E+00 -2.8149E-19  8.6718E-02 -1.2245E-03
  7.8988E+00 -1.9455E-19  8.6311E-02 -1.0848E-03
  8.0984E+00 -3.6251E-19  8.5642E-02 -1.0955E-03
  8.2980E+00  1.3552E-19  8.4990E-02 -1.1238E-03
  8.4976E+00 -3.9939E-20  8.4325E-02 -1.1798E-03
  8.6972E+00  4.7986E-19  8.3811E-02 -1.1913E-03
  8.8967E+00 -3.6912E-19  8.3442E-02 -1.1989E-03
  9.0963E+00 -9.3175E-20  8.2715E-02 -1.2628E-03
  9.2959E+00  2.5577E-19  8.1794E-02 -1.4032E-03
  9.4955E+00  2.4602E-19  8.1004E-02 -1.5190E-03
  9.6951E+00  9.0957E-20  8.0475E-02 -1.5259E-03
  9.8947E+00 -1.7625E-19  8.0052E-02 -1.4876E-03
  1.0094E+01 -4.7116E-19  7.9487E-02 -1.6456E-03
  1.0294E+01 -1.2622E-19  7.8684E-02 -1.9954E-03
  1.0476E+01 -1.4430E-19  7.7932E-02 -2.2554E-03
  1.0631E+01 -2.2082E-19  7.7350E-02 -2.3163E-03
  1.0784E+01  2.2622E-19  7.6841E-02 -2.2911E-03
  1.0937E+01 -1.0397E-19  7.6455E-02 -2.3567E-03
  1.1091E+01 -4.4791E-20  7.6169E-02 -2.5439E-03
  1.1244E+01 -8.3768E-20  7.5854E-02 -2.7507E-03
  1.1397E+01  6.2952E-20  7.5446E-02 -2.8976E-03
  1.1550E+01  6.7102E-20  7.5005E-02 -3.0086E-03
  1.1704E+01  8.0720E-20  7.4635E-02 -3.1187E-03
  1.1857E+01 -9.4672E-20  7.4317E-02 -3.2525E-03
  1.2010E+01 -3.4408E-20  7.3880E-02 -3.4085E-03
  1.2164E+01 -1.6118E-19  7.3250E-02 -3.5225E-03
  1.2321E+01 -2.1394E-20  7.2547E-02 -3.5517E-03
  1.2482E+01  9.6444E-21  7.2006E-02 -3.5877E-03
  1.2643E+01 -8.1770E-21  7.1748E-02 -3.7511E-03
  1.2804E+01  1.7967E-19  7.1751E-02 -3.9620E-03
  1.2965E+01 -7.7778E-20  7.1871E-02 -4.0043E-03
  1.3126E+01  4.5513E-20  7.1842E-02 -3.9451E-03
  1.3287E+01  1.3176E-19  7.1469E-02 -4.0173E-03
  1.3448E+01  1.5939E-19  7.0846E-02 -4.2322E-03
  1.3609E+01  5.1296E-20  7.0191E-02 -4.4723E-03
  1.3769E+01  2.5688E-21  6.9638E-02 -4.6750E-03
  1.3934E+01  5.3968E-20  6.9161E-02 -4.7752E-03
  1.4103E+01  1.6626E-19  6.8728E-02 -4.8139E-03
  1.4273E+01 -1.0730E-19  6.8387E-02 -4.8704E-03
  1.4442E+01 -1.1561E-19  6.8150E-02 -4.8714E-03
  1.4611E+01 -1.7234E-19  6.7957E-02 -4.7893E-03
  1.4780E+01  9.6835E-20  6.7761E-02 -4.7486E-03
  1.4949E+01  1.9136E-19  6.7541E-02 -4.8418E-03
  1.5118E+01  1.3374E-19  6.7218E-02 -4.9889E-03
  1.5287E+01 -1.7783E-19  6.6787E-02 -4.9965E-03
  1.5456E+01 -2.5943E-19  6.6288E-02 -4.8736E-03
  1.5629E+01  9.7963E-20  6.5759E-02 -4.7393E-03
  1.5806E+01 -4.6231E-20  6.5265E-02 -4.5583E-03
  1.5984E+01 -8.9109E-20  6.4858E-02 -4.3010E-03
  1.6161E+01 -5.0453E-20  6.4536E-02 -4.1559E-03
  1.6339E+01 -1.2094E-19  6.4204E-02 -4.2336E-03
  1.6516E+01  1.9137E-19  6.3794E-02 -4.3779E-03
  1.6694E+01 -2.2567E-20  6.3316E-02 -4.3849E-03
  1.6871E+01  1.1030E-19  6.2846E-02 -4.2394E-03
  1.7049E+01  1.0047E-19  6.2426E-02 -4.0473E-03
  1.7226E+01 -1.0126E-19  6.2028E-02 -3.9015E-03
  1.7408E+01 -3.3157E-20  6.1640E-02 -3.8241E-03
  1.7594E+01  7.0646E-20  6.1252E-02 -3.7627E-03
  1.7781E+01 -2.4126E-20  6.0874E-02 -3.6931E-03
  1.7967E+01  2.8045E-19  6.0478E-02 -3.6374E-03
  1.8153E+01 -7.2619E-20  6.0068E-02 -3.6021E-03
  1.8340E+01  1.2776E-19  5.9645E-02 -3.5684E-03
  1.8526E+01  7.1776E-20  5.9228E-02 -3.5129E-03
  1.8712E+01 -1.0635E-19  5.8845E-02 -3.4191E-03
  1.8899E+01  4.2010E-20  5.8469E-02 -3.3253E-03
  1.9085E+01  7.9928E-20  5.8090E-02 -3.2682E-03
  1.9276E+01 -1.8547E-20  5.7685E-02 -3.1883E-03
  1.9472E+01  6.6203E-20  5.7243E-02 -3.0619E-03
  1.9667E+01 -1.0740E-19  5.6819E-02 -2.9983E-03
  1.9863E+01  6.7113E-20  5.6409E-02 -3.0814E-03
  2.0059E+01 -1.4307E-19  5.5982E-02 -3.2180E-03
  2.0254E+01 -1.4594E-20  5.5514E-02 -3.3334E-03
  2.0450E+01 -3.1792E-20  5.5037E-02 -3.3993E-03
  2.0646E+01  1.7335E-19  5.4571E-02 -3.4028E-03
  2.0841E+01 -5.1920E-20  5.4142E-02 -3.3720E-03
  2.1037E+01  5.7201E-21  5.3781E-02 -3.3447E-03
  2.1238E+01  1.1895E-19  5.3434E-02 -3.3176E-03
  2.1443E+01 -5.2728E-20  5.3048E-02 -3.2291E-03
  2.1648E+01  4.8384E-20  5.2587E-02 -3.0704E-03
  2.1854E+01 -1.4480E-20  5.2045E-02 -2.9331E-03
  2.2059E+01 -2.9582E-20  5.1501E-02 -2.8872E-03
  2.2265E+01  8.9355E-21  5.1036E-02 -2.9327E-03
  2.2470E+01 -4.6191E-20  5.0668E-02 -3.0163E-03
  2.2676E+01 -6.2493E-20  5.0383E-02 -3.0845E-03
  2.2881E+01  6.8454E-20  5.0142E-02 -3.1163E-03
  2.3087E+01 -5.5570E-20  4.9919E-02 -3.1341E-03
  2.3297E+01  4.4018E-20  4.9681E-02 -3.1577E-03
  2.3513E+01 -2.3603E-20  4.9403E-02 -3.1803E-03
  2.3729E+01  1.5757E-19  4.9065E-02 -3.2039E-03
  2.3944E+01  2.5707E-20  4.8653E-02 -3.2318E-03
  2.4160E+01 -4.3520E-20  4.8195E-02 -3.2581E-03
  2.4376E+01 -1.6433E-20  4.7706E-02 -3.2705E-03
  2.4591E+01  7.8005E-21  4.7205E-02 -3.2630E-03
  2.4807E+01 -1.1040E-20  4.6707E-02 -3.2506E-03
