# CREATED BY GENE DIAGNOSTICS TOOL on Fri Jan  4 16:43:03 2019
# diag: zprofile, run(s): act, time window: 0-2571.449(620 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xliotas05/ITGa_NL/omt1/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  1.5758E+01  1.5758E+01
 -3.0925E+00  0.0000E+00  1.5753E+01  1.5753E+01
 -3.0434E+00  0.0000E+00  1.5741E+01  1.5741E+01
 -2.9943E+00  0.0000E+00  1.5737E+01  1.5737E+01
 -2.9452E+00  0.0000E+00  1.5737E+01  1.5737E+01
 -2.8962E+00  0.0000E+00  1.5736E+01  1.5736E+01
 -2.8471E+00  0.0000E+00  1.5745E+01  1.5745E+01
 -2.7980E+00  0.0000E+00  1.5751E+01  1.5751E+01
 -2.7489E+00  0.0000E+00  1.5765E+01  1.5765E+01
 -2.6998E+00  0.0000E+00  1.5772E+01  1.5772E+01
 -2.6507E+00  0.0000E+00  1.5779E+01  1.5779E+01
 -2.6016E+00  0.0000E+00  1.5788E+01  1.5788E+01
 -2.5525E+00  0.0000E+00  1.5783E+01  1.5783E+01
 -2.5035E+00  0.0000E+00  1.5786E+01  1.5786E+01
 -2.4544E+00  0.0000E+00  1.5773E+01  1.5773E+01
 -2.4053E+00  0.0000E+00  1.5759E+01  1.5759E+01
 -2.3562E+00  0.0000E+00  1.5754E+01  1.5754E+01
 -2.3071E+00  0.0000E+00  1.5746E+01  1.5746E+01
 -2.2580E+00  0.0000E+00  1.5742E+01  1.5742E+01
 -2.2089E+00  0.0000E+00  1.5732E+01  1.5732E+01
 -2.1598E+00  0.0000E+00  1.5736E+01  1.5736E+01
 -2.1108E+00  0.0000E+00  1.5733E+01  1.5733E+01
 -2.0617E+00  0.0000E+00  1.5741E+01  1.5741E+01
 -2.0126E+00  0.0000E+00  1.5741E+01  1.5741E+01
 -1.9635E+00  0.0000E+00  1.5740E+01  1.5740E+01
 -1.9144E+00  0.0000E+00  1.5741E+01  1.5741E+01
 -1.8653E+00  0.0000E+00  1.5744E+01  1.5744E+01
 -1.8162E+00  0.0000E+00  1.5750E+01  1.5750E+01
 -1.7671E+00  0.0000E+00  1.5755E+01  1.5755E+01
 -1.7181E+00  0.0000E+00  1.5758E+01  1.5758E+01
 -1.6690E+00  0.0000E+00  1.5764E+01  1.5764E+01
 -1.6199E+00  0.0000E+00  1.5769E+01  1.5769E+01
 -1.5708E+00  0.0000E+00  1.5780E+01  1.5780E+01
 -1.5217E+00  0.0000E+00  1.5798E+01  1.5798E+01
 -1.4726E+00  0.0000E+00  1.5808E+01  1.5808E+01
 -1.4235E+00  0.0000E+00  1.5826E+01  1.5826E+01
 -1.3744E+00  0.0000E+00  1.5830E+01  1.5830E+01
 -1.3254E+00  0.0000E+00  1.5839E+01  1.5839E+01
 -1.2763E+00  0.0000E+00  1.5831E+01  1.5831E+01
 -1.2272E+00  0.0000E+00  1.5831E+01  1.5831E+01
 -1.1781E+00  0.0000E+00  1.5816E+01  1.5816E+01
 -1.1290E+00  0.0000E+00  1.5810E+01  1.5810E+01
 -1.0799E+00  0.0000E+00  1.5803E+01  1.5803E+01
 -1.0308E+00  0.0000E+00  1.5800E+01  1.5800E+01
 -9.8175E-01  0.0000E+00  1.5797E+01  1.5797E+01
 -9.3266E-01  0.0000E+00  1.5796E+01  1.5796E+01
 -8.8357E-01  0.0000E+00  1.5793E+01  1.5793E+01
 -8.3449E-01  0.0000E+00  1.5794E+01  1.5794E+01
 -7.8540E-01  0.0000E+00  1.5792E+01  1.5792E+01
 -7.3631E-01  0.0000E+00  1.5788E+01  1.5788E+01
 -6.8722E-01  0.0000E+00  1.5788E+01  1.5788E+01
 -6.3814E-01  0.0000E+00  1.5787E+01  1.5787E+01
 -5.8905E-01  0.0000E+00  1.5794E+01  1.5794E+01
 -5.3996E-01  0.0000E+00  1.5796E+01  1.5796E+01
 -4.9087E-01  0.0000E+00  1.5808E+01  1.5808E+01
 -4.4179E-01  0.0000E+00  1.5811E+01  1.5811E+01
 -3.9270E-01  0.0000E+00  1.5815E+01  1.5815E+01
 -3.4361E-01  0.0000E+00  1.5820E+01  1.5820E+01
 -2.9452E-01  0.0000E+00  1.5822E+01  1.5822E+01
 -2.4544E-01  0.0000E+00  1.5831E+01  1.5831E+01
 -1.9635E-01  0.0000E+00  1.5833E+01  1.5833E+01
 -1.4726E-01  0.0000E+00  1.5847E+01  1.5847E+01
 -9.8175E-02  0.0000E+00  1.5854E+01  1.5854E+01
 -4.9087E-02  0.0000E+00  1.5861E+01  1.5861E+01
  0.0000E+00  0.0000E+00  1.5866E+01  1.5866E+01
  4.9087E-02  0.0000E+00  1.5870E+01  1.5870E+01
  9.8175E-02  0.0000E+00  1.5871E+01  1.5871E+01
  1.4726E-01  0.0000E+00  1.5873E+01  1.5873E+01
  1.9635E-01  0.0000E+00  1.5878E+01  1.5878E+01
  2.4544E-01  0.0000E+00  1.5892E+01  1.5892E+01
  2.9452E-01  0.0000E+00  1.5889E+01  1.5889E+01
  3.4361E-01  0.0000E+00  1.5890E+01  1.5890E+01
  3.9270E-01  0.0000E+00  1.5884E+01  1.5884E+01
  4.4179E-01  0.0000E+00  1.5886E+01  1.5886E+01
  4.9087E-01  0.0000E+00  1.5884E+01  1.5884E+01
  5.3996E-01  0.0000E+00  1.5882E+01  1.5882E+01
  5.8905E-01  0.0000E+00  1.5890E+01  1.5890E+01
  6.3814E-01  0.0000E+00  1.5890E+01  1.5890E+01
  6.8722E-01  0.0000E+00  1.5903E+01  1.5903E+01
  7.3631E-01  0.0000E+00  1.5910E+01  1.5910E+01
  7.8540E-01  0.0000E+00  1.5917E+01  1.5917E+01
  8.3449E-01  0.0000E+00  1.5911E+01  1.5911E+01
  8.8357E-01  0.0000E+00  1.5899E+01  1.5899E+01
  9.3266E-01  0.0000E+00  1.5891E+01  1.5891E+01
  9.8175E-01  0.0000E+00  1.5881E+01  1.5881E+01
  1.0308E+00  0.0000E+00  1.5877E+01  1.5877E+01
  1.0799E+00  0.0000E+00  1.5868E+01  1.5868E+01
  1.1290E+00  0.0000E+00  1.5862E+01  1.5862E+01
  1.1781E+00  0.0000E+00  1.5858E+01  1.5858E+01
  1.2272E+00  0.0000E+00  1.5872E+01  1.5872E+01
  1.2763E+00  0.0000E+00  1.5869E+01  1.5869E+01
  1.3254E+00  0.0000E+00  1.5870E+01  1.5870E+01
  1.3744E+00  0.0000E+00  1.5861E+01  1.5861E+01
  1.4235E+00  0.0000E+00  1.5865E+01  1.5865E+01
  1.4726E+00  0.0000E+00  1.5861E+01  1.5861E+01
  1.5217E+00  0.0000E+00  1.5874E+01  1.5874E+01
  1.5708E+00  0.0000E+00  1.5870E+01  1.5870E+01
  1.6199E+00  0.0000E+00  1.5876E+01  1.5876E+01
  1.6690E+00  0.0000E+00  1.5886E+01  1.5886E+01
  1.7181E+00  0.0000E+00  1.5891E+01  1.5891E+01
  1.7671E+00  0.0000E+00  1.5894E+01  1.5894E+01
  1.8162E+00  0.0000E+00  1.5889E+01  1.5889E+01
  1.8653E+00  0.0000E+00  1.5878E+01  1.5878E+01
  1.9144E+00  0.0000E+00  1.5864E+01  1.5864E+01
  1.9635E+00  0.0000E+00  1.5852E+01  1.5852E+01
  2.0126E+00  0.0000E+00  1.5841E+01  1.5841E+01
  2.0617E+00  0.0000E+00  1.5826E+01  1.5826E+01
  2.1108E+00  0.0000E+00  1.5797E+01  1.5797E+01
  2.1598E+00  0.0000E+00  1.5784E+01  1.5784E+01
  2.2089E+00  0.0000E+00  1.5768E+01  1.5768E+01
  2.2580E+00  0.0000E+00  1.5765E+01  1.5765E+01
  2.3071E+00  0.0000E+00  1.5753E+01  1.5753E+01
  2.3562E+00  0.0000E+00  1.5748E+01  1.5748E+01
  2.4053E+00  0.0000E+00  1.5736E+01  1.5736E+01
  2.4544E+00  0.0000E+00  1.5732E+01  1.5732E+01
  2.5035E+00  0.0000E+00  1.5734E+01  1.5734E+01
  2.5525E+00  0.0000E+00  1.5727E+01  1.5727E+01
  2.6016E+00  0.0000E+00  1.5742E+01  1.5742E+01
  2.6507E+00  0.0000E+00  1.5739E+01  1.5739E+01
  2.6998E+00  0.0000E+00  1.5747E+01  1.5747E+01
  2.7489E+00  0.0000E+00  1.5757E+01  1.5757E+01
  2.7980E+00  0.0000E+00  1.5755E+01  1.5755E+01
  2.8471E+00  0.0000E+00  1.5761E+01  1.5761E+01
  2.8962E+00  0.0000E+00  1.5757E+01  1.5757E+01
  2.9452E+00  0.0000E+00  1.5762E+01  1.5762E+01
  2.9943E+00  0.0000E+00  1.5761E+01  1.5761E+01
  3.0434E+00  0.0000E+00  1.5764E+01  1.5764E+01
  3.0925E+00  0.0000E+00  1.5766E+01  1.5766E+01
