# CREATED BY GENE DIAGNOSTICS TOOL on Thu May 24 14:38:51 2018
# diag: GAMDIAG, run(s): 0024, time window: 0-499(1675 steps), species: ions
# normalization: L_ref=1.2115m
#
# xind= 0, x/a= -NaN, q= 0.94174248
# Fit:    -NaN,Infinity,Infinity
# Analytic: -NaN,Infinity,Infinity
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9996E-01  0.0000E+00
  2.9800E-01  9.9581E-01  6.5551E-04
  5.9600E-01  9.8354E-01  1.2926E-03
  8.9400E-01  9.6362E-01  1.9111E-03
  1.1920E+00  9.3684E-01  2.5113E-03
  1.4900E+00  9.0429E-01  3.0859E-03
  1.7880E+00  8.6729E-01  3.6261E-03
  2.0860E+00  8.2729E-01  4.1265E-03
  2.3840E+00  7.8570E-01  4.5868E-03
  2.6820E+00  7.4379E-01  5.0111E-03
  2.9800E+00  7.0272E-01  5.4066E-03
  3.2780E+00  6.6344E-01  5.7821E-03
  3.5760E+00  6.2670E-01  6.1477E-03
  3.8740E+00  5.9312E-01  6.5134E-03
  4.1720E+00  5.6311E-01  6.8879E-03
  4.4700E+00  5.3694E-01  7.2776E-03
  4.7680E+00  5.1472E-01  7.6855E-03
  5.0660E+00  4.9646E-01  8.1111E-03
  5.3640E+00  4.8202E-01  8.5502E-03
  5.6620E+00  4.7119E-01  8.9961E-03
  5.9600E+00  4.6366E-01  9.4400E-03
  6.2580E+00  4.5908E-01  9.8722E-03
  6.5560E+00  4.5703E-01  1.0283E-02
  6.8540E+00  4.5707E-01  1.0663E-02
  7.1520E+00  4.5876E-01  1.1006E-02
  7.4500E+00  4.6166E-01  1.1304E-02
  7.7480E+00  4.6533E-01  1.1555E-02
  8.0460E+00  4.6939E-01  1.1757E-02
  8.3440E+00  4.7349E-01  1.1910E-02
  8.6420E+00  4.7735E-01  1.2017E-02
  8.9400E+00  4.8067E-01  1.2085E-02
  9.2380E+00  4.8325E-01  1.2115E-02
  9.5360E+00  4.8498E-01  1.2111E-02
  9.8340E+00  4.8583E-01  1.2084E-02
  1.0132E+01  4.8566E-01  1.2044E-02
  1.0430E+01  4.8438E-01  1.2000E-02
  1.0728E+01  4.8203E-01  1.1958E-02
  1.1026E+01  4.7884E-01  1.1917E-02
  1.1324E+01  4.7505E-01  1.1874E-02
  1.1622E+01  4.7081E-01  1.1832E-02
  1.1920E+01  4.6607E-01  1.1800E-02
  1.2218E+01  4.6075E-01  1.1790E-02
  1.2516E+01  4.5488E-01  1.1812E-02
  1.2814E+01  4.4878E-01  1.1869E-02
  1.3112E+01  4.4288E-01  1.1961E-02
  1.3410E+01  4.3743E-01  1.2083E-02
  1.3708E+01  4.3233E-01  1.2230E-02
  1.4006E+01  4.2728E-01  1.2401E-02
  1.4304E+01  4.2207E-01  1.2596E-02
  1.4602E+01  4.1671E-01  1.2809E-02
  1.4900E+01  4.1139E-01  1.3027E-02
  1.5198E+01  4.0636E-01  1.3235E-02
  1.5496E+01  4.0186E-01  1.3418E-02
  1.5794E+01  3.9806E-01  1.3572E-02
  1.6092E+01  3.9506E-01  1.3700E-02
  1.6390E+01  3.9288E-01  1.3810E-02
  1.6688E+01  3.9138E-01  1.3907E-02
  1.6986E+01  3.9026E-01  1.3989E-02
  1.7284E+01  3.8912E-01  1.4055E-02
  1.7582E+01  3.8755E-01  1.4101E-02
  1.7880E+01  3.8524E-01  1.4123E-02
  1.8178E+01  3.8210E-01  1.4122E-02
  1.8476E+01  3.7831E-01  1.4099E-02
  1.8774E+01  3.7429E-01  1.4052E-02
  1.9072E+01  3.7060E-01  1.3978E-02
  1.9370E+01  3.6789E-01  1.3891E-02
