# CREATED BY GENE DIAGNOSTICS TOOL on Tue Jul 17 13:10:19 2018
# diag: fluxspectra, run(s): act, time window: 0-203.21252(265 steps), species: ions
# original data path: /r/c/cmor/IFERC/W7Xsds05/ITGa/scanomn0omt4/
# normalization: L_ref=1.65m
#
# Q*dVdx =   1.1871E+01 MW
# G*dVdx =   1.6672E-10 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00  3.5408E-11  1.6379E+00
  2.4107E-02  5.6384E-11  3.0407E+00
  4.8215E-02  4.8608E-11  2.4386E+00
  7.2322E-02 -1.9519E-11  2.3723E+00
  9.6430E-02  3.6200E-11  1.9404E+00
  1.2054E-01 -5.5020E-11  1.4173E+00
  1.4464E-01  3.5611E-11  1.2253E+00
  1.6875E-01 -2.7578E-11  9.6333E-01
  1.9286E-01 -3.5600E-11  8.0244E-01
  2.1697E-01  1.0562E-11  6.6753E-01
  2.4107E-01 -3.6149E-13  5.5628E-01
  2.6518E-01  9.3714E-12  4.6074E-01
  2.8929E-01 -1.8784E-11  4.0803E-01
  3.1340E-01 -4.8410E-12  3.5209E-01
  3.3750E-01  1.7193E-11  3.1273E-01
  3.6161E-01 -1.1158E-11  2.8502E-01
  3.8572E-01 -6.1500E-12  2.6280E-01
  4.0983E-01 -8.1712E-12  2.4686E-01
  4.3393E-01  4.5785E-12  2.1627E-01
  4.5804E-01 -5.5269E-12  1.9190E-01
  4.8215E-01  1.4153E-11  1.7701E-01
  5.0626E-01  2.4047E-12  1.6780E-01
  5.3036E-01  6.8762E-12  1.5185E-01
  5.5447E-01  5.9099E-12  1.4147E-01
  5.7858E-01  6.5033E-12  1.3285E-01
  6.0269E-01  3.3358E-12  1.2443E-01
  6.2679E-01 -1.0602E-11  1.0918E-01
  6.5090E-01  9.6980E-13  1.0106E-01
  6.7501E-01 -6.2392E-12  9.7800E-02
  6.9911E-01  4.4915E-12  8.3159E-02
  7.2322E-01  1.5545E-12  7.7878E-02
  7.4733E-01  2.7196E-12  7.0023E-02
  7.7144E-01  3.4214E-12  6.2949E-02
  7.9554E-01  4.5450E-12  5.8078E-02
  8.1965E-01  1.4374E-12  5.4444E-02
  8.4376E-01 -1.6939E-12  5.0292E-02
  8.6787E-01 -3.0000E-12  4.6095E-02
  8.9197E-01  4.7373E-13  4.0628E-02
  9.1608E-01  3.2649E-12  3.7147E-02
  9.4019E-01  3.2002E-12  3.5185E-02
  9.6430E-01  3.6712E-12  3.1955E-02
  9.8840E-01  6.0419E-14  2.8953E-02
  1.0125E+00 -5.9786E-13  2.7436E-02
  1.0366E+00  6.4169E-13  2.5230E-02
  1.0607E+00  2.3579E-12  2.3079E-02
  1.0848E+00  5.1200E-13  2.0985E-02
  1.1089E+00 -1.2511E-12  2.0371E-02
  1.1330E+00 -3.4443E-13  1.8188E-02
  1.1572E+00  2.0779E-12  1.7007E-02
  1.1813E+00  1.0570E-12  1.6193E-02
  1.2054E+00  1.3919E-13  1.4746E-02
  1.2295E+00  1.3866E-12  1.4241E-02
  1.2536E+00 -2.7396E-12  1.3178E-02
  1.2777E+00  3.5829E-13  1.2203E-02
  1.3018E+00  4.0545E-13  1.1340E-02
  1.3259E+00 -1.4318E-14  1.0937E-02
  1.3500E+00 -1.8929E-12  1.0097E-02
  1.3741E+00 -1.9683E-12  9.5059E-03
  1.3982E+00  2.8554E-13  8.9793E-03
  1.4223E+00 -1.6857E-12  8.5251E-03
  1.4464E+00  6.9532E-13  7.9414E-03
  1.4706E+00  5.8458E-13  7.5232E-03
  1.4947E+00 -3.6341E-13  7.0445E-03
  1.5188E+00  6.8483E-13  6.7824E-03
  1.5429E+00 -5.3604E-14  6.4838E-03
  1.5670E+00 -8.8784E-13  6.0561E-03
  1.5911E+00  3.3469E-14  5.8358E-03
  1.6152E+00 -2.8105E-13  5.3912E-03
  1.6393E+00 -2.0845E-13  5.2114E-03
  1.6634E+00 -7.0886E-14  4.8999E-03
  1.6875E+00 -2.2826E-13  4.6797E-03
  1.7116E+00  1.1477E-13  4.4662E-03
  1.7357E+00  8.4558E-13  4.2712E-03
  1.7598E+00  7.0410E-13  4.0204E-03
  1.7839E+00 -5.8727E-13  3.8747E-03
  1.8081E+00  1.7224E-13  3.6809E-03
  1.8322E+00  4.4971E-13  3.4901E-03
  1.8563E+00  1.3293E-13  3.3228E-03
  1.8804E+00 -6.7469E-14  3.2312E-03
  1.9045E+00 -3.4317E-13  3.1311E-03
  1.9286E+00  7.7985E-14  2.9669E-03
  1.9527E+00  7.3573E-14  2.8582E-03
  1.9768E+00  1.1440E-13  2.6871E-03
  2.0009E+00  3.5512E-13  2.5923E-03
  2.0250E+00  6.4523E-15  2.4537E-03
  2.0491E+00  3.1592E-14  2.3874E-03
  2.0732E+00  1.0784E-13  2.2537E-03
  2.0973E+00 -2.4356E-13  2.1638E-03
  2.1215E+00  6.0922E-13  2.1021E-03
  2.1456E+00 -2.4217E-13  1.9859E-03
  2.1697E+00 -1.7878E-13  1.9120E-03
  2.1938E+00  1.4108E-13  1.8413E-03
  2.2179E+00  1.8320E-13  1.7589E-03
  2.2420E+00 -1.5152E-13  1.6816E-03
  2.2661E+00  2.4075E-14  1.6237E-03
  2.2902E+00 -3.9536E-13  1.5515E-03
  2.3143E+00  1.6410E-13  1.5121E-03
  2.3384E+00 -1.1625E-13  1.4324E-03
  2.3625E+00  2.2213E-14  1.3804E-03
  2.3866E+00  1.2993E-13  1.3035E-03
  2.4107E+00 -1.9808E-13  1.2569E-03
  2.4348E+00  1.6742E-13  1.2093E-03
  2.4590E+00 -1.4164E-13  1.1697E-03
  2.4831E+00 -5.1542E-16  1.1350E-03
  2.5072E+00 -2.5762E-13  1.0736E-03
  2.5313E+00 -1.1350E-14  1.0384E-03
  2.5554E+00 -1.2419E-14  9.9263E-04
  2.5795E+00  9.8998E-14  9.4798E-04
  2.6036E+00  8.7746E-14  9.2110E-04
  2.6277E+00  1.3684E-13  8.7829E-04
