# CREATED BY GENE DIAGNOSTICS TOOL on Thu Jan  3 15:00:03 2019
# diag: nrgsummary, run(s): act, time window: 0-2000(1 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xhms036/ITGa_NL/omt3/
# normalization: L_T,ions
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  9.2841E-36  1.4608E-35 -3.8241E-37
  2.4318E+00  4.4593E-20  3.5682E-02 -6.0027E-07
  4.8636E+00 -1.4553E-19  7.2759E-02 -3.9233E-06
  7.1844E+00 -1.2409E-19  1.0983E-01 -1.3518E-05
  9.4928E+00 -1.1871E-20  1.4811E-01 -3.7952E-05
  1.1683E+01 -2.2012E-19  1.8609E-01 -8.0107E-05
  1.3827E+01  1.7608E-19  2.2612E-01 -1.3800E-04
  1.5904E+01  1.2382E-19  2.6954E-01 -2.0534E-04
  1.7896E+01 -5.3648E-19  3.1776E-01 -2.7621E-04
  1.9837E+01 -1.5263E-19  3.7316E-01 -3.4769E-04
  2.1708E+01  1.1529E-18  4.3660E-01 -4.1504E-04
  2.3492E+01 -4.0237E-19  5.0817E-01 -4.7279E-04
  2.5219E+01 -5.6213E-19  5.8933E-01 -5.1578E-04
  2.6870E+01  5.7546E-19  6.7928E-01 -5.3667E-04
  2.8433E+01  1.9207E-18  7.7649E-01 -5.2881E-04
  2.9929E+01 -1.1340E-18  8.8118E-01 -4.8599E-04
  3.1340E+01  1.0571E-19  9.9059E-01 -4.0362E-04
  3.2667E+01 -1.1642E-18  1.1032E+00 -2.7873E-04
  3.3923E+01 -5.9963E-19  1.2181E+00 -1.0900E-04
  3.5089E+01 -3.3014E-19  1.3319E+00  1.0025E-04
  3.6193E+01  6.5467E-19  1.4456E+00  3.4750E-04
  3.7221E+01  2.3516E-18  1.5563E+00  6.1600E-04
  3.8190E+01 -2.8849E-18  1.6649E+00  8.8598E-04
  3.9106E+01  1.3248E-18  1.7710E+00  1.1228E-03
  3.9986E+01  2.3914E-18  1.8760E+00  1.2844E-03
  4.0809E+01  3.6283E-18  1.9770E+00  1.3487E-03
  4.1597E+01  1.4070E-19  2.0754E+00  1.3943E-03
  4.2339E+01 -3.4214E-19  2.1673E+00  1.5593E-03
  4.3024E+01 -4.8237E-19  2.2476E+00  1.9394E-03
  4.3668E+01  8.7601E-19  2.3120E+00  2.4493E-03
  4.4266E+01  2.9604E-19  2.3564E+00  3.0541E-03
  4.4824E+01  2.6188E-18  2.3862E+00  3.5498E-03
  4.5348E+01  4.6731E-18  2.4098E+00  3.9542E-03
  4.5846E+01  2.4989E-18  2.4316E+00  3.6054E-03
  4.6319E+01 -2.5368E-18  2.4508E+00  2.1073E-03
  4.6780E+01 -1.4283E-18  2.4691E+00  1.4939E-03
  4.7227E+01  1.5022E-18  2.4843E+00  1.5613E-03
  4.7646E+01 -1.6202E-19  2.4938E+00 -8.6099E-06
  4.8053E+01  3.4426E-18  2.5003E+00 -1.2282E-03
  4.8459E+01  4.6212E-18  2.4987E+00 -2.7333E-03
  4.8840E+01  7.8912E-19  2.4898E+00 -4.1124E-03
  4.9221E+01 -1.6819E-18  2.4733E+00 -5.1739E-03
  4.9601E+01 -1.6849E-18  2.4526E+00 -6.8059E-03
  4.9982E+01  3.3280E-18  2.4250E+00 -7.3291E-03
  5.0363E+01  1.3898E-18  2.3950E+00 -6.9576E-03
  5.0743E+01 -3.1339E-18  2.3626E+00 -7.4594E-03
  5.1124E+01  1.1830E-18  2.3257E+00 -9.2488E-03
  5.1504E+01  1.3163E-18  2.2840E+00 -5.4032E-03
  5.1885E+01 -1.1699E-18  2.2372E+00 -6.8043E-03
  5.2247E+01 -3.5859E-18  2.1939E+00 -9.4047E-03
