# CREATED BY GENE DIAGNOSTICS TOOL on Fri May 25 10:17:08 2018
# diag: GAMDIAG, run(s): 0015, time window: 0-499(3967 steps), species: ions
# normalization: L_ref=3.6732m
#
# xind= 0, x/a= -NaN, q= 1.2426035
# Fit:    -NaN,Infinity,Infinity
# Analytic: -NaN,Infinity,Infinity
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9992E-01  0.0000E+00
  1.2580E-01  9.9013E-01 -2.2125E-02
  2.5160E-01  9.6236E-01 -4.3312E-02
  3.7740E-01  9.2064E-01 -6.2845E-02
  5.0320E-01  8.7035E-01 -8.0312E-02
  6.2900E-01  8.1703E-01 -9.5575E-02
  7.5480E-01  7.6551E-01 -1.0870E-01
  8.8060E-01  7.1941E-01 -1.1993E-01
  1.0064E+00  6.8083E-01 -1.2959E-01
  1.1322E+00  6.5038E-01 -1.3807E-01
  1.2580E+00  6.2738E-01 -1.4576E-01
  1.3838E+00  6.1028E-01 -1.5296E-01
  1.5096E+00  5.9705E-01 -1.5989E-01
  1.6354E+00  5.8565E-01 -1.6666E-01
  1.7612E+00  5.7428E-01 -1.7329E-01
  1.8870E+00  5.6165E-01 -1.7970E-01
  2.0128E+00  5.4703E-01 -1.8580E-01
  2.1386E+00  5.3022E-01 -1.9147E-01
  2.2644E+00  5.1147E-01 -1.9659E-01
  2.3902E+00  4.9134E-01 -2.0110E-01
  2.5160E+00  4.7056E-01 -2.0497E-01
  2.6418E+00  4.4988E-01 -2.0819E-01
  2.7676E+00  4.2994E-01 -2.1080E-01
  2.8934E+00  4.1125E-01 -2.1288E-01
  3.0192E+00  3.9412E-01 -2.1450E-01
  3.1450E+00  3.7866E-01 -2.1575E-01
  3.2708E+00  3.6480E-01 -2.1670E-01
  3.3966E+00  3.5239E-01 -2.1744E-01
  3.5224E+00  3.4114E-01 -2.1800E-01
  3.6482E+00  3.3076E-01 -2.1842E-01
  3.7740E+00  3.2095E-01 -2.1872E-01
  3.8998E+00  3.1145E-01 -2.1890E-01
  4.0256E+00  3.0204E-01 -2.1896E-01
  4.1514E+00  2.9258E-01 -2.1888E-01
  4.2772E+00  2.8297E-01 -2.1865E-01
  4.4030E+00  2.7320E-01 -2.1825E-01
  4.5288E+00  2.6329E-01 -2.1768E-01
  4.6546E+00  2.5328E-01 -2.1693E-01
  4.7804E+00  2.4321E-01 -2.1599E-01
  4.9062E+00  2.3312E-01 -2.1486E-01
  5.0320E+00  2.2309E-01 -2.1354E-01
  5.1578E+00  2.1320E-01 -2.1205E-01
  5.2836E+00  2.0346E-01 -2.1039E-01
  5.4094E+00  1.9386E-01 -2.0858E-01
  5.5352E+00  1.8438E-01 -2.0662E-01
  5.6610E+00  1.7502E-01 -2.0450E-01
  5.7868E+00  1.6579E-01 -2.0223E-01
  5.9126E+00  1.5669E-01 -1.9979E-01
  6.0384E+00  1.4774E-01 -1.9722E-01
  6.1642E+00  1.3897E-01 -1.9450E-01
  6.2900E+00  1.3037E-01 -1.9165E-01
  6.4158E+00  1.2196E-01 -1.8868E-01
  6.5416E+00  1.1376E-01 -1.8559E-01
  6.6674E+00  1.0580E-01 -1.8239E-01
  6.7932E+00  9.8104E-02 -1.7908E-01
  6.9190E+00  9.0712E-02 -1.7568E-01
  7.0448E+00  8.3643E-02 -1.7220E-01
  7.1706E+00  7.6902E-02 -1.6865E-01
  7.2964E+00  7.0486E-02 -1.6504E-01
  7.4222E+00  6.4397E-02 -1.6138E-01
  7.5480E+00  5.8653E-02 -1.5768E-01
  7.6738E+00  5.3282E-02 -1.5395E-01
  7.7996E+00  4.8315E-02 -1.5020E-01
  7.9254E+00  4.3771E-02 -1.4647E-01
  8.0512E+00  3.9651E-02 -1.4275E-01
  8.1770E+00  3.5942E-02 -1.3905E-01
  8.3028E+00  3.2628E-02 -1.3540E-01
  8.4286E+00  2.9691E-02 -1.3178E-01
  8.5544E+00  2.7121E-02 -1.2823E-01
  8.6802E+00  2.4913E-02 -1.2474E-01
  8.8060E+00  2.3066E-02 -1.2133E-01
  8.9318E+00  2.1579E-02 -1.1801E-01
  9.0576E+00  2.0449E-02 -1.1479E-01
  9.1834E+00  1.9675E-02 -1.1167E-01
  9.3092E+00  1.9252E-02 -1.0867E-01
  9.4350E+00  1.9164E-02 -1.0579E-01
  9.5608E+00  1.9389E-02 -1.0304E-01
  9.6866E+00  1.9910E-02 -1.0042E-01
  9.8124E+00  2.0715E-02 -9.7953E-02
  9.9382E+00  2.1783E-02 -9.5633E-02
  1.0064E+01  2.3074E-02 -9.3468E-02
  1.0190E+01  2.4539E-02 -9.1454E-02
  1.0316E+01  2.6130E-02 -8.9588E-02
  1.0441E+01  2.7816E-02 -8.7863E-02
  1.0567E+01  2.9580E-02 -8.6278E-02
  1.0693E+01  3.1407E-02 -8.4833E-02
  1.0819E+01  3.3276E-02 -8.3527E-02
  1.0945E+01  3.5160E-02 -8.2356E-02
  1.1070E+01  3.7036E-02 -8.1311E-02
  1.1196E+01  3.8889E-02 -8.0387E-02
  1.1322E+01  4.0720E-02 -7.9578E-02
  1.1448E+01  4.2547E-02 -7.8881E-02
  1.1574E+01  4.4416E-02 -7.8294E-02
