# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 12:02:26 2019
# diag: slice, run(s): act, time window: 0-1704.0453(320 steps)
# original data path: /ptmp/cmor/IFERC/W7Xsds025/ITGa_NL/omt3/
# normalization: L_T,ions
#
# species: ions, time avg.
# 2D array phi|^2(x / rho_ref,z/L_ref) at x, k!Dy!N av.
  3.2489E+00  3.2124E+00  3.2578E+00  3.2567E+00  3.2720E+00  3.2307E+00  3.2042E+00  3.1910E+00  3.1707E+00  3.1705E+00  3.1676E+00  3.1693E+00  3.1942E+00  3.2034E+00  3.2129E+00  3.2132E+00  3.2327E+00  3.2691E+00  3.3169E+00  3.3407E+00  3.3470E+00  3.3405E+00  3.3396E+00  3.3514E+00  3.3751E+00  3.3988E+00  3.4039E+00  3.4141E+00  3.4233E+00  3.4813E+00  3.5612E+00  3.6400E+00  3.7192E+00  3.7861E+00  3.8834E+00  3.9755E+00  4.1162E+00  4.2092E+00  4.3312E+00  4.4346E+00  4.5353E+00  4.6232E+00  4.7310E+00  4.8510E+00  4.9054E+00  4.9921E+00  5.0106E+00  4.9632E+00  4.9193E+00  4.9548E+00  5.0466E+00  5.2050E+00  5.4409E+00  5.7743E+00  6.0839E+00  6.3439E+00  6.7399E+00  7.0253E+00  7.3533E+00  7.5991E+00  7.9121E+00  8.0305E+00  8.2680E+00  8.2999E+00  8.5037E+00  8.2959E+00  8.1842E+00  7.8439E+00  7.6115E+00  7.2614E+00  6.9891E+00  6.5320E+00  6.2864E+00  5.9974E+00  5.8132E+00  5.5871E+00  5.3970E+00  5.2031E+00  5.0449E+00  4.8742E+00  4.8229E+00  4.7223E+00  4.6456E+00  4.6366E+00  4.6182E+00  4.6285E+00  4.6048E+00  4.5462E+00  4.4635E+00  4.3985E+00  4.2725E+00  4.1184E+00  3.9475E+00  3.7841E+00  3.6402E+00  3.5026E+00  3.4200E+00  3.3677E+00  3.3162E+00  3.2829E+00  3.2409E+00  3.2267E+00  3.2087E+00  3.1975E+00  3.2076E+00  3.2220E+00  3.2140E+00  3.2153E+00  3.2070E+00  3.1790E+00  3.1605E+00  3.1369E+00  3.1360E+00  3.1124E+00  3.1259E+00  3.1392E+00  3.1766E+00  3.1891E+00  3.2056E+00  3.2435E+00  3.2700E+00  3.3179E+00  3.3227E+00  3.3464E+00  3.3331E+00  3.3056E+00  3.2421E+00  3.2453E+00
  3.5203E+00  3.4291E+00  3.4277E+00  3.3669E+00  3.3575E+00  3.3381E+00  3.3518E+00  3.3544E+00  3.3583E+00  3.3668E+00  3.3757E+00  3.3833E+00  3.3841E+00  3.3849E+00  3.4000E+00  3.4278E+00  3.4682E+00  3.5021E+00  3.5339E+00  3.5659E+00  3.6140E+00  3.6526E+00  3.6816E+00  3.7127E+00  3.7233E+00  3.7469E+00  3.7771E+00  3.7717E+00  3.7975E+00  3.8565E+00  3.8817E+00  3.8957E+00  3.9440E+00  4.0177E+00  4.1126E+00  4.1985E+00  4.3005E+00  4.4101E+00  4.5251E+00  4.6744E+00  4.8618E+00  5.0358E+00  5.1838E+00  5.2585E+00  5.2978E+00  5.2891E+00  5.1904E+00  5.1079E+00  5.0453E+00  5.0294E+00  5.2120E+00  5.5022E+00  5.8744E+00  6.2902E+00  6.6993E+00  6.9685E+00  7.3729E+00  7.6028E+00  7.9198E+00  8.1901E+00  8.4548E+00  8.5224E+00  8.7579E+00  8.7339E+00  8.8888E+00  8.6396E+00  8.5223E+00  8.1699E+00  7.9292E+00  7.4581E+00  7.1718E+00  6.7352E+00  6.4570E+00  6.1036E+00  5.9280E+00  5.7462E+00  5.4256E+00  5.1463E+00  4.8739E+00  4.7025E+00  4.6558E+00  4.7987E+00  4.9205E+00  4.9703E+00  4.9874E+00  5.0146E+00  5.0246E+00  5.0287E+00  4.9737E+00  4.8753E+00  4.7151E+00  4.5399E+00  4.3702E+00  4.1741E+00  4.0084E+00  3.9079E+00  3.8810E+00  3.8263E+00  3.7742E+00  3.7345E+00  3.6515E+00  3.6358E+00  3.6207E+00  3.5746E+00  3.5382E+00  3.4933E+00  3.4503E+00  3.4176E+00  3.3874E+00  3.3682E+00  3.3845E+00  3.4189E+00  3.4580E+00  3.4946E+00  3.5298E+00  3.5433E+00  3.5374E+00  3.5141E+00  3.5081E+00  3.5108E+00  3.4995E+00  3.4990E+00  3.4977E+00  3.5180E+00  3.5183E+00  3.5135E+00  3.4787E+00  3.5086E+00
  4.1209E+00  4.0650E+00  4.0962E+00  4.0705E+00  4.0980E+00  4.0676E+00  4.0722E+00  4.0727E+00  4.0665E+00  4.0591E+00  4.0672E+00  4.0835E+00  4.0938E+00  4.1135E+00  4.1694E+00  4.2136E+00  4.2513E+00  4.2568E+00  4.2636E+00  4.2667E+00  4.2942E+00  4.3312E+00  4.4119E+00  4.4865E+00  4.5405E+00  4.5884E+00  4.6333E+00  4.6527E+00  4.6676E+00  4.7097E+00  4.7404E+00  4.7573E+00  4.7897E+00  4.8061E+00  4.8582E+00  4.9219E+00  5.0203E+00  5.1329E+00  5.2631E+00  5.3594E+00  5.4566E+00  5.5584E+00  5.6403E+00  5.7235E+00  5.7229E+00  5.7575E+00  5.7696E+00  5.9060E+00  5.9969E+00  6.1613E+00  6.3348E+00  6.6020E+00  6.9468E+00  7.3750E+00  7.7113E+00  7.9587E+00  8.2754E+00  8.4770E+00  8.7720E+00  8.9327E+00  9.2134E+00  9.2899E+00  9.4755E+00  9.4315E+00  9.4086E+00  9.1256E+00  8.9837E+00  8.6444E+00  8.3747E+00  7.8778E+00  7.6239E+00  7.2903E+00  6.9901E+00  6.6703E+00  6.4442E+00  6.1303E+00  5.9440E+00  5.7846E+00  5.7371E+00  5.7765E+00  5.8351E+00  5.7590E+00  5.6718E+00  5.6624E+00  5.6260E+00  5.6179E+00  5.5727E+00  5.4739E+00  5.3644E+00  5.3151E+00  5.2601E+00  5.2066E+00  5.0921E+00  4.9681E+00  4.8437E+00  4.7097E+00  4.6529E+00  4.6476E+00  4.6207E+00  4.5581E+00  4.4654E+00  4.4119E+00  4.3543E+00  4.2955E+00  4.1973E+00  4.1232E+00  4.0353E+00  3.9661E+00  3.9184E+00  3.8962E+00  3.9082E+00  3.9189E+00  3.9484E+00  3.9564E+00  3.9584E+00  3.9494E+00  3.9690E+00  3.9686E+00  3.9691E+00  3.9643E+00  3.9794E+00  4.0119E+00  4.0480E+00  4.1003E+00  4.1178E+00  4.1180E+00  4.0999E+00  4.1544E+00
  4.7419E+00  4.6702E+00  4.7093E+00  4.6910E+00  4.7065E+00  4.7020E+00  4.7271E+00  4.7402E+00  4.7758E+00  4.8298E+00  4.8701E+00  4.8954E+00  4.9083E+00  4.9026E+00  4.8998E+00  4.8579E+00  4.8301E+00  4.7918E+00  4.8110E+00  4.8395E+00  4.8975E+00  4.9310E+00  4.9691E+00  5.0024E+00  5.0295E+00  5.0553E+00  5.0679E+00  5.0913E+00  5.1296E+00  5.2049E+00  5.2594E+00  5.3536E+00  5.4479E+00  5.5276E+00  5.6235E+00  5.6941E+00  5.7844E+00  5.8458E+00  5.9316E+00  6.0209E+00  6.1152E+00  6.1972E+00  6.2988E+00  6.3915E+00  6.4911E+00  6.5941E+00  6.7227E+00  6.8573E+00  7.0193E+00  7.1090E+00  7.2427E+00  7.4171E+00  7.6242E+00  7.9084E+00  8.2148E+00  8.4391E+00  8.7588E+00  8.9841E+00  9.3281E+00  9.4895E+00  9.8070E+00  9.8355E+00  9.9906E+00  9.8506E+00  9.8758E+00  9.5098E+00  9.3859E+00  8.9501E+00  8.6566E+00  8.2308E+00  7.9249E+00  7.5020E+00  7.2429E+00  6.9919E+00  6.7603E+00  6.5683E+00  6.3520E+00  6.2447E+00  6.1529E+00  6.0794E+00  5.9924E+00  6.0316E+00  6.0607E+00  6.0379E+00  5.9694E+00  5.9465E+00  5.9187E+00  5.9317E+00  5.9127E+00  5.8872E+00  5.7928E+00  5.7236E+00  5.6105E+00  5.4978E+00  5.4159E+00  5.3451E+00  5.3049E+00  5.2708E+00  5.2590E+00  5.2124E+00  5.1132E+00  5.0267E+00  4.9699E+00  4.9089E+00  4.8991E+00  4.8696E+00  4.8368E+00  4.7788E+00  4.7153E+00  4.6581E+00  4.6176E+00  4.6133E+00  4.6153E+00  4.6435E+00  4.6914E+00  4.7212E+00  4.7512E+00  4.7599E+00  4.7506E+00  4.7410E+00  4.7485E+00  4.7850E+00  4.7852E+00  4.8019E+00  4.8000E+00  4.8166E+00  4.7905E+00  4.8320E+00
  5.0831E+00  5.0226E+00  5.0598E+00  5.0436E+00  5.0592E+00  5.0181E+00  5.0223E+00  5.0320E+00  5.0295E+00  5.0146E+00  4.9936E+00  4.9727E+00  4.9650E+00  4.9624E+00  4.9874E+00  4.9864E+00  4.9913E+00  4.9836E+00  5.0058E+00  5.0218E+00  5.0354E+00  5.0308E+00  5.0295E+00  5.0289E+00  5.0511E+00  5.0821E+00  5.1103E+00  5.1141E+00  5.1572E+00  5.2617E+00  5.3486E+00  5.4636E+00  5.5553E+00  5.6412E+00  5.7480E+00  5.8418E+00  5.9488E+00  6.0621E+00  6.1956E+00  6.3577E+00  6.4836E+00  6.6354E+00  6.7138E+00  6.7324E+00  6.7456E+00  6.8618E+00  6.8980E+00  6.8592E+00  6.8087E+00  6.8030E+00  6.9727E+00  7.1760E+00  7.4245E+00  7.7845E+00  8.1428E+00  8.4411E+00  8.8455E+00  9.1992E+00  9.6561E+00  9.9027E+00  1.0231E+01  1.0285E+01  1.0372E+01  1.0254E+01  1.0231E+01  9.9551E+00  9.7650E+00  9.3477E+00  9.0189E+00  8.5995E+00  8.1571E+00  7.7309E+00  7.4351E+00  7.1215E+00  6.9205E+00  6.7528E+00  6.4839E+00  6.2445E+00  6.0207E+00  5.9401E+00  5.9799E+00  6.0506E+00  6.1303E+00  6.1949E+00  6.2199E+00  6.2384E+00  6.2222E+00  6.2042E+00  6.1750E+00  6.1276E+00  6.0522E+00  5.9410E+00  5.8375E+00  5.7280E+00  5.6531E+00  5.5886E+00  5.5640E+00  5.5330E+00  5.4828E+00  5.4374E+00  5.3750E+00  5.3350E+00  5.3232E+00  5.3068E+00  5.2847E+00  5.2651E+00  5.2543E+00  5.2531E+00  5.2315E+00  5.2103E+00  5.1896E+00  5.1696E+00  5.1921E+00  5.2243E+00  5.2552E+00  5.2651E+00  5.2584E+00  5.2248E+00  5.1932E+00  5.1596E+00  5.1149E+00  5.0768E+00  5.0552E+00  5.0739E+00  5.0659E+00  5.0732E+00  5.0391E+00  5.0641E+00
  5.7010E+00  5.6513E+00  5.6880E+00  5.6581E+00  5.6425E+00  5.5901E+00  5.5440E+00  5.5045E+00  5.4834E+00  5.4986E+00  5.5173E+00  5.5425E+00  5.5623E+00  5.5400E+00  5.5075E+00  5.4514E+00  5.4158E+00  5.3879E+00  5.3914E+00  5.3979E+00  5.4337E+00  5.4691E+00  5.5133E+00  5.5497E+00  5.5694E+00  5.6002E+00  5.6156E+00  5.6473E+00  5.6785E+00  5.7593E+00  5.8386E+00  5.9299E+00  6.0271E+00  6.1153E+00  6.2473E+00  6.3465E+00  6.4818E+00  6.6024E+00  6.7616E+00  6.8776E+00  7.0171E+00  7.1081E+00  7.2002E+00  7.2597E+00  7.2048E+00  7.1496E+00  7.0564E+00  7.0212E+00  6.9996E+00  7.0849E+00  7.3381E+00  7.6939E+00  8.0417E+00  8.3991E+00  8.7385E+00  9.0570E+00  9.4606E+00  9.7692E+00  1.0219E+01  1.0478E+01  1.0838E+01  1.0912E+01  1.1045E+01  1.0902E+01  1.0918E+01  1.0672E+01  1.0487E+01  1.0164E+01  9.7933E+00  9.2985E+00  8.9227E+00  8.5140E+00  8.2177E+00  7.9130E+00  7.6755E+00  7.4898E+00  7.3580E+00  7.2736E+00  7.1839E+00  7.2061E+00  7.2660E+00  7.3262E+00  7.3100E+00  7.3169E+00  7.3039E+00  7.2705E+00  7.2058E+00  7.0958E+00  6.9797E+00  6.8808E+00  6.7578E+00  6.6716E+00  6.5906E+00  6.4549E+00  6.3237E+00  6.2262E+00  6.2098E+00  6.2211E+00  6.2019E+00  6.2085E+00  6.1565E+00  6.1495E+00  6.1154E+00  6.0898E+00  6.0295E+00  5.9735E+00  5.8996E+00  5.8669E+00  5.8506E+00  5.8208E+00  5.7884E+00  5.7865E+00  5.7983E+00  5.8067E+00  5.8290E+00  5.8284E+00  5.8197E+00  5.8003E+00  5.7815E+00  5.7703E+00  5.7564E+00  5.7431E+00  5.7122E+00  5.6932E+00  5.6696E+00  5.6471E+00  5.6347E+00  5.6562E+00
  6.2385E+00  6.1792E+00  6.1893E+00  6.1488E+00  6.1567E+00  6.1324E+00  6.1271E+00  6.1427E+00  6.1371E+00  6.1005E+00  6.0731E+00  6.0409E+00  6.0274E+00  6.0035E+00  5.9889E+00  5.9819E+00  6.0126E+00  6.0463E+00  6.1067E+00  6.1460E+00  6.1814E+00  6.2398E+00  6.3004E+00  6.3824E+00  6.4154E+00  6.4343E+00  6.3983E+00  6.3561E+00  6.3514E+00  6.4093E+00  6.4135E+00  6.4579E+00  6.5099E+00  6.6131E+00  6.7495E+00  6.8580E+00  6.9820E+00  7.0557E+00  7.1680E+00  7.2907E+00  7.3973E+00  7.5184E+00  7.5985E+00  7.6889E+00  7.7362E+00  7.7547E+00  7.8090E+00  7.9111E+00  8.0071E+00  8.0732E+00  8.2162E+00  8.3876E+00  8.6782E+00  8.9709E+00  9.2427E+00  9.5123E+00  9.8698E+00  1.0186E+01  1.0562E+01  1.0883E+01  1.1261E+01  1.1375E+01  1.1559E+01  1.1475E+01  1.1491E+01  1.1260E+01  1.1096E+01  1.0691E+01  1.0433E+01  1.0013E+01  9.7227E+00  9.3209E+00  9.0204E+00  8.7321E+00  8.4469E+00  8.2417E+00  8.1221E+00  8.0166E+00  7.9051E+00  7.8566E+00  7.8860E+00  7.9712E+00  8.0359E+00  8.1119E+00  8.0329E+00  7.9875E+00  7.9426E+00  7.9207E+00  7.8271E+00  7.7228E+00  7.5856E+00  7.4082E+00  7.2368E+00  7.0929E+00  7.0177E+00  6.9290E+00  6.9099E+00  6.9066E+00  6.8566E+00  6.8105E+00  6.7326E+00  6.6857E+00  6.6602E+00  6.6241E+00  6.5755E+00  6.5507E+00  6.5302E+00  6.4626E+00  6.4020E+00  6.3625E+00  6.3495E+00  6.3201E+00  6.3164E+00  6.3069E+00  6.2803E+00  6.2292E+00  6.2233E+00  6.2161E+00  6.2119E+00  6.2050E+00  6.1944E+00  6.2145E+00  6.2162E+00  6.2508E+00  6.2758E+00  6.2899E+00  6.2624E+00  6.2880E+00
  6.3605E+00  6.2977E+00  6.3207E+00  6.3159E+00  6.3281E+00  6.3111E+00  6.3208E+00  6.3132E+00  6.2876E+00  6.2699E+00  6.2506E+00  6.2406E+00  6.2280E+00  6.2407E+00  6.2936E+00  6.3432E+00  6.4227E+00  6.4935E+00  6.5676E+00  6.6175E+00  6.6606E+00  6.6775E+00  6.6823E+00  6.6884E+00  6.7108E+00  6.7567E+00  6.7898E+00  6.7638E+00  6.7174E+00  6.7322E+00  6.7406E+00  6.7547E+00  6.7809E+00  6.8010E+00  6.9024E+00  7.0173E+00  7.1493E+00  7.2926E+00  7.4413E+00  7.5369E+00  7.6166E+00  7.6793E+00  7.7050E+00  7.6935E+00  7.7093E+00  7.8015E+00  7.8320E+00  7.8813E+00  7.9687E+00  8.0319E+00  8.0999E+00  8.2931E+00  8.5585E+00  8.9164E+00  9.2095E+00  9.4864E+00  9.8458E+00  1.0120E+01  1.0526E+01  1.0762E+01  1.1231E+01  1.1415E+01  1.1673E+01  1.1750E+01  1.1731E+01  1.1512E+01  1.1350E+01  1.0978E+01  1.0775E+01  1.0321E+01  1.0029E+01  9.6623E+00  9.3358E+00  8.9237E+00  8.6754E+00  8.4250E+00  8.2155E+00  8.0188E+00  7.8924E+00  7.7736E+00  7.7207E+00  7.7689E+00  7.8028E+00  7.8400E+00  7.8772E+00  7.9851E+00  8.0620E+00  8.0928E+00  8.0701E+00  7.9389E+00  7.7571E+00  7.5932E+00  7.4593E+00  7.3175E+00  7.1957E+00  7.0594E+00  6.9835E+00  6.9420E+00  6.9238E+00  6.8562E+00  6.8029E+00  6.7516E+00  6.7428E+00  6.7111E+00  6.6833E+00  6.6667E+00  6.6444E+00  6.6423E+00  6.6493E+00  6.6373E+00  6.6322E+00  6.6115E+00  6.6126E+00  6.5848E+00  6.5793E+00  6.5682E+00  6.5520E+00  6.5075E+00  6.4551E+00  6.4217E+00  6.3835E+00  6.3784E+00  6.3626E+00  6.3793E+00  6.3976E+00  6.3909E+00  6.3630E+00  6.4036E+00
  6.5066E+00  6.4364E+00  6.4517E+00  6.3971E+00  6.3930E+00  6.3562E+00  6.3137E+00  6.2811E+00  6.2527E+00  6.2414E+00  6.2640E+00  6.3084E+00  6.3809E+00  6.4434E+00  6.5168E+00  6.5538E+00  6.5570E+00  6.5503E+00  6.5542E+00  6.5843E+00  6.6334E+00  6.6673E+00  6.7049E+00  6.7361E+00  6.7786E+00  6.7996E+00  6.8614E+00  6.9009E+00  6.9212E+00  6.9693E+00  7.0019E+00  7.0455E+00  7.1005E+00  7.1101E+00  7.1612E+00  7.2710E+00  7.4245E+00  7.5937E+00  7.7791E+00  7.9420E+00  8.0887E+00  8.1783E+00  8.2268E+00  8.2607E+00  8.2218E+00  8.2037E+00  8.1789E+00  8.1960E+00  8.1153E+00  8.0327E+00  8.0957E+00  8.4153E+00  8.7395E+00  9.1426E+00  9.4174E+00  9.6242E+00  9.9669E+00  1.0263E+01  1.0592E+01  1.0821E+01  1.1194E+01  1.1426E+01  1.1745E+01  1.1797E+01  1.1856E+01  1.1662E+01  1.1519E+01  1.1195E+01  1.0978E+01  1.0518E+01  1.0253E+01  9.9377E+00  9.5989E+00  9.2119E+00  8.9267E+00  8.6633E+00  8.3702E+00  8.1322E+00  7.9498E+00  7.9305E+00  7.9196E+00  7.8519E+00  7.8573E+00  7.9681E+00  7.9753E+00  7.9091E+00  7.8029E+00  7.7002E+00  7.6025E+00  7.5238E+00  7.4461E+00  7.3660E+00  7.2535E+00  7.0891E+00  6.9244E+00  6.7923E+00  6.6898E+00  6.6270E+00  6.5899E+00  6.5968E+00  6.5680E+00  6.5687E+00  6.5570E+00  6.5287E+00  6.5043E+00  6.4934E+00  6.4858E+00  6.4925E+00  6.4995E+00  6.4855E+00  6.4575E+00  6.4698E+00  6.4985E+00  6.5405E+00  6.5864E+00  6.5826E+00  6.5713E+00  6.5668E+00  6.5596E+00  6.5507E+00  6.5410E+00  6.5432E+00  6.5427E+00  6.5512E+00  6.5391E+00  6.5168E+00  6.4580E+00  6.4919E+00
  6.8037E+00  6.7221E+00  6.7101E+00  6.6834E+00  6.6726E+00  6.6275E+00  6.5727E+00  6.5453E+00  6.5182E+00  6.5079E+00  6.5093E+00  6.5413E+00  6.5710E+00  6.5573E+00  6.5303E+00  6.4773E+00  6.4635E+00  6.4616E+00  6.4945E+00  6.5442E+00  6.6257E+00  6.6963E+00  6.7784E+00  6.8632E+00  6.9134E+00  6.9723E+00  7.0000E+00  7.0089E+00  7.0049E+00  7.0852E+00  7.1008E+00  7.1534E+00  7.2507E+00  7.3354E+00  7.4353E+00  7.5273E+00  7.6911E+00  7.8760E+00  8.1035E+00  8.3342E+00  8.5236E+00  8.6882E+00  8.8252E+00  8.9574E+00  9.0008E+00  9.0118E+00  8.9262E+00  8.8787E+00  8.7605E+00  8.8014E+00  8.9437E+00  9.0546E+00  9.1688E+00  9.3587E+00  9.5563E+00  9.7488E+00  1.0112E+01  1.0475E+01  1.0781E+01  1.1053E+01  1.1446E+01  1.1623E+01  1.2034E+01  1.2092E+01  1.2171E+01  1.2049E+01  1.1930E+01  1.1550E+01  1.1368E+01  1.0899E+01  1.0642E+01  1.0354E+01  9.9960E+00  9.6116E+00  9.3133E+00  9.0181E+00  8.7096E+00  8.5184E+00  8.2681E+00  8.0648E+00  7.9319E+00  7.9087E+00  7.8403E+00  7.7717E+00  7.6922E+00  7.7328E+00  7.6983E+00  7.6163E+00  7.4753E+00  7.3992E+00  7.3508E+00  7.2765E+00  7.1603E+00  6.9875E+00  6.8238E+00  6.7107E+00  6.6907E+00  6.7003E+00  6.6687E+00  6.6766E+00  6.6447E+00  6.6285E+00  6.6053E+00  6.5974E+00  6.6146E+00  6.6303E+00  6.6308E+00  6.6482E+00  6.6543E+00  6.6772E+00  6.7262E+00  6.7624E+00  6.8014E+00  6.7929E+00  6.7992E+00  6.8176E+00  6.8567E+00  6.8704E+00  6.8554E+00  6.8357E+00  6.8450E+00  6.8980E+00  6.9368E+00  6.9824E+00  6.9859E+00  6.9766E+00  6.8878E+00  6.8704E+00
