# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 12:02:23 2019
# diag: fluxspectra, run(s): act, time window: 0-1704.0453(320 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds025/ITGa_NL/omt3/
# normalization: L_T,ions
#
# Q*dVdx =   4.2697E+01 MW
# G*dVdx =   1.0240E-10 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00  2.0582E-12  5.7077E-02
  8.1078E-03  4.3556E-12  7.6951E-02
  1.6216E-02  3.2195E-13  4.8602E-02
  2.4323E-02  6.6442E-13  4.1219E-02
  3.2431E-02  3.0556E-13  3.8162E-02
  4.0539E-02  1.3238E-13  3.5519E-02
  4.8647E-02  2.1013E-13  3.5782E-02
  5.6755E-02 -1.4932E-13  3.3410E-02
  6.4862E-02  4.9023E-13  3.0998E-02
  7.2970E-02 -2.0056E-13  3.0695E-02
  8.1078E-02  1.0495E-13  2.9940E-02
  8.9186E-02 -1.0959E-13  2.8307E-02
  9.7293E-02 -6.2935E-13  2.7403E-02
  1.0540E-01  1.0626E-13  2.5753E-02
  1.1351E-01  7.6496E-14  2.6169E-02
  1.2162E-01  3.2482E-13  2.3790E-02
  1.2972E-01 -3.1764E-13  2.2388E-02
  1.3783E-01 -1.4279E-13  2.1595E-02
  1.4594E-01 -1.0248E-13  2.0627E-02
  1.5405E-01  4.2220E-13  1.9879E-02
  1.6216E-01  3.5260E-13  1.8478E-02
  1.7026E-01 -3.7869E-13  1.7875E-02
  1.7837E-01 -2.0273E-13  1.7239E-02
  1.8648E-01 -2.5517E-13  1.5706E-02
  1.9459E-01  3.3257E-14  1.5535E-02
  2.0269E-01 -9.5122E-14  1.4484E-02
  2.1080E-01 -9.8647E-14  1.4008E-02
  2.1891E-01  4.4446E-13  1.3205E-02
  2.2702E-01 -1.8752E-13  1.2567E-02
  2.3513E-01 -2.7165E-14  1.2059E-02
  2.4323E-01 -2.4113E-13  1.1378E-02
  2.5134E-01  7.0091E-14  1.0778E-02
  2.5945E-01  1.7042E-13  9.9557E-03
  2.6756E-01 -2.7609E-13  9.7691E-03
  2.7566E-01  9.5193E-14  9.2428E-03
  2.8377E-01  8.4699E-14  9.0214E-03
  2.9188E-01  9.4912E-14  8.4732E-03
  2.9999E-01 -2.6213E-13  8.1776E-03
  3.0810E-01 -1.5346E-13  7.8881E-03
  3.1620E-01  1.0327E-13  7.6846E-03
  3.2431E-01 -1.9384E-13  7.3286E-03
  3.3242E-01  2.1714E-13  7.1783E-03
  3.4053E-01  1.6960E-14  6.8493E-03
  3.4863E-01 -1.9235E-13  6.5850E-03
  3.5674E-01  1.3224E-15  6.4985E-03
  3.6485E-01 -1.5177E-13  6.1155E-03
  3.7296E-01  8.8084E-14  5.8787E-03
  3.8107E-01  1.0975E-13  5.7831E-03
