# CREATED BY GENE DIAGNOSTICS TOOL on Tue Oct 30 14:37:25 2018
# diag: fluxspectra, run(s): act, time window: 0-260(72 steps), species: ions
# normalization: L_ref=5.5306m
#
# Q*dVdx =   1.0565E+01 MW
# G*dVdx =   1.8399E-11 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00  2.2408E-13  2.8921E-03
  9.1835E-03  2.8464E-13  5.0631E-03
  1.8367E-02  3.6327E-13  5.5596E-03
  2.7550E-02 -1.4536E-13  5.5777E-03
  3.6734E-02 -5.0600E-14  5.4159E-03
  4.5917E-02 -1.4971E-13  5.8600E-03
  5.5101E-02  1.3356E-14  5.8371E-03
  6.4284E-02  1.7029E-13  5.5262E-03
  7.3468E-02  1.3029E-13  5.1359E-03
  8.2651E-02 -6.3130E-14  5.1599E-03
  9.1835E-02  1.3715E-14  5.1150E-03
  1.0102E-01  1.1698E-13  5.2343E-03
  1.1020E-01 -1.9543E-13  4.7903E-03
  1.1939E-01  9.8740E-14  5.0698E-03
  1.2857E-01 -2.2794E-13  4.9752E-03
  1.3775E-01 -2.7777E-14  4.9282E-03
  1.4694E-01  4.6048E-14  4.7445E-03
  1.5612E-01  1.2015E-13  4.5843E-03
  1.6530E-01 -2.3143E-13  4.0662E-03
  1.7449E-01  4.1804E-14  4.1573E-03
  1.8367E-01 -5.4074E-14  3.9043E-03
  1.9285E-01 -5.2894E-14  3.7359E-03
  2.0204E-01  3.4088E-13  3.7688E-03
  2.1122E-01 -2.0631E-14  3.4755E-03
  2.2040E-01  1.9987E-13  3.6255E-03
  2.2959E-01 -3.5341E-13  3.2245E-03
  2.3877E-01  1.5068E-13  3.2030E-03
  2.4795E-01 -4.1614E-14  3.0749E-03
  2.5714E-01  2.6145E-13  3.1597E-03
  2.6632E-01  8.7581E-15  2.9870E-03
  2.7550E-01  2.3223E-15  2.7995E-03
  2.8469E-01 -1.3531E-13  2.6945E-03
  2.9387E-01 -2.2965E-14  2.6015E-03
  3.0305E-01 -1.9565E-13  2.5259E-03
  3.1224E-01 -9.7411E-14  2.4537E-03
  3.2142E-01  2.0640E-13  2.3961E-03
  3.3061E-01  7.8784E-14  2.2982E-03
  3.3979E-01  1.0563E-14  2.2976E-03
  3.4897E-01  1.9353E-14  2.1225E-03
  3.5816E-01 -1.3330E-13  1.9776E-03
  3.6734E-01  8.4261E-14  1.9099E-03
  3.7652E-01 -3.9724E-14  1.8116E-03
  3.8571E-01  7.2691E-14  1.7425E-03
  3.9489E-01 -8.0696E-14  1.6966E-03
  4.0407E-01  1.0231E-14  1.7287E-03
  4.1326E-01 -1.1416E-13  1.6050E-03
  4.2244E-01  5.5417E-14  1.5424E-03
  4.3162E-01  5.2183E-14  1.4545E-03
  4.4081E-01  2.4658E-14  1.3899E-03
  4.4999E-01  1.8196E-13  1.2661E-03
  4.5917E-01 -1.6889E-15  1.3517E-03
  4.6836E-01 -7.6742E-15  1.1778E-03
  4.7754E-01 -9.0444E-14  1.1563E-03
  4.8672E-01  1.3213E-14  1.0950E-03
  4.9591E-01 -5.9864E-14  1.0592E-03
  5.0509E-01  3.2361E-14  1.0678E-03
  5.1427E-01 -1.0841E-13  9.5311E-04
  5.2346E-01  2.5516E-14  8.8311E-04
  5.3264E-01 -7.5185E-15  8.6714E-04
  5.4182E-01  1.0130E-14  8.2783E-04
  5.5101E-01  3.7520E-14  7.9868E-04
  5.6019E-01 -4.3341E-14  7.6244E-04
  5.6938E-01  4.4702E-14  7.2552E-04
  5.7856E-01  1.2714E-13  6.8769E-04
  5.8774E-01  5.1783E-14  7.1483E-04
  5.9693E-01 -5.4408E-14  6.8931E-04
  6.0611E-01  2.3651E-14  6.4577E-04
  6.1529E-01 -2.1172E-14  6.6294E-04
  6.2448E-01 -6.6534E-14  5.7395E-04
  6.3366E-01 -6.0700E-14  5.5506E-04
  6.4284E-01 -5.3870E-14  5.1810E-04
  6.5203E-01  1.7543E-15  4.9873E-04
  6.6121E-01  8.2530E-15  5.0758E-04
  6.7039E-01  5.9980E-15  4.3311E-04
  6.7958E-01  2.2095E-14  4.3253E-04
  6.8876E-01 -2.2993E-15  4.0137E-04
  6.9794E-01  6.0566E-14  3.8305E-04
  7.0713E-01  6.3199E-14  3.7750E-04
  7.1631E-01  2.4875E-14  3.7926E-04
  7.2549E-01 -3.4288E-14  3.5873E-04
  7.3468E-01 -1.2002E-13  3.3223E-04
  7.4386E-01 -5.9247E-14  3.1616E-04
  7.5304E-01 -1.6664E-14  3.0977E-04
  7.6223E-01  1.6116E-14  2.8783E-04
  7.7141E-01 -3.0059E-14  2.7451E-04
  7.8060E-01 -7.1520E-14  2.7686E-04
  7.8978E-01 -2.0212E-14  2.5494E-04
  7.9896E-01  1.2425E-14  2.5316E-04
  8.0815E-01  5.0907E-14  2.4399E-04
  8.1733E-01 -2.3321E-15  2.3463E-04
  8.2651E-01 -2.5679E-14  2.3083E-04
  8.3570E-01  2.4507E-14  2.0889E-04
  8.4488E-01  3.6287E-15  2.0033E-04
  8.5406E-01  1.4081E-16  1.9855E-04
  8.6325E-01  1.4784E-14  1.8692E-04
  8.7243E-01  1.0236E-14  1.8845E-04
  8.8161E-01  1.8470E-15  1.6797E-04
  8.9080E-01 -3.6460E-14  1.5773E-04
  8.9998E-01 -2.3211E-14  1.6465E-04
  9.0916E-01  1.2173E-14  1.5553E-04
  9.1835E-01 -5.2714E-14  1.5323E-04
  9.2753E-01 -5.3931E-15  1.4300E-04
  9.3671E-01 -1.4292E-14  1.3728E-04
  9.4590E-01 -1.2600E-16  1.2968E-04
  9.5508E-01 -6.0970E-15  1.2580E-04
  9.6426E-01  3.1449E-14  1.2441E-04
  9.7345E-01 -1.7776E-14  1.2542E-04
  9.8263E-01 -8.1666E-16  1.1701E-04
  9.9182E-01  1.9118E-14  1.1054E-04
  1.0010E+00  5.9066E-14  1.0737E-04
  1.0102E+00 -1.3138E-14  1.0236E-04
  1.0194E+00 -1.2035E-14  1.0018E-04
  1.0285E+00 -2.7396E-14  9.4050E-05
  1.0377E+00  1.6248E-14  9.4600E-05
  1.0469E+00 -1.8974E-14  9.0914E-05
  1.0561E+00  5.0575E-14  8.4887E-05
  1.0653E+00 -1.6130E-15  8.4957E-05
  1.0745E+00  1.5564E-14  7.9619E-05
  1.0836E+00 -4.6864E-15  8.2106E-05
  1.0928E+00 -6.1903E-15  7.5687E-05
  1.1020E+00  6.0821E-16  7.2754E-05
  1.1112E+00  2.5708E-14  7.3211E-05
  1.1204E+00 -1.7460E-14  6.9979E-05
  1.1296E+00 -3.2273E-16  6.7652E-05
  1.1388E+00 -1.5239E-14  6.5914E-05
  1.1479E+00  2.8066E-15  6.2114E-05
  1.1571E+00 -8.6664E-15  6.1333E-05
  1.1663E+00 -1.5811E-15  5.9332E-05
  1.1755E+00  2.0105E-15  5.7986E-05
  1.1847E+00  1.0601E-14  5.7705E-05
  1.1939E+00 -1.6036E-14  5.5949E-05
  1.2030E+00  1.6873E-14  5.3447E-05
  1.2122E+00  8.2980E-15  5.0909E-05
