# CREATED BY GENE DIAGNOSTICS TOOL on Fri Feb 22 14:44:48 2019
# diag: nrgsummary, run(s): act, time window: 0-236.28202(1 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/LHD/ITGa_NL/omt6/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  8.2825E-02  2.4180E-20  1.8077E-02  4.7473E-05
  1.6565E-01  1.5024E-20  3.5807E-02  3.3961E-04
  2.4848E-01 -2.4759E-20  5.2923E-02  9.5122E-04
  3.3005E-01  6.2925E-21  6.9037E-02  1.7153E-03
  4.0872E-01  9.8399E-20  8.3806E-02  2.3474E-03
  4.8739E-01  7.0232E-20  9.7732E-02  2.6678E-03
  5.6605E-01  6.1567E-20  1.1078E-01  2.5440E-03
  6.4472E-01  1.5941E-19  1.2295E-01  1.9288E-03
  7.2338E-01 -1.5675E-20  1.3430E-01  8.3328E-04
  8.0205E-01  1.2949E-19  1.4493E-01 -6.8506E-04
  8.8072E-01 -1.3787E-19  1.5495E-01 -2.5310E-03
  9.5938E-01  8.5311E-20  1.6442E-01 -4.5573E-03
  1.0381E+00 -1.4281E-20  1.7334E-01 -6.6032E-03
  1.1167E+00  1.5853E-20  1.8168E-01 -8.5207E-03
  1.1954E+00 -7.6294E-20  1.8943E-01 -1.0205E-02
  1.2741E+00  7.7193E-20  1.9659E-01 -1.1593E-02
  1.3527E+00 -2.5297E-19  2.0318E-01 -1.2653E-02
  1.4314E+00  1.5950E-19  2.0920E-01 -1.3380E-02
  1.5073E+00 -1.4093E-19  2.1453E-01 -1.3774E-02
  1.5819E+00 -1.8695E-19  2.1936E-01 -1.3884E-02
  1.6566E+00  3.0761E-19  2.2381E-01 -1.3750E-02
  1.7313E+00  1.4837E-19  2.2794E-01 -1.3410E-02
  1.8060E+00 -8.7368E-20  2.3180E-01 -1.2913E-02
  1.8807E+00  1.2928E-19  2.3544E-01 -1.2309E-02
  1.9554E+00 -2.3655E-19  2.3889E-01 -1.1640E-02
  2.0300E+00 -5.2944E-21  2.4220E-01 -1.0933E-02
  2.1047E+00  2.1325E-19  2.4541E-01 -1.0223E-02
  2.1794E+00 -9.8928E-20  2.4857E-01 -9.5232E-03
  2.2541E+00  3.5969E-19  2.5169E-01 -8.8421E-03
  2.3288E+00 -1.4177E-20  2.5481E-01 -8.1803E-03
  2.4034E+00  6.9045E-20  2.5793E-01 -7.5325E-03
  2.4781E+00 -3.8163E-19  2.6107E-01 -6.9012E-03
  2.5528E+00  1.0280E-19  2.6422E-01 -6.2860E-03
  2.6275E+00  1.7967E-19  2.6740E-01 -5.6881E-03
  2.7022E+00 -1.0500E-19  2.7060E-01 -5.1103E-03
  2.7768E+00  1.4956E-20  2.7380E-01 -4.5521E-03
  2.8515E+00 -4.0226E-19  2.7700E-01 -4.0219E-03
  2.9262E+00  2.3150E-19  2.8021E-01 -3.5228E-03
  3.0009E+00 -1.5730E-19  2.8342E-01 -3.0569E-03
  3.0756E+00  2.9243E-19  2.8662E-01 -2.6254E-03
  3.1503E+00 -2.4802E-19  2.8980E-01 -2.2263E-03
  3.2249E+00  3.5239E-19  2.9298E-01 -1.8636E-03
  3.2996E+00  2.5887E-19  2.9615E-01 -1.5373E-03
  3.3743E+00 -1.6455E-19  2.9932E-01 -1.2482E-03
  3.4490E+00  7.5746E-19  3.0248E-01 -9.9742E-04
  3.5237E+00 -4.4892E-19  3.0563E-01 -7.8592E-04
  3.5983E+00  4.9891E-19  3.0879E-01 -6.1597E-04
  3.6730E+00 -1.1305E-19  3.1194E-01 -4.8802E-04
  3.7477E+00 -4.1895E-19  3.1510E-01 -4.0173E-04
  3.8224E+00 -1.8598E-19  3.1826E-01 -3.5612E-04
  3.8971E+00  4.8358E-19  3.2142E-01 -3.4941E-04
  3.9718E+00  2.2406E-19  3.2459E-01 -3.7990E-04
  4.0464E+00 -2.4542E-19  3.2777E-01 -4.4465E-04
  4.1241E+00 -5.3756E-19  3.3109E-01 -5.4442E-04
  4.2025E+00 -7.5034E-20  3.3446E-01 -6.7415E-04
  4.2809E+00  2.5080E-19  3.3784E-01 -8.2787E-04
  4.3593E+00 -5.0701E-20  3.4124E-01 -1.0011E-03
  4.4378E+00  4.2359E-19  3.4467E-01 -1.1892E-03
  4.5162E+00  2.0347E-19  3.4813E-01 -1.3877E-03
  4.5946E+00  5.8733E-20  3.5161E-01 -1.5928E-03
  4.6730E+00 -1.3681E-19  3.5513E-01 -1.8009E-03
  4.7514E+00 -2.6490E-19  3.5868E-01 -2.0095E-03
  4.8298E+00  3.6694E-19  3.6228E-01 -2.2166E-03
  4.9083E+00 -5.0550E-20  3.6591E-01 -2.4207E-03
  4.9867E+00  2.6251E-21  3.6959E-01 -2.6211E-03
  5.0651E+00  2.6015E-19  3.7332E-01 -2.8177E-03
  5.1447E+00 -2.3514E-19  3.7716E-01 -3.0132E-03
  5.2270E+00 -8.3353E-20  3.8118E-01 -3.2111E-03
  5.3094E+00 -1.8566E-19  3.8527E-01 -3.4041E-03
  5.3917E+00  2.3618E-19  3.8943E-01 -3.5920E-03
  5.4740E+00  1.4783E-19  3.9366E-01 -3.7747E-03
  5.5564E+00  2.9723E-19  3.9796E-01 -3.9514E-03
  5.6387E+00  5.6113E-19  4.0234E-01 -4.1218E-03
  5.7210E+00  5.7895E-19  4.0680E-01 -4.2858E-03
  5.8034E+00 -4.7460E-19  4.1135E-01 -4.4425E-03
  5.8857E+00 -4.8108E-19  4.1598E-01 -4.5914E-03
  5.9680E+00 -9.8262E-19  4.2070E-01 -4.7309E-03
  6.0504E+00 -1.8520E-19  4.2551E-01 -4.8597E-03
  6.1327E+00 -2.6086E-19  4.3041E-01 -4.9764E-03
  6.2151E+00  3.2571E-19  4.3541E-01 -5.0802E-03
  6.2974E+00  1.9890E-19  4.4051E-01 -5.1703E-03
  6.3797E+00  1.5822E-19  4.4571E-01 -5.2457E-03
  6.4621E+00  1.9698E-19  4.5102E-01 -5.3059E-03
  6.5444E+00  1.9965E-20  4.5643E-01 -5.3500E-03
  6.6267E+00 -2.0198E-20  4.6195E-01 -5.3774E-03
  6.7091E+00  8.0816E-20  4.6758E-01 -5.3876E-03
  6.7914E+00 -4.5371E-19  4.7331E-01 -5.3805E-03
  6.8737E+00 -4.7820E-19  4.7916E-01 -5.3564E-03
  6.9561E+00 -2.8620E-19  4.8511E-01 -5.3156E-03
  7.0384E+00 -5.5759E-19  4.9119E-01 -5.2585E-03
  7.1208E+00 -5.1709E-19  4.9738E-01 -5.1853E-03
  7.2031E+00 -5.6214E-19  5.0369E-01 -5.0956E-03
  7.2854E+00  8.9649E-19  5.1012E-01 -4.9890E-03
  7.3678E+00  1.2213E-19  5.1668E-01 -4.8655E-03
  7.4501E+00 -5.4745E-19  5.2336E-01 -4.7253E-03
  7.5324E+00  1.8648E-19  5.3016E-01 -4.5691E-03
  7.6148E+00 -5.7796E-19  5.3709E-01 -4.3980E-03
  7.6971E+00 -2.1862E-19  5.4415E-01 -4.2130E-03
  7.7794E+00 -1.7289E-19  5.5133E-01 -4.0151E-03
  7.8618E+00  2.1147E-19  5.5864E-01 -3.8049E-03
  7.9441E+00  2.4225E-20  5.6608E-01 -3.5824E-03
  8.0265E+00 -7.4176E-19  5.7365E-01 -3.3480E-03
  8.1088E+00 -5.6821E-19  5.8135E-01 -3.1011E-03
  8.1911E+00  6.9479E-19  5.8918E-01 -2.8417E-03
  8.2735E+00 -2.7363E-19  5.9715E-01 -2.5696E-03
  8.3558E+00 -5.5799E-19  6.0524E-01 -2.2847E-03
  8.4381E+00  5.6968E-19  6.1347E-01 -1.9877E-03
  8.5205E+00  2.1152E-19  6.2182E-01 -1.6794E-03
  8.6028E+00 -6.9637E-19  6.3031E-01 -1.3609E-03
  8.6851E+00 -2.0084E-19  6.3893E-01 -1.0332E-03
  8.7675E+00 -6.4724E-19  6.4768E-01 -6.9752E-04
  8.8498E+00  5.8295E-19  6.5657E-01 -3.5489E-04
  8.9321E+00 -3.2399E-19  6.6559E-01 -6.0476E-06
  9.0145E+00 -3.1234E-19  6.7474E-01  3.4852E-04
  9.0968E+00 -7.2769E-19  6.8403E-01  7.0861E-04
  9.1792E+00  1.5219E-19  6.9346E-01  1.0742E-03
  9.2615E+00 -9.2980E-19  7.0303E-01  1.4454E-03
  9.3438E+00  4.8964E-19  7.1273E-01  1.8224E-03
  9.4262E+00 -1.3433E-18  7.2257E-01  2.2052E-03
  9.5110E+00  7.4137E-20  7.3286E-01  2.6056E-03
  9.5974E+00 -1.0073E-19  7.4349E-01  3.0201E-03
  9.6839E+00 -2.9168E-19  7.5428E-01  3.4407E-03
  9.7703E+00 -3.1369E-19  7.6523E-01  3.8672E-03
  9.8568E+00 -9.3727E-19  7.7634E-01  4.2992E-03
  9.9432E+00 -1.3521E-19  7.8761E-01  4.7366E-03
  1.0030E+01 -3.4538E-19  7.9904E-01  5.1795E-03
  1.0116E+01 -7.0896E-19  8.1063E-01  5.6278E-03
  1.0203E+01 -1.2418E-19  8.2239E-01  6.0816E-03
  1.0289E+01 -4.8491E-19  8.3433E-01  6.5411E-03
  1.0376E+01  1.2099E-18  8.4643E-01  7.0065E-03
  1.0462E+01  3.5749E-19  8.5872E-01  7.4781E-03
  1.0548E+01 -4.1468E-19  8.7119E-01  7.9568E-03
  1.0635E+01  3.5739E-19  8.8384E-01  8.4432E-03
  1.0721E+01  3.8359E-19  8.9669E-01  8.9384E-03
  1.0808E+01 -1.9670E-19  9.0972E-01  9.4434E-03
  1.0894E+01  4.2651E-19  9.2295E-01  9.9590E-03
  1.0981E+01  5.6060E-19  9.3637E-01  1.0486E-02
  1.1067E+01 -2.9822E-19  9.4999E-01  1.1025E-02
  1.1154E+01 -6.1284E-19  9.6380E-01  1.1578E-02
  1.1240E+01  7.9526E-19  9.7781E-01  1.2145E-02
  1.1326E+01 -3.0121E-19  9.9203E-01  1.2729E-02
  1.1413E+01  9.6082E-20  1.0064E+00  1.3330E-02
  1.1499E+01 -1.1874E-18  1.0211E+00  1.3951E-02
  1.1586E+01 -7.6467E-20  1.0359E+00  1.4589E-02
  1.1672E+01  5.3956E-19  1.0509E+00  1.5239E-02
  1.1759E+01 -5.5345E-19  1.0662E+00  1.5895E-02
  1.1845E+01  5.9729E-20  1.0816E+00  1.6548E-02
  1.1932E+01 -3.8726E-20  1.0973E+00  1.7193E-02
  1.2018E+01  6.4748E-19  1.1133E+00  1.7831E-02
  1.2105E+01  4.2050E-20  1.1295E+00  1.8464E-02
  1.2191E+01  3.2247E-19  1.1459E+00  1.9101E-02
  1.2277E+01 -3.7246E-20  1.1627E+00  1.9754E-02
  1.2364E+01  4.6265E-19  1.1797E+00  2.0429E-02
  1.2450E+01  5.7206E-19  1.1969E+00  2.1130E-02
  1.2537E+01  6.1408E-19  1.2145E+00  2.1852E-02
  1.2623E+01 -9.6034E-19  1.2323E+00  2.2583E-02
  1.2710E+01 -9.8277E-19  1.2504E+00  2.3311E-02
  1.2796E+01  9.7555E-19  1.2687E+00  2.4027E-02
  1.2883E+01  7.2179E-19  1.2873E+00  2.4728E-02
  1.2969E+01 -2.9081E-19  1.3062E+00  2.5418E-02
  1.3056E+01 -2.9421E-18  1.3253E+00  2.6110E-02
  1.3142E+01 -1.5444E-19  1.3448E+00  2.6820E-02
  1.3228E+01  4.1282E-19  1.3645E+00  2.7564E-02
  1.3315E+01  8.5236E-19  1.3845E+00  2.8352E-02
  1.3401E+01  1.3949E-18  1.4047E+00  2.9186E-02
  1.3488E+01 -7.2831E-19  1.4253E+00  3.0059E-02
  1.3574E+01 -1.0254E-18  1.4461E+00  3.0960E-02
  1.3661E+01  1.2610E-18  1.4673E+00  3.1873E-02
  1.3747E+01  5.9022E-19  1.4887E+00  3.2784E-02
  1.3834E+01  1.1160E-18  1.5105E+00  3.3683E-02
  1.3918E+01  6.2771E-19  1.5320E+00  3.4545E-02
  1.4000E+01  2.7337E-19  1.5533E+00  3.5371E-02
  1.4082E+01 -1.5538E-18  1.5749E+00  3.6189E-02
  1.4164E+01 -1.3792E-18  1.5969E+00  3.7005E-02
  1.4246E+01  1.4745E-19  1.6192E+00  3.7826E-02
  1.4329E+01  6.1465E-20  1.6419E+00  3.8656E-02
  1.4411E+01 -2.8336E-19  1.6650E+00  3.9500E-02
  1.4493E+01 -8.9248E-19  1.6885E+00  4.0357E-02
  1.4575E+01 -6.2210E-19  1.7124E+00  4.1229E-02
  1.4657E+01  1.3348E-19  1.7368E+00  4.2112E-02
  1.4739E+01  1.0840E-18  1.7617E+00  4.3004E-02
  1.4821E+01 -5.9805E-19  1.7870E+00  4.3902E-02
  1.4903E+01  2.4503E-19  1.8129E+00  4.4803E-02
  1.4986E+01 -7.9000E-19  1.8393E+00  4.5704E-02
  1.5068E+01 -3.2333E-19  1.8662E+00  4.6601E-02
  1.5150E+01  1.2222E-18  1.8936E+00  4.7490E-02
  1.5232E+01 -2.0997E-19  1.9215E+00  4.8366E-02
  1.5314E+01 -5.3894E-19  1.9499E+00  4.9226E-02
  1.5396E+01 -3.2462E-18  1.9789E+00  5.0066E-02
  1.5478E+01 -1.8438E-18  2.0084E+00  5.0884E-02
  1.5560E+01 -6.3609E-19  2.0384E+00  5.1680E-02
  1.5643E+01 -4.7919E-19  2.0690E+00  5.2456E-02
  1.5724E+01 -3.4837E-18  2.0998E+00  5.3208E-02
  1.5802E+01 -3.5119E-19  2.1298E+00  5.3919E-02
  1.5880E+01 -9.6320E-19  2.1603E+00  5.4625E-02
  1.5958E+01 -2.6898E-19  2.1914E+00  5.5332E-02
  1.6036E+01  2.2552E-18  2.2230E+00  5.6046E-02
  1.6114E+01 -2.6345E-18  2.2551E+00  5.6772E-02
  1.6192E+01 -2.2393E-18  2.2878E+00  5.7513E-02
  1.6270E+01 -2.3792E-18  2.3212E+00  5.8272E-02
  1.6348E+01  9.5165E-19  2.3551E+00  5.9048E-02
  1.6426E+01  2.1789E-18  2.3897E+00  5.9844E-02
  1.6504E+01  4.1610E-18  2.4249E+00  6.0656E-02
  1.6582E+01 -1.0375E-18  2.4608E+00  6.1483E-02
  1.6660E+01 -1.1120E-18  2.4975E+00  6.2322E-02
  1.6738E+01  1.5560E-18  2.5348E+00  6.3170E-02
  1.6816E+01 -2.6183E-18  2.5729E+00  6.4024E-02
  1.6894E+01 -2.3614E-19  2.6117E+00  6.4883E-02
  1.6972E+01  4.2427E-19  2.6513E+00  6.5744E-02
  1.7050E+01 -1.3224E-18  2.6917E+00  6.6608E-02
  1.7128E+01  1.0200E-18  2.7328E+00  6.7472E-02
  1.7206E+01 -2.8445E-18  2.7747E+00  6.8339E-02
  1.7284E+01  2.6291E-18  2.8174E+00  6.9209E-02
  1.7362E+01 -6.1146E-19  2.8608E+00  7.0084E-02
  1.7440E+01 -6.0893E-18  2.9051E+00  7.0966E-02
  1.7518E+01 -3.7655E-18  2.9501E+00  7.1856E-02
  1.7596E+01  5.1636E-19  2.9958E+00  7.2758E-02
  1.7674E+01  8.9234E-19  3.0424E+00  7.3674E-02
  1.7752E+01  1.7659E-18  3.0897E+00  7.4607E-02
  1.7830E+01 -9.9898E-19  3.1378E+00  7.5561E-02
  1.7908E+01 -8.8355E-19  3.1867E+00  7.6539E-02
  1.7986E+01  2.8664E-19  3.2363E+00  7.7544E-02
  1.8064E+01 -6.0866E-19  3.2867E+00  7.8580E-02
  1.8142E+01  6.8868E-19  3.3379E+00  7.9649E-02
  1.8219E+01 -1.9115E-18  3.3886E+00  8.0725E-02
  1.8293E+01  5.1624E-18  3.4386E+00  8.1808E-02
  1.8367E+01  1.4974E-18  3.4893E+00  8.2925E-02
  1.8441E+01  4.2794E-20  3.5408E+00  8.4077E-02
  1.8515E+01 -2.6784E-19  3.5929E+00  8.5265E-02
  1.8589E+01  2.7350E-18  3.6457E+00  8.6489E-02
  1.8663E+01  3.2892E-18  3.6992E+00  8.7748E-02
  1.8737E+01 -8.4906E-19  3.7534E+00  8.9040E-02
  1.8811E+01  2.5579E-18  3.8082E+00  9.0366E-02
