# CREATED BY GENE DIAGNOSTICS TOOL on Sun Jan 20 13:15:23 2019
# diag: zprofile, run(s): act, time window: 0-8.5(61 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.7/ITGa_NL/omt6/
# normalization: R_0
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  2.9034E+02  2.9034E+02
 -3.0925E+00  0.0000E+00  2.9031E+02  2.9031E+02
 -3.0434E+00  0.0000E+00  2.9030E+02  2.9030E+02
 -2.9943E+00  0.0000E+00  2.9029E+02  2.9029E+02
 -2.9452E+00  0.0000E+00  2.9029E+02  2.9029E+02
 -2.8962E+00  0.0000E+00  2.9029E+02  2.9029E+02
 -2.8471E+00  0.0000E+00  2.9030E+02  2.9030E+02
 -2.7980E+00  0.0000E+00  2.9031E+02  2.9031E+02
 -2.7489E+00  0.0000E+00  2.9034E+02  2.9034E+02
 -2.6998E+00  0.0000E+00  2.9037E+02  2.9037E+02
 -2.6507E+00  0.0000E+00  2.9041E+02  2.9041E+02
 -2.6016E+00  0.0000E+00  2.9046E+02  2.9046E+02
 -2.5525E+00  0.0000E+00  2.9051E+02  2.9051E+02
 -2.5035E+00  0.0000E+00  2.9056E+02  2.9056E+02
 -2.4544E+00  0.0000E+00  2.9062E+02  2.9062E+02
 -2.4053E+00  0.0000E+00  2.9068E+02  2.9068E+02
 -2.3562E+00  0.0000E+00  2.9074E+02  2.9074E+02
 -2.3071E+00  0.0000E+00  2.9081E+02  2.9081E+02
 -2.2580E+00  0.0000E+00  2.9089E+02  2.9089E+02
 -2.2089E+00  0.0000E+00  2.9096E+02  2.9096E+02
 -2.1598E+00  0.0000E+00  2.9104E+02  2.9104E+02
 -2.1108E+00  0.0000E+00  2.9111E+02  2.9111E+02
 -2.0617E+00  0.0000E+00  2.9119E+02  2.9119E+02
 -2.0126E+00  0.0000E+00  2.9126E+02  2.9126E+02
 -1.9635E+00  0.0000E+00  2.9133E+02  2.9133E+02
 -1.9144E+00  0.0000E+00  2.9141E+02  2.9141E+02
 -1.8653E+00  0.0000E+00  2.9149E+02  2.9149E+02
 -1.8162E+00  0.0000E+00  2.9157E+02  2.9157E+02
 -1.7671E+00  0.0000E+00  2.9166E+02  2.9166E+02
 -1.7181E+00  0.0000E+00  2.9173E+02  2.9173E+02
 -1.6690E+00  0.0000E+00  2.9181E+02  2.9181E+02
 -1.6199E+00  0.0000E+00  2.9188E+02  2.9188E+02
 -1.5708E+00  0.0000E+00  2.9195E+02  2.9195E+02
 -1.5217E+00  0.0000E+00  2.9202E+02  2.9202E+02
 -1.4726E+00  0.0000E+00  2.9209E+02  2.9209E+02
 -1.4235E+00  0.0000E+00  2.9216E+02  2.9216E+02
 -1.3744E+00  0.0000E+00  2.9223E+02  2.9223E+02
 -1.3254E+00  0.0000E+00  2.9229E+02  2.9229E+02
 -1.2763E+00  0.0000E+00  2.9235E+02  2.9235E+02
 -1.2272E+00  0.0000E+00  2.9240E+02  2.9240E+02
 -1.1781E+00  0.0000E+00  2.9245E+02  2.9245E+02
 -1.1290E+00  0.0000E+00  2.9252E+02  2.9252E+02
 -1.0799E+00  0.0000E+00  2.9259E+02  2.9259E+02
 -1.0308E+00  0.0000E+00  2.9266E+02  2.9266E+02
 -9.8175E-01  0.0000E+00  2.9272E+02  2.9272E+02
 -9.3266E-01  0.0000E+00  2.9280E+02  2.9280E+02
 -8.8357E-01  0.0000E+00  2.9289E+02  2.9289E+02
 -8.3449E-01  0.0000E+00  2.9301E+02  2.9301E+02
 -7.8540E-01  0.0000E+00  2.9314E+02  2.9314E+02
 -7.3631E-01  0.0000E+00  2.9326E+02  2.9326E+02
 -6.8722E-01  0.0000E+00  2.9338E+02  2.9338E+02
