# CREATED BY GENE DIAGNOSTICS TOOL on Sun Jan 20 13:15:22 2019
# diag: fluxspectra, run(s): act, time window: 0-8.5(61 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.7/ITGa_NL/omt6/
# normalization: R_0
#
# Q*dVdx =   3.6182E+01 MW
# G*dVdx =   4.0645E-10 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -2.5040E-09  2.4181E+01
  4.9009E-02  4.2994E-09  4.8924E+01
  9.8018E-02 -1.6190E-09  4.9537E+01
  1.4703E-01  1.6293E-09  3.9283E+01
  1.9604E-01 -3.4578E-09  3.3627E+01
  2.4504E-01 -1.7249E-09  2.4646E+01
  2.9405E-01  3.1680E-10  1.9456E+01
  3.4306E-01  8.2173E-10  1.3808E+01
  3.9207E-01  1.4952E-09  1.1233E+01
  4.4108E-01  8.3031E-10  8.3349E+00
  4.9009E-01  7.9765E-10  6.5590E+00
  5.3910E-01  3.2386E-10  4.7180E+00
  5.8811E-01  2.2522E-10  3.4516E+00
  6.3712E-01 -4.6652E-10  2.7975E+00
  6.8612E-01 -2.6038E-10  2.6099E+00
  7.3513E-01  5.2400E-10  2.0141E+00
  7.8414E-01 -8.1677E-11  1.6368E+00
  8.3315E-01  3.7929E-10  1.2318E+00
  8.8216E-01  5.6438E-11  1.1333E+00
  9.3117E-01  3.1043E-10  9.3224E-01
  9.8018E-01 -1.8841E-10  7.3977E-01
  1.0292E+00 -1.8647E-10  6.4639E-01
  1.0782E+00  1.7193E-11  5.8449E-01
  1.1272E+00  1.4680E-11  5.4159E-01
  1.1762E+00 -1.7244E-10  4.6621E-01
  1.2252E+00 -1.2717E-10  4.1790E-01
  1.2742E+00  3.4405E-11  3.7827E-01
  1.3232E+00  2.8152E-11  3.2470E-01
  1.3722E+00 -1.2648E-10  3.0664E-01
  1.4213E+00 -4.1293E-12  2.9857E-01
  1.4703E+00  2.8132E-11  2.6773E-01
  1.5193E+00  1.0034E-10  2.5013E-01
  1.5683E+00 -1.0138E-10  2.2514E-01
