# CREATED BY GENE DIAGNOSTICS TOOL on Fri Nov  2 11:34:14 2018
# diag: fluxspectra, run(s): act, time window: 0-61.692025(638 steps), species: ions
# normalization: R_0
#
# Q*dVdx =   9.3079E+01 MW
# G*dVdx =   1.9035E-10 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00  2.8548E-10  6.1611E+01
  4.9009E-02  1.1111E-09  9.5455E+01
  9.8018E-02  2.1707E-10  1.0163E+02
  1.4703E-01  1.4884E-09  8.5807E+01
  1.9604E-01 -4.3798E-10  6.6510E+01
  2.4504E-01  3.0567E-10  5.7236E+01
  2.9405E-01 -3.8696E-10  4.7712E+01
  3.4306E-01  6.2100E-10  3.9086E+01
  3.9207E-01 -1.5993E-10  3.1502E+01
  4.4108E-01 -2.0635E-10  2.6967E+01
  4.9009E-01  1.4505E-10  2.2204E+01
  5.3910E-01 -8.6215E-10  1.8632E+01
  5.8811E-01 -3.2715E-11  1.5296E+01
  6.3712E-01 -2.6302E-11  1.3191E+01
  6.8612E-01 -1.7747E-10  1.1026E+01
  7.3513E-01 -4.5053E-11  9.6094E+00
  7.8414E-01 -1.7182E-10  8.3402E+00
  8.3315E-01 -2.5352E-10  7.1527E+00
  8.8216E-01 -2.1951E-10  6.3022E+00
  9.3117E-01 -3.0948E-10  5.7030E+00
  9.8018E-01 -1.0287E-10  5.0007E+00
  1.0292E+00 -1.1224E-10  4.5400E+00
  1.0782E+00  1.5054E-10  4.1226E+00
  1.1272E+00  2.1025E-11  3.7025E+00
  1.1762E+00 -3.0947E-10  3.3945E+00
  1.2252E+00  2.2244E-10  3.0602E+00
  1.2742E+00 -3.8988E-11  2.7732E+00
  1.3232E+00  8.3246E-11  2.5655E+00
  1.3722E+00 -8.9353E-11  2.3370E+00
  1.4213E+00  2.9453E-11  2.1365E+00
  1.4703E+00  7.5305E-11  1.9451E+00
  1.5193E+00 -1.8656E-11  1.8031E+00
  1.5683E+00  2.9657E-11  1.6588E+00
  1.6173E+00 -2.9523E-11  1.5399E+00
  1.6663E+00 -3.3085E-12  1.4036E+00
  1.7153E+00 -1.7536E-10  1.2986E+00
  1.7643E+00 -1.3633E-10  1.2063E+00
  1.8133E+00  6.6544E-11  1.1103E+00
  1.8623E+00  7.4701E-12  1.0301E+00
  1.9113E+00  5.6869E-11  9.5222E-01
  1.9604E+00 -5.0413E-12  8.8087E-01
  2.0094E+00 -3.8203E-12  8.2534E-01
  2.0584E+00 -4.0362E-11  7.5952E-01
  2.1074E+00 -1.0150E-11  7.0884E-01
  2.1564E+00  5.8075E-11  6.6386E-01
  2.2054E+00 -1.9582E-11  6.1993E-01
  2.2544E+00 -4.8109E-11  5.7552E-01
  2.3034E+00  9.4727E-12  5.3656E-01
  2.3524E+00  3.0042E-11  5.0574E-01
  2.4014E+00 -9.1932E-11  4.7750E-01
  2.4504E+00  1.4000E-11  4.4625E-01
  2.4995E+00  2.7663E-12  4.1978E-01
  2.5485E+00 -2.6172E-11  3.9390E-01
  2.5975E+00  1.6908E-11  3.7040E-01
  2.6465E+00  1.3669E-11  3.4810E-01
  2.6955E+00  3.3224E-12  3.2967E-01
  2.7445E+00  1.6860E-11  3.1223E-01
  2.7935E+00  4.6285E-12  2.9370E-01
  2.8425E+00 -1.9649E-11  2.7767E-01
  2.8915E+00  3.4137E-13  2.6393E-01
  2.9405E+00  5.3162E-12  2.4836E-01
  2.9895E+00  1.3308E-11  2.3616E-01
  3.0386E+00  1.1084E-11  2.2181E-01
  3.0876E+00  1.7885E-11  2.1104E-01
  3.1366E+00  2.5071E-12  1.9980E-01
  3.1856E+00 -1.4768E-11  1.8985E-01
  3.2346E+00  2.2039E-13  1.7937E-01
  3.2836E+00 -3.2530E-12  1.7008E-01
  3.3326E+00 -8.1198E-13  1.6159E-01
  3.3816E+00 -3.9792E-12  1.5284E-01
  3.4306E+00  1.7827E-12  1.4572E-01
  3.4796E+00  1.0771E-11  1.3745E-01
  3.5286E+00  1.1574E-12  1.3072E-01
  3.5776E+00  1.0000E-11  1.2422E-01
  3.6267E+00  8.1087E-12  1.1864E-01
  3.6757E+00 -8.8432E-14  1.1115E-01
  3.7247E+00 -7.0709E-12  1.0625E-01
  3.7737E+00 -1.5377E-12  1.0188E-01
  3.8227E+00 -2.7817E-12  9.5989E-02
  3.8717E+00  5.9442E-12  9.1189E-02
  3.9207E+00 -5.0517E-13  8.6755E-02
  3.9697E+00 -8.4311E-12  8.2327E-02
  4.0187E+00  3.8836E-12  7.8478E-02
  4.0677E+00  2.4298E-12  7.4434E-02
  4.1167E+00 -7.8272E-13  7.0816E-02
  4.1658E+00 -4.7590E-12  6.7469E-02
  4.2148E+00 -1.1524E-13  6.3927E-02
  4.2638E+00 -3.9949E-12  6.0948E-02
  4.3128E+00 -4.9320E-12  5.7968E-02
  4.3618E+00  4.1664E-13  5.4831E-02
  4.4108E+00  2.0527E-12  5.2159E-02
  4.4598E+00  1.4233E-12  4.9742E-02
  4.5088E+00  1.4822E-12  4.7740E-02
