# CREATED BY GENE DIAGNOSTICS TOOL on Sat Jun 23 12:32:05 2018
# diag: GAMDIAG, run(s): 0014, time window: 0-500(1332 steps), species: ions
# original data path: /ptmp/cmor/PoP/scanfiles0002/
# normalization: L_ref=5.4832m
#
# xind= 0, x/a= 0.70710677, q= 1.1018624
# Fit:    0.28251356,1.5555733,-0.0066650741
# Analytic (Gao, Zhou/Yu): 0.32199362,-0.0062831846,1.9163414
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9992E-01  0.0000E+00
  3.7580E-01  9.9740E-01  4.9578E-03
  7.5160E-01  9.9023E-01  9.8770E-03
  1.1274E+00  9.7917E-01  1.4711E-02
  1.5032E+00  9.6504E-01  1.9421E-02
  1.8790E+00  9.4872E-01  2.3983E-02
  2.2548E+00  9.3107E-01  2.8380E-02
  2.6306E+00  9.1288E-01  3.2603E-02
  3.0064E+00  8.9481E-01  3.6651E-02
  3.3822E+00  8.7739E-01  4.0527E-02
  3.7580E+00  8.6097E-01  4.4237E-02
  4.1338E+00  8.4574E-01  4.7794E-02
  4.5096E+00  8.3172E-01  5.1208E-02
  4.8854E+00  8.1882E-01  5.4494E-02
  5.2612E+00  8.0686E-01  5.7664E-02
  5.6370E+00  7.9560E-01  6.0729E-02
  6.0128E+00  7.8479E-01  6.3697E-02
  6.3886E+00  7.7420E-01  6.6575E-02
  6.7644E+00  7.6363E-01  6.9366E-02
  7.1402E+00  7.5292E-01  7.2071E-02
  7.5160E+00  7.4200E-01  7.4689E-02
  7.8918E+00  7.3081E-01  7.7217E-02
  8.2676E+00  7.1936E-01  7.9653E-02
  8.6434E+00  7.0769E-01  8.1993E-02
  9.0192E+00  6.9590E-01  8.4235E-02
  9.3950E+00  6.8405E-01  8.6378E-02
  9.7708E+00  6.7226E-01  8.8421E-02
  1.0147E+01  6.6063E-01  9.0365E-02
  1.0522E+01  6.4924E-01  9.2212E-02
  1.0898E+01  6.3819E-01  9.3966E-02
  1.1274E+01  6.2755E-01  9.5630E-02
  1.1650E+01  6.1739E-01  9.7210E-02
  1.2026E+01  6.0774E-01  9.8712E-02
  1.2401E+01  5.9863E-01  1.0014E-01
  1.2777E+01  5.9009E-01  1.0151E-01
  1.3153E+01  5.8213E-01  1.0281E-01
  1.3529E+01  5.7475E-01  1.0407E-01
  1.3905E+01  5.6796E-01  1.0528E-01
  1.4280E+01  5.6173E-01  1.0645E-01
  1.4656E+01  5.5605E-01  1.0758E-01
  1.5032E+01  5.5092E-01  1.0870E-01
  1.5408E+01  5.4632E-01  1.0979E-01
  1.5784E+01  5.4223E-01  1.1086E-01
  1.6159E+01  5.3863E-01  1.1193E-01
  1.6535E+01  5.3551E-01  1.1299E-01
  1.6911E+01  5.3284E-01  1.1404E-01
  1.7287E+01  5.3060E-01  1.1510E-01
  1.7663E+01  5.2877E-01  1.1617E-01
  1.8038E+01  5.2736E-01  1.1725E-01
  1.8414E+01  5.2633E-01  1.1835E-01
  1.8790E+01  5.2567E-01  1.1946E-01
  1.9166E+01  5.2535E-01  1.2060E-01
  1.9542E+01  5.2535E-01  1.2175E-01
  1.9917E+01  5.2566E-01  1.2293E-01
  2.0293E+01  5.2624E-01  1.2414E-01
  2.0669E+01  5.2708E-01  1.2539E-01
  2.1045E+01  5.2815E-01  1.2666E-01
  2.1421E+01  5.2943E-01  1.2797E-01
  2.1796E+01  5.3088E-01  1.2931E-01
  2.2172E+01  5.3250E-01  1.3068E-01
  2.2548E+01  5.3426E-01  1.3209E-01
  2.2924E+01  5.3614E-01  1.3353E-01
  2.3300E+01  5.3809E-01  1.3500E-01
  2.3675E+01  5.4008E-01  1.3651E-01
  2.4051E+01  5.4207E-01  1.3805E-01
  2.4427E+01  5.4404E-01  1.3962E-01
  2.4803E+01  5.4599E-01  1.4123E-01
  2.5179E+01  5.4792E-01  1.4286E-01
  2.5554E+01  5.4981E-01  1.4451E-01
  2.5930E+01  5.5165E-01  1.4620E-01
  2.6306E+01  5.5341E-01  1.4790E-01
  2.6682E+01  5.5504E-01  1.4963E-01
  2.7058E+01  5.5653E-01  1.5137E-01
  2.7433E+01  5.5785E-01  1.5313E-01
  2.7809E+01  5.5898E-01  1.5490E-01
  2.8185E+01  5.5994E-01  1.5668E-01
  2.8561E+01  5.6072E-01  1.5847E-01
  2.8937E+01  5.6131E-01  1.6027E-01
  2.9312E+01  5.6171E-01  1.6207E-01
  2.9688E+01  5.6191E-01  1.6387E-01
  3.0064E+01  5.6188E-01  1.6567E-01
  3.0440E+01  5.6163E-01  1.6747E-01
  3.0816E+01  5.6116E-01  1.6925E-01
  3.1191E+01  5.6048E-01  1.7103E-01
  3.1567E+01  5.5959E-01  1.7279E-01
  3.1943E+01  5.5850E-01  1.7454E-01
  3.2319E+01  5.5720E-01  1.7627E-01
  3.2695E+01  5.5570E-01  1.7798E-01
  3.3070E+01  5.5400E-01  1.7967E-01
  3.3446E+01  5.5210E-01  1.8134E-01
  3.3822E+01  5.4997E-01  1.8299E-01
  3.4198E+01  5.4763E-01  1.8461E-01
  3.4574E+01  5.4507E-01  1.8620E-01
  3.4949E+01  5.4233E-01  1.8777E-01
  3.5325E+01  5.3944E-01  1.8930E-01
  3.5701E+01  5.3643E-01  1.9080E-01
  3.6077E+01  5.3331E-01  1.9227E-01
  3.6453E+01  5.3009E-01  1.9371E-01
  3.6828E+01  5.2679E-01  1.9512E-01
  3.7204E+01  5.2340E-01  1.9649E-01
  3.7580E+01  5.1993E-01  1.9784E-01
  3.7956E+01  5.1639E-01  1.9914E-01
  3.8332E+01  5.1278E-01  2.0042E-01
  3.8707E+01  5.0909E-01  2.0167E-01
  3.9083E+01  5.0532E-01  2.0288E-01
  3.9459E+01  5.0147E-01  2.0406E-01
  3.9835E+01  4.9757E-01  2.0521E-01
  4.0211E+01  4.9362E-01  2.0632E-01
  4.0586E+01  4.8964E-01  2.0740E-01
  4.0962E+01  4.8564E-01  2.0846E-01
  4.1338E+01  4.8166E-01  2.0948E-01
  4.1714E+01  4.7769E-01  2.1047E-01
  4.2090E+01  4.7376E-01  2.1144E-01
  4.2465E+01  4.6989E-01  2.1238E-01
  4.2841E+01  4.6610E-01  2.1329E-01
  4.3217E+01  4.6243E-01  2.1419E-01
  4.3593E+01  4.5890E-01  2.1506E-01
  4.3969E+01  4.5551E-01  2.1592E-01
  4.4344E+01  4.5228E-01  2.1677E-01
  4.4720E+01  4.4918E-01  2.1759E-01
  4.5096E+01  4.4619E-01  2.1841E-01
  4.5472E+01  4.4328E-01  2.1921E-01
  4.5848E+01  4.4039E-01  2.2000E-01
  4.6223E+01  4.3750E-01  2.2077E-01
  4.6599E+01  4.3454E-01  2.2153E-01
  4.6975E+01  4.3148E-01  2.2227E-01
  4.7351E+01  4.2832E-01  2.2299E-01
  4.7727E+01  4.2506E-01  2.2370E-01
  4.8102E+01  4.2174E-01  2.2439E-01
  4.8478E+01  4.1840E-01  2.2507E-01
  4.8854E+01  4.1513E-01  2.2573E-01
  4.9230E+01  4.1196E-01  2.2639E-01
  4.9606E+01  4.0897E-01  2.2705E-01
  4.9981E+01  4.0617E-01  2.2770E-01
  5.0357E+01  4.0360E-01  2.2834E-01
  5.0733E+01  4.0125E-01  2.2899E-01
  5.1109E+01  3.9911E-01  2.2964E-01
  5.1485E+01  3.9715E-01  2.3028E-01
  5.1860E+01  3.9533E-01  2.3093E-01
  5.2236E+01  3.9361E-01  2.3157E-01
  5.2612E+01  3.9194E-01  2.3221E-01
  5.2988E+01  3.9030E-01  2.3285E-01
  5.3364E+01  3.8863E-01  2.3348E-01
  5.3739E+01  3.8693E-01  2.3411E-01
  5.4115E+01  3.8520E-01  2.3474E-01
  5.4491E+01  3.8344E-01  2.3536E-01
  5.4867E+01  3.8166E-01  2.3598E-01
  5.5243E+01  3.7990E-01  2.3660E-01
  5.5618E+01  3.7816E-01  2.3723E-01
  5.5994E+01  3.7646E-01  2.3785E-01
  5.6370E+01  3.7479E-01  2.3847E-01
  5.6746E+01  3.7315E-01  2.3910E-01
  5.7122E+01  3.7153E-01  2.3973E-01
  5.7497E+01  3.6988E-01  2.4036E-01
  5.7873E+01  3.6820E-01  2.4099E-01
  5.8249E+01  3.6643E-01  2.4161E-01
  5.8625E+01  3.6457E-01  2.4222E-01
