# CREATED BY GENE DIAGNOSTICS TOOL on Tue Feb 26 16:24:38 2019
# diag: nrgtstep, run(s): act, time window: 0-507.48191(1 steps)
# original data path: /ptmp/cmor/S-a/q0-0.8/ITGa_NL/omt6/
# normalization: L_ref=1.65m
#
# dt_max = 0.019200001
#  t          dt        
  0.0000E+00  1.9200E-02
  1.9200E-01  1.9200E-02
  3.8400E-01  1.9200E-02
  5.7600E-01  1.9200E-02
  7.6800E-01  1.9200E-02
  9.6000E-01  5.4407E-03
  1.0144E+00  5.4408E-03
  1.0688E+00  5.4407E-03
  1.1232E+00  5.4407E-03
  1.1776E+00  5.4408E-03
  1.2320E+00  5.4407E-03
  1.2864E+00  5.4407E-03
  1.3409E+00  5.4408E-03
  1.3953E+00  5.4407E-03
  1.4497E+00  5.4407E-03
  1.5041E+00  6.4201E-03
  1.5683E+00  6.5289E-03
  1.6336E+00  6.5289E-03
  1.6989E+00  6.5289E-03
  1.7641E+00  6.5288E-03
  1.8294E+00  6.5289E-03
  1.8947E+00  6.5289E-03
  1.9600E+00  6.5289E-03
  2.0253E+00  6.5289E-03
  2.0906E+00  6.5289E-03
  2.1559E+00  7.7040E-03
  2.2329E+00  7.8347E-03
  2.3113E+00  7.8347E-03
  2.3896E+00  7.8346E-03
  2.4680E+00  7.8347E-03
  2.5463E+00  7.8346E-03
  2.6246E+00  7.8347E-03
  2.7030E+00  7.8346E-03
  2.7813E+00  7.8347E-03
  2.8597E+00  7.8347E-03
  2.9380E+00  9.2449E-03
  3.0305E+00  9.4015E-03
  3.1245E+00  9.4016E-03
  3.2185E+00  9.4016E-03
  3.3125E+00  9.4016E-03
  3.4065E+00  9.4016E-03
  3.5006E+00  9.4016E-03
  3.5946E+00  9.4016E-03
  3.6886E+00  9.4016E-03
  3.7826E+00  9.4016E-03
  3.8766E+00  1.1094E-02
  3.9876E+00  1.1282E-02
  4.1004E+00  1.1282E-02
  4.2132E+00  1.1282E-02
  4.3260E+00  1.1282E-02
  4.4388E+00  1.1282E-02
  4.5517E+00  1.1282E-02
  4.6645E+00  1.1282E-02
  4.7773E+00  1.1282E-02
  4.8901E+00  1.1282E-02
  5.0029E+00  1.3313E-02
  5.1361E+00  1.3538E-02
  5.2714E+00  1.3538E-02
  5.4068E+00  1.3538E-02
  5.5422E+00  1.3538E-02
  5.6776E+00  1.3538E-02
  5.8130E+00  1.3538E-02
  5.9484E+00  1.3538E-02
  6.0837E+00  1.3538E-02
  6.2191E+00  1.3538E-02
  6.3545E+00  1.5975E-02
  6.5143E+00  1.6246E-02
  6.6767E+00  1.6246E-02
  6.8392E+00  1.6246E-02
  7.0016E+00  1.6246E-02
  7.1641E+00  1.6246E-02
  7.3266E+00  1.6246E-02
  7.4890E+00  1.6246E-02
  7.6515E+00  1.6246E-02
  7.8139E+00  1.6246E-02
  7.9764E+00  1.6246E-02
  8.1389E+00  1.6246E-02
  8.3013E+00  1.6246E-02
  8.4638E+00  1.6246E-02
  8.6262E+00  1.6246E-02
  8.7887E+00  1.6246E-02
  8.9512E+00  1.6246E-02
  9.1136E+00  1.6246E-02
  9.2761E+00  1.6246E-02
  9.4385E+00  1.6246E-02
  9.6010E+00  1.6246E-02
  9.7634E+00  1.6246E-02
  9.9259E+00  1.6246E-02
  1.0088E+01  1.6246E-02
  1.0251E+01  1.6246E-02
  1.0413E+01  1.6246E-02
  1.0576E+01  1.6246E-02
  1.0738E+01  1.6246E-02
  1.0901E+01  1.6246E-02
  1.1063E+01  1.6246E-02
  1.1226E+01  1.6246E-02
  1.1388E+01  1.6246E-02
  1.1551E+01  1.6246E-02
  1.1713E+01  1.6246E-02
  1.1875E+01  1.6246E-02
  1.2038E+01  1.6246E-02
  1.2200E+01  7.8545E-04
  1.2208E+01  7.8545E-04
  1.2216E+01  7.8545E-04
  1.2224E+01  7.8554E-04
  1.2232E+01  7.8545E-04
