# CREATED BY GENE DIAGNOSTICS TOOL on Tue Feb 26 16:24:38 2019
# diag: nrgsummary, run(s): act, time window: 0-507.48191(1 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-0.8/ITGa_NL/omt6/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.9200E-01  2.3628E-19  5.6897E-02 -6.1517E-05
  3.8400E-01  1.0945E-19  1.0896E-01 -5.1623E-04
  5.7600E-01 -2.3389E-19  1.5164E-01 -1.4462E-03
  7.6800E-01  4.0806E-19  1.8372E-01 -2.7066E-03
  9.6000E-01 -1.4238E-17  2.5846E-01  1.4440E-02
  1.0144E+00 -3.1729E-18  2.5888E-01  1.7196E-02
  1.0688E+00  1.3094E-17  2.5788E-01  4.9861E-03
  1.1232E+00 -1.1008E-17  2.4902E-01  4.0065E-03
  1.1776E+00  5.5151E-18  2.4120E-01  4.8938E-03
  1.2320E+00 -1.4638E-17  2.4062E-01  3.2340E-03
  1.2864E+00 -2.6892E-18  2.4224E-01 -2.2571E-03
  1.3409E+00  1.6218E-18  2.4556E-01 -8.9820E-03
  1.3953E+00  8.7511E-18  2.4969E-01 -1.2481E-02
  1.4497E+00  1.1406E-18  2.5037E-01 -1.6743E-02
  1.5041E+00 -5.5093E-18  2.5003E-01 -1.8317E-02
  1.5683E+00  1.7690E-19  2.3086E-01  3.0634E-03
  1.6336E+00  2.6184E-18  2.8190E-01  1.4276E-02
  1.6989E+00  4.5771E-20  3.2946E-01 -4.7715E-03
  1.7641E+00 -8.0640E-19  3.0303E-01 -2.2808E-02
  1.8294E+00 -1.5023E-18  2.6542E-01 -9.7591E-03
  1.8947E+00  1.0884E-19  2.9205E-01  9.4097E-03
  1.9600E+00  4.0647E-19  3.3132E-01 -9.8204E-04
  2.0253E+00 -1.5763E-18  3.2194E-01 -1.9946E-02
  2.0906E+00  8.2464E-20  2.9729E-01 -1.4809E-02
  2.1559E+00  3.1396E-19  3.0904E-01  2.1393E-04
  2.2329E+00  1.4064E-18  3.2426E-01 -1.5614E-02
  2.3113E+00  1.9657E-19  3.2242E-01 -5.5327E-03
  2.3896E+00  7.6750E-19  3.2689E-01 -1.3546E-02
  2.4680E+00 -3.0992E-19  3.3177E-01 -8.6717E-03
  2.5463E+00 -2.8277E-19  3.3418E-01 -1.2803E-02
  2.6246E+00  1.0932E-18  3.4149E-01 -8.6982E-03
  2.7030E+00  7.6069E-19  3.4403E-01 -1.2207E-02
  2.7813E+00 -9.7131E-19  3.5235E-01 -1.0555E-02
  2.8597E+00  2.4250E-19  3.5585E-01 -1.1898E-02
  2.9380E+00  7.8654E-19  3.6318E-01 -1.1011E-02
  3.0305E+00 -8.4613E-19  3.6857E-01 -1.1439E-02
  3.1245E+00  5.8793E-19  3.7556E-01 -1.2037E-02
  3.2185E+00 -4.1172E-19  3.8315E-01 -1.2060E-02
  3.3125E+00 -3.3353E-19  3.8941E-01 -1.2358E-02
  3.4065E+00 -1.1292E-18  3.9595E-01 -1.2603E-02
  3.5006E+00 -1.2007E-18  4.0279E-01 -1.2637E-02
  3.5946E+00 -2.6823E-19  4.1006E-01 -1.2664E-02
  3.6886E+00 -1.4064E-18  4.1758E-01 -1.2703E-02
  3.7826E+00 -7.7769E-19  4.2518E-01 -1.2682E-02
  3.8766E+00  1.4021E-18  4.3362E-01 -1.2413E-02
  3.9876E+00  5.9949E-19  4.4382E-01 -1.2126E-02
  4.1004E+00 -7.2001E-21  4.5498E-01 -1.1697E-02
  4.2132E+00  1.2793E-18  4.6698E-01 -1.1075E-02
  4.3260E+00 -1.1921E-18  4.7891E-01 -1.0515E-02
  4.4388E+00  1.2116E-18  4.9086E-01 -1.0132E-02
  4.5517E+00  8.1490E-19  5.0301E-01 -9.7008E-03
  4.6645E+00 -7.2868E-19  5.1530E-01 -9.2529E-03
  4.7773E+00 -1.4541E-18  5.2742E-01 -8.8482E-03
  4.8901E+00 -8.4252E-19  5.3929E-01 -8.6234E-03
  5.0029E+00  5.5781E-20  5.5137E-01 -8.2899E-03
  5.1361E+00  1.2668E-18  5.6567E-01 -7.9606E-03
  5.2714E+00  6.4201E-20  5.8039E-01 -7.3879E-03
  5.4068E+00  8.2802E-19  5.9483E-01 -6.8418E-03
  5.5422E+00 -1.4213E-18  6.0927E-01 -6.4266E-03
  5.6776E+00  7.9883E-19  6.2363E-01 -5.8380E-03
  5.8130E+00  9.6704E-20  6.3767E-01 -5.4342E-03
  5.9484E+00  2.0392E-18  6.5140E-01 -5.1594E-03
  6.0837E+00 -2.1929E-18  6.6446E-01 -4.9139E-03
  6.2191E+00 -2.4984E-18  6.7696E-01 -4.9803E-03
  6.3545E+00  2.4936E-19  6.8894E-01 -5.3064E-03
  6.5143E+00  9.5205E-20  7.0319E-01 -5.6598E-03
  6.6767E+00  8.7455E-19  7.1888E-01 -5.8147E-03
  6.8392E+00 -6.4986E-19  7.3578E-01 -5.8644E-03
  7.0016E+00 -1.3039E-18  7.5289E-01 -6.0942E-03
  7.1641E+00 -7.9836E-20  7.6945E-01 -6.9543E-03
  7.3266E+00 -2.3581E-19  7.8602E-01 -8.5115E-03
  7.4890E+00 -1.8132E-19  8.0421E-01 -1.0368E-02
  7.6515E+00 -1.1697E-18  8.2506E-01 -1.2217E-02
  7.8139E+00 -2.1330E-18  8.4897E-01 -1.3837E-02
  7.9764E+00  2.3753E-19  8.7512E-01 -1.5435E-02
  8.1389E+00  1.0378E-18  9.0264E-01 -1.7420E-02
  8.3013E+00 -1.1434E-18  9.3126E-01 -1.9996E-02
  8.4638E+00  1.7468E-18  9.6136E-01 -2.2910E-02
