# CREATED BY GENE DIAGNOSTICS TOOL on Fri Feb 22 16:10:00 2019
# diag: fluxspectra, run(s): act, time window: 0-1602.4176(5 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xhms05/ITGa_NL/omt1_P/
# normalization: L_ref=1.65m
#
# Q*dVdx =   3.4599E-01 MW
# G*dVdx =  -1.8508E-11 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -9.3700E-12  1.3001E-01
  2.0206E-02  4.6154E-12  1.5939E-01
  4.0412E-02 -2.6833E-12  5.7918E-02
  6.0618E-02 -9.0355E-14  1.7429E-02
  8.0824E-02 -6.0405E-13  3.8226E-03
  1.0103E-01  5.0907E-13  1.7091E-03
  1.2124E-01  2.3566E-13  1.2894E-03
  1.4144E-01  1.6262E-13  1.1982E-03
  1.6165E-01  9.3055E-14  1.3576E-03
  1.8185E-01 -3.6148E-13  1.4471E-03
  2.0206E-01 -4.5944E-13  1.6964E-03
  2.2227E-01  4.2627E-13  1.7123E-03
  2.4247E-01 -8.3979E-14  1.9454E-03
  2.6268E-01 -5.5201E-15  1.8696E-03
  2.8288E-01  4.0500E-13  2.0359E-03
  3.0309E-01 -2.9396E-13  1.8711E-03
  3.2330E-01  4.4654E-13  1.9665E-03
  3.4350E-01  6.2895E-13  1.7409E-03
  3.6371E-01 -3.9740E-13  1.7869E-03
  3.8391E-01 -4.3174E-13  1.5426E-03
  4.0412E-01 -4.7846E-13  1.5496E-03
  4.2433E-01 -5.4349E-14  1.3089E-03
  4.4453E-01  4.9025E-14  1.2947E-03
  4.6474E-01  2.5220E-13  1.0792E-03
  4.8494E-01 -5.7152E-14  1.0512E-03
  5.0515E-01 -2.7010E-13  8.6337E-04
  5.2536E-01 -3.0297E-13  8.2619E-04
  5.4556E-01  1.2870E-13  6.7030E-04
  5.6577E-01  9.5587E-14  6.3030E-04
  5.8597E-01  1.9131E-13  5.0384E-04
  6.0618E-01  7.2004E-14  4.6290E-04
  6.2638E-01  1.6446E-13  3.6315E-04
  6.4659E-01 -1.3771E-13  3.2498E-04
  6.6680E-01  2.0514E-13  2.5011E-04
  6.8700E-01 -2.0924E-13  2.1919E-04
  7.0721E-01  1.7514E-13  1.6745E-04
  7.2741E-01 -3.1017E-14  1.4561E-04
  7.4762E-01  5.5868E-14  1.1270E-04
  7.6783E-01 -3.8526E-15  9.7763E-05
  7.8803E-01  1.1383E-13  7.6646E-05
