# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 13:19:25 2019
# diag: fluxspectra, run(s): act, time window: 0-1500(189 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds036/ITGa_NL/omt2/
# normalization: L_T,ions
#
# Q*dVdx =   6.2616E+01 MW
# G*dVdx =  -3.0414E-11 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -1.1485E-12  6.7837E-02
  1.4382E-02  3.7684E-12  9.2850E-02
  2.8765E-02  6.6636E-14  7.2144E-02
  4.3147E-02 -3.1200E-13  6.1721E-02
  5.7529E-02 -5.4043E-13  5.7563E-02
  7.1911E-02  1.1451E-12  5.4138E-02
  8.6294E-02 -6.7098E-13  5.1723E-02
  1.0068E-01  5.2274E-13  4.8174E-02
  1.1506E-01  5.6186E-13  4.6732E-02
  1.2944E-01 -1.5117E-12  4.4558E-02
  1.4382E-01 -6.1887E-13  4.1236E-02
  1.5821E-01  3.0230E-13  3.9324E-02
  1.7259E-01  1.2300E-13  3.8371E-02
  1.8697E-01 -3.6920E-13  3.5842E-02
  2.0135E-01 -7.4263E-13  3.2873E-02
  2.1573E-01 -6.5312E-13  3.1976E-02
  2.3012E-01 -5.4638E-13  2.9951E-02
  2.4450E-01 -9.2125E-15  2.8994E-02
  2.5888E-01 -3.4984E-13  2.7330E-02
  2.7326E-01 -3.2050E-13  2.6042E-02
  2.8765E-01  5.7367E-13  2.5168E-02
  3.0203E-01 -6.7363E-14  2.3963E-02
  3.1641E-01  1.7041E-13  2.2883E-02
  3.3079E-01  5.0268E-13  2.1952E-02
  3.4517E-01  4.0040E-14  2.1217E-02
  3.5956E-01 -7.8699E-15  2.0628E-02
  3.7394E-01  7.4736E-13  1.9311E-02
  3.8832E-01 -2.5356E-13  1.9290E-02
  4.0270E-01  3.6424E-13  1.9080E-02
  4.1709E-01 -6.6458E-13  1.8223E-02
  4.3147E-01  4.1885E-13  1.7524E-02
  4.4585E-01  1.0882E-13  1.7448E-02
  4.6023E-01 -5.1079E-13  1.7131E-02
  4.7462E-01 -2.5170E-13  1.5959E-02
  4.8900E-01  8.4606E-13  1.5554E-02
  5.0338E-01 -6.6356E-13  1.5300E-02
  5.1776E-01 -2.3368E-13  1.4966E-02
  5.3214E-01 -1.4021E-13  1.4061E-02
  5.4653E-01 -2.9850E-13  1.3390E-02
  5.6091E-01  2.7348E-14  1.3537E-02
  5.7529E-01 -1.1810E-13  1.2696E-02
  5.8967E-01  2.7724E-14  1.2819E-02
  6.0406E-01 -2.1437E-13  1.2274E-02
  6.1844E-01  6.1448E-14  1.2540E-02
  6.3282E-01 -1.3833E-15  1.1508E-02
  6.4720E-01  5.7516E-13  1.1314E-02
  6.6158E-01 -2.5159E-13  1.0808E-02
