# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 13:19:26 2019
# diag: zprofile, run(s): act, time window: 0-1500(189 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds036/ITGa_NL/omt2/
# normalization: L_T,ions
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  2.4156E+00  2.4156E+00
 -3.0925E+00  0.0000E+00  2.3925E+00  2.3925E+00
 -3.0434E+00  0.0000E+00  2.3954E+00  2.3954E+00
 -2.9943E+00  0.0000E+00  2.3838E+00  2.3838E+00
 -2.9452E+00  0.0000E+00  2.3808E+00  2.3808E+00
 -2.8962E+00  0.0000E+00  2.3602E+00  2.3602E+00
 -2.8471E+00  0.0000E+00  2.3557E+00  2.3557E+00
 -2.7980E+00  0.0000E+00  2.3421E+00  2.3421E+00
 -2.7489E+00  0.0000E+00  2.3370E+00  2.3370E+00
 -2.6998E+00  0.0000E+00  2.3333E+00  2.3333E+00
 -2.6507E+00  0.0000E+00  2.3347E+00  2.3347E+00
 -2.6016E+00  0.0000E+00  2.3349E+00  2.3349E+00
 -2.5525E+00  0.0000E+00  2.3304E+00  2.3304E+00
 -2.5035E+00  0.0000E+00  2.3321E+00  2.3321E+00
 -2.4544E+00  0.0000E+00  2.3272E+00  2.3272E+00
 -2.4053E+00  0.0000E+00  2.3235E+00  2.3235E+00
 -2.3562E+00  0.0000E+00  2.3206E+00  2.3206E+00
 -2.3071E+00  0.0000E+00  2.3174E+00  2.3174E+00
 -2.2580E+00  0.0000E+00  2.3226E+00  2.3226E+00
 -2.2089E+00  0.0000E+00  2.3318E+00  2.3318E+00
 -2.1598E+00  0.0000E+00  2.3481E+00  2.3481E+00
 -2.1108E+00  0.0000E+00  2.3671E+00  2.3671E+00
 -2.0617E+00  0.0000E+00  2.3936E+00  2.3936E+00
 -2.0126E+00  0.0000E+00  2.4207E+00  2.4207E+00
 -1.9635E+00  0.0000E+00  2.4523E+00  2.4523E+00
 -1.9144E+00  0.0000E+00  2.4820E+00  2.4820E+00
 -1.8653E+00  0.0000E+00  2.5076E+00  2.5076E+00
 -1.8162E+00  0.0000E+00  2.5148E+00  2.5148E+00
 -1.7671E+00  0.0000E+00  2.5254E+00  2.5254E+00
 -1.7181E+00  0.0000E+00  2.5328E+00  2.5328E+00
 -1.6690E+00  0.0000E+00  2.5213E+00  2.5213E+00
 -1.6199E+00  0.0000E+00  2.5220E+00  2.5220E+00
 -1.5708E+00  0.0000E+00  2.5149E+00  2.5149E+00
 -1.5217E+00  0.0000E+00  2.5219E+00  2.5219E+00
 -1.4726E+00  0.0000E+00  2.5340E+00  2.5340E+00
 -1.4235E+00  0.0000E+00  2.5466E+00  2.5466E+00
 -1.3744E+00  0.0000E+00  2.5639E+00  2.5639E+00
 -1.3254E+00  0.0000E+00  2.5710E+00  2.5710E+00
 -1.2763E+00  0.0000E+00  2.5857E+00  2.5857E+00
 -1.2272E+00  0.0000E+00  2.5896E+00  2.5896E+00
 -1.1781E+00  0.0000E+00  2.5949E+00  2.5949E+00
 -1.1290E+00  0.0000E+00  2.5976E+00  2.5976E+00
 -1.0799E+00  0.0000E+00  2.5960E+00  2.5960E+00
 -1.0308E+00  0.0000E+00  2.5935E+00  2.5935E+00
 -9.8175E-01  0.0000E+00  2.5835E+00  2.5835E+00
 -9.3266E-01  0.0000E+00  2.5787E+00  2.5787E+00
 -8.8357E-01  0.0000E+00  2.5628E+00  2.5628E+00
 -8.3449E-01  0.0000E+00  2.5534E+00  2.5534E+00
 -7.8540E-01  0.0000E+00  2.5399E+00  2.5399E+00
 -7.3631E-01  0.0000E+00  2.5342E+00  2.5342E+00
 -6.8722E-01  0.0000E+00  2.5487E+00  2.5487E+00
 -6.3814E-01  0.0000E+00  2.5748E+00  2.5748E+00
 -5.8905E-01  0.0000E+00  2.6113E+00  2.6113E+00
 -5.3996E-01  0.0000E+00  2.6607E+00  2.6607E+00
 -4.9087E-01  0.0000E+00  2.6943E+00  2.6943E+00
 -4.4179E-01  0.0000E+00  2.7300E+00  2.7300E+00
 -3.9270E-01  0.0000E+00  2.7803E+00  2.7803E+00
 -3.4361E-01  0.0000E+00  2.8161E+00  2.8161E+00
 -2.9452E-01  0.0000E+00  2.8688E+00  2.8688E+00
 -2.4544E-01  0.0000E+00  2.8974E+00  2.8974E+00
 -1.9635E-01  0.0000E+00  2.9363E+00  2.9363E+00
 -1.4726E-01  0.0000E+00  2.9667E+00  2.9667E+00
 -9.8175E-02  0.0000E+00  2.9913E+00  2.9913E+00
 -4.9087E-02  0.0000E+00  3.0032E+00  3.0032E+00
  0.0000E+00  0.0000E+00  3.0174E+00  3.0174E+00
  4.9087E-02  0.0000E+00  3.0020E+00  3.0020E+00
  9.8175E-02  0.0000E+00  2.9909E+00  2.9909E+00
  1.4726E-01  0.0000E+00  2.9644E+00  2.9644E+00
  1.9635E-01  0.0000E+00  2.9334E+00  2.9334E+00
  2.4544E-01  0.0000E+00  2.8937E+00  2.8937E+00
  2.9452E-01  0.0000E+00  2.8641E+00  2.8641E+00
  3.4361E-01  0.0000E+00  2.8111E+00  2.8111E+00
  3.9270E-01  0.0000E+00  2.7741E+00  2.7741E+00
  4.4179E-01  0.0000E+00  2.7219E+00  2.7219E+00
  4.9087E-01  0.0000E+00  2.6847E+00  2.6847E+00
  5.3996E-01  0.0000E+00  2.6500E+00  2.6500E+00
  5.8905E-01  0.0000E+00  2.6005E+00  2.6005E+00
  6.3814E-01  0.0000E+00  2.5649E+00  2.5649E+00
  6.8722E-01  0.0000E+00  2.5397E+00  2.5397E+00
  7.3631E-01  0.0000E+00  2.5263E+00  2.5263E+00
  7.8540E-01  0.0000E+00  2.5330E+00  2.5330E+00
  8.3449E-01  0.0000E+00  2.5474E+00  2.5474E+00
  8.8357E-01  0.0000E+00  2.5573E+00  2.5573E+00
  9.3266E-01  0.0000E+00  2.5738E+00  2.5738E+00
  9.8175E-01  0.0000E+00  2.5790E+00  2.5790E+00
  1.0308E+00  0.0000E+00  2.5896E+00  2.5896E+00
