# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 13:17:39 2019
# diag: nrgsummary, run(s): act, time window: 0-1500(1 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds036/ITGa_NL/omt2/
# normalization: L_T,ions
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00 -1.4468E-35 -1.6303E-35 -1.0688E-36
  1.5554E+00 -8.7490E-20  5.0990E-02  7.5000E-07
  3.1108E+00 -1.3370E-20  1.0140E-01  6.3410E-06
  4.6661E+00  1.7680E-19  1.5012E-01  1.5916E-05
  6.2215E+00 -4.3665E-20  1.9584E-01  1.8350E-05
  7.6976E+00 -4.5045E-19  2.3584E-01  6.8377E-06
  9.1736E+00  2.3033E-19  2.7272E-01 -1.5463E-05
  1.0650E+01 -3.9885E-19  3.0742E-01 -3.9162E-05
  1.2126E+01 -5.5288E-19  3.4128E-01 -5.3870E-05
  1.3602E+01  6.8570E-19  3.7575E-01 -5.1943E-05
  1.5003E+01 -7.9130E-20  4.1043E-01 -3.1115E-05
  1.6405E+01 -5.6077E-19  4.4818E-01  8.8375E-06
  1.7806E+01 -1.5510E-19  4.8998E-01  6.6495E-05
  1.9164E+01 -5.6915E-19  5.3510E-01  1.3677E-04
  2.0493E+01 -5.6305E-19  5.8420E-01  2.1662E-04
  2.1822E+01 -8.6555E-19  6.3863E-01  3.0512E-04
  2.3082E+01 -5.4625E-19  6.9540E-01  3.9567E-04
  2.4343E+01  2.1377E-18  7.5738E-01  4.9207E-04
  2.5559E+01 -2.7990E-19  8.2220E-01  5.9065E-04
  2.6756E+01  3.2515E-19  8.9100E-01  6.9325E-04
  2.7911E+01  6.4388E-21  9.6207E-01  7.9725E-04
  2.9047E+01 -2.5665E-19  1.0366E+00  9.0347E-04
  3.0131E+01 -4.2098E-18  1.1122E+00  1.0064E-03
  3.1192E+01  1.5202E-18  1.1904E+00  1.1056E-03
  3.2213E+01 -5.8792E-19  1.2697E+00  1.1960E-03
  3.3202E+01  9.3800E-19  1.3503E+00  1.2749E-03
  3.4170E+01 -5.0520E-19  1.4329E+00  1.3401E-03
  3.5089E+01 -1.7640E-18  1.5149E+00  1.3888E-03
  3.5992E+01  2.2005E-18  1.5988E+00  1.4263E-03
  3.6862E+01 -3.8515E-18  1.6829E+00  1.4628E-03
  3.7694E+01 -1.2893E-18  1.7661E+00  1.5176E-03
  3.8516E+01  9.1307E-20  1.8514E+00  1.6145E-03
  3.9296E+01  3.1877E-18  1.9349E+00  1.7544E-03
  4.0076E+01  2.7610E-18  2.0209E+00  1.9321E-03
  4.0824E+01 -3.7268E-18  2.1056E+00  2.1542E-03
  4.1563E+01 -3.0045E-19  2.1914E+00  2.4974E-03
  4.2302E+01  4.8103E-18  2.2788E+00  3.0715E-03
  4.3000E+01 -2.1522E-18  2.3620E+00  3.9715E-03
  4.3698E+01 -2.3504E-18  2.4447E+00  5.3575E-03
  4.4367E+01  6.4062E-18  2.5225E+00  7.1135E-03
  4.4996E+01  1.0246E-18  2.5938E+00  8.9548E-03
  4.5590E+01  3.6470E-19  2.6590E+00  1.0506E-02
  4.6178E+01 -2.7557E-19  2.7208E+00  1.1176E-02
  4.6712E+01 -5.1203E-19  2.7735E+00  1.0957E-02
  4.7194E+01  1.3841E-18  2.8193E+00  1.0408E-02
  4.7640E+01 -2.3165E-18  2.8617E+00  9.5548E-03
  4.8059E+01 -1.1688E-18  2.9005E+00  8.1595E-03
  4.8477E+01 -8.3865E-20  2.9365E+00  6.3265E-03
  4.8894E+01 -2.4789E-18  2.9685E+00  4.3135E-03
  4.9289E+01  3.3073E-18  2.9945E+00  1.8057E-03
  4.9684E+01  1.7413E-18  3.0125E+00 -1.6632E-03
  5.0079E+01  8.5525E-18  3.0250E+00 -6.1028E-03
  5.0474E+01 -8.8265E-19  3.0320E+00 -1.1289E-02
  5.0849E+01 -3.5260E-18  3.0327E+00 -1.6396E-02
  5.1223E+01 -2.0168E-18  3.0268E+00 -2.3659E-02
  5.1598E+01  1.8201E-18  3.0170E+00 -2.8672E-02
  5.1972E+01 -2.4286E-18  3.0055E+00 -3.3910E-02
  5.2347E+01  6.1245E-18  2.9880E+00 -3.8893E-02
  5.2721E+01 -1.2663E-18  2.9608E+00 -4.3415E-02
  5.3096E+01 -6.9360E-18  2.9315E+00 -4.7075E-02
  5.3470E+01  7.3305E-19  2.9032E+00 -4.8220E-02
  5.3845E+01  2.3547E-18  2.8772E+00 -4.8637E-02
  5.4214E+01 -1.4805E-18  2.8480E+00 -4.9535E-02
  5.4569E+01 -5.1865E-19  2.8135E+00 -4.8432E-02
  5.4924E+01  6.9323E-19  2.7815E+00 -4.6185E-02
  5.5280E+01 -4.9330E-18  2.7527E+00 -4.4530E-02
  5.5635E+01 -4.3838E-19  2.7280E+00 -3.9975E-02
  5.5990E+01  3.1185E-18  2.6983E+00 -3.3645E-02
  5.6346E+01  4.8648E-18  2.6640E+00 -3.1583E-02
  5.6701E+01 -5.1382E-18  2.6330E+00 -2.9015E-02
  5.7057E+01 -3.1655E-18  2.6030E+00 -2.7013E-02
  5.7412E+01  9.1063E-19  2.5763E+00 -2.4714E-02
  5.7767E+01 -9.7308E-19  2.5487E+00 -2.3233E-02
  5.8123E+01 -1.3213E-18  2.5213E+00 -2.4459E-02
  5.8478E+01  2.0804E-19  2.4932E+00 -2.5065E-02
  5.8834E+01 -2.2068E-18  2.4646E+00 -2.5967E-02
  5.9189E+01  3.6198E-19  2.4369E+00 -2.6555E-02
  5.9544E+01  1.9492E-19  2.4113E+00 -2.6090E-02
  5.9900E+01 -4.1243E-18  2.3880E+00 -2.3853E-02
  6.0255E+01 -3.3198E-18  2.3648E+00 -2.1851E-02
  6.0610E+01 -4.2788E-18  2.3419E+00 -2.0408E-02
  6.0966E+01  3.1048E-18  2.3227E+00 -1.8164E-02
  6.1321E+01 -3.7643E-19  2.3069E+00 -1.8993E-02
  6.1677E+01  1.3301E-20  2.2937E+00 -1.7959E-02
  6.2032E+01 -3.1580E-18  2.2827E+00 -1.5288E-02
  6.2387E+01 -8.7902E-19  2.2712E+00 -1.3728E-02
  6.2743E+01 -1.5604E-18  2.2569E+00 -1.1248E-02
  6.3098E+01  2.7343E-18  2.2425E+00 -8.9240E-03
  6.3454E+01 -2.6268E-18  2.2296E+00 -7.2450E-03
  6.3827E+01 -2.0198E-18  2.2146E+00 -6.3668E-03
  6.4200E+01 -1.9164E-18  2.2001E+00 -6.5178E-03
  6.4573E+01 -6.5255E-19  2.1879E+00 -6.3935E-03
  6.4946E+01 -3.8268E-18  2.1755E+00 -5.0238E-03
  6.5319E+01 -8.0827E-19  2.1641E+00 -2.7803E-03
  6.5692E+01 -2.8867E-18  2.1552E+00 -1.7865E-03
  6.6066E+01 -3.7150E-18  2.1481E+00 -1.3358E-03
  6.6439E+01  9.5438E-19  2.1418E+00 -2.5820E-03
  6.6812E+01 -1.1105E-18  2.1351E+00 -4.2565E-03
  6.7185E+01  1.0343E-18  2.1277E+00 -5.2838E-03
  6.7577E+01  2.6088E-19  2.1193E+00 -4.7435E-03
  6.7969E+01  8.9048E-19  2.1108E+00 -4.1170E-03
  6.8360E+01  5.1313E-19  2.1028E+00 -4.3745E-03
  6.8752E+01 -2.7618E-18  2.0944E+00 -5.6400E-03
  6.9144E+01 -4.2945E-19  2.0860E+00 -6.9533E-03
  6.9536E+01 -1.3689E-18  2.0788E+00 -7.0200E-03
  6.9928E+01 -3.7943E-18  2.0710E+00 -7.6742E-03
  7.0320E+01  3.0268E-18  2.0638E+00 -7.8165E-03
  7.0711E+01 -3.0130E-18  2.0593E+00 -7.0805E-03
  7.1103E+01  1.1852E-18  2.0562E+00 -6.0433E-03
  7.1515E+01  1.2508E-18  2.0523E+00 -5.6892E-03
  7.1926E+01 -1.7922E-18  2.0482E+00 -5.6850E-03
  7.2337E+01  3.6630E-18  2.0433E+00 -5.7715E-03
  7.2749E+01  8.1303E-19  2.0376E+00 -5.6423E-03
  7.3160E+01 -1.4882E-19  2.0312E+00 -4.7697E-03
  7.3572E+01 -1.0814E-18  2.0237E+00 -4.1210E-03
  7.3983E+01  2.8613E-19  2.0157E+00 -4.0315E-03
  7.4394E+01 -4.2315E-21  2.0064E+00 -4.9873E-03
  7.4806E+01 -7.5570E-19  1.9961E+00 -6.7288E-03
  7.5217E+01 -6.6887E-19  1.9849E+00 -7.2530E-03
  7.5649E+01  1.8138E-18  1.9721E+00 -6.9697E-03
  7.6081E+01  1.0082E-18  1.9593E+00 -7.7290E-03
  7.6513E+01  2.7730E-18  1.9477E+00 -8.2747E-03
  7.6945E+01 -2.6452E-20  1.9352E+00 -7.7048E-03
  7.7377E+01  2.2578E-18  1.9200E+00 -6.6083E-03
  7.7809E+01  5.6815E-19  1.9027E+00 -6.0913E-03
  7.8241E+01 -2.0964E-18  1.8853E+00 -6.6783E-03
  7.8673E+01  3.5657E-18  1.8691E+00 -6.6838E-03
  7.9105E+01  2.2062E-18  1.8528E+00 -4.9660E-03
  7.9537E+01 -1.4862E-19  1.8370E+00 -3.9332E-03
  7.9969E+01  1.3858E-18  1.8215E+00 -4.8110E-03
  8.0401E+01  1.5418E-18  1.8083E+00 -5.9952E-03
  8.0854E+01 -9.3545E-19  1.7959E+00 -7.1985E-03
  8.1308E+01 -1.2148E-18  1.7836E+00 -8.4348E-03
  8.1762E+01 -3.1340E-20  1.7699E+00 -7.9323E-03
  8.2215E+01  1.0633E-18  1.7539E+00 -6.9362E-03
  8.2669E+01 -9.4625E-19  1.7381E+00 -7.0415E-03
  8.3122E+01  1.6846E-18  1.7224E+00 -7.1510E-03
  8.3576E+01  2.4282E-19  1.7072E+00 -7.6930E-03
  8.4029E+01  2.2903E-18  1.6921E+00 -7.2970E-03
  8.4483E+01  3.4450E-18  1.6770E+00 -6.1852E-03
  8.4937E+01 -6.6848E-19  1.6633E+00 -6.2642E-03
  8.5390E+01 -4.7788E-19  1.6516E+00 -5.7647E-03
  8.5844E+01 -1.6739E-18  1.6408E+00 -5.2470E-03
  8.6297E+01 -6.9783E-19  1.6299E+00 -4.7818E-03
  8.6751E+01 -5.3047E-20  1.6182E+00 -4.3955E-03
  8.7204E+01 -5.9952E-19  1.6054E+00 -2.8430E-03
  8.7658E+01 -4.2103E-20  1.5924E+00 -2.0149E-03
  8.8112E+01 -1.0696E-18  1.5814E+00 -2.0755E-03
  8.8565E+01 -1.9328E-19  1.5724E+00 -2.7177E-03
  8.9035E+01  3.4420E-19  1.5628E+00 -3.2852E-03
  8.9511E+01  3.1197E-19  1.5532E+00 -4.3113E-03
  8.9987E+01 -2.6198E-19  1.5452E+00 -4.6098E-03
  9.0463E+01  3.1960E-19  1.5373E+00 -4.8265E-03
  9.0940E+01  1.1105E-18  1.5298E+00 -5.6908E-03
  9.1416E+01 -6.0737E-19  1.5229E+00 -6.3147E-03
  9.1892E+01  1.2658E-19  1.5170E+00 -6.3063E-03
  9.2368E+01  2.5200E-18  1.5118E+00 -5.6578E-03
  9.2845E+01  1.4690E-18  1.5072E+00 -4.3348E-03
  9.3321E+01 -1.5195E-19  1.5031E+00 -3.2445E-03
  9.3814E+01  6.8658E-20  1.4990E+00 -2.5502E-03
  9.4314E+01 -3.1915E-19  1.4949E+00 -2.5660E-03
  9.4814E+01 -5.3338E-19  1.4906E+00 -2.8727E-03
  9.5314E+01 -1.0583E-18  1.4857E+00 -2.5013E-03
  9.5814E+01 -1.7268E-18  1.4806E+00 -2.0098E-03
  9.6314E+01  1.9414E-18  1.4759E+00 -1.8652E-03
  9.6814E+01  9.6055E-19  1.4725E+00 -2.0729E-03
  9.7314E+01 -2.3953E-19  1.4704E+00 -1.9086E-03
  9.7814E+01  6.4133E-19  1.4683E+00 -1.2558E-03
  9.8314E+01  1.7537E-18  1.4654E+00 -9.0738E-04
  9.8832E+01 -5.3288E-19  1.4622E+00 -1.0057E-03
  9.9357E+01  2.2946E-18  1.4592E+00 -1.3035E-03
  9.9882E+01  2.0924E-18  1.4562E+00 -8.5715E-04
  1.0041E+02 -8.6825E-19  1.4536E+00 -1.1128E-03
  1.0093E+02 -1.1006E-18  1.4520E+00 -2.6448E-03
  1.0146E+02  4.8098E-19  1.4504E+00 -4.2017E-03
  1.0198E+02 -1.4598E-19  1.4486E+00 -4.9377E-03
  1.0251E+02  5.1287E-19  1.4459E+00 -5.2460E-03
  1.0303E+02  1.4792E-18  1.4427E+00 -5.4135E-03
  1.0356E+02  8.4540E-19  1.4401E+00 -5.1837E-03
  1.0410E+02  3.1685E-19  1.4378E+00 -4.4017E-03
  1.0465E+02 -4.8665E-19  1.4353E+00 -2.4536E-03
  1.0520E+02 -1.7662E-19  1.4330E+00 -3.2235E-04
  1.0575E+02  1.3167E-18  1.4319E+00  1.0087E-03
  1.0631E+02  2.1852E-19  1.4314E+00  1.0483E-03
  1.0686E+02 -1.0988E-19  1.4309E+00  1.9282E-04
  1.0741E+02  2.7195E-19  1.4307E+00 -4.9137E-04
  1.0796E+02  8.1525E-19  1.4305E+00 -1.1204E-03
  1.0851E+02 -2.4197E-19  1.4298E+00 -2.0579E-03
  1.0906E+02 -5.1007E-19  1.4294E+00 -3.1875E-03
  1.0961E+02  1.9960E-18  1.4295E+00 -4.4110E-03
  1.1017E+02  5.6982E-19  1.4296E+00 -5.3715E-03
  1.1072E+02 -1.7491E-18  1.4294E+00 -5.7092E-03
  1.1127E+02  2.3974E-19  1.4291E+00 -5.5640E-03
  1.1182E+02 -1.9898E-18  1.4293E+00 -5.7162E-03
