# CREATED BY GENE DIAGNOSTICS TOOL on Fri Feb 22 11:35:21 2019
# diag: fluxspectra, run(s): 1, time window: 0-416.76757(179 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xhms05/ITGa_NL/omt3_P/
# normalization: L_ref=1.65m
#
# Q*dVdx =   7.5678E+00 MW
# G*dVdx =   9.7100E-11 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00  2.4291E-11  5.0728E-01
  2.0206E-02  2.6245E-12  8.6749E-01
  4.0412E-02  4.3555E-12  8.0242E-01
  6.0618E-02  1.0179E-11  6.4621E-01
  8.0824E-02  7.9908E-13  6.2171E-01
  1.0103E-01 -1.4732E-11  5.3012E-01
  1.2124E-01 -1.5102E-11  4.8513E-01
  1.4144E-01  5.1832E-12  4.2300E-01
  1.6165E-01  2.3113E-12  3.6958E-01
  1.8185E-01  8.4572E-12  3.2381E-01
  2.0206E-01  7.6467E-12  2.8575E-01
  2.2227E-01  1.3066E-11  2.5166E-01
  2.4247E-01  1.6752E-11  2.2155E-01
  2.6268E-01 -1.0131E-11  2.0036E-01
  2.8288E-01  4.4382E-12  1.7864E-01
  3.0309E-01  3.6375E-12  1.5752E-01
  3.2330E-01  3.9714E-12  1.4563E-01
  3.4350E-01  2.8244E-12  1.3028E-01
  3.6371E-01 -1.3311E-12  1.2196E-01
  3.8391E-01 -4.8976E-12  1.0891E-01
  4.0412E-01  1.0417E-12  1.0344E-01
  4.2433E-01 -2.0917E-12  9.1682E-02
  4.4453E-01 -5.6277E-13  8.4704E-02
  4.6474E-01 -1.9006E-12  8.0615E-02
  4.8494E-01 -3.6121E-12  7.2685E-02
  5.0515E-01 -5.8217E-13  6.9302E-02
  5.2536E-01 -2.9415E-12  6.4526E-02
  5.4556E-01 -1.6839E-12  6.1418E-02
  5.6577E-01  1.0351E-12  5.3711E-02
  5.8597E-01 -8.3453E-13  5.2131E-02
  6.0618E-01  9.4760E-13  4.8809E-02
  6.2638E-01 -2.5548E-12  4.6222E-02
  6.4659E-01 -1.9745E-12  4.2974E-02
  6.6680E-01 -4.9015E-12  4.0173E-02
  6.8700E-01  1.6985E-12  3.6461E-02
  7.0721E-01 -1.8707E-12  3.3468E-02
  7.2741E-01 -2.9631E-12  3.1428E-02
  7.4762E-01 -7.2584E-13  3.0654E-02
  7.6783E-01 -6.0754E-14  2.7358E-02
  7.8803E-01  8.1296E-14  2.5252E-02
  8.0824E-01 -1.3774E-12  2.3217E-02
  8.2844E-01 -7.8098E-13  2.1384E-02
  8.4865E-01  1.8378E-12  2.0484E-02
  8.6886E-01  1.9686E-12  1.8799E-02
  8.8906E-01 -9.7324E-13  1.7722E-02
  9.0927E-01  2.4950E-13  1.6335E-02
  9.2947E-01  8.7044E-13  1.5824E-02
  9.4968E-01 -5.1487E-13  1.4260E-02
  9.6989E-01 -7.7868E-13  1.3402E-02
  9.9009E-01  1.6529E-12  1.2592E-02
  1.0103E+00 -1.0719E-12  1.1826E-02
  1.0305E+00  9.1884E-13  1.0885E-02
  1.0507E+00 -4.4967E-13  1.0452E-02
  1.0709E+00 -6.1242E-13  9.7356E-03
  1.0911E+00  8.3417E-13  9.0369E-03
  1.1113E+00  3.5214E-13  8.5923E-03
  1.1315E+00 -9.7736E-13  7.9126E-03
  1.1517E+00 -6.3864E-13  7.5101E-03
  1.1719E+00 -3.5014E-13  7.1963E-03
  1.1922E+00  4.2198E-14  6.7374E-03
  1.2124E+00  4.1575E-14  6.3608E-03
  1.2326E+00  8.0402E-13  5.8897E-03
  1.2528E+00 -6.8890E-13  5.5694E-03
  1.2730E+00 -3.9296E-13  5.3502E-03
  1.2932E+00 -1.4153E-12  5.0409E-03
  1.3134E+00  8.6208E-13  4.8089E-03
  1.3336E+00  2.6332E-13  4.5660E-03
  1.3538E+00 -5.2254E-13  4.3368E-03
  1.3740E+00  8.8412E-13  4.1384E-03
  1.3942E+00  6.0008E-13  3.8836E-03
  1.4144E+00  5.9150E-13  3.6893E-03
  1.4346E+00 -1.3803E-13  3.5418E-03
  1.4548E+00  1.3032E-13  3.3592E-03
  1.4750E+00 -3.6240E-13  3.2254E-03
  1.4952E+00 -4.6541E-13  2.9865E-03
  1.5154E+00 -4.4712E-13  2.8785E-03
  1.5357E+00  5.1866E-15  2.7560E-03
  1.5559E+00 -5.4682E-13  2.6293E-03
  1.5761E+00 -1.5706E-13  2.5178E-03
  1.5963E+00  3.5565E-13  2.3873E-03
  1.6165E+00  1.5434E-13  2.3111E-03
  1.6367E+00 -1.3106E-13  2.2141E-03
  1.6569E+00 -3.8246E-13  2.0779E-03
  1.6771E+00  1.9229E-13  2.0170E-03
  1.6973E+00  2.6210E-13  1.9509E-03
  1.7175E+00  2.9857E-13  1.8692E-03
  1.7377E+00  3.7214E-13  1.7927E-03
  1.7579E+00  1.4640E-17  1.7255E-03
  1.7781E+00 -1.9190E-13  1.6488E-03
  1.7983E+00  4.7749E-14  1.5946E-03
  1.8185E+00  1.9515E-13  1.5228E-03
  1.8387E+00 -3.1559E-13  1.4694E-03
  1.8589E+00  5.7264E-14  1.4284E-03
  1.8792E+00  3.7219E-14  1.3652E-03
  1.8994E+00  1.0678E-13  1.3338E-03
  1.9196E+00 -5.4937E-14  1.2723E-03
  1.9398E+00  4.5986E-14  1.2254E-03
  1.9600E+00 -5.2962E-14  1.1956E-03
  1.9802E+00  1.7308E-14  1.1366E-03
  2.0004E+00  3.8068E-14  1.1104E-03
  2.0206E+00  1.2755E-13  1.0649E-03
  2.0408E+00  2.7694E-14  1.0215E-03
  2.0610E+00 -2.3755E-14  1.0113E-03
  2.0812E+00  4.2594E-14  9.6948E-04
  2.1014E+00 -6.4483E-14  9.3647E-04
  2.1216E+00 -7.1232E-14  9.0012E-04
  2.1418E+00 -2.5145E-13  8.8145E-04
  2.1620E+00  1.3212E-13  8.3661E-04
  2.1822E+00 -1.3620E-13  8.1375E-04
  2.2024E+00  3.3618E-14  7.9363E-04
  2.2227E+00  3.3888E-14  7.6345E-04
  2.2429E+00 -1.0122E-13  7.4189E-04
  2.2631E+00  1.8992E-13  7.1255E-04
