# CREATED BY GENE DIAGNOSTICS TOOL on Sun Feb 10 01:28:03 2019
# diag: nrgtstep, run(s): 1-act, time window: 0-224.76486(1 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/IFERC/W7Xsds08/ITGa_NL/omt2/
# normalization: L_ref=1.65m
#
# dt_max = 0.065499999
#  t          dt        
  0.0000E+00 -1.6966E-21
  2.1866E-01  1.0372E-05
  4.3733E-01  9.3482E-05
  6.5599E-01  3.5683E-04
  8.7465E-01  8.9717E-04
  1.0933E+00  1.6862E-03
  1.3120E+00  2.5565E-03
  1.5306E+00  3.3140E-03
  1.7493E+00  3.8039E-03
  1.9680E+00  3.9476E-03
  2.1866E+00  3.7542E-03
  2.4053E+00  3.2691E-03
  2.6240E+00  2.5346E-03
  2.8426E+00  1.6154E-03
  3.0613E+00  5.7105E-04
  3.2799E+00 -5.4855E-04
  3.4986E+00 -1.6908E-03
  3.7173E+00 -2.7698E-03
  3.9359E+00 -3.6939E-03
  4.1546E+00 -4.4143E-03
  4.3686E+00 -4.9258E-03
  4.5757E+00 -5.2268E-03
  4.7828E+00 -5.3036E-03
  4.9899E+00 -5.1702E-03
  5.1969E+00 -4.8940E-03
  5.4040E+00 -4.5299E-03
  5.6111E+00 -4.0946E-03
  5.8182E+00 -3.6050E-03
  6.0253E+00 -3.0983E-03
  6.2323E+00 -2.6057E-03
  6.4394E+00 -2.1480E-03
  6.6465E+00 -1.7505E-03
  6.8536E+00 -1.4152E-03
  7.0607E+00 -1.1201E-03
  7.2678E+00 -8.4685E-04
  7.4748E+00 -6.0042E-04
  7.6819E+00 -4.0108E-04
  7.8890E+00 -2.6726E-04
  8.0961E+00 -1.9183E-04
  8.3032E+00 -1.5757E-04
  8.5102E+00 -1.6688E-04
  8.7173E+00 -2.4577E-04
  8.9244E+00 -4.3225E-04
  9.1315E+00 -7.5053E-04
  9.3386E+00 -1.1948E-03
  9.5456E+00 -1.7319E-03
  9.7527E+00 -2.3214E-03
  9.9598E+00 -2.9253E-03
  1.0167E+01 -3.5048E-03
  1.0374E+01 -4.0342E-03
  1.0581E+01 -4.5063E-03
  1.0788E+01 -4.9295E-03
  1.0995E+01 -5.3252E-03
  1.1202E+01 -5.7069E-03
  1.1409E+01 -6.0687E-03
  1.1616E+01 -6.3999E-03
  1.1824E+01 -6.6973E-03
  1.2031E+01 -6.9636E-03
  1.2248E+01 -7.2168E-03
  1.2465E+01 -7.4523E-03
  1.2683E+01 -7.6817E-03
  1.2900E+01 -7.9224E-03
  1.3118E+01 -8.1881E-03
  1.3335E+01 -8.4737E-03
  1.3553E+01 -8.7683E-03
  1.3770E+01 -9.0640E-03
  1.3988E+01 -9.3629E-03
  1.4205E+01 -9.6706E-03
  1.4422E+01 -9.9867E-03
  1.4640E+01 -1.0307E-02
  1.4857E+01 -1.0625E-02
  1.5075E+01 -1.0930E-02
  1.5292E+01 -1.1212E-02
  1.5510E+01 -1.1463E-02
  1.5727E+01 -1.1683E-02
  1.5944E+01 -1.1872E-02
  1.6162E+01 -1.2026E-02
  1.6379E+01 -1.2135E-02
  1.6597E+01 -1.2185E-02
  1.6814E+01 -1.2165E-02
  1.7032E+01 -1.2068E-02
  1.7249E+01 -1.1887E-02
  1.7467E+01 -1.1624E-02
  1.7684E+01 -1.1290E-02
  1.7901E+01 -1.0902E-02
  1.8119E+01 -1.0481E-02
  1.8336E+01 -1.0038E-02
  1.8554E+01 -9.5774E-03
  1.8771E+01 -9.1056E-03
  1.8989E+01 -8.6306E-03
  1.9206E+01 -8.1598E-03
  1.9423E+01 -7.6989E-03
  1.9641E+01 -7.2499E-03
  1.9858E+01 -6.8127E-03
  2.0076E+01 -6.3901E-03
  2.0293E+01 -5.9868E-03
  2.0511E+01 -5.6043E-03
  2.0728E+01 -5.2394E-03
  2.0945E+01 -4.8864E-03
  2.1163E+01 -4.5435E-03
  2.1380E+01 -4.2143E-03
  2.1598E+01 -3.9065E-03
  2.1815E+01 -3.6251E-03
  2.2033E+01 -3.3714E-03
  2.2250E+01 -3.1472E-03
  2.2468E+01 -2.9522E-03
  2.2685E+01 -2.7788E-03
  2.2902E+01 -2.6124E-03
  2.3120E+01 -2.4370E-03
  2.3337E+01 -2.2391E-03
  2.3555E+01 -2.0146E-03
  2.3772E+01 -1.7721E-03
  2.3990E+01 -1.5279E-03
  2.4207E+01 -1.2991E-03
  2.4424E+01 -1.0977E-03
  2.4642E+01 -9.2871E-04
  2.4859E+01 -7.9067E-04
  2.5077E+01 -6.7920E-04
  2.5294E+01 -5.8842E-04
  2.5512E+01 -5.0584E-04
  2.5729E+01 -4.1394E-04
  2.5946E+01 -2.9909E-04
  2.6164E+01 -1.6138E-04
  2.6381E+01 -1.1216E-05
  2.6599E+01  1.4915E-04
  2.6816E+01  3.3717E-04
  2.7034E+01  5.8352E-04
  2.7251E+01  9.1473E-04
  2.7469E+01  1.3410E-03
  2.7683E+01  1.8434E-03
  2.7889E+01  2.3867E-03
  2.8095E+01  2.9763E-03
  2.8302E+01  3.6077E-03
  2.8505E+01  4.2573E-03
  2.8701E+01  4.8772E-03
  2.8897E+01  5.4488E-03
  2.9093E+01  5.9297E-03
  2.9289E+01  6.2855E-03
  2.9484E+01  6.4957E-03
  2.9680E+01  6.5577E-03
  2.9876E+01  6.4915E-03
  3.0072E+01  6.3243E-03
  3.0268E+01  6.0805E-03
  3.0464E+01  5.7857E-03
  3.0660E+01  5.4644E-03
  3.0856E+01  5.1390E-03
  3.1052E+01  4.8254E-03
  3.1248E+01  4.5331E-03
  3.1444E+01  4.2710E-03
  3.1640E+01  4.0463E-03
  3.1836E+01  3.8589E-03
  3.2032E+01  3.7131E-03
  3.2227E+01  3.6326E-03
  3.2423E+01  3.6331E-03
  3.2619E+01  3.7108E-03
  3.2815E+01  3.8609E-03
  3.3002E+01  4.0608E-03
  3.3188E+01  4.2989E-03
  3.3374E+01  4.5516E-03
  3.3560E+01  4.7931E-03
  3.3746E+01  5.0147E-03
  3.3932E+01  5.2358E-03
  3.4118E+01  5.4723E-03
  3.4300E+01  5.7126E-03
  3.4477E+01  5.9362E-03
  3.4653E+01  6.1288E-03
  3.4829E+01  6.2792E-03
  3.5006E+01  6.3729E-03
  3.5182E+01  6.3903E-03
  3.5358E+01  6.3082E-03
  3.5525E+01  6.1170E-03
  3.5693E+01  5.8201E-03
  3.5860E+01  5.4539E-03
  3.6027E+01  5.0672E-03
  3.6194E+01  4.6977E-03
  3.6362E+01  4.3702E-03
  3.6529E+01  4.1195E-03
  3.6696E+01  3.9614E-03
  3.6864E+01  3.8932E-03
  3.7031E+01  3.9202E-03
  3.7198E+01  4.0400E-03
  3.7366E+01  4.2331E-03
  3.7533E+01  4.4887E-03
  3.7700E+01  4.8044E-03
  3.7868E+01  5.1650E-03
  3.8035E+01  5.5547E-03
  3.8195E+01  5.9501E-03
  3.8353E+01  6.3282E-03
  3.8512E+01  6.6363E-03
  3.8671E+01  6.8348E-03
  3.8830E+01  6.9000E-03
  3.8989E+01  6.8053E-03
  3.9148E+01  6.5482E-03
  3.9306E+01  6.1944E-03
  3.9465E+01  5.8106E-03
  3.9624E+01  5.4020E-03
  3.9783E+01  4.9434E-03
  3.9942E+01  4.4223E-03
  4.0101E+01  3.8257E-03
  4.0260E+01  3.1393E-03
  4.0418E+01  2.4115E-03
  4.0577E+01  1.7239E-03
  4.0736E+01  1.1600E-03
  4.0895E+01  8.0001E-04
  4.1054E+01  6.8476E-04
  4.1205E+01  7.8972E-04
  4.1355E+01  1.0466E-03
  4.1506E+01  1.4114E-03
  4.1657E+01  1.8340E-03
  4.1808E+01  2.2634E-03
  4.1959E+01  2.6824E-03
  4.2110E+01  3.0452E-03
  4.2261E+01  3.3344E-03
  4.2411E+01  3.6458E-03
  4.2562E+01  4.0497E-03
  4.2713E+01  4.5739E-03
  4.2864E+01  5.2027E-03
  4.3015E+01  5.8577E-03
  4.3166E+01  6.4492E-03
  4.3317E+01  6.9181E-03
  4.3468E+01  7.2920E-03
  4.3618E+01  7.6291E-03
  4.3769E+01  7.8959E-03
  4.3920E+01  8.0119E-03
  4.4071E+01  7.9741E-03
  4.4222E+01  7.8209E-03
  4.4373E+01  7.5826E-03
  4.4524E+01  7.2367E-03
  4.4674E+01  6.7393E-03
  4.4825E+01  6.0670E-03
  4.4976E+01  5.1630E-03
  4.5127E+01  3.9459E-03
  4.5278E+01  2.4158E-03
  4.5429E+01  7.0656E-04
  4.5580E+01 -1.0277E-03
  4.5727E+01 -2.7595E-03
  4.5871E+01 -4.5661E-03
  4.6014E+01 -6.5595E-03
  4.6157E+01 -8.7200E-03
  4.6300E+01 -1.0989E-02
  4.6444E+01 -1.3342E-02
  4.6587E+01 -1.5745E-02
  4.6730E+01 -1.8149E-02
  4.6874E+01 -2.0482E-02
  4.7017E+01 -2.2623E-02
  4.7160E+01 -2.4451E-02
  4.7303E+01 -2.5927E-02
  4.7447E+01 -2.7067E-02
  4.7590E+01 -2.7898E-02
  4.7733E+01 -2.8442E-02
  4.7876E+01 -2.8681E-02
  4.8020E+01 -2.8574E-02
  4.8163E+01 -2.8094E-02
  4.8306E+01 -2.7259E-02
  4.8449E+01 -2.6138E-02
  4.8593E+01 -2.4841E-02
  4.8736E+01 -2.3474E-02
  4.8879E+01 -2.2124E-02
  4.9022E+01 -2.0841E-02
  4.9166E+01 -1.9559E-02
  4.9309E+01 -1.8170E-02
  4.9452E+01 -1.6612E-02
  4.9591E+01 -1.4909E-02
  4.9727E+01 -1.3077E-02
  4.9863E+01 -1.1146E-02
  4.9999E+01 -9.1811E-03
  5.0135E+01 -7.2511E-03
  5.0272E+01 -5.4372E-03
  5.0408E+01 -3.7904E-03
  5.0544E+01 -2.2823E-03
  5.0680E+01 -8.7817E-04
  5.0816E+01  3.4766E-04
  5.0952E+01  1.2807E-03
  5.1088E+01  1.8564E-03
  5.1224E+01  2.0710E-03
  5.1360E+01  1.9540E-03
  5.1496E+01  1.5244E-03
  5.1632E+01  7.9263E-04
  5.1769E+01 -1.7638E-04
  5.1905E+01 -1.2823E-03
  5.2041E+01 -2.4736E-03
  5.2177E+01 -3.7506E-03
  5.2313E+01 -5.1257E-03
  5.2449E+01 -6.6067E-03
  5.2578E+01 -8.1385E-03
  5.2708E+01 -9.7978E-03
  5.2837E+01 -1.1523E-02
  5.2966E+01 -1.3230E-02
  5.3095E+01 -1.4863E-02
  5.3225E+01 -1.6376E-02
  5.3354E+01 -1.7719E-02
  5.3483E+01 -1.8826E-02
  5.3612E+01 -1.9634E-02
  5.3742E+01 -2.0137E-02
  5.3871E+01 -2.0376E-02
  5.4000E+01 -2.0446E-02
  5.4129E+01 -2.0478E-02
  5.4259E+01 -2.0624E-02
  5.4388E+01 -2.1008E-02
  5.4517E+01 -2.1685E-02
  5.4647E+01 -2.2660E-02
  5.4776E+01 -2.3938E-02
  5.4905E+01 -2.5506E-02
  5.5034E+01 -2.7300E-02
  5.5164E+01 -2.9205E-02
  5.5293E+01 -3.1152E-02
  5.5422E+01 -3.3170E-02
  5.5551E+01 -3.5305E-02
  5.5681E+01 -3.7572E-02
  5.5810E+01 -3.9959E-02
  5.5939E+01 -4.2407E-02
  5.6068E+01 -4.4841E-02
  5.6198E+01 -4.7189E-02
  5.6327E+01 -4.9406E-02
  5.6456E+01 -5.1527E-02
  5.6586E+01 -5.3634E-02
  5.6715E+01 -5.5737E-02
  5.6844E+01 -5.7777E-02
  5.6973E+01 -5.9676E-02
  5.7103E+01 -6.1368E-02
  5.7232E+01 -6.2770E-02
  5.7361E+01 -6.3816E-02
  5.7490E+01 -6.4530E-02
  5.7620E+01 -6.5001E-02
  5.7749E+01 -6.5363E-02
  5.7878E+01 -6.5750E-02
  5.8008E+01 -6.6183E-02
  5.8137E+01 -6.6612E-02
  5.8266E+01 -6.6970E-02
  5.8395E+01 -6.7171E-02
  5.8525E+01 -6.7214E-02
  5.8654E+01 -6.7209E-02
  5.8783E+01 -6.7334E-02
  5.8912E+01 -6.7674E-02
  5.9042E+01 -6.8171E-02
  5.9171E+01 -6.8733E-02
  5.9300E+01 -6.9315E-02
  5.9429E+01 -6.9864E-02
  5.9559E+01 -7.0349E-02
  5.9688E+01 -7.0770E-02
  5.9817E+01 -7.1084E-02
  5.9947E+01 -7.1208E-02
  6.0076E+01 -7.1077E-02
  6.0205E+01 -7.0666E-02
  6.0334E+01 -6.9981E-02
  6.0464E+01 -6.9008E-02
  6.0593E+01 -6.7778E-02
  6.0722E+01 -6.6372E-02
  6.0851E+01 -6.4873E-02
  6.0981E+01 -6.3360E-02
  6.1110E+01 -6.1916E-02
  6.1239E+01 -6.0624E-02
  6.1369E+01 -5.9515E-02
  6.1498E+01 -5.8541E-02
  6.1627E+01 -5.7566E-02
  6.1756E+01 -5.6468E-02
  6.1886E+01 -5.5210E-02
  6.2015E+01 -5.3848E-02
  6.2144E+01 -5.2517E-02
  6.2273E+01 -5.1371E-02
  6.2403E+01 -5.0445E-02
  6.2532E+01 -4.9666E-02
  6.2661E+01 -4.8946E-02
  6.2790E+01 -4.8223E-02
  6.2920E+01 -4.7467E-02
  6.3049E+01 -4.6675E-02
  6.3178E+01 -4.5828E-02
  6.3308E+01 -4.4916E-02
  6.3437E+01 -4.3973E-02
  6.3566E+01 -4.3056E-02
  6.3695E+01 -4.2237E-02
  6.3825E+01 -4.1559E-02
  6.3954E+01 -4.1010E-02
  6.4083E+01 -4.0535E-02
  6.4212E+01 -4.0046E-02
  6.4342E+01 -3.9471E-02
  6.4474E+01 -3.8783E-02
  6.4610E+01 -3.7999E-02
  6.4746E+01 -3.7123E-02
  6.4881E+01 -3.6101E-02
  6.5017E+01 -3.4851E-02
  6.5153E+01 -3.3355E-02
  6.5289E+01 -3.1715E-02
  6.5424E+01 -3.0050E-02
  6.5557E+01 -2.8466E-02
  6.5683E+01 -2.6999E-02
  6.5810E+01 -2.5605E-02
  6.5937E+01 -2.4349E-02
  6.6064E+01 -2.3311E-02
  6.6191E+01 -2.2540E-02
  6.6317E+01 -2.2003E-02
  6.6444E+01 -2.1597E-02
  6.6571E+01 -2.1198E-02
  6.6698E+01 -2.0729E-02
  6.6825E+01 -2.0136E-02
  6.6952E+01 -1.9352E-02
  6.7078E+01 -1.8313E-02
  6.7205E+01 -1.6971E-02
  6.7332E+01 -1.5312E-02
  6.7459E+01 -1.3337E-02
  6.7588E+01 -1.1005E-02
  6.7721E+01 -8.2520E-03
  6.7854E+01 -5.2147E-03
  6.7987E+01 -1.9951E-03
  6.8120E+01  1.3188E-03
  6.8253E+01  4.6916E-03
  6.8387E+01  8.1238E-03
  6.8520E+01  1.1600E-02
  6.8653E+01  1.5064E-02
  6.8786E+01  1.8456E-02
  6.8921E+01  2.1751E-02
  6.9061E+01  2.4923E-02
  6.9201E+01  2.7829E-02
  6.9341E+01  3.0445E-02
  6.9480E+01  3.2724E-02
  6.9620E+01  3.4592E-02
  6.9760E+01  3.5985E-02
  6.9900E+01  3.6831E-02
  7.0040E+01  3.7080E-02
  7.0180E+01  3.6759E-02
  7.0319E+01  3.5995E-02
  7.0459E+01  3.4993E-02
  7.0599E+01  3.3955E-02
  7.0739E+01  3.2994E-02
  7.0879E+01  3.2147E-02
  7.1018E+01  3.1452E-02
  7.1158E+01  3.0930E-02
  7.1298E+01  3.0535E-02
  7.1438E+01  3.0217E-02
  7.1578E+01  2.9975E-02
  7.1718E+01  2.9822E-02
  7.1857E+01  2.9771E-02
  7.1997E+01  2.9849E-02
  7.2137E+01  3.0072E-02
  7.2277E+01  3.0416E-02
  7.2417E+01  3.0850E-02
  7.2557E+01  3.1351E-02
  7.2696E+01  3.1900E-02
  7.2836E+01  3.2510E-02
  7.2976E+01  3.3221E-02
  7.3116E+01  3.4059E-02
  7.3256E+01  3.4994E-02
  7.3395E+01  3.5925E-02
  7.3535E+01  3.6747E-02
  7.3675E+01  3.7403E-02
  7.3815E+01  3.7861E-02
  7.3955E+01  3.8090E-02
