# CREATED BY GENE DIAGNOSTICS TOOL on Mon May 13 22:23:59 2019
# diag: timetrace, run(s): act, time window: 0-3000(3969 steps), species: ions
# original data path: /marconi_scratch/userexternal/cmoreno0/GAMZF_convergence/sds05_104.719/
# normalization: L_ref=1.65m
#
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9992E-01  0.0000E+00
  7.5600E-01  9.8937E-01  1.1954E-02
  1.5120E+00  9.6221E-01  2.3473E-02
  2.2680E+00  9.2614E-01  3.4237E-02
  3.0240E+00  8.8830E-01  4.4132E-02
  3.7800E+00  8.5343E-01  5.3182E-02
  4.5360E+00  8.2318E-01  6.1488E-02
  5.2920E+00  7.9663E-01  6.9162E-02
  6.0480E+00  7.7172E-01  7.6287E-02
  6.8040E+00  7.4652E-01  8.2896E-02
  7.5600E+00  7.2000E-01  8.8983E-02
  8.3160E+00  6.9216E-01  9.4521E-02
  9.0720E+00  6.6366E-01  9.9492E-02
  9.8280E+00  6.3550E-01  1.0389E-01
  1.0584E+01  6.0858E-01  1.0775E-01
  1.1340E+01  5.8358E-01  1.1111E-01
  1.2096E+01  5.6094E-01  1.1403E-01
  1.2852E+01  5.4082E-01  1.1658E-01
  1.3608E+01  5.2332E-01  1.1883E-01
  1.4364E+01  5.0843E-01  1.2084E-01
  1.5120E+01  4.9610E-01  1.2269E-01
  1.5876E+01  4.8630E-01  1.2443E-01
  1.6632E+01  4.7889E-01  1.2613E-01
  1.7388E+01  4.7369E-01  1.2782E-01
  1.8144E+01  4.7064E-01  1.2958E-01
  1.8900E+01  4.6960E-01  1.3143E-01
  1.9656E+01  4.7020E-01  1.3341E-01
  2.0412E+01  4.7215E-01  1.3555E-01
  2.1168E+01  4.7525E-01  1.3787E-01
  2.1924E+01  4.7925E-01  1.4039E-01
  2.2680E+01  4.8388E-01  1.4310E-01
  2.3436E+01  4.8882E-01  1.4601E-01
  2.4192E+01  4.9375E-01  1.4910E-01
  2.4948E+01  4.9854E-01  1.5236E-01
  2.5704E+01  5.0307E-01  1.5578E-01
  2.6460E+01  5.0701E-01  1.5933E-01
  2.7216E+01  5.1014E-01  1.6298E-01
  2.7972E+01  5.1242E-01  1.6671E-01
  2.8728E+01  5.1386E-01  1.7049E-01
  2.9484E+01  5.1435E-01  1.7429E-01
  3.0240E+01  5.1379E-01  1.7807E-01
  3.0996E+01  5.1218E-01  1.8181E-01
  3.1752E+01  5.0963E-01  1.8549E-01
  3.2508E+01  5.0617E-01  1.8908E-01
  3.3264E+01  5.0180E-01  1.9256E-01
  3.4020E+01  4.9649E-01  1.9592E-01
  3.4776E+01  4.9039E-01  1.9913E-01
  3.5532E+01  4.8383E-01  2.0219E-01
  3.6288E+01  4.7691E-01  2.0508E-01
  3.7044E+01  4.6971E-01  2.0782E-01
  3.7800E+01  4.6231E-01  2.1041E-01
  3.8556E+01  4.5471E-01  2.1284E-01
  3.9312E+01  4.4692E-01  2.1512E-01
  4.0068E+01  4.3905E-01  2.1725E-01
  4.0824E+01  4.3123E-01  2.1924E-01
  4.1580E+01  4.2361E-01  2.2110E-01
  4.2336E+01  4.1641E-01  2.2285E-01
  4.3092E+01  4.0994E-01  2.2451E-01
  4.3848E+01  4.0441E-01  2.2612E-01
  4.4604E+01  3.9969E-01  2.2768E-01
  4.5360E+01  3.9537E-01  2.2922E-01
  4.6116E+01  3.9085E-01  2.3072E-01
  4.6872E+01  3.8567E-01  2.3218E-01
  4.7628E+01  3.7990E-01  2.3359E-01
  4.8384E+01  3.7411E-01  2.3495E-01
  4.9140E+01  3.6907E-01  2.3628E-01
  4.9896E+01  3.6532E-01  2.3761E-01
  5.0652E+01  3.6298E-01  2.3898E-01
  5.1408E+01  3.6173E-01  2.4039E-01
  5.2164E+01  3.6099E-01  2.4185E-01
  5.2920E+01  3.6014E-01  2.4336E-01
  5.3676E+01  3.5884E-01  2.4491E-01
  5.4432E+01  3.5709E-01  2.4647E-01
  5.5188E+01  3.5505E-01  2.4806E-01
  5.5944E+01  3.5288E-01  2.4966E-01
  5.6700E+01  3.5069E-01  2.5126E-01
  5.7456E+01  3.4845E-01  2.5287E-01
  5.8212E+01  3.4604E-01  2.5447E-01
  5.8968E+01  3.4327E-01  2.5604E-01
  5.9724E+01  3.4011E-01  2.5757E-01
  6.0480E+01  3.3664E-01  2.5905E-01
  6.1236E+01  3.3305E-01  2.6047E-01
  6.1992E+01  3.2958E-01  2.6184E-01
  6.2748E+01  3.2635E-01  2.6317E-01
  6.3504E+01  3.2340E-01  2.6446E-01
  6.4260E+01  3.2062E-01  2.6573E-01
  6.5016E+01  3.1788E-01  2.6697E-01
  6.5772E+01  3.1499E-01  2.6818E-01
  6.6528E+01  3.1182E-01  2.6935E-01
  6.7284E+01  3.0829E-01  2.7046E-01
  6.8040E+01  3.0442E-01  2.7152E-01
  6.8796E+01  3.0037E-01  2.7253E-01
  6.9552E+01  2.9628E-01  2.7347E-01
  7.0308E+01  2.9223E-01  2.7436E-01
  7.1064E+01  2.8830E-01  2.7520E-01
  7.1820E+01  2.8452E-01  2.7600E-01
  7.2576E+01  2.8089E-01  2.7676E-01
  7.3332E+01  2.7736E-01  2.7749E-01
  7.4088E+01  2.7392E-01  2.7819E-01
  7.4844E+01  2.7052E-01  2.7887E-01
  7.5600E+01  2.6715E-01  2.7952E-01
  7.6356E+01  2.6378E-01  2.8014E-01
  7.7112E+01  2.6039E-01  2.8075E-01
  7.7868E+01  2.5695E-01  2.8132E-01
  7.8624E+01  2.5347E-01  2.8187E-01
  7.9380E+01  2.5000E-01  2.8240E-01
  8.0136E+01  2.4661E-01  2.8290E-01
  8.0892E+01  2.4333E-01  2.8338E-01
  8.1648E+01  2.4015E-01  2.8385E-01
  8.2404E+01  2.3705E-01  2.8429E-01
  8.3160E+01  2.3400E-01  2.8473E-01
