# CREATED BY GENE DIAGNOSTICS TOOL on Thu Jan 24 16:14:47 2019
# diag: fluxspectra, run(s): act, time window: 0-30(309 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.2/ITGa_NL/omt10/
# normalization: R_0
#
# Q*dVdx =   9.1051E+01 MW
# G*dVdx =   1.9887E-11 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -1.1938E-10  5.9080E+01
  4.9009E-02  1.1905E-09  1.0038E+02
  9.8018E-02  2.4423E-10  9.8628E+01
  1.4703E-01  8.5477E-10  8.3621E+01
  1.9604E-01 -6.9046E-10  6.9396E+01
  2.4504E-01  7.1578E-10  5.6969E+01
  2.9405E-01 -5.7774E-10  4.8106E+01
  3.4306E-01  5.8999E-11  3.8107E+01
  3.9207E-01 -4.5775E-10  2.9889E+01
  4.4108E-01 -1.7277E-11  2.5103E+01
  4.9009E-01 -1.6576E-10  2.0741E+01
  5.3910E-01 -7.7400E-10  1.7253E+01
  5.8811E-01  2.6708E-10  1.4512E+01
  6.3712E-01  3.7253E-10  1.2342E+01
  6.8612E-01 -5.2601E-12  1.0239E+01
  7.3513E-01 -3.3303E-10  9.0076E+00
  7.8414E-01  1.2274E-10  7.6918E+00
  8.3315E-01 -6.1733E-10  6.6607E+00
  8.8216E-01  2.6826E-10  5.8385E+00
  9.3117E-01 -3.2579E-10  5.2103E+00
  9.8018E-01 -3.5607E-10  4.6760E+00
  1.0292E+00 -2.2102E-10  4.1514E+00
  1.0782E+00  2.6632E-10  3.8090E+00
  1.1272E+00 -4.0460E-11  3.4181E+00
  1.1762E+00  7.2666E-11  3.0899E+00
  1.2252E+00  5.0150E-10  2.8448E+00
  1.2742E+00 -2.9944E-10  2.5479E+00
  1.3232E+00  2.5091E-10  2.3705E+00
  1.3722E+00 -3.5826E-11  2.1549E+00
  1.4213E+00  2.8729E-11  1.9580E+00
  1.4703E+00  2.0631E-10  1.7695E+00
  1.5193E+00 -2.2036E-10  1.6639E+00
  1.5683E+00  2.0040E-12  1.5276E+00
  1.6173E+00 -1.1161E-10  1.4231E+00
  1.6663E+00  2.4296E-11  1.2852E+00
  1.7153E+00 -7.5066E-11  1.1948E+00
  1.7643E+00 -3.3653E-11  1.1094E+00
  1.8133E+00  4.1156E-11  1.0178E+00
  1.8623E+00  5.9235E-12  9.4294E-01
  1.9113E+00  9.6105E-11  8.7469E-01
  1.9604E+00 -3.8818E-11  8.0874E-01
  2.0094E+00 -1.0256E-10  7.5885E-01
  2.0584E+00 -1.1929E-11  6.9487E-01
  2.1074E+00  1.0884E-11  6.4532E-01
  2.1564E+00  4.6028E-11  6.1241E-01
  2.2054E+00  2.6321E-13  5.6531E-01
  2.2544E+00 -6.1822E-11  5.2773E-01
  2.3034E+00 -1.8118E-11  4.9039E-01
  2.3524E+00  4.1721E-11  4.6195E-01
  2.4014E+00 -4.3848E-11  4.3792E-01
  2.4504E+00  7.0673E-11  4.0832E-01
  2.4995E+00 -3.3243E-11  3.8381E-01
  2.5485E+00 -1.8421E-11  3.5753E-01
  2.5975E+00  2.0596E-12  3.3516E-01
  2.6465E+00  1.1203E-11  3.1657E-01
  2.6955E+00  5.0319E-12  3.0063E-01
  2.7445E+00  1.8124E-11  2.8426E-01
  2.7935E+00  1.9445E-12  2.6733E-01
  2.8425E+00 -2.5256E-11  2.5266E-01
  2.8915E+00 -1.7836E-11  2.4051E-01
  2.9405E+00  2.3563E-12  2.2542E-01
  2.9895E+00  3.7113E-11  2.1502E-01
  3.0386E+00  5.3450E-12  2.0060E-01
  3.0876E+00  2.0476E-11  1.9174E-01
  3.1366E+00  7.5848E-12  1.8149E-01
  3.1856E+00 -1.1409E-11  1.7165E-01
  3.2346E+00 -7.7150E-12  1.6274E-01
  3.2836E+00  5.3601E-12  1.5334E-01
  3.3326E+00 -3.4380E-12  1.4574E-01
  3.3816E+00  1.0154E-11  1.3958E-01
  3.4306E+00 -2.5977E-12  1.3192E-01
  3.4796E+00  1.5204E-11  1.2432E-01
  3.5286E+00  8.7477E-12  1.1815E-01
  3.5776E+00  5.3848E-12  1.1233E-01
  3.6267E+00  9.7995E-12  1.0708E-01
  3.6757E+00 -1.7962E-12  1.0077E-01
  3.7247E+00 -1.4681E-11  9.6374E-02
  3.7737E+00  4.2480E-12  9.2196E-02
  3.8227E+00 -4.0608E-12  8.6465E-02
  3.8717E+00  8.3779E-12  8.2458E-02
  3.9207E+00  8.9365E-12  7.8411E-02
  3.9697E+00 -5.9325E-12  7.4487E-02
  4.0187E+00  2.5734E-12  7.0782E-02
  4.0677E+00  5.9655E-12  6.7034E-02
  4.1167E+00  3.9262E-13  6.3827E-02
  4.1658E+00 -7.1649E-13  6.1025E-02
  4.2148E+00 -9.8268E-12  5.7368E-02
  4.2638E+00 -5.4719E-12  5.4741E-02
  4.3128E+00 -8.8253E-13  5.2463E-02
  4.3618E+00  1.8192E-12  4.9568E-02
  4.4108E+00  6.7955E-13  4.7237E-02
  4.4598E+00  6.4237E-12  4.4810E-02
  4.5088E+00  2.1703E-12  4.3220E-02
  4.5578E+00  3.2844E-12  4.0886E-02
  4.6068E+00 -2.5020E-12  3.8802E-02
  4.6558E+00  1.9724E-12  3.7462E-02
  4.7049E+00  6.6164E-13  3.5539E-02
  4.7539E+00  8.2769E-12  3.3758E-02
  4.8029E+00  4.2812E-12  3.2210E-02
  4.8519E+00  4.5515E-14  3.0526E-02
  4.9009E+00  1.2483E-12  2.9181E-02
  4.9499E+00 -4.7571E-12  2.7976E-02
  4.9989E+00 -2.0392E-12  2.6558E-02
  5.0479E+00 -2.8933E-13  2.5364E-02
  5.0969E+00 -2.6457E-12  2.4127E-02
  5.1459E+00 -2.3569E-12  2.3234E-02
  5.1949E+00 -5.0741E-13  2.2305E-02
  5.2440E+00 -2.9514E-13  2.1226E-02
  5.2930E+00 -2.7713E-12  2.0334E-02
  5.3420E+00 -5.0044E-13  1.9496E-02
  5.3910E+00  2.7440E-12  1.8570E-02
  5.4400E+00  2.1762E-13  1.7863E-02
  5.4890E+00 -3.1519E-12  1.7178E-02
  5.5380E+00  1.7651E-12  1.6410E-02
  5.5870E+00 -2.5363E-13  1.5818E-02
  5.6360E+00 -1.1694E-12  1.4901E-02
  5.6850E+00  1.3560E-12  1.4379E-02
  5.7340E+00 -1.1776E-13  1.3813E-02
  5.7830E+00 -1.0595E-12  1.3369E-02
  5.8321E+00  2.1436E-13  1.2666E-02
  5.8811E+00  1.9832E-12  1.2269E-02
  5.9301E+00  1.5115E-12  1.1757E-02
  5.9791E+00  6.7610E-13  1.1286E-02
  6.0281E+00  1.9568E-12  1.1048E-02
  6.0771E+00 -8.0938E-14  1.0562E-02
  6.1261E+00  1.8447E-12  1.0067E-02
  6.1751E+00 -4.4371E-14  9.7988E-03
  6.2241E+00  1.2169E-12  9.2484E-03
  6.2731E+00 -2.6016E-12  8.9278E-03
  6.3221E+00  6.6671E-13  8.6726E-03
