# CREATED BY GENE DIAGNOSTICS TOOL on Thu Jan 24 16:14:51 2019
# diag: zprofile, run(s): act, time window: 0-30(309 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.2/ITGa_NL/omt10/
# normalization: R_0
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
  2.0617E+00  0.0000E+00  1.4568E+02  1.4568E+02
  2.1108E+00  0.0000E+00  1.4542E+02  1.4542E+02
  2.1598E+00  0.0000E+00  1.4516E+02  1.4516E+02
  2.2089E+00  0.0000E+00  1.4491E+02  1.4491E+02
  2.2580E+00  0.0000E+00  1.4469E+02  1.4469E+02
  2.3071E+00  0.0000E+00  1.4446E+02  1.4446E+02
  2.3562E+00  0.0000E+00  1.4427E+02  1.4427E+02
  2.4053E+00  0.0000E+00  1.4407E+02  1.4407E+02
  2.4544E+00  0.0000E+00  1.4390E+02  1.4390E+02
  2.5035E+00  0.0000E+00  1.4374E+02  1.4374E+02
  2.5525E+00  0.0000E+00  1.4358E+02  1.4358E+02
  2.6016E+00  0.0000E+00  1.4344E+02  1.4344E+02
  2.6507E+00  0.0000E+00  1.4328E+02  1.4328E+02
  2.6998E+00  0.0000E+00  1.4315E+02  1.4315E+02
  2.7489E+00  0.0000E+00  1.4301E+02  1.4301E+02
  2.7980E+00  0.0000E+00  1.4288E+02  1.4288E+02
  2.8471E+00  0.0000E+00  1.4276E+02  1.4276E+02
  2.8962E+00  0.0000E+00  1.4266E+02  1.4266E+02
  2.9452E+00  0.0000E+00  1.4256E+02  1.4256E+02
  2.9943E+00  0.0000E+00  1.4246E+02  1.4246E+02
  3.0434E+00  0.0000E+00  1.4237E+02  1.4237E+02
  3.0925E+00  0.0000E+00  1.4230E+02  1.4230E+02
