# CREATED BY GENE DIAGNOSTICS TOOL on Thu Jan 24 16:14:51 2019
# diag: zprofile, run(s): act, time window: 0-30(309 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.2/ITGa_NL/omt10/
# normalization: R_0
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  1.4225E+02  1.4225E+02
 -3.0925E+00  0.0000E+00  1.4221E+02  1.4221E+02
 -3.0434E+00  0.0000E+00  1.4217E+02  1.4217E+02
 -2.9943E+00  0.0000E+00  1.4216E+02  1.4216E+02
 -2.9452E+00  0.0000E+00  1.4216E+02  1.4216E+02
 -2.8962E+00  0.0000E+00  1.4219E+02  1.4219E+02
 -2.8471E+00  0.0000E+00  1.4225E+02  1.4225E+02
 -2.7980E+00  0.0000E+00  1.4234E+02  1.4234E+02
 -2.7489E+00  0.0000E+00  1.4243E+02  1.4243E+02
 -2.6998E+00  0.0000E+00  1.4253E+02  1.4253E+02
 -2.6507E+00  0.0000E+00  1.4264E+02  1.4264E+02
 -2.6016E+00  0.0000E+00  1.4277E+02  1.4277E+02
 -2.5525E+00  0.0000E+00  1.4290E+02  1.4290E+02
 -2.5035E+00  0.0000E+00  1.4305E+02  1.4305E+02
 -2.4544E+00  0.0000E+00  1.4322E+02  1.4322E+02
 -2.4053E+00  0.0000E+00  1.4339E+02  1.4339E+02
 -2.3562E+00  0.0000E+00  1.4356E+02  1.4356E+02
 -2.3071E+00  0.0000E+00  1.4373E+02  1.4373E+02
 -2.2580E+00  0.0000E+00  1.4390E+02  1.4390E+02
 -2.2089E+00  0.0000E+00  1.4409E+02  1.4409E+02
 -2.1598E+00  0.0000E+00  1.4430E+02  1.4430E+02
 -2.1108E+00  0.0000E+00  1.4452E+02  1.4452E+02
 -2.0617E+00  0.0000E+00  1.4476E+02  1.4476E+02
 -2.0126E+00  0.0000E+00  1.4501E+02  1.4501E+02
 -1.9635E+00  0.0000E+00  1.4527E+02  1.4527E+02
 -1.9144E+00  0.0000E+00  1.4553E+02  1.4553E+02
 -1.8653E+00  0.0000E+00  1.4578E+02  1.4578E+02
 -1.8162E+00  0.0000E+00  1.4603E+02  1.4603E+02
 -1.7671E+00  0.0000E+00  1.4627E+02  1.4627E+02
 -1.7181E+00  0.0000E+00  1.4652E+02  1.4652E+02
 -1.6690E+00  0.0000E+00  1.4679E+02  1.4679E+02
 -1.6199E+00  0.0000E+00  1.4707E+02  1.4707E+02
 -1.5708E+00  0.0000E+00  1.4734E+02  1.4734E+02
 -1.5217E+00  0.0000E+00  1.4761E+02  1.4761E+02
 -1.4726E+00  0.0000E+00  1.4787E+02  1.4787E+02
 -1.4235E+00  0.0000E+00  1.4813E+02  1.4813E+02
 -1.3744E+00  0.0000E+00  1.4839E+02  1.4839E+02
 -1.3254E+00  0.0000E+00  1.4865E+02  1.4865E+02
 -1.2763E+00  0.0000E+00  1.4891E+02  1.4891E+02
 -1.2272E+00  0.0000E+00  1.4916E+02  1.4916E+02
 -1.1781E+00  0.0000E+00  1.4940E+02  1.4940E+02
 -1.1290E+00  0.0000E+00  1.4963E+02  1.4963E+02
 -1.0799E+00  0.0000E+00  1.4985E+02  1.4985E+02
 -1.0308E+00  0.0000E+00  1.5005E+02  1.5005E+02
 -9.8175E-01  0.0000E+00  1.5028E+02  1.5028E+02
 -9.3266E-01  0.0000E+00  1.5050E+02  1.5050E+02
 -8.8357E-01  0.0000E+00  1.5074E+02  1.5074E+02
 -8.3449E-01  0.0000E+00  1.5093E+02  1.5093E+02
 -7.8540E-01  0.0000E+00  1.5113E+02  1.5113E+02
 -7.3631E-01  0.0000E+00  1.5134E+02  1.5134E+02
 -6.8722E-01  0.0000E+00  1.5149E+02  1.5149E+02
 -6.3814E-01  0.0000E+00  1.5170E+02  1.5170E+02
 -5.8905E-01  0.0000E+00  1.5182E+02  1.5182E+02
 -5.3996E-01  0.0000E+00  1.5200E+02  1.5200E+02
 -4.9087E-01  0.0000E+00  1.5215E+02  1.5215E+02
 -4.4179E-01  0.0000E+00  1.5230E+02  1.5230E+02
 -3.9270E-01  0.0000E+00  1.5245E+02  1.5245E+02
 -3.4361E-01  0.0000E+00  1.5259E+02  1.5259E+02
 -2.9452E-01  0.0000E+00  1.5271E+02  1.5271E+02
 -2.4544E-01  0.0000E+00  1.5285E+02  1.5285E+02
 -1.9635E-01  0.0000E+00  1.5295E+02  1.5295E+02
 -1.4726E-01  0.0000E+00  1.5305E+02  1.5305E+02
 -9.8175E-02  0.0000E+00  1.5316E+02  1.5316E+02
 -4.9087E-02  0.0000E+00  1.5324E+02  1.5324E+02
  0.0000E+00  0.0000E+00  1.5331E+02  1.5331E+02
  4.9087E-02  0.0000E+00  1.5335E+02  1.5335E+02
  9.8175E-02  0.0000E+00  1.5340E+02  1.5340E+02
  1.4726E-01  0.0000E+00  1.5342E+02  1.5342E+02
  1.9635E-01  0.0000E+00  1.5343E+02  1.5343E+02
  2.4544E-01  0.0000E+00  1.5345E+02  1.5345E+02
  2.9452E-01  0.0000E+00  1.5345E+02  1.5345E+02
  3.4361E-01  0.0000E+00  1.5343E+02  1.5343E+02
  3.9270E-01  0.0000E+00  1.5340E+02  1.5340E+02
  4.4179E-01  0.0000E+00  1.5336E+02  1.5336E+02
  4.9087E-01  0.0000E+00  1.5327E+02  1.5327E+02
  5.3996E-01  0.0000E+00  1.5316E+02  1.5316E+02
  5.8905E-01  0.0000E+00  1.5307E+02  1.5307E+02
  6.3814E-01  0.0000E+00  1.5296E+02  1.5296E+02
  6.8722E-01  0.0000E+00  1.5283E+02  1.5283E+02
  7.3631E-01  0.0000E+00  1.5268E+02  1.5268E+02
  7.8540E-01  0.0000E+00  1.5251E+02  1.5251E+02
  8.3449E-01  0.0000E+00  1.5231E+02  1.5231E+02
  8.8357E-01  0.0000E+00  1.5210E+02  1.5210E+02
  9.3266E-01  0.0000E+00  1.5190E+02  1.5190E+02
  9.8175E-01  0.0000E+00  1.5163E+02  1.5163E+02
  1.0308E+00  0.0000E+00  1.5135E+02  1.5135E+02
  1.0799E+00  0.0000E+00  1.5110E+02  1.5110E+02
  1.1290E+00  0.0000E+00  1.5082E+02  1.5082E+02
  1.1781E+00  0.0000E+00  1.5056E+02  1.5056E+02
  1.2272E+00  0.0000E+00  1.5028E+02  1.5028E+02
  1.2763E+00  0.0000E+00  1.5000E+02  1.5000E+02
  1.3254E+00  0.0000E+00  1.4973E+02  1.4973E+02
  1.3744E+00  0.0000E+00  1.4944E+02  1.4944E+02
  1.4235E+00  0.0000E+00  1.4917E+02  1.4917E+02
  1.4726E+00  0.0000E+00  1.4891E+02  1.4891E+02
  1.5217E+00  0.0000E+00  1.4864E+02  1.4864E+02
  1.5708E+00  0.0000E+00  1.4839E+02  1.4839E+02
  1.6199E+00  0.0000E+00  1.4813E+02  1.4813E+02
  1.6690E+00  0.0000E+00  1.4787E+02  1.4787E+02
  1.7181E+00  0.0000E+00  1.4759E+02  1.4759E+02
  1.7671E+00  0.0000E+00  1.4732E+02  1.4732E+02
  1.8162E+00  0.0000E+00  1.4704E+02  1.4704E+02
  1.8653E+00  0.0000E+00  1.4676E+02  1.4676E+02
  1.9144E+00  0.0000E+00  1.4649E+02  1.4649E+02
  1.9635E+00  0.0000E+00  1.4620E+02  1.4620E+02
  2.0126E+00  0.0000E+00  1.4593E+02  1.4593E+02
