# CREATED BY GENE DIAGNOSTICS TOOL on Thu May 23 15:13:07 2019
# diag: timetrace, run(s): act, time window: 0-3000(4287 steps), species: ions
# original data path: /ptmp/cmor/export/
# normalization: L_ref=1.65m
#
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9993E-01  0.0000E+00
  7.0000E-01  9.9469E-01 -4.0151E-03
  1.4000E+00  9.8061E-01 -7.9374E-03
  2.1000E+00  9.6095E-01 -1.1709E-02
  2.8000E+00  9.3929E-01 -1.5304E-02
  3.5000E+00  9.1847E-01 -1.8726E-02
  4.2000E+00  9.0010E-01 -2.1996E-02
  4.9000E+00  8.8458E-01 -2.5141E-02
  5.6000E+00  8.7154E-01 -2.8184E-02
  6.3000E+00  8.6020E-01 -3.1140E-02
  7.0000E+00  8.4980E-01 -3.4022E-02
  7.7000E+00  8.3975E-01 -3.6833E-02
  8.4000E+00  8.2975E-01 -3.9575E-02
  9.1000E+00  8.1973E-01 -4.2247E-02
  9.8000E+00  8.0981E-01 -4.4849E-02
  1.0500E+01  8.0017E-01 -4.7382E-02
  1.1200E+01  7.9103E-01 -4.9848E-02
  1.1900E+01  7.8257E-01 -5.2251E-02
  1.2600E+01  7.7488E-01 -5.4600E-02
  1.3300E+01  7.6798E-01 -5.6900E-02
  1.4000E+01  7.6186E-01 -5.9157E-02
  1.4700E+01  7.5645E-01 -6.1379E-02
  1.5400E+01  7.5170E-01 -6.3571E-02
  1.6100E+01  7.4753E-01 -6.5739E-02
  1.6800E+01  7.4393E-01 -6.7887E-02
  1.7500E+01  7.4087E-01 -7.0022E-02
  1.8200E+01  7.3832E-01 -7.2146E-02
  1.8900E+01  7.3628E-01 -7.4263E-02
  1.9600E+01  7.3468E-01 -7.6377E-02
  2.0300E+01  7.3345E-01 -7.8491E-02
  2.1000E+01  7.3257E-01 -8.0605E-02
  2.1700E+01  7.3199E-01 -8.2722E-02
  2.2400E+01  7.3165E-01 -8.4843E-02
  2.3100E+01  7.3149E-01 -8.6969E-02
  2.3800E+01  7.3142E-01 -8.9102E-02
  2.4500E+01  7.3140E-01 -9.1238E-02
  2.5200E+01  7.3141E-01 -9.3379E-02
  2.5900E+01  7.3144E-01 -9.5525E-02
  2.6600E+01  7.3144E-01 -9.7676E-02
  2.7300E+01  7.3134E-01 -9.9829E-02
  2.8000E+01  7.3107E-01 -1.0198E-01
  2.8700E+01  7.3061E-01 -1.0414E-01
  2.9400E+01  7.2998E-01 -1.0629E-01
  3.0100E+01  7.2915E-01 -1.0844E-01
  3.0800E+01  7.2812E-01 -1.1058E-01
  3.1500E+01  7.2681E-01 -1.1272E-01
  3.2200E+01  7.2525E-01 -1.1485E-01
  3.2900E+01  7.2350E-01 -1.1696E-01
  3.3600E+01  7.2163E-01 -1.1907E-01
  3.4300E+01  7.1964E-01 -1.2116E-01
  3.5000E+01  7.1741E-01 -1.2324E-01
  3.5700E+01  7.1483E-01 -1.2530E-01
  3.6400E+01  7.1188E-01 -1.2735E-01
  3.7100E+01  7.0868E-01 -1.2937E-01
  3.7800E+01  7.0547E-01 -1.3136E-01
  3.8500E+01  7.0239E-01 -1.3334E-01
  3.9200E+01  6.9944E-01 -1.3530E-01
  3.9900E+01  6.9655E-01 -1.3724E-01
  4.0600E+01  6.9357E-01 -1.3916E-01
  4.1300E+01  6.9043E-01 -1.4106E-01
  4.2000E+01  6.8709E-01 -1.4295E-01
  4.2700E+01  6.8361E-01 -1.4481E-01
  4.3400E+01  6.8008E-01 -1.4664E-01
  4.4100E+01  6.7661E-01 -1.4846E-01
  4.4800E+01  6.7324E-01 -1.5026E-01
  4.5500E+01  6.6996E-01 -1.5204E-01
  4.6200E+01  6.6672E-01 -1.5380E-01
  4.6900E+01  6.6346E-01 -1.5554E-01
  4.7600E+01  6.6016E-01 -1.5726E-01
  4.8300E+01  6.5683E-01 -1.5896E-01
  4.9000E+01  6.5361E-01 -1.6065E-01
  4.9700E+01  6.5064E-01 -1.6231E-01
  5.0400E+01  6.4795E-01 -1.6397E-01
  5.1100E+01  6.4550E-01 -1.6562E-01
  5.1800E+01  6.4309E-01 -1.6725E-01
  5.2500E+01  6.4048E-01 -1.6888E-01
  5.3200E+01  6.3746E-01 -1.7049E-01
  5.3900E+01  6.3391E-01 -1.7207E-01
  5.4600E+01  6.2990E-01 -1.7364E-01
  5.5300E+01  6.2565E-01 -1.7517E-01
  5.6000E+01  6.2149E-01 -1.7668E-01
  5.6700E+01  6.1768E-01 -1.7817E-01
  5.7400E+01  6.1443E-01 -1.7965E-01
  5.8100E+01  6.1174E-01 -1.8111E-01
  5.8800E+01  6.0949E-01 -1.8256E-01
  5.9500E+01  6.0744E-01 -1.8400E-01
  6.0200E+01  6.0535E-01 -1.8544E-01
  6.0900E+01  6.0301E-01 -1.8686E-01
  6.1600E+01  6.0031E-01 -1.8827E-01
  6.2300E+01  5.9723E-01 -1.8967E-01
  6.3000E+01  5.9383E-01 -1.9104E-01
  6.3700E+01  5.9023E-01 -1.9240E-01
  6.4400E+01  5.8654E-01 -1.9373E-01
  6.5100E+01  5.8290E-01 -1.9504E-01
  6.5800E+01  5.7936E-01 -1.9633E-01
  6.6500E+01  5.7597E-01 -1.9761E-01
  6.7200E+01  5.7268E-01 -1.9886E-01
  6.7900E+01  5.6944E-01 -2.0010E-01
  6.8600E+01  5.6622E-01 -2.0133E-01
  6.9300E+01  5.6297E-01 -2.0253E-01
  7.0000E+01  5.5966E-01 -2.0372E-01
  7.0700E+01  5.5625E-01 -2.0489E-01
  7.1400E+01  5.5270E-01 -2.0604E-01
  7.2100E+01  5.4902E-01 -2.0717E-01
  7.2800E+01  5.4529E-01 -2.0828E-01
  7.3500E+01  5.4158E-01 -2.0937E-01
  7.4200E+01  5.3796E-01 -2.1043E-01
  7.4900E+01  5.3445E-01 -2.1148E-01
  7.5600E+01  5.3101E-01 -2.1251E-01
  7.6300E+01  5.2762E-01 -2.1352E-01
  7.7000E+01  5.2427E-01 -2.1452E-01
  7.7700E+01  5.2094E-01 -2.1550E-01
  7.8400E+01  5.1766E-01 -2.1646E-01
  7.9100E+01  5.1441E-01 -2.1741E-01
  7.9800E+01  5.1119E-01 -2.1834E-01
  8.0500E+01  5.0796E-01 -2.1925E-01
  8.1200E+01  5.0469E-01 -2.2015E-01
  8.1900E+01  5.0134E-01 -2.2103E-01
  8.2600E+01  4.9792E-01 -2.2190E-01
  8.3300E+01  4.9444E-01 -2.2274E-01
  8.4000E+01  4.9092E-01 -2.2357E-01
  8.4700E+01  4.8738E-01 -2.2438E-01
  8.5400E+01  4.8384E-01 -2.2517E-01
  8.6100E+01  4.8030E-01 -2.2594E-01
  8.6800E+01  4.7677E-01 -2.2669E-01
  8.7500E+01  4.7327E-01 -2.2743E-01
  8.8200E+01  4.6979E-01 -2.2815E-01
  8.8900E+01  4.6634E-01 -2.2885E-01
  8.9600E+01  4.6291E-01 -2.2954E-01
  9.0300E+01  4.5948E-01 -2.3020E-01
  9.1000E+01  4.5604E-01 -2.3086E-01
  9.1700E+01  4.5259E-01 -2.3149E-01
  9.2400E+01  4.4911E-01 -2.3210E-01
  9.3100E+01  4.4561E-01 -2.3270E-01
  9.3800E+01  4.4208E-01 -2.3328E-01
  9.4500E+01  4.3853E-01 -2.3385E-01
  9.5200E+01  4.3496E-01 -2.3439E-01
  9.5900E+01  4.3136E-01 -2.3492E-01
  9.6600E+01  4.2774E-01 -2.3542E-01
  9.7300E+01  4.2413E-01 -2.3591E-01
  9.8000E+01  4.2053E-01 -2.3639E-01
  9.8700E+01  4.1694E-01 -2.3684E-01
  9.9400E+01  4.1337E-01 -2.3728E-01
  1.0010E+02  4.0979E-01 -2.3769E-01
  1.0080E+02  4.0620E-01 -2.3810E-01
  1.0150E+02  4.0260E-01 -2.3848E-01
  1.0220E+02  3.9898E-01 -2.3884E-01
