# CREATED BY GENE DIAGNOSTICS TOOL on Fri Feb 22 14:56:43 2019
# diag: nrgsummary, run(s): act, time window: 0-1417.6921(1 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/LHD/ITGa_NL/omt6/
# normalization: L_T,ions
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.9695E-01  6.7167E-22  5.0214E-04  1.3187E-06
  9.9390E-01  4.1733E-22  9.9464E-04  9.4336E-06
  1.4908E+00 -6.8775E-22  1.4701E-03  2.6423E-05
  1.9803E+00  1.7479E-22  1.9177E-03  4.7647E-05
  2.4523E+00  2.7333E-21  2.3279E-03  6.5206E-05
  2.9243E+00  1.9509E-21  2.7148E-03  7.4106E-05
  3.3963E+00  1.7102E-21  3.0772E-03  7.0667E-05
  3.8683E+00  4.4281E-21  3.4153E-03  5.3578E-05
  4.3403E+00 -4.3542E-22  3.7306E-03  2.3147E-05
  4.8123E+00  3.5969E-21  4.0258E-03 -1.9029E-05
  5.2843E+00 -3.8297E-21  4.3042E-03 -7.0306E-05
  5.7563E+00  2.3698E-21  4.5672E-03 -1.2659E-04
  6.2283E+00 -3.9669E-22  4.8150E-03 -1.8342E-04
  6.7003E+00  4.4036E-22  5.0467E-03 -2.3669E-04
  7.1723E+00 -2.1193E-21  5.2619E-03 -2.8347E-04
  7.6443E+00  2.1443E-21  5.4608E-03 -3.2203E-04
  8.1163E+00 -7.0269E-21  5.6439E-03 -3.5147E-04
  8.5883E+00  4.4306E-21  5.8111E-03 -3.7167E-04
  9.0436E+00 -3.9147E-21  5.9592E-03 -3.8261E-04
  9.4917E+00 -5.1931E-21  6.0933E-03 -3.8567E-04
  9.9397E+00  8.5447E-21  6.2169E-03 -3.8194E-04
  1.0388E+01  4.1214E-21  6.3317E-03 -3.7250E-04
  1.0836E+01 -2.4269E-21  6.4389E-03 -3.5869E-04
  1.1284E+01  3.5911E-21  6.5400E-03 -3.4192E-04
  1.1732E+01 -6.5708E-21  6.6358E-03 -3.2333E-04
  1.2180E+01 -1.4707E-22  6.7278E-03 -3.0369E-04
  1.2628E+01  5.9236E-21  6.8169E-03 -2.8397E-04
  1.3076E+01 -2.7480E-21  6.9047E-03 -2.6453E-04
  1.3524E+01  9.9914E-21  6.9914E-03 -2.4561E-04
  1.3973E+01 -3.9381E-22  7.0781E-03 -2.2723E-04
  1.4421E+01  1.9179E-21  7.1647E-03 -2.0924E-04
  1.4869E+01 -1.0601E-20  7.2519E-03 -1.9170E-04
  1.5317E+01  2.8556E-21  7.3394E-03 -1.7461E-04
  1.5765E+01  4.9908E-21  7.4278E-03 -1.5800E-04
  1.6213E+01 -2.9167E-21  7.5167E-03 -1.4195E-04
  1.6661E+01  4.1544E-22  7.6056E-03 -1.2645E-04
  1.7109E+01 -1.1174E-20  7.6944E-03 -1.1172E-04
  1.7557E+01  6.4306E-21  7.7836E-03 -9.7856E-05
  1.8005E+01 -4.3694E-21  7.8728E-03 -8.4914E-05
  1.8453E+01  8.1231E-21  7.9617E-03 -7.2928E-05
  1.8902E+01 -6.8894E-21  8.0500E-03 -6.1842E-05
  1.9350E+01  9.7886E-21  8.1383E-03 -5.1767E-05
  1.9798E+01  7.1908E-21  8.2264E-03 -4.2703E-05
  2.0246E+01 -4.5708E-21  8.3144E-03 -3.4672E-05
  2.0694E+01  2.1041E-20  8.4022E-03 -2.7706E-05
  2.1142E+01 -1.2470E-20  8.4897E-03 -2.1831E-05
  2.1590E+01  1.3859E-20  8.5775E-03 -1.7110E-05
  2.2038E+01 -3.1403E-21  8.6650E-03 -1.3556E-05
  2.2486E+01 -1.1637E-20  8.7528E-03 -1.1159E-05
  2.2934E+01 -5.1661E-21  8.8406E-03 -9.8922E-06
  2.3382E+01  1.3433E-20  8.9283E-03 -9.7058E-06
  2.3830E+01  6.2239E-21  9.0164E-03 -1.0553E-05
  2.4279E+01 -6.8172E-21  9.1047E-03 -1.2351E-05
  2.4745E+01 -1.4932E-20  9.1969E-03 -1.5123E-05
  2.5215E+01 -2.0843E-21  9.2906E-03 -1.8726E-05
  2.5686E+01  6.9667E-21  9.3844E-03 -2.2996E-05
  2.6156E+01 -1.4084E-21  9.4789E-03 -2.7808E-05
  2.6627E+01  1.1766E-20  9.5742E-03 -3.3033E-05
  2.7097E+01  5.6519E-21  9.6703E-03 -3.8547E-05
