# CREATED BY GENE DIAGNOSTICS TOOL on Sun Jan 20 13:22:04 2019
# diag: zprofile, run(s): act, time window: 0-8.5(121 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.7/ITGa_NL/omt10/
# normalization: R_0
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
  1.6199E+00  0.0000E+00  3.0659E+02  3.0659E+02
  1.6690E+00  0.0000E+00  3.0633E+02  3.0633E+02
  1.7181E+00  0.0000E+00  3.0604E+02  3.0604E+02
  1.7671E+00  0.0000E+00  3.0582E+02  3.0582E+02
  1.8162E+00  0.0000E+00  3.0555E+02  3.0555E+02
  1.8653E+00  0.0000E+00  3.0536E+02  3.0536E+02
  1.9144E+00  0.0000E+00  3.0510E+02  3.0510E+02
  1.9635E+00  0.0000E+00  3.0489E+02  3.0489E+02
  2.0126E+00  0.0000E+00  3.0466E+02  3.0466E+02
  2.0617E+00  0.0000E+00  3.0446E+02  3.0446E+02
  2.1108E+00  0.0000E+00  3.0425E+02  3.0425E+02
  2.1598E+00  0.0000E+00  3.0408E+02  3.0408E+02
  2.2089E+00  0.0000E+00  3.0388E+02  3.0388E+02
  2.2580E+00  0.0000E+00  3.0371E+02  3.0371E+02
  2.3071E+00  0.0000E+00  3.0353E+02  3.0353E+02
  2.3562E+00  0.0000E+00  3.0338E+02  3.0338E+02
  2.4053E+00  0.0000E+00  3.0319E+02  3.0319E+02
  2.4544E+00  0.0000E+00  3.0304E+02  3.0304E+02
  2.5035E+00  0.0000E+00  3.0286E+02  3.0286E+02
  2.5525E+00  0.0000E+00  3.0269E+02  3.0269E+02
  2.6016E+00  0.0000E+00  3.0251E+02  3.0251E+02
  2.6507E+00  0.0000E+00  3.0238E+02  3.0238E+02
  2.6998E+00  0.0000E+00  3.0225E+02  3.0225E+02
  2.7489E+00  0.0000E+00  3.0218E+02  3.0218E+02
  2.7980E+00  0.0000E+00  3.0210E+02  3.0210E+02
  2.8471E+00  0.0000E+00  3.0205E+02  3.0205E+02
  2.8962E+00  0.0000E+00  3.0200E+02  3.0200E+02
  2.9452E+00  0.0000E+00  3.0198E+02  3.0198E+02
  2.9943E+00  0.0000E+00  3.0195E+02  3.0195E+02
  3.0434E+00  0.0000E+00  3.0194E+02  3.0194E+02
  3.0925E+00  0.0000E+00  3.0192E+02  3.0192E+02
