# CREATED BY GENE DIAGNOSTICS TOOL on Sun Jan 20 13:22:04 2019
# diag: zprofile, run(s): act, time window: 0-8.5(121 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.7/ITGa_NL/omt10/
# normalization: R_0
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  3.0194E+02  3.0194E+02
 -3.0925E+00  0.0000E+00  3.0195E+02  3.0195E+02
 -3.0434E+00  0.0000E+00  3.0200E+02  3.0200E+02
 -2.9943E+00  0.0000E+00  3.0204E+02  3.0204E+02
 -2.9452E+00  0.0000E+00  3.0213E+02  3.0213E+02
 -2.8962E+00  0.0000E+00  3.0221E+02  3.0221E+02
 -2.8471E+00  0.0000E+00  3.0232E+02  3.0232E+02
 -2.7980E+00  0.0000E+00  3.0242E+02  3.0242E+02
 -2.7489E+00  0.0000E+00  3.0254E+02  3.0254E+02
 -2.6998E+00  0.0000E+00  3.0265E+02  3.0265E+02
 -2.6507E+00  0.0000E+00  3.0277E+02  3.0277E+02
 -2.6016E+00  0.0000E+00  3.0289E+02  3.0289E+02
 -2.5525E+00  0.0000E+00  3.0306E+02  3.0306E+02
 -2.5035E+00  0.0000E+00  3.0320E+02  3.0320E+02
 -2.4544E+00  0.0000E+00  3.0338E+02  3.0338E+02
 -2.4053E+00  0.0000E+00  3.0355E+02  3.0355E+02
 -2.3562E+00  0.0000E+00  3.0374E+02  3.0374E+02
 -2.3071E+00  0.0000E+00  3.0390E+02  3.0390E+02
 -2.2580E+00  0.0000E+00  3.0408E+02  3.0408E+02
 -2.2089E+00  0.0000E+00  3.0423E+02  3.0423E+02
 -2.1598E+00  0.0000E+00  3.0438E+02  3.0438E+02
 -2.1108E+00  0.0000E+00  3.0454E+02  3.0454E+02
 -2.0617E+00  0.0000E+00  3.0475E+02  3.0475E+02
 -2.0126E+00  0.0000E+00  3.0494E+02  3.0494E+02
 -1.9635E+00  0.0000E+00  3.0514E+02  3.0514E+02
 -1.9144E+00  0.0000E+00  3.0533E+02  3.0533E+02
 -1.8653E+00  0.0000E+00  3.0558E+02  3.0558E+02
 -1.8162E+00  0.0000E+00  3.0577E+02  3.0577E+02
 -1.7671E+00  0.0000E+00  3.0604E+02  3.0604E+02
 -1.7181E+00  0.0000E+00  3.0621E+02  3.0621E+02
 -1.6690E+00  0.0000E+00  3.0643E+02  3.0643E+02
 -1.6199E+00  0.0000E+00  3.0658E+02  3.0658E+02
 -1.5708E+00  0.0000E+00  3.0674E+02  3.0674E+02
 -1.5217E+00  0.0000E+00  3.0693E+02  3.0693E+02
 -1.4726E+00  0.0000E+00  3.0706E+02  3.0706E+02
 -1.4235E+00  0.0000E+00  3.0722E+02  3.0722E+02
 -1.3744E+00  0.0000E+00  3.0732E+02  3.0732E+02
 -1.3254E+00  0.0000E+00  3.0744E+02  3.0744E+02
 -1.2763E+00  0.0000E+00  3.0751E+02  3.0751E+02
 -1.2272E+00  0.0000E+00  3.0760E+02  3.0760E+02
 -1.1781E+00  0.0000E+00  3.0765E+02  3.0765E+02
 -1.1290E+00  0.0000E+00  3.0775E+02  3.0775E+02
 -1.0799E+00  0.0000E+00  3.0777E+02  3.0777E+02
 -1.0308E+00  0.0000E+00  3.0787E+02  3.0787E+02
 -9.8175E-01  0.0000E+00  3.0785E+02  3.0785E+02
 -9.3266E-01  0.0000E+00  3.0796E+02  3.0796E+02
 -8.8357E-01  0.0000E+00  3.0793E+02  3.0793E+02
 -8.3449E-01  0.0000E+00  3.0808E+02  3.0808E+02
 -7.8540E-01  0.0000E+00  3.0811E+02  3.0811E+02
 -7.3631E-01  0.0000E+00  3.0826E+02  3.0826E+02
 -6.8722E-01  0.0000E+00  3.0834E+02  3.0834E+02
 -6.3814E-01  0.0000E+00  3.0855E+02  3.0855E+02
 -5.8905E-01  0.0000E+00  3.0858E+02  3.0858E+02
 -5.3996E-01  0.0000E+00  3.0873E+02  3.0873E+02
 -4.9087E-01  0.0000E+00  3.0875E+02  3.0875E+02
 -4.4179E-01  0.0000E+00  3.0887E+02  3.0887E+02
 -3.9270E-01  0.0000E+00  3.0888E+02  3.0888E+02
 -3.4361E-01  0.0000E+00  3.0902E+02  3.0902E+02
 -2.9452E-01  0.0000E+00  3.0902E+02  3.0902E+02
 -2.4544E-01  0.0000E+00  3.0910E+02  3.0910E+02
 -1.9635E-01  0.0000E+00  3.0916E+02  3.0916E+02
 -1.4726E-01  0.0000E+00  3.0927E+02  3.0927E+02
 -9.8175E-02  0.0000E+00  3.0919E+02  3.0919E+02
 -4.9087E-02  0.0000E+00  3.0931E+02  3.0931E+02
  0.0000E+00  0.0000E+00  3.0926E+02  3.0926E+02
  4.9087E-02  0.0000E+00  3.0939E+02  3.0939E+02
  9.8175E-02  0.0000E+00  3.0931E+02  3.0931E+02
  1.4726E-01  0.0000E+00  3.0952E+02  3.0952E+02
  1.9635E-01  0.0000E+00  3.0945E+02  3.0945E+02
  2.4544E-01  0.0000E+00  3.0950E+02  3.0950E+02
  2.9452E-01  0.0000E+00  3.0943E+02  3.0943E+02
  3.4361E-01  0.0000E+00  3.0949E+02  3.0949E+02
  3.9270E-01  0.0000E+00  3.0948E+02  3.0948E+02
  4.4179E-01  0.0000E+00  3.0955E+02  3.0955E+02
  4.9087E-01  0.0000E+00  3.0951E+02  3.0951E+02
  5.3996E-01  0.0000E+00  3.0950E+02  3.0950E+02
  5.8905E-01  0.0000E+00  3.0941E+02  3.0941E+02
  6.3814E-01  0.0000E+00  3.0941E+02  3.0941E+02
  6.8722E-01  0.0000E+00  3.0934E+02  3.0934E+02
  7.3631E-01  0.0000E+00  3.0932E+02  3.0932E+02
  7.8540E-01  0.0000E+00  3.0922E+02  3.0922E+02
  8.3449E-01  0.0000E+00  3.0917E+02  3.0917E+02
  8.8357E-01  0.0000E+00  3.0902E+02  3.0902E+02
  9.3266E-01  0.0000E+00  3.0892E+02  3.0892E+02
  9.8175E-01  0.0000E+00  3.0876E+02  3.0876E+02
  1.0308E+00  0.0000E+00  3.0862E+02  3.0862E+02
  1.0799E+00  0.0000E+00  3.0846E+02  3.0846E+02
  1.1290E+00  0.0000E+00  3.0836E+02  3.0836E+02
  1.1781E+00  0.0000E+00  3.0818E+02  3.0818E+02
  1.2272E+00  0.0000E+00  3.0807E+02  3.0807E+02
  1.2763E+00  0.0000E+00  3.0789E+02  3.0789E+02
  1.3254E+00  0.0000E+00  3.0778E+02  3.0778E+02
  1.3744E+00  0.0000E+00  3.0759E+02  3.0759E+02
  1.4235E+00  0.0000E+00  3.0746E+02  3.0746E+02
  1.4726E+00  0.0000E+00  3.0725E+02  3.0725E+02
  1.5217E+00  0.0000E+00  3.0710E+02  3.0710E+02
  1.5708E+00  0.0000E+00  3.0686E+02  3.0686E+02
