# CREATED BY GENE DIAGNOSTICS TOOL on Thu Jan  3 15:03:16 2019
# diag: zprofile, run(s): act, time window: 0-2000(113 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xhms036/ITGa_NL/omt2/
# normalization: L_T,ions
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  2.9321E+00  2.9321E+00
 -3.0925E+00  0.0000E+00  2.8874E+00  2.8874E+00
 -3.0434E+00  0.0000E+00  2.8993E+00  2.8993E+00
 -2.9943E+00  0.0000E+00  2.8769E+00  2.8769E+00
 -2.9452E+00  0.0000E+00  2.8684E+00  2.8684E+00
 -2.8962E+00  0.0000E+00  2.8572E+00  2.8572E+00
 -2.8471E+00  0.0000E+00  2.8518E+00  2.8518E+00
 -2.7980E+00  0.0000E+00  2.8436E+00  2.8436E+00
 -2.7489E+00  0.0000E+00  2.8458E+00  2.8458E+00
 -2.6998E+00  0.0000E+00  2.8445E+00  2.8445E+00
 -2.6507E+00  0.0000E+00  2.8502E+00  2.8502E+00
 -2.6016E+00  0.0000E+00  2.8528E+00  2.8528E+00
 -2.5525E+00  0.0000E+00  2.8535E+00  2.8535E+00
 -2.5035E+00  0.0000E+00  2.8575E+00  2.8575E+00
 -2.4544E+00  0.0000E+00  2.8579E+00  2.8579E+00
 -2.4053E+00  0.0000E+00  2.8551E+00  2.8551E+00
 -2.3562E+00  0.0000E+00  2.8541E+00  2.8541E+00
 -2.3071E+00  0.0000E+00  2.8504E+00  2.8504E+00
 -2.2580E+00  0.0000E+00  2.8538E+00  2.8538E+00
 -2.2089E+00  0.0000E+00  2.8616E+00  2.8616E+00
 -2.1598E+00  0.0000E+00  2.8763E+00  2.8763E+00
 -2.1108E+00  0.0000E+00  2.8952E+00  2.8952E+00
 -2.0617E+00  0.0000E+00  2.9215E+00  2.9215E+00
 -2.0126E+00  0.0000E+00  2.9453E+00  2.9453E+00
 -1.9635E+00  0.0000E+00  2.9699E+00  2.9699E+00
 -1.9144E+00  0.0000E+00  2.9885E+00  2.9885E+00
 -1.8653E+00  0.0000E+00  2.9929E+00  2.9929E+00
 -1.8162E+00  0.0000E+00  2.9911E+00  2.9911E+00
 -1.7671E+00  0.0000E+00  2.9920E+00  2.9920E+00
 -1.7181E+00  0.0000E+00  2.9795E+00  2.9795E+00
 -1.6690E+00  0.0000E+00  2.9695E+00  2.9695E+00
 -1.6199E+00  0.0000E+00  2.9689E+00  2.9689E+00
 -1.5708E+00  0.0000E+00  2.9658E+00  2.9658E+00
 -1.5217E+00  0.0000E+00  2.9764E+00  2.9764E+00
 -1.4726E+00  0.0000E+00  2.9894E+00  2.9894E+00
 -1.4235E+00  0.0000E+00  2.9996E+00  2.9996E+00
 -1.3744E+00  0.0000E+00  3.0149E+00  3.0149E+00
 -1.3254E+00  0.0000E+00  3.0205E+00  3.0205E+00
 -1.2763E+00  0.0000E+00  3.0308E+00  3.0308E+00
 -1.2272E+00  0.0000E+00  3.0354E+00  3.0354E+00
 -1.1781E+00  0.0000E+00  3.0391E+00  3.0391E+00
 -1.1290E+00  0.0000E+00  3.0409E+00  3.0409E+00
 -1.0799E+00  0.0000E+00  3.0373E+00  3.0373E+00
 -1.0308E+00  0.0000E+00  3.0313E+00  3.0313E+00
 -9.8175E-01  0.0000E+00  3.0158E+00  3.0158E+00
 -9.3266E-01  0.0000E+00  3.0031E+00  3.0031E+00
 -8.8357E-01  0.0000E+00  2.9838E+00  2.9838E+00
 -8.3449E-01  0.0000E+00  2.9684E+00  2.9684E+00
 -7.8540E-01  0.0000E+00  2.9511E+00  2.9511E+00
 -7.3631E-01  0.0000E+00  2.9409E+00  2.9409E+00
 -6.8722E-01  0.0000E+00  2.9452E+00  2.9452E+00
 -6.3814E-01  0.0000E+00  2.9572E+00  2.9572E+00
 -5.8905E-01  0.0000E+00  2.9807E+00  2.9807E+00
 -5.3996E-01  0.0000E+00  3.0145E+00  3.0145E+00
 -4.9087E-01  0.0000E+00  3.0420E+00  3.0420E+00
 -4.4179E-01  0.0000E+00  3.0758E+00  3.0758E+00
 -3.9270E-01  0.0000E+00  3.1186E+00  3.1186E+00
 -3.4361E-01  0.0000E+00  3.1557E+00  3.1557E+00
 -2.9452E-01  0.0000E+00  3.2054E+00  3.2054E+00
 -2.4544E-01  0.0000E+00  3.2452E+00  3.2452E+00
 -1.9635E-01  0.0000E+00  3.2902E+00  3.2902E+00
 -1.4726E-01  0.0000E+00  3.3300E+00  3.3300E+00
 -9.8175E-02  0.0000E+00  3.3674E+00  3.3674E+00
 -4.9087E-02  0.0000E+00  3.3840E+00  3.3840E+00
  0.0000E+00  0.0000E+00  3.4024E+00  3.4024E+00
  4.9087E-02  0.0000E+00  3.3836E+00  3.3836E+00
  9.8175E-02  0.0000E+00  3.3641E+00  3.3641E+00
  1.4726E-01  0.0000E+00  3.3241E+00  3.3241E+00
  1.9635E-01  0.0000E+00  3.2827E+00  3.2827E+00
  2.4544E-01  0.0000E+00  3.2358E+00  3.2358E+00
  2.9452E-01  0.0000E+00  3.1937E+00  3.1937E+00
  3.4361E-01  0.0000E+00  3.1428E+00  3.1428E+00
  3.9270E-01  0.0000E+00  3.1035E+00  3.1035E+00
  4.4179E-01  0.0000E+00  3.0598E+00  3.0598E+00
  4.9087E-01  0.0000E+00  3.0257E+00  3.0257E+00
  5.3996E-01  0.0000E+00  2.9992E+00  2.9992E+00
  5.8905E-01  0.0000E+00  2.9668E+00  2.9668E+00
  6.3814E-01  0.0000E+00  2.9439E+00  2.9439E+00
  6.8722E-01  0.0000E+00  2.9326E+00  2.9326E+00
  7.3631E-01  0.0000E+00  2.9291E+00  2.9291E+00
  7.8540E-01  0.0000E+00  2.9387E+00  2.9387E+00
  8.3449E-01  0.0000E+00  2.9560E+00  2.9560E+00
  8.8357E-01  0.0000E+00  2.9716E+00  2.9716E+00
  9.3266E-01  0.0000E+00  2.9913E+00  2.9913E+00
  9.8175E-01  0.0000E+00  3.0043E+00  3.0043E+00
  1.0308E+00  0.0000E+00  3.0201E+00  3.0201E+00
  1.0799E+00  0.0000E+00  3.0271E+00  3.0271E+00
  1.1290E+00  0.0000E+00  3.0319E+00  3.0319E+00
  1.1781E+00  0.0000E+00  3.0317E+00  3.0317E+00
  1.2272E+00  0.0000E+00  3.0301E+00  3.0301E+00
  1.2763E+00  0.0000E+00  3.0259E+00  3.0259E+00
  1.3254E+00  0.0000E+00  3.0160E+00  3.0160E+00
  1.3744E+00  0.0000E+00  3.0075E+00  3.0075E+00
  1.4235E+00  0.0000E+00  2.9889E+00  2.9889E+00
  1.4726E+00  0.0000E+00  2.9746E+00  2.9746E+00
  1.5217E+00  0.0000E+00  2.9590E+00  2.9590E+00
  1.5708E+00  0.0000E+00  2.9462E+00  2.9462E+00
  1.6199E+00  0.0000E+00  2.9508E+00  2.9508E+00
  1.6690E+00  0.0000E+00  2.9523E+00  2.9523E+00
  1.7181E+00  0.0000E+00  2.9651E+00  2.9651E+00
  1.7671E+00  0.0000E+00  2.9813E+00  2.9813E+00
  1.8162E+00  0.0000E+00  2.9832E+00  2.9832E+00
  1.8653E+00  0.0000E+00  2.9856E+00  2.9856E+00
  1.9144E+00  0.0000E+00  2.9789E+00  2.9789E+00
  1.9635E+00  0.0000E+00  2.9576E+00  2.9576E+00
  2.0126E+00  0.0000E+00  2.9318E+00  2.9318E+00
  2.0617E+00  0.0000E+00  2.9074E+00  2.9074E+00
  2.1108E+00  0.0000E+00  2.8814E+00  2.8814E+00
  2.1598E+00  0.0000E+00  2.8631E+00  2.8631E+00
  2.2089E+00  0.0000E+00  2.8487E+00  2.8487E+00
  2.2580E+00  0.0000E+00  2.8415E+00  2.8415E+00
  2.3071E+00  0.0000E+00  2.8384E+00  2.8384E+00
  2.3562E+00  0.0000E+00  2.8422E+00  2.8422E+00
  2.4053E+00  0.0000E+00  2.8440E+00  2.8440E+00
  2.4544E+00  0.0000E+00  2.8465E+00  2.8465E+00
  2.5035E+00  0.0000E+00  2.8489E+00  2.8489E+00
  2.5525E+00  0.0000E+00  2.8446E+00  2.8446E+00
  2.6016E+00  0.0000E+00  2.8481E+00  2.8481E+00
  2.6507E+00  0.0000E+00  2.8431E+00  2.8431E+00
  2.6998E+00  0.0000E+00  2.8431E+00  2.8431E+00
  2.7489E+00  0.0000E+00  2.8403E+00  2.8403E+00
  2.7980E+00  0.0000E+00  2.8458E+00  2.8458E+00
  2.8471E+00  0.0000E+00  2.8470E+00  2.8470E+00
  2.8962E+00  0.0000E+00  2.8625E+00  2.8625E+00
  2.9452E+00  0.0000E+00  2.8619E+00  2.8619E+00
  2.9943E+00  0.0000E+00  2.8883E+00  2.8883E+00
  3.0434E+00  0.0000E+00  2.8814E+00  2.8814E+00
  3.0925E+00  0.0000E+00  2.9167E+00  2.9167E+00
