# CREATED BY GENE DIAGNOSTICS TOOL on Sun Jan 20 13:08:07 2019
# diag: nrgsummary, run(s): act, time window: 0-7.74(1 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.2/ITGa_NL/omt6/
# normalization: R_0
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.4642E-02  5.9779E-19  6.6325E-01 -2.3578E-04
  6.8015E-02 -1.0572E-19  1.2770E+00 -1.9349E-03
  1.0048E-01  5.5250E-19  1.8264E+00 -6.1776E-03
  1.3149E-01 -5.0256E-18  2.2861E+00 -1.2269E-02
  1.6249E-01 -5.0094E-18  2.6739E+00 -2.0035E-02
  1.9221E-01  8.6614E-18  2.9835E+00 -2.8654E-02
  2.2160E-01 -3.1627E-18  3.2424E+00 -3.7592E-02
  2.5099E-01 -2.7962E-18  3.4666E+00 -4.6397E-02
  2.8038E-01 -1.9626E-17  3.6648E+00 -5.5627E-02
  3.0977E-01 -5.0840E-18  3.8427E+00 -6.5946E-02
  3.3916E-01  1.5140E-17  4.0046E+00 -7.7456E-02
  3.6855E-01 -9.6142E-18  4.1547E+00 -8.8571E-02
  3.9794E-01 -1.0585E-17  4.2978E+00 -9.9006E-02
  4.2733E-01  9.0646E-18  4.4381E+00 -1.0908E-01
  4.5672E-01 -2.7306E-18  4.5784E+00 -1.1959E-01
  4.8611E-01 -9.1584E-18  4.7197E+00 -1.3018E-01
  5.1550E-01  9.7430E-18  4.8634E+00 -1.4079E-01
  5.4489E-01 -1.9717E-17  5.0123E+00 -1.5133E-01
  5.7428E-01 -7.3096E-18  5.1690E+00 -1.6150E-01
  6.0367E-01  9.2899E-18  5.3336E+00 -1.7054E-01
  6.3306E-01  2.6539E-17  5.5064E+00 -1.7826E-01
  6.6246E-01  2.6014E-17  5.6878E+00 -1.8568E-01
  6.9185E-01 -4.8107E-18  5.8782E+00 -1.9330E-01
  7.2124E-01 -1.4187E-17  6.0781E+00 -2.0109E-01
  7.5063E-01 -8.4034E-18  6.2878E+00 -2.0893E-01
  7.8002E-01  7.4130E-18  6.5086E+00 -2.1637E-01
  8.0941E-01 -1.5826E-17  6.7416E+00 -2.2328E-01
  8.3880E-01  6.3912E-18  6.9877E+00 -2.2998E-01
  8.6819E-01 -6.3944E-18  7.2480E+00 -2.3653E-01
  8.9758E-01 -1.1265E-17  7.5230E+00 -2.4269E-01
  9.2697E-01 -8.7869E-18  7.8128E+00 -2.4805E-01
  9.5636E-01  1.2335E-18  8.1173E+00 -2.5202E-01
  9.8530E-01  2.0462E-18  8.4315E+00 -2.5445E-01
  1.0132E+00  4.7554E-18  8.7482E+00 -2.5554E-01
  1.0410E+00 -3.0730E-17  9.0787E+00 -2.5533E-01
  1.0689E+00  4.7384E-18  9.4237E+00 -2.5382E-01
  1.0954E+00  1.6146E-17  9.7645E+00 -2.5114E-01
  1.1219E+00  2.4613E-17  1.0118E+01 -2.4688E-01
  1.1484E+00 -3.2147E-18  1.0484E+01 -2.4054E-01
  1.1748E+00 -1.7835E-18  1.0863E+01 -2.3184E-01
  1.2013E+00 -1.5833E-17  1.1252E+01 -2.2072E-01
  1.2278E+00  2.7410E-17  1.1653E+01 -2.0704E-01
  1.2543E+00 -1.1759E-17  1.2064E+01 -1.9061E-01
  1.2807E+00 -6.2909E-18  1.2484E+01 -1.7123E-01
  1.3072E+00  1.0248E-17  1.2916E+01 -1.4898E-01
  1.3337E+00  1.1630E-17  1.3356E+01 -1.2407E-01
  1.3602E+00 -1.2061E-18  1.3807E+01 -9.6754E-02
