# CREATED BY GENE DIAGNOSTICS TOOL on Thu Jan 24 15:58:19 2019
# diag: zprofile, run(s): act, time window: 0-30(216 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.2/ITGa_NL/omt6/
# normalization: R_0
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  1.2090E+02  1.2090E+02
 -3.0925E+00  0.0000E+00  1.2088E+02  1.2088E+02
 -3.0434E+00  0.0000E+00  1.2086E+02  1.2086E+02
 -2.9943E+00  0.0000E+00  1.2085E+02  1.2085E+02
 -2.9452E+00  0.0000E+00  1.2085E+02  1.2085E+02
 -2.8962E+00  0.0000E+00  1.2085E+02  1.2085E+02
 -2.8471E+00  0.0000E+00  1.2086E+02  1.2086E+02
 -2.7980E+00  0.0000E+00  1.2088E+02  1.2088E+02
 -2.7489E+00  0.0000E+00  1.2091E+02  1.2091E+02
 -2.6998E+00  0.0000E+00  1.2094E+02  1.2094E+02
 -2.6507E+00  0.0000E+00  1.2098E+02  1.2098E+02
 -2.6016E+00  0.0000E+00  1.2102E+02  1.2102E+02
 -2.5525E+00  0.0000E+00  1.2107E+02  1.2107E+02
 -2.5035E+00  0.0000E+00  1.2113E+02  1.2113E+02
 -2.4544E+00  0.0000E+00  1.2121E+02  1.2121E+02
 -2.4053E+00  0.0000E+00  1.2129E+02  1.2129E+02
 -2.3562E+00  0.0000E+00  1.2137E+02  1.2137E+02
 -2.3071E+00  0.0000E+00  1.2147E+02  1.2147E+02
 -2.2580E+00  0.0000E+00  1.2157E+02  1.2157E+02
 -2.2089E+00  0.0000E+00  1.2168E+02  1.2168E+02
 -2.1598E+00  0.0000E+00  1.2180E+02  1.2180E+02
 -2.1108E+00  0.0000E+00  1.2192E+02  1.2192E+02
 -2.0617E+00  0.0000E+00  1.2205E+02  1.2205E+02
 -2.0126E+00  0.0000E+00  1.2218E+02  1.2218E+02
 -1.9635E+00  0.0000E+00  1.2232E+02  1.2232E+02
 -1.9144E+00  0.0000E+00  1.2247E+02  1.2247E+02
 -1.8653E+00  0.0000E+00  1.2263E+02  1.2263E+02
 -1.8162E+00  0.0000E+00  1.2278E+02  1.2278E+02
 -1.7671E+00  0.0000E+00  1.2293E+02  1.2293E+02
