# CREATED BY GENE DIAGNOSTICS TOOL on Thu Jan 24 15:58:19 2019
# diag: zprofile, run(s): act, time window: 0-30(216 steps), species: ions
# original data path: /ptmp/cmor/S-a/q0-1.2/ITGa_NL/omt6/
# normalization: R_0
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -1.7181E+00  0.0000E+00  1.2309E+02  1.2309E+02
 -1.6690E+00  0.0000E+00  1.2324E+02  1.2324E+02
 -1.6199E+00  0.0000E+00  1.2340E+02  1.2340E+02
 -1.5708E+00  0.0000E+00  1.2355E+02  1.2355E+02
 -1.5217E+00  0.0000E+00  1.2370E+02  1.2370E+02
 -1.4726E+00  0.0000E+00  1.2385E+02  1.2385E+02
 -1.4235E+00  0.0000E+00  1.2401E+02  1.2401E+02
 -1.3744E+00  0.0000E+00  1.2416E+02  1.2416E+02
 -1.3254E+00  0.0000E+00  1.2431E+02  1.2431E+02
 -1.2763E+00  0.0000E+00  1.2446E+02  1.2446E+02
 -1.2272E+00  0.0000E+00  1.2461E+02  1.2461E+02
 -1.1781E+00  0.0000E+00  1.2476E+02  1.2476E+02
 -1.1290E+00  0.0000E+00  1.2491E+02  1.2491E+02
 -1.0799E+00  0.0000E+00  1.2506E+02  1.2506E+02
 -1.0308E+00  0.0000E+00  1.2520E+02  1.2520E+02
 -9.8175E-01  0.0000E+00  1.2534E+02  1.2534E+02
 -9.3266E-01  0.0000E+00  1.2548E+02  1.2548E+02
 -8.8357E-01  0.0000E+00  1.2561E+02  1.2561E+02
 -8.3449E-01  0.0000E+00  1.2574E+02  1.2574E+02
 -7.8540E-01  0.0000E+00  1.2586E+02  1.2586E+02
 -7.3631E-01  0.0000E+00  1.2599E+02  1.2599E+02
 -6.8722E-01  0.0000E+00  1.2611E+02  1.2611E+02
 -6.3814E-01  0.0000E+00  1.2622E+02  1.2622E+02
 -5.8905E-01  0.0000E+00  1.2633E+02  1.2633E+02
 -5.3996E-01  0.0000E+00  1.2642E+02  1.2642E+02
 -4.9087E-01  0.0000E+00  1.2652E+02  1.2652E+02
 -4.4179E-01  0.0000E+00  1.2661E+02  1.2661E+02
 -3.9270E-01  0.0000E+00  1.2670E+02  1.2670E+02
 -3.4361E-01  0.0000E+00  1.2677E+02  1.2677E+02
 -2.9452E-01  0.0000E+00  1.2684E+02  1.2684E+02
 -2.4544E-01  0.0000E+00  1.2690E+02  1.2690E+02
 -1.9635E-01  0.0000E+00  1.2695E+02  1.2695E+02
 -1.4726E-01  0.0000E+00  1.2700E+02  1.2700E+02
 -9.8175E-02  0.0000E+00  1.2705E+02  1.2705E+02
 -4.9087E-02  0.0000E+00  1.2709E+02  1.2709E+02
  0.0000E+00  0.0000E+00  1.2712E+02  1.2712E+02
  4.9087E-02  0.0000E+00  1.2715E+02  1.2715E+02
  9.8175E-02  0.0000E+00  1.2717E+02  1.2717E+02
  1.4726E-01  0.0000E+00  1.2719E+02  1.2719E+02
  1.9635E-01  0.0000E+00  1.2721E+02  1.2721E+02
  2.4544E-01  0.0000E+00  1.2721E+02  1.2721E+02
  2.9452E-01  0.0000E+00  1.2721E+02  1.2721E+02
  3.4361E-01  0.0000E+00  1.2719E+02  1.2719E+02
  3.9270E-01  0.0000E+00  1.2717E+02  1.2717E+02
  4.4179E-01  0.0000E+00  1.2713E+02  1.2713E+02
  4.9087E-01  0.0000E+00  1.2709E+02  1.2709E+02
  5.3996E-01  0.0000E+00  1.2703E+02  1.2703E+02
  5.8905E-01  0.0000E+00  1.2697E+02  1.2697E+02
  6.3814E-01  0.0000E+00  1.2690E+02  1.2690E+02
  6.8722E-01  0.0000E+00  1.2683E+02  1.2683E+02
  7.3631E-01  0.0000E+00  1.2675E+02  1.2675E+02
  7.8540E-01  0.0000E+00  1.2667E+02  1.2667E+02
  8.3449E-01  0.0000E+00  1.2657E+02  1.2657E+02
  8.8357E-01  0.0000E+00  1.2646E+02  1.2646E+02
  9.3266E-01  0.0000E+00  1.2635E+02  1.2635E+02
  9.8175E-01  0.0000E+00  1.2623E+02  1.2623E+02
  1.0308E+00  0.0000E+00  1.2611E+02  1.2611E+02
  1.0799E+00  0.0000E+00  1.2597E+02  1.2597E+02
  1.1290E+00  0.0000E+00  1.2584E+02  1.2584E+02
  1.1781E+00  0.0000E+00  1.2571E+02  1.2571E+02
  1.2272E+00  0.0000E+00  1.2558E+02  1.2558E+02
  1.2763E+00  0.0000E+00  1.2544E+02  1.2544E+02
  1.3254E+00  0.0000E+00  1.2530E+02  1.2530E+02
  1.3744E+00  0.0000E+00  1.2515E+02  1.2515E+02
  1.4235E+00  0.0000E+00  1.2500E+02  1.2500E+02
  1.4726E+00  0.0000E+00  1.2484E+02  1.2484E+02
  1.5217E+00  0.0000E+00  1.2468E+02  1.2468E+02
  1.5708E+00  0.0000E+00  1.2452E+02  1.2452E+02
  1.6199E+00  0.0000E+00  1.2436E+02  1.2436E+02
  1.6690E+00  0.0000E+00  1.2420E+02  1.2420E+02
  1.7181E+00  0.0000E+00  1.2404E+02  1.2404E+02
  1.7671E+00  0.0000E+00  1.2387E+02  1.2387E+02
  1.8162E+00  0.0000E+00  1.2371E+02  1.2371E+02
  1.8653E+00  0.0000E+00  1.2355E+02  1.2355E+02
  1.9144E+00  0.0000E+00  1.2339E+02  1.2339E+02
  1.9635E+00  0.0000E+00  1.2324E+02  1.2324E+02
  2.0126E+00  0.0000E+00  1.2310E+02  1.2310E+02
  2.0617E+00  0.0000E+00  1.2295E+02  1.2295E+02
  2.1108E+00  0.0000E+00  1.2280E+02  1.2280E+02
  2.1598E+00  0.0000E+00  1.2266E+02  1.2266E+02
  2.2089E+00  0.0000E+00  1.2252E+02  1.2252E+02
  2.2580E+00  0.0000E+00  1.2238E+02  1.2238E+02
  2.3071E+00  0.0000E+00  1.2224E+02  1.2224E+02
  2.3562E+00  0.0000E+00  1.2211E+02  1.2211E+02
  2.4053E+00  0.0000E+00  1.2198E+02  1.2198E+02
  2.4544E+00  0.0000E+00  1.2186E+02  1.2186E+02
  2.5035E+00  0.0000E+00  1.2174E+02  1.2174E+02
  2.5525E+00  0.0000E+00  1.2163E+02  1.2163E+02
  2.6016E+00  0.0000E+00  1.2154E+02  1.2154E+02
  2.6507E+00  0.0000E+00  1.2144E+02  1.2144E+02
  2.6998E+00  0.0000E+00  1.2135E+02  1.2135E+02
  2.7489E+00  0.0000E+00  1.2127E+02  1.2127E+02
  2.7980E+00  0.0000E+00  1.2119E+02  1.2119E+02
  2.8471E+00  0.0000E+00  1.2112E+02  1.2112E+02
  2.8962E+00  0.0000E+00  1.2107E+02  1.2107E+02
  2.9452E+00  0.0000E+00  1.2102E+02  1.2102E+02
  2.9943E+00  0.0000E+00  1.2098E+02  1.2098E+02
  3.0434E+00  0.0000E+00  1.2095E+02  1.2095E+02
  3.0925E+00  0.0000E+00  1.2092E+02  1.2092E+02
