# CREATED BY GENE DIAGNOSTICS TOOL on Tue Feb 26 18:50:48 2019
# diag: spectra, run(s): act, time window: 0-751.29524(378 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xhms05/ITGa_NL/omt2_P/
# normalization: L_ref=1.65m
#
# kxind = 0, z avg.
# sqrt(sum(<|phi/phi0|^2>)) = 0%
#  ky         phi       
  0.0000E+00  0.0000E+00
  5.0000E-02  4.5543E-03
  1.0000E-01  5.7070E-03
  1.5000E-01  4.0223E-03
  2.0000E-01  4.3208E-03
  2.5000E-01  4.1375E-03
  3.0000E-01  4.8413E-03
  3.5000E-01  4.7029E-03
  4.0000E-01  5.6572E-03
  4.5000E-01  5.0972E-03
  5.0000E-01  5.4219E-03
  5.5000E-01  6.8304E-03
  6.0000E-01  5.5773E-03
  6.5000E-01  5.0717E-03
  7.0000E-01  3.8309E-03
  7.5000E-01  3.0678E-03
  8.0000E-01  2.5538E-03
  8.5000E-01  1.9835E-03
  9.0000E-01  1.2776E-03
  9.5000E-01  1.0691E-03
  1.0000E+00  7.0086E-04
  1.0500E+00  5.3100E-04
  1.1000E+00  3.9931E-04
  1.1500E+00  3.1940E-04
  1.2000E+00  2.8168E-04
  1.2500E+00  2.3439E-04
  1.3000E+00  1.9401E-04
  1.3500E+00  1.8411E-04
  1.4000E+00  1.5427E-04
  1.4500E+00  1.3506E-04
  1.5000E+00  1.2494E-04
  1.5500E+00  1.0047E-04
  1.6000E+00  8.8289E-05
  1.6500E+00  8.2865E-05
  1.7000E+00  7.2303E-05
  1.7500E+00  6.3633E-05
  1.8000E+00  5.3556E-05
  1.8500E+00  5.0019E-05
  1.9000E+00  4.7464E-05
  1.9500E+00  4.1757E-05
  2.0000E+00  3.6985E-05
  2.0500E+00  3.4707E-05
  2.1000E+00  2.8601E-05
  2.1500E+00  2.6541E-05
  2.2000E+00  2.3895E-05
  2.2500E+00  2.1799E-05
  2.3000E+00  1.8989E-05
  2.3500E+00  1.7091E-05
  2.4000E+00  1.6106E-05
  2.4500E+00  1.4738E-05
  2.5000E+00  1.3453E-05
  2.5500E+00  1.2041E-05
  2.6000E+00  1.0898E-05
  2.6500E+00  1.0033E-05
  2.7000E+00  9.6579E-06
  2.7500E+00  8.7478E-06
  2.8000E+00  8.0860E-06
  2.8500E+00  7.2620E-06
  2.9000E+00  6.7140E-06
  2.9500E+00  5.9584E-06
  3.0000E+00  5.5924E-06
  3.0500E+00  5.5162E-06
  3.1000E+00  5.0122E-06
  3.1500E+00  4.9763E-06


# kxind = 1, z avg.
# sqrt(sum(<|phi/phi0|^2>)) = 0%
#  ky         phi       
  0.0000E+00  6.3236E-01
  5.0000E-02  8.2691E-03
  1.0000E-01  7.4747E-03
  1.5000E-01  6.5905E-03
  2.0000E-01  6.5545E-03
  2.5000E-01  6.0654E-03
  3.0000E-01  5.0890E-03
  3.5000E-01  5.2180E-03
  4.0000E-01  5.1239E-03
  4.5000E-01  4.6617E-03
  5.0000E-01  5.4445E-03
  5.5000E-01  5.4561E-03
  6.0000E-01  5.4713E-03
  6.5000E-01  5.2416E-03
  7.0000E-01  4.5848E-03
  7.5000E-01  2.8147E-03
  8.0000E-01  2.3712E-03
  8.5000E-01  1.7660E-03
  9.0000E-01  1.2521E-03
  9.5000E-01  8.6594E-04
  1.0000E+00  6.4358E-04
  1.0500E+00  4.7081E-04
  1.1000E+00  3.7143E-04
  1.1500E+00  2.9633E-04
  1.2000E+00  2.6371E-04
  1.2500E+00  2.1048E-04
  1.3000E+00  1.9514E-04
  1.3500E+00  1.6038E-04
  1.4000E+00  1.6803E-04
  1.4500E+00  1.2706E-04
  1.5000E+00  1.1739E-04
  1.5500E+00  1.0051E-04
  1.6000E+00  9.8888E-05
  1.6500E+00  7.9979E-05
  1.7000E+00  7.6897E-05
  1.7500E+00  6.8361E-05
  1.8000E+00  5.4223E-05
  1.8500E+00  5.1344E-05
  1.9000E+00  4.6273E-05
  1.9500E+00  4.1856E-05
  2.0000E+00  3.5747E-05
  2.0500E+00  3.2402E-05
  2.1000E+00  3.0577E-05
  2.1500E+00  2.7286E-05
  2.2000E+00  2.3830E-05
  2.2500E+00  2.2141E-05
  2.3000E+00  2.0147E-05
  2.3500E+00  1.7901E-05
  2.4000E+00  1.6844E-05
  2.4500E+00  1.5148E-05
  2.5000E+00  1.3058E-05
  2.5500E+00  1.1509E-05
  2.6000E+00  1.0624E-05
  2.6500E+00  1.0127E-05
  2.7000E+00  9.1142E-06
  2.7500E+00  8.3719E-06
  2.8000E+00  7.8135E-06
  2.8500E+00  6.9346E-06
  2.9000E+00  6.5224E-06
  2.9500E+00  5.8231E-06
  3.0000E+00  5.6843E-06
  3.0500E+00  5.5218E-06
  3.1000E+00  5.1061E-06
  3.1500E+00  4.8685E-06


# kxind = 2, z avg.
# sqrt(sum(<|phi/phi0|^2>)) = 0%
#  ky         phi       
  0.0000E+00  7.9517E-01
  5.0000E-02  5.6099E-03
  1.0000E-01  5.2132E-03
  1.5000E-01  5.3647E-03
  2.0000E-01  5.3354E-03
  2.5000E-01  5.0616E-03
  3.0000E-01  4.7020E-03
  3.5000E-01  4.5927E-03
  4.0000E-01  4.8089E-03
  4.5000E-01  4.4624E-03
  5.0000E-01  4.1479E-03
  5.5000E-01  4.7396E-03
  6.0000E-01  3.7187E-03
  6.5000E-01  4.3474E-03
  7.0000E-01  2.7517E-03
  7.5000E-01  2.4033E-03
  8.0000E-01  1.8092E-03
  8.5000E-01  1.3191E-03
  9.0000E-01  1.0066E-03
  9.5000E-01  8.8439E-04
  1.0000E+00  6.2880E-04
  1.0500E+00  5.0126E-04
  1.1000E+00  3.7503E-04
  1.1500E+00  3.1490E-04
  1.2000E+00  2.9122E-04
  1.2500E+00  2.3624E-04
  1.3000E+00  1.9953E-04
  1.3500E+00  1.7340E-04
  1.4000E+00  1.5942E-04
  1.4500E+00  1.3731E-04
  1.5000E+00  1.1956E-04
  1.5500E+00  1.0339E-04
  1.6000E+00  8.9498E-05
  1.6500E+00  7.8463E-05
  1.7000E+00  7.0808E-05
  1.7500E+00  6.4111E-05
  1.8000E+00  5.7965E-05
  1.8500E+00  5.3740E-05
  1.9000E+00  4.7120E-05
  1.9500E+00  4.2334E-05
  2.0000E+00  3.9595E-05
  2.0500E+00  3.0206E-05
  2.1000E+00  3.0908E-05
  2.1500E+00  2.6030E-05
  2.2000E+00  2.4283E-05
  2.2500E+00  2.0584E-05
  2.3000E+00  2.0115E-05
  2.3500E+00  1.6927E-05
