# CREATED BY GENE DIAGNOSTICS TOOL on Wed Mar  6 15:49:35 2019
# diag: fluxspectra, run(s): act, time window: 0-73.557933(17 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/IFERC/W7Xhiotas05/ITGa_NL/omt1d/
# normalization: L_ref=1.65m
#
# Q*A =   1.6301E-01 MW
# G*A =  -2.2551E-11 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00  7.4769E-14  3.4054E-02
  5.6607E-02 -5.9987E-12  8.6309E-02
  1.1321E-01 -1.2922E-12  2.9796E-02
  1.6982E-01 -2.1171E-12  1.5524E-02
  2.2643E-01 -9.7029E-13  8.4540E-03
  2.8303E-01 -3.6111E-15  7.1377E-03
  3.3964E-01 -1.1234E-13  5.6605E-03
  3.9625E-01 -3.8719E-13  4.5885E-03
  4.5285E-01  1.5779E-13  4.0301E-03
  5.0946E-01 -3.8186E-13  3.2643E-03
  5.6607E-01  2.6415E-14  2.4779E-03
  6.2267E-01  3.7484E-13  2.3240E-03
  6.7928E-01  6.4363E-13  1.6357E-03
  7.3589E-01 -8.9010E-14  1.4361E-03
  7.9250E-01  1.6986E-13  1.0532E-03
  8.4910E-01 -3.1600E-13  9.1594E-04
  9.0571E-01  1.9403E-13  6.1526E-04
  9.6232E-01 -2.4364E-13  5.2996E-04
  1.0189E+00 -1.5417E-13  3.7618E-04
  1.0755E+00  1.5164E-13  3.4880E-04
  1.1321E+00  2.4116E-14  2.8066E-04
  1.1887E+00 -2.0716E-13  2.7456E-04
  1.2453E+00  1.0375E-13  2.1753E-04
  1.3020E+00 -6.6264E-16  1.6169E-04
  1.3586E+00  1.7896E-14  1.0163E-04
  1.4152E+00 -1.5700E-14  7.2972E-05
  1.4718E+00  8.2067E-14  7.3606E-05
  1.5284E+00 -8.4323E-14  7.8061E-05
  1.5850E+00  9.0190E-15  6.3293E-05
  1.6416E+00  1.0575E-14  4.8806E-05
  1.6982E+00 -1.4866E-14  4.1068E-05
  1.7548E+00 -3.3082E-14  3.2377E-05
  1.8114E+00  8.6577E-14  2.3891E-05
  1.8680E+00  6.1876E-14  1.5439E-05
  1.9246E+00  4.4499E-15  1.1649E-05
  1.9812E+00 -1.8662E-14  1.4010E-05
  2.0378E+00 -2.0970E-14  9.2129E-06
  2.0945E+00 -1.6984E-14  5.4555E-06
  2.1511E+00 -2.1036E-14  9.6246E-06
  2.2077E+00 -1.5073E-14  7.9548E-06
  2.2643E+00  2.7830E-14  3.3272E-06
  2.3209E+00 -6.6234E-15  3.0436E-06
  2.3775E+00  8.7732E-15  1.6492E-07
  2.4341E+00  2.4769E-14  2.2672E-06
  2.4907E+00 -1.0573E-14  2.3237E-06
  2.5473E+00 -3.9848E-15  4.1581E-07
  2.6039E+00  1.2804E-14  2.7867E-06
  2.6605E+00 -9.4580E-16  2.6314E-06
  2.7171E+00  0.0000E+00  0.0000E+00


#  ky         G_es,p      Q_es,p    
  0.0000E+00  0.0000E+00  0.0000E+00
  5.0000E-02 -3.1018E-13  3.2988E-03
  1.0000E-01  2.2650E-14  7.6486E-03
  1.5000E-01 -7.2527E-13  9.8234E-03
  2.0000E-01 -3.7140E-13  1.3115E-02
  2.5000E-01  2.2813E-12  1.5764E-02
  3.0000E-01 -3.3136E-12  1.7248E-02
  3.5000E-01 -1.5981E-12  1.7835E-02
  4.0000E-01  2.1229E-13  1.6811E-02
  4.5000E-01  1.0173E-12  1.6268E-02
  5.0000E-01 -1.3838E-12  1.6239E-02
  5.5000E-01 -1.0239E-12  1.5275E-02
  6.0000E-01 -2.2514E-12  1.3543E-02
  6.5000E-01 -1.0912E-13  1.1058E-02
  7.0000E-01 -8.2594E-13  8.6124E-03
  7.5000E-01  4.0296E-13  6.9357E-03
  8.0000E-01 -4.5446E-13  5.4475E-03
  8.5000E-01  8.4747E-14  4.0391E-03
  9.0000E-01 -9.2082E-13  2.9139E-03
  9.5000E-01 -3.2670E-13  2.1166E-03
  1.0000E+00  3.8639E-13  1.6511E-03
  1.0500E+00 -2.0210E-13  1.3060E-03
  1.1000E+00 -4.2393E-14  9.9214E-04
  1.1500E+00 -2.8335E-13  7.6809E-04
  1.2000E+00 -1.4266E-13  6.4662E-04
  1.2500E+00 -1.2516E-13  5.4043E-04
  1.3000E+00 -6.9582E-14  4.1777E-04
  1.3500E+00 -2.4781E-13  3.3281E-04
  1.4000E+00 -3.6590E-14  2.6823E-04
  1.4500E+00  1.4591E-15  2.0827E-04
  1.5000E+00  7.9997E-14  1.6087E-04
  1.5500E+00  3.8947E-14  1.2205E-04
  1.6000E+00  4.2388E-14  9.4813E-05
  1.6500E+00 -4.1748E-14  7.7426E-05
  1.7000E+00  1.9148E-14  6.5344E-05
  1.7500E+00 -5.1769E-14  5.5055E-05
  1.8000E+00  1.6561E-14  4.8030E-05
  1.8500E+00  4.0248E-14  4.4166E-05
  1.9000E+00 -1.9085E-14  3.9660E-05
  1.9500E+00  1.1609E-14  3.3165E-05
  2.0000E+00  1.8898E-14  2.8392E-05
  2.0500E+00 -4.4449E-14  2.5357E-05
  2.1000E+00 -5.5907E-15  2.1362E-05
  2.1500E+00 -7.5811E-15  1.8139E-05
  2.2000E+00 -8.3744E-15  1.6736E-05
  2.2500E+00  2.8996E-14  1.5107E-05
  2.3000E+00  1.8172E-14  1.2142E-05
  2.3500E+00 -1.9027E-14  8.9272E-06
  2.4000E+00 -6.8589E-16  7.4415E-06
  2.4500E+00  1.6200E-15  6.6132E-06
  2.5000E+00  1.3919E-14  5.7427E-06
  2.5500E+00 -4.8952E-15  5.9294E-06
  2.6000E+00 -4.7947E-15  5.5468E-06
  2.6500E+00 -2.4728E-14  4.7578E-06
  2.7000E+00 -2.5987E-15  4.7231E-06
  2.7500E+00  6.8373E-15  4.5151E-06
  2.8000E+00 -8.6014E-15  4.3695E-06
  2.8500E+00 -1.1308E-15  4.6560E-06
  2.9000E+00 -2.5517E-15  4.2667E-06
  2.9500E+00 -8.2403E-16  3.9665E-06
  3.0000E+00 -2.0010E-15  4.3899E-06
  3.0500E+00  3.3216E-16  4.6989E-06
  3.1000E+00 -5.9539E-15  4.7394E-06
  3.1500E+00  4.5859E-15  5.9950E-06
