# CREATED BY GENE DIAGNOSTICS TOOL on Wed Mar  6 15:50:28 2019
# diag: fluxspectra, run(s): act, time window: 0-153.28679(40 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/IFERC/W7Xhiotas05/ITGa_NL/omt1c/
# normalization: L_ref=1.65m
#
# Q*A =   2.0646E-01 MW
# G*A =   1.1590E-11 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -2.9811E-13  3.2908E-02
  5.6607E-02  2.4715E-12  7.8736E-02
  1.1321E-01  1.2120E-12  4.4696E-02
  1.6982E-01 -7.9786E-13  2.7759E-02
  2.2643E-01  6.9110E-13  1.8161E-02
  2.8303E-01  3.1049E-14  1.3045E-02
  3.3964E-01  5.6423E-13  1.0682E-02
  3.9625E-01  1.2454E-12  8.2849E-03
  4.5285E-01  1.5637E-12  6.5258E-03
  5.0946E-01  1.7910E-13  5.2289E-03
  5.6607E-01 -4.0516E-13  3.9513E-03
  6.2267E-01 -2.8079E-14  3.3863E-03
  6.7928E-01 -1.0427E-12  2.8411E-03
  7.3589E-01 -1.9550E-13  2.3318E-03
  7.9250E-01 -1.9778E-13  1.7069E-03
  8.4910E-01 -4.1867E-13  1.6071E-03
  9.0571E-01  4.4867E-13  1.2244E-03
  9.6232E-01  1.5410E-13  1.0163E-03
  1.0189E+00  1.2750E-13  8.3903E-04
  1.0755E+00 -3.0158E-14  6.4842E-04
  1.1321E+00 -1.5965E-13  4.9089E-04
  1.1887E+00 -7.5681E-14  4.1863E-04
  1.2453E+00  1.9922E-14  3.3770E-04
  1.3020E+00  2.9459E-15  2.7663E-04
  1.3586E+00 -3.1667E-14  2.1558E-04
  1.4152E+00  1.3670E-13  2.1289E-04
  1.4718E+00 -5.8362E-14  1.7055E-04
  1.5284E+00  8.8242E-14  1.4905E-04
  1.5850E+00 -3.5046E-14  1.2007E-04
  1.6416E+00 -5.4110E-14  9.6206E-05
  1.6982E+00  3.9728E-14  8.0814E-05
  1.7548E+00  2.3149E-14  7.0054E-05
  1.8114E+00 -1.7657E-14  6.2563E-05
  1.8680E+00  3.2191E-14  5.5933E-05
  1.9246E+00  2.5384E-14  4.1928E-05
  1.9812E+00  1.0219E-14  3.6414E-05
  2.0378E+00 -2.0448E-14  3.1492E-05
  2.0945E+00 -3.5791E-14  2.9175E-05
  2.1511E+00  5.0578E-15  2.4436E-05
  2.2077E+00  7.4724E-15  1.9243E-05
  2.2643E+00  2.2512E-14  1.5559E-05
  2.3209E+00  1.1766E-14  1.3466E-05
  2.3775E+00  7.4144E-15  1.3927E-05
  2.4341E+00  8.6459E-15  1.2013E-05
  2.4907E+00 -1.7802E-14  8.9686E-06
  2.5473E+00  1.1924E-14  6.3302E-06
  2.6039E+00 -9.7178E-15  4.5689E-06
  2.6605E+00  9.0708E-15  3.6874E-06
  2.7171E+00  2.0697E-14  3.2213E-06
  2.7737E+00  1.5036E-14  4.1186E-06
  2.8303E+00  6.3554E-15  2.6969E-06
  2.8869E+00  1.2108E-14  3.4009E-06
  2.9436E+00 -1.4753E-15  2.3543E-06
  3.0002E+00  1.4151E-15  2.8924E-06
  3.0568E+00  5.7228E-15  1.9668E-06
  3.1134E+00 -9.5178E-16  1.5576E-06
  3.1700E+00  2.3504E-15  2.5341E-07
  3.2266E+00 -2.1330E-15  6.4123E-07
  3.2832E+00 -3.5696E-15  8.3582E-07
  3.3398E+00  2.9787E-15  7.4525E-08
  3.3964E+00 -3.4573E-15  6.3004E-07
  3.4530E+00  2.4552E-15 -4.0623E-09
