# CREATED BY GENE DIAGNOSTICS TOOL on Wed Mar  6 15:51:23 2019
# diag: fluxspectra, run(s): act, time window: 0-153.28679(35 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/IFERC/W7Xhiotas05/ITGa_NL/omt1d/
# normalization: L_ref=1.65m
#
# Q*A =   2.1369E-01 MW
# G*A =  -8.8412E-12 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -1.1326E-12  3.5662E-02
  5.6607E-02 -4.6611E-12  8.1010E-02
  1.1321E-01  1.7385E-12  4.7116E-02
  1.6982E-01  5.9005E-13  2.8753E-02
  2.2643E-01 -3.7813E-13  1.8249E-02
  2.8303E-01  6.3800E-13  1.2880E-02
  3.3964E-01  6.2199E-13  1.1087E-02
  3.9625E-01 -1.4497E-12  8.5774E-03
  4.5285E-01  3.0929E-13  6.7549E-03
  5.0946E-01 -1.0990E-12  5.3623E-03
  5.6607E-01  7.8487E-13  3.9794E-03
  6.2267E-01 -5.7303E-13  3.3909E-03
  6.7928E-01 -3.8155E-14  2.8854E-03
  7.3589E-01 -1.0138E-13  2.2447E-03
  7.9250E-01  3.4990E-13  1.8706E-03
  8.4910E-01 -2.2456E-13  1.5772E-03
  9.0571E-01  2.2541E-13  1.1534E-03
  9.6232E-01 -4.0494E-13  1.0263E-03
  1.0189E+00  5.7328E-13  7.3697E-04
  1.0755E+00  1.7813E-13  6.7209E-04
  1.1321E+00 -1.8819E-13  5.1251E-04
  1.1887E+00 -1.3416E-13  4.5901E-04
  1.2453E+00  1.9528E-14  3.7405E-04
  1.3020E+00  1.7530E-13  2.6409E-04
  1.3586E+00 -6.3368E-14  2.0378E-04
  1.4152E+00  3.6436E-14  1.8400E-04
  1.4718E+00  9.3495E-14  1.6044E-04
  1.5284E+00  8.3237E-14  1.4373E-04
  1.5850E+00  7.6742E-15  1.1125E-04
  1.6416E+00  1.2667E-13  1.0528E-04
  1.6982E+00 -6.5394E-14  9.6813E-05
  1.7548E+00 -3.8092E-14  6.5524E-05
  1.8114E+00  8.0142E-15  5.7313E-05
  1.8680E+00  2.9698E-14  5.1372E-05
  1.9246E+00  5.2687E-14  4.1476E-05
  1.9812E+00 -1.8858E-14  3.4512E-05
  2.0378E+00 -3.7295E-14  3.0245E-05
  2.0945E+00 -3.6886E-14  2.0201E-05
  2.1511E+00 -7.0127E-15  2.3111E-05
  2.2077E+00  1.2135E-14  1.8508E-05
  2.2643E+00  8.8466E-15  1.3130E-05
  2.3209E+00 -2.0053E-14  1.4793E-05
  2.3775E+00 -2.9318E-16  1.0306E-05
  2.4341E+00  9.8152E-15  1.2957E-05
  2.4907E+00 -1.5335E-14  1.1018E-05
  2.5473E+00 -1.2451E-14  7.5033E-06
  2.6039E+00 -1.2459E-15  6.3288E-06
  2.6605E+00  2.2508E-15  5.5536E-06
  2.7171E+00  0.0000E+00  0.0000E+00


#  ky         G_es,p      Q_es,p    
  0.0000E+00  0.0000E+00  0.0000E+00
  5.0000E-02  2.0232E-13  4.5957E-03
  1.0000E-01 -3.0400E-13  8.9289E-03
  1.5000E-01  3.9506E-14  1.2909E-02
  2.0000E-01  3.3001E-13  1.5623E-02
  2.5000E-01  1.5298E-12  2.1675E-02
  3.0000E-01 -1.1958E-12  2.0559E-02
  3.5000E-01 -5.2421E-13  1.9656E-02
  4.0000E-01 -2.2332E-12  1.7635E-02
  4.5000E-01  6.6076E-13  1.5987E-02
  5.0000E-01  1.5974E-13  1.6756E-02
  5.5000E-01 -2.8365E-13  2.1167E-02
  6.0000E-01  4.1436E-13  2.0717E-02
  6.5000E-01  7.4407E-13  1.7584E-02
  7.0000E-01 -2.7226E-12  1.1070E-02
  7.5000E-01 -5.0354E-15  1.0984E-02
  8.0000E-01 -4.1891E-13  1.1228E-02
  8.5000E-01  6.7898E-13  7.1700E-03
