# CREATED BY GENE DIAGNOSTICS TOOL on Wed Mar  6 15:46:35 2019
# diag: fluxspectra, run(s): act, time window: 0-23.556445(6 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/IFERC/W7Xhiotas05/ITGa_NL/omt1c/
# normalization: L_ref=1.65m
#
# Q*A =   1.3078E-01 MW
# G*A =   7.6092E-12 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -2.9999E-12  4.0372E-02
  5.6607E-02  1.8146E-12  7.8698E-02
  1.1321E-01  4.8391E-12  3.5248E-02
  1.6982E-01 -1.4233E-13  7.8474E-03
  2.2643E-01  5.6304E-13  2.8432E-03
  2.8303E-01  1.8168E-14  1.7509E-03
  3.3964E-01 -1.5431E-13  9.1704E-04
  3.9625E-01  1.7430E-14  5.1091E-04
  4.5285E-01  1.6146E-14  3.3782E-04
  5.0946E-01  1.5868E-13  2.5240E-04
  5.6607E-01 -1.7546E-13  1.7833E-04
  6.2267E-01  3.4346E-14  1.4348E-04
  6.7928E-01 -2.3014E-14  1.1963E-04
  7.3589E-01  2.2440E-15  1.0343E-04
  7.9250E-01 -5.5661E-14  8.9955E-05
  8.4910E-01 -5.3634E-14  7.9088E-05
  9.0571E-01  3.5730E-16  7.5446E-05
  9.6232E-01  3.1727E-14  7.5813E-05
  1.0189E+00 -1.6939E-14  7.5612E-05
  1.0755E+00 -1.2092E-13  7.6296E-05
  1.1321E+00  6.1353E-14  7.6517E-05
  1.1887E+00 -9.9545E-14  7.2693E-05
  1.2453E+00  3.2225E-14  6.4687E-05
  1.3020E+00 -1.6350E-13  5.4063E-05
  1.3586E+00 -1.2496E-13  4.2309E-05
  1.4152E+00  2.8012E-14  3.0579E-05
  1.4718E+00 -7.2607E-14  2.0413E-05
  1.5284E+00  2.5143E-15  1.2261E-05
  1.5850E+00  2.5976E-16  6.2757E-06
  1.6416E+00  2.7782E-15  2.6353E-06
  1.6982E+00  7.7868E-15  7.0613E-07
  1.7548E+00  3.9048E-15 -3.8516E-07
  1.8114E+00  5.2289E-15 -9.6844E-07
  1.8680E+00  7.4182E-15 -1.2191E-06
  1.9246E+00  9.6660E-15 -1.2449E-06
  1.9812E+00 -1.9228E-15 -1.1671E-06
  2.0378E+00  2.7309E-15 -1.0456E-06
  2.0945E+00  8.5996E-16 -8.6418E-07
  2.1511E+00  3.9053E-15 -6.7831E-07
  2.2077E+00  2.1999E-15 -5.4409E-07
  2.2643E+00 -5.9251E-15 -4.4324E-07
  2.3209E+00 -4.5636E-15 -3.6517E-07
  2.3775E+00  3.0875E-15 -3.6211E-07
  2.4341E+00  6.8632E-17 -5.2276E-07
  2.4907E+00  1.0548E-15 -7.6788E-07
  2.5473E+00  9.9364E-16 -1.0054E-06
  2.6039E+00 -1.5478E-15 -1.1402E-06
  2.6605E+00  1.0342E-15 -1.1227E-06
  2.7171E+00  8.2426E-16 -1.0647E-06
  2.7737E+00 -2.4767E-15 -1.0229E-06
  2.8303E+00  1.5077E-15 -9.3747E-07
  2.8869E+00  2.7515E-16 -7.6867E-07
  2.9436E+00  2.1898E-15 -5.4822E-07
  3.0002E+00 -1.0243E-15 -3.5902E-07
  3.0568E+00  6.2796E-16 -2.9329E-07
  3.1134E+00  3.2212E-16 -2.9347E-07
