# CREATED BY GENE DIAGNOSTICS TOOL on Wed Mar  6 15:30:10 2019
# diag: fluxspectra, run(s): act, time window: 0-23.556445(18 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/IFERC/W7Xhiotas05/ITGa_NL/omt1/
# normalization: L_ref=1.65m
#
# Q*A =   1.4339E-01 MW
# G*A =   1.6224E-12 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00  3.6282E-13  4.2839E-02
  5.6607E-02  1.8033E-12  8.7214E-02
  1.1321E-01 -5.6996E-13  3.7491E-02
  1.6982E-01 -1.1221E-12  8.7620E-03
  2.2643E-01 -1.9623E-13  3.2739E-03
  2.8303E-01  3.8983E-13  2.0120E-03
  3.3964E-01 -1.2954E-13  1.1427E-03
  3.9625E-01  2.5292E-13  7.4268E-04
  4.5285E-01 -3.8993E-14  5.6918E-04
  5.0946E-01 -3.0048E-14  4.5396E-04
  5.6607E-01  4.6798E-14  3.2790E-04
  6.2267E-01  6.0160E-14  2.4323E-04
  6.7928E-01  6.2820E-14  1.8573E-04
  7.3589E-01 -1.5119E-16  1.5375E-04
  7.9250E-01  6.1682E-14  1.2864E-04
  8.4910E-01 -3.8764E-15  1.0995E-04
  9.0571E-01 -1.1964E-14  1.0630E-04
  9.6232E-01  9.3407E-15  1.0708E-04
  1.0189E+00  2.0960E-14  1.0718E-04
  1.0755E+00 -2.0163E-14  1.0718E-04
  1.1321E+00 -1.0139E-13  1.0433E-04
  1.1887E+00 -6.5224E-14  9.4383E-05
  1.2453E+00 -7.6469E-14  8.0067E-05
  1.3020E+00  4.2080E-14  6.6626E-05
  1.3586E+00  1.3755E-14  5.3600E-05
  1.4152E+00 -2.7823E-14  4.0183E-05
  1.4718E+00 -2.4041E-14  2.7829E-05
  1.5284E+00 -1.2609E-14  1.7895E-05
  1.5850E+00  2.6913E-16  1.0263E-05
  1.6416E+00  4.9036E-14  5.2249E-06
  1.6982E+00  3.0353E-14  2.5134E-06
  1.7548E+00 -1.7608E-14  1.2672E-06
  1.8114E+00 -3.8791E-16  8.0423E-07
  1.8680E+00 -3.5911E-15  5.7959E-07
  1.9246E+00  1.4688E-15  2.5700E-07
  1.9812E+00 -2.3725E-14 -2.0266E-07
  2.0378E+00  3.6118E-15 -7.8215E-07
  2.0945E+00 -7.8701E-15 -1.0360E-06
  2.1511E+00 -1.1842E-16 -8.9171E-07
  2.2077E+00 -4.1599E-15 -5.1510E-07
  2.2643E+00  1.2579E-16 -2.4429E-07
  2.3209E+00  3.0211E-15 -2.1091E-07
  2.3775E+00 -8.5759E-16 -4.4253E-07
  2.4341E+00  4.0935E-16 -7.2447E-07
  2.4907E+00  1.9834E-15 -9.5967E-07
  2.5473E+00  2.3468E-15 -1.0535E-06
  2.6039E+00  7.9157E-16 -1.0433E-06
  2.6605E+00  5.1371E-15 -1.0014E-06
  2.7171E+00  1.2704E-16 -9.4337E-07
  2.7737E+00 -1.3157E-15 -8.7575E-07
  2.8303E+00  4.2400E-15 -8.3129E-07
  2.8869E+00 -1.9067E-17 -7.9065E-07
  2.9436E+00  6.1977E-16 -7.3068E-07
  3.0002E+00  7.5513E-16 -6.9054E-07
  3.0568E+00 -6.7484E-17 -6.9011E-07
  3.1134E+00 -1.0874E-16 -6.9463E-07
  3.1700E+00  3.3152E-17 -6.7308E-07
  3.2266E+00 -1.0919E-15 -6.2170E-07
  3.2832E+00  7.5580E-16 -5.6495E-07
  3.3398E+00  2.1282E-15 -5.3199E-07
  3.3964E+00 -4.4790E-16 -5.4584E-07
  3.4530E+00 -2.1625E-16 -5.6287E-07
  3.5096E+00 -1.1838E-15 -5.3224E-07
  3.5662E+00  1.8943E-16 -4.4826E-07
  3.6228E+00 -4.4661E-16 -3.5765E-07
  3.6794E+00  4.5888E-16 -3.1667E-07
  3.7360E+00 -6.4281E-16 -3.2536E-07
  3.7927E+00  3.7949E-16 -3.3780E-07
  3.8493E+00  2.2929E-16 -3.2083E-07
  3.9059E+00  5.3227E-17 -2.7806E-07
  3.9625E+00  9.2469E-17 -2.2971E-07
  4.0191E+00  3.0153E-16 -1.8757E-07
  4.0757E+00 -2.7447E-16 -1.4894E-07
  4.1323E+00 -2.7969E-16 -1.0642E-07
  4.1889E+00  9.9972E-19 -5.9965E-08
  4.2455E+00 -4.6920E-16 -2.3135E-08
  4.3021E+00 -2.1039E-17 -6.1903E-09
  4.3587E+00 -3.6174E-17 -1.0618E-08
  4.4153E+00 -1.8903E-16 -2.4501E-08
  4.4719E+00  8.4590E-18 -3.7504E-08
  4.5285E+00  8.3408E-17 -4.3373E-08
  4.5852E+00 -1.4579E-16 -4.0377E-08
  4.6418E+00 -5.7639E-17 -2.8999E-08
  4.6984E+00 -3.5601E-18 -1.2457E-08
  4.7550E+00  5.9133E-17  2.8416E-09
  4.8116E+00 -4.0343E-16  1.0262E-08
  4.8682E+00 -1.5400E-16  1.0364E-08
  4.9248E+00  2.5150E-16  8.9457E-09
  4.9814E+00 -2.1984E-17  8.4340E-09
  5.0380E+00 -9.0766E-18  8.0259E-09
  5.0946E+00 -1.2711E-16  5.8530E-09
  5.1512E+00 -7.9009E-17 -4.4870E-10
  5.2078E+00 -4.5192E-17 -1.2089E-08
  5.2644E+00 -5.1889E-17 -2.4787E-08
  5.3210E+00 -6.7606E-17 -3.1079E-08
  5.3776E+00 -4.6061E-17 -2.8992E-08
  5.4343E+00 -4.1767E-17 -2.2957E-08
  5.4909E+00 -2.2881E-17 -1.7361E-08
  5.5475E+00 -4.9192E-17 -1.2335E-08
  5.6041E+00 -2.4281E-17 -7.5897E-09
  5.6607E+00 -6.6316E-18 -3.6415E-09
  5.7173E+00 -8.6380E-18 -1.5281E-09
  5.7739E+00  2.5269E-17 -1.3170E-09
  5.8305E+00  1.3367E-18 -2.8399E-09
