# CREATED BY GENE DIAGNOSTICS TOOL on Wed Mar  6 15:49:02 2019
# diag: fluxspectra, run(s): act, time window: 0-73.557933(20 steps), species: ions
# original data path: /marconi_work/FUA23_ESTRELLA/IFERC/W7Xhiotas05/ITGa_NL/omt1c/
# normalization: L_ref=1.65m
#
# Q*A =   1.6567E-01 MW
# G*A =  -5.0748E-12 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00 -1.0763E-12  3.3812E-02
  5.6607E-02 -2.5079E-13  8.7048E-02
  1.1321E-01  3.9774E-14  3.0713E-02
  1.6982E-01 -9.3502E-13  1.5400E-02
  2.2643E-01  2.7805E-13  8.6767E-03
  2.8303E-01 -8.4873E-13  7.3012E-03
  3.3964E-01  3.1546E-14  6.0852E-03
  3.9625E-01  8.0771E-15  4.8847E-03
  4.5285E-01  9.1649E-13  4.0645E-03
  5.0946E-01  3.1653E-13  3.2444E-03
  5.6607E-01 -7.3394E-13  2.5812E-03
  6.2267E-01  1.0026E-13  2.4302E-03
  6.7928E-01 -4.8476E-13  1.7467E-03
  7.3589E-01 -2.1867E-13  1.5315E-03
  7.9250E-01  9.8635E-15  1.1521E-03
  8.4910E-01 -4.1190E-13  1.0445E-03
  9.0571E-01  4.9633E-13  7.3408E-04
  9.6232E-01 -6.8914E-14  5.6963E-04
  1.0189E+00 -1.0517E-13  3.9049E-04
  1.0755E+00  9.9946E-14  3.8055E-04
  1.1321E+00 -6.2905E-14  2.7753E-04
  1.1887E+00  1.5548E-13  2.5948E-04
  1.2453E+00  1.5497E-13  2.3248E-04
  1.3020E+00 -6.9652E-14  1.8253E-04
  1.3586E+00 -2.8099E-15  1.4413E-04
  1.4152E+00  1.1139E-13  1.4619E-04
  1.4718E+00 -1.8802E-15  8.6275E-05
  1.5284E+00  2.2227E-14  9.4237E-05
  1.5850E+00 -3.7250E-14  7.6097E-05
  1.6416E+00  1.8618E-15  4.2383E-05
  1.6982E+00  7.1406E-14  2.5118E-05
  1.7548E+00  4.5554E-14  3.1951E-05
  1.8114E+00  2.9616E-14  2.9188E-05
  1.8680E+00 -1.9600E-14  2.6431E-05
  1.9246E+00  7.4784E-15  1.6223E-05
  1.9812E+00  3.4938E-14  1.5978E-05
  2.0378E+00  2.6571E-14  1.6283E-05
  2.0945E+00 -1.0041E-14  1.7340E-05
  2.1511E+00  1.4847E-14  9.2563E-06
  2.2077E+00  1.4507E-14  4.7444E-06
  2.2643E+00  3.5883E-15  2.3014E-06
  2.3209E+00  1.9900E-14  2.0424E-06
  2.3775E+00  1.3215E-14  4.5752E-06
  2.4341E+00  3.6158E-15  4.0671E-06
  2.4907E+00 -2.7294E-14  3.5491E-06
  2.5473E+00  1.0031E-15  6.7183E-07
  2.6039E+00 -6.6010E-15 -9.3529E-07
  2.6605E+00 -7.7101E-15 -4.9436E-08
  2.7171E+00  7.7306E-15 -1.2227E-07
  2.7737E+00  2.5318E-15  6.6658E-07
  2.8303E+00  1.9506E-15  6.8265E-07
  2.8869E+00  1.2523E-14  1.5677E-06
  2.9436E+00  2.4815E-15  1.4745E-06
  3.0002E+00 -8.4975E-16  1.2903E-06
  3.0568E+00  4.7752E-15  1.5594E-06
  3.1134E+00  3.4832E-15  9.0218E-07
  3.1700E+00  1.9752E-15  2.4855E-07
  3.2266E+00  3.7581E-15 -1.0034E-07
  3.2832E+00 -1.3445E-15  2.7039E-07
  3.3398E+00 -1.9258E-16  1.6633E-07
  3.3964E+00  1.9275E-15 -2.6794E-07
  3.4530E+00 -2.6037E-15  7.9900E-09
  3.5096E+00  2.0452E-15  1.3239E-08
  3.5662E+00 -2.6569E-16  1.1087E-07
  3.6228E+00  0.0000E+00  0.0000E+00


#  ky         G_es,p      Q_es,p    
  0.0000E+00  0.0000E+00  0.0000E+00
  5.0000E-02  1.2943E-13  3.4260E-03
  1.0000E-01 -1.5260E-13  7.6729E-03
  1.5000E-01  7.2578E-13  9.7396E-03
  2.0000E-01  6.7528E-13  1.3335E-02
  2.5000E-01 -2.5473E-13  1.6035E-02
  3.0000E-01 -1.3219E-12  1.7652E-02
  3.5000E-01  2.7710E-13  1.8201E-02
  4.0000E-01  2.1347E-13  1.6997E-02
  4.5000E-01  5.3963E-13  1.6283E-02
  5.0000E-01 -1.3000E-12  1.6318E-02
  5.5000E-01  1.6971E-13  1.5549E-02
  6.0000E-01  1.3526E-13  1.3732E-02
  6.5000E-01 -2.1467E-12  1.1279E-02
  7.0000E-01 -4.3353E-13  8.9167E-03
  7.5000E-01  6.3995E-13  7.2628E-03
  8.0000E-01  6.1132E-13  5.7036E-03
  8.5000E-01 -4.9729E-13  4.2308E-03
  9.0000E-01 -4.7281E-13  2.9946E-03
  9.5000E-01 -3.5310E-13  2.1507E-03
  1.0000E+00  4.3662E-13  1.6638E-03
  1.0500E+00  4.0130E-14  1.3384E-03
  1.1000E+00  2.8377E-13  1.0550E-03
  1.1500E+00 -4.9849E-15  7.8090E-04
  1.2000E+00 -1.1877E-14  6.2203E-04
  1.2500E+00 -7.3430E-14  5.1676E-04
  1.3000E+00  8.4861E-14  3.9902E-04
  1.3500E+00 -2.0850E-13  3.1845E-04
