# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 25 11:31:08 2019
# diag: nrgsummary, run(s): act, time window: 0-794.09368(1 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds06/ITGa_NL/omt3/
# normalization: L_T,ions
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  4.6451E-23  6.1990E-23  2.0017E-23
  8.9714E-01 -8.3487E-22  1.4559E-02 -2.6932E-07
  1.7943E+00  1.6450E-19  2.9129E-02 -2.0267E-06
  2.6600E+00 -1.5102E-19  4.3201E-02 -6.0707E-06
  3.5122E+00 -7.8646E-19  5.7061E-02 -1.2792E-05
  4.3414E+00 -1.6023E-19  7.0529E-02 -2.2463E-05
  5.1395E+00  7.2333E-19  8.3440E-02 -3.5597E-05
  5.9053E+00 -6.5348E-19  9.5744E-02 -5.2894E-05
  6.6711E+00  3.6313E-19  1.0793E-01 -7.5902E-05
  7.4054E+00  5.5307E-19  1.1949E-01 -1.0399E-04
  8.1319E+00  8.2890E-20  1.3078E-01 -1.3770E-04
  8.8584E+00  2.7738E-19  1.4193E-01 -1.7693E-04
  9.5571E+00 -1.6183E-19  1.5254E-01 -2.1911E-04
  1.0240E+01 -7.7638E-19  1.6282E-01 -2.6350E-04
  1.0891E+01 -1.2267E-19  1.7256E-01 -3.0751E-04
  1.1542E+01 -3.9682E-19  1.8226E-01 -3.5183E-04
  1.2184E+01 -3.6803E-19  1.9180E-01 -3.9437E-04
  1.2802E+01  6.2859E-19  2.0103E-01 -4.3297E-04
  1.3402E+01 -1.5501E-19  2.1004E-01 -4.6694E-04
  1.3989E+01  9.6876E-19  2.1893E-01 -4.9582E-04
  1.4576E+01 -8.5242E-20  2.2793E-01 -5.1937E-04
  1.5145E+01 -1.5430E-18  2.3676E-01 -5.3627E-04
  1.5702E+01 -3.5180E-19  2.4552E-01 -5.4647E-04
  1.6233E+01  8.5339E-19  2.5402E-01 -5.4980E-04
  1.6762E+01 -1.8366E-18  2.6262E-01 -5.4648E-04
  1.7290E+01  1.1713E-19  2.7138E-01 -5.3619E-04
  1.7792E+01 -1.8489E-18  2.7984E-01 -5.1977E-04
  1.8294E+01  1.0834E-18  2.8848E-01 -4.9672E-04
  1.8779E+01 -2.7402E-18  2.9696E-01 -4.6823E-04
  1.9255E+01 -1.4659E-19  3.0546E-01 -4.3423E-04
