# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 12:13:01 2019
# diag: zprofile, run(s): act, time window: 0-1521.8506(322 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds036/ITGa_NL/omt1/
# normalization: L_T,ions=5.508m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  2.1490E+00  2.1490E+00
 -3.0925E+00  0.0000E+00  2.1499E+00  2.1499E+00
 -3.0434E+00  0.0000E+00  2.1477E+00  2.1477E+00
 -2.9943E+00  0.0000E+00  2.1428E+00  2.1428E+00
 -2.9452E+00  0.0000E+00  2.1361E+00  2.1361E+00
 -2.8962E+00  0.0000E+00  2.1238E+00  2.1238E+00
 -2.8471E+00  0.0000E+00  2.1215E+00  2.1215E+00
 -2.7980E+00  0.0000E+00  2.1181E+00  2.1181E+00
 -2.7489E+00  0.0000E+00  2.1182E+00  2.1182E+00
 -2.6998E+00  0.0000E+00  2.1168E+00  2.1168E+00
 -2.6507E+00  0.0000E+00  2.1149E+00  2.1149E+00
 -2.6016E+00  0.0000E+00  2.1192E+00  2.1192E+00
 -2.5525E+00  0.0000E+00  2.1218E+00  2.1218E+00
 -2.5035E+00  0.0000E+00  2.1315E+00  2.1315E+00
 -2.4544E+00  0.0000E+00  2.1368E+00  2.1368E+00
 -2.4053E+00  0.0000E+00  2.1423E+00  2.1423E+00
 -2.3562E+00  0.0000E+00  2.1456E+00  2.1456E+00
 -2.3071E+00  0.0000E+00  2.1456E+00  2.1456E+00
 -2.2580E+00  0.0000E+00  2.1472E+00  2.1472E+00
 -2.2089E+00  0.0000E+00  2.1473E+00  2.1473E+00
 -2.1598E+00  0.0000E+00  2.1492E+00  2.1492E+00
 -2.1108E+00  0.0000E+00  2.1497E+00  2.1497E+00
 -2.0617E+00  0.0000E+00  2.1526E+00  2.1526E+00
 -2.0126E+00  0.0000E+00  2.1540E+00  2.1540E+00
 -1.9635E+00  0.0000E+00  2.1569E+00  2.1569E+00
 -1.9144E+00  0.0000E+00  2.1594E+00  2.1594E+00
 -1.8653E+00  0.0000E+00  2.1625E+00  2.1625E+00
 -1.8162E+00  0.0000E+00  2.1570E+00  2.1570E+00
