# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 12:13:01 2019
# diag: zprofile, run(s): act, time window: 0-1521.8506(322 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds036/ITGa_NL/omt1/
# normalization: L_T,ions=5.508m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -1.7671E+00  0.0000E+00  2.1547E+00  2.1547E+00
 -1.7181E+00  0.0000E+00  2.1580E+00  2.1580E+00
 -1.6690E+00  0.0000E+00  2.1551E+00  2.1551E+00
 -1.6199E+00  0.0000E+00  2.1596E+00  2.1596E+00
 -1.5708E+00  0.0000E+00  2.1621E+00  2.1621E+00
 -1.5217E+00  0.0000E+00  2.1599E+00  2.1599E+00
 -1.4726E+00  0.0000E+00  2.1555E+00  2.1555E+00
 -1.4235E+00  0.0000E+00  2.1471E+00  2.1471E+00
 -1.3744E+00  0.0000E+00  2.1457E+00  2.1457E+00
 -1.3254E+00  0.0000E+00  2.1397E+00  2.1397E+00
 -1.2763E+00  0.0000E+00  2.1458E+00  2.1458E+00
 -1.2272E+00  0.0000E+00  2.1458E+00  2.1458E+00
 -1.1781E+00  0.0000E+00  2.1542E+00  2.1542E+00
 -1.1290E+00  0.0000E+00  2.1608E+00  2.1608E+00
 -1.0799E+00  0.0000E+00  2.1676E+00  2.1676E+00
 -1.0308E+00  0.0000E+00  2.1736E+00  2.1736E+00
 -9.8175E-01  0.0000E+00  2.1755E+00  2.1755E+00
 -9.3266E-01  0.0000E+00  2.1784E+00  2.1784E+00
 -8.8357E-01  0.0000E+00  2.1751E+00  2.1751E+00
 -8.3449E-01  0.0000E+00  2.1734E+00  2.1734E+00
 -7.8540E-01  0.0000E+00  2.1673E+00  2.1673E+00
 -7.3631E-01  0.0000E+00  2.1586E+00  2.1586E+00
 -6.8722E-01  0.0000E+00  2.1565E+00  2.1565E+00
 -6.3814E-01  0.0000E+00  2.1562E+00  2.1562E+00
 -5.8905E-01  0.0000E+00  2.1585E+00  2.1585E+00
 -5.3996E-01  0.0000E+00  2.1691E+00  2.1691E+00
 -4.9087E-01  0.0000E+00  2.1735E+00  2.1735E+00
 -4.4179E-01  0.0000E+00  2.1750E+00  2.1750E+00
 -3.9270E-01  0.0000E+00  2.1802E+00  2.1802E+00
 -3.4361E-01  0.0000E+00  2.1811E+00  2.1811E+00
 -2.9452E-01  0.0000E+00  2.1903E+00  2.1903E+00
 -2.4544E-01  0.0000E+00  2.1950E+00  2.1950E+00
 -1.9635E-01  0.0000E+00  2.1939E+00  2.1939E+00
 -1.4726E-01  0.0000E+00  2.2007E+00  2.2007E+00
 -9.8175E-02  0.0000E+00  2.1981E+00  2.1981E+00
 -4.9087E-02  0.0000E+00  2.1969E+00  2.1969E+00
  0.0000E+00  0.0000E+00  2.1977E+00  2.1977E+00
  4.9087E-02  0.0000E+00  2.1981E+00  2.1981E+00
  9.8175E-02  0.0000E+00  2.2026E+00  2.2026E+00
  1.4726E-01  0.0000E+00  2.2048E+00  2.2048E+00
  1.9635E-01  0.0000E+00  2.1993E+00  2.1993E+00
  2.4544E-01  0.0000E+00  2.2018E+00  2.2018E+00
  2.9452E-01  0.0000E+00  2.1957E+00  2.1957E+00
  3.4361E-01  0.0000E+00  2.1877E+00  2.1877E+00
  3.9270E-01  0.0000E+00  2.1860E+00  2.1860E+00
  4.4179E-01  0.0000E+00  2.1786E+00  2.1786E+00
  4.9087E-01  0.0000E+00  2.1747E+00  2.1747E+00
  5.3996E-01  0.0000E+00  2.1687E+00  2.1687E+00
  5.8905E-01  0.0000E+00  2.1581E+00  2.1581E+00
  6.3814E-01  0.0000E+00  2.1562E+00  2.1562E+00
  6.8722E-01  0.0000E+00  2.1570E+00  2.1570E+00
  7.3631E-01  0.0000E+00  2.1597E+00  2.1597E+00
  7.8540E-01  0.0000E+00  2.1691E+00  2.1691E+00
  8.3449E-01  0.0000E+00  2.1755E+00  2.1755E+00
  8.8357E-01  0.0000E+00  2.1774E+00  2.1774E+00
  9.3266E-01  0.0000E+00  2.1801E+00  2.1801E+00
  9.8175E-01  0.0000E+00  2.1768E+00  2.1768E+00
  1.0308E+00  0.0000E+00  2.1754E+00  2.1754E+00
  1.0799E+00  0.0000E+00  2.1696E+00  2.1696E+00
  1.1290E+00  0.0000E+00  2.1625E+00  2.1625E+00
  1.1781E+00  0.0000E+00  2.1562E+00  2.1562E+00
  1.2272E+00  0.0000E+00  2.1483E+00  2.1483E+00
  1.2763E+00  0.0000E+00  2.1497E+00  2.1497E+00
  1.3254E+00  0.0000E+00  2.1465E+00  2.1465E+00
  1.3744E+00  0.0000E+00  2.1553E+00  2.1553E+00
  1.4235E+00  0.0000E+00  2.1602E+00  2.1602E+00
  1.4726E+00  0.0000E+00  2.1716E+00  2.1716E+00
  1.5217E+00  0.0000E+00  2.1778E+00  2.1778E+00
  1.5708E+00  0.0000E+00  2.1800E+00  2.1800E+00
  1.6199E+00  0.0000E+00  2.1737E+00  2.1737E+00
  1.6690E+00  0.0000E+00  2.1654E+00  2.1654E+00
  1.7181E+00  0.0000E+00  2.1644E+00  2.1644E+00
  1.7671E+00  0.0000E+00  2.1599E+00  2.1599E+00
  1.8162E+00  0.0000E+00  2.1623E+00  2.1623E+00
  1.8653E+00  0.0000E+00  2.1686E+00  2.1686E+00
  1.9144E+00  0.0000E+00  2.1653E+00  2.1653E+00
  1.9635E+00  0.0000E+00  2.1623E+00  2.1623E+00
  2.0126E+00  0.0000E+00  2.1585E+00  2.1585E+00
  2.0617E+00  0.0000E+00  2.1565E+00  2.1565E+00
  2.1108E+00  0.0000E+00  2.1533E+00  2.1533E+00
  2.1598E+00  0.0000E+00  2.1523E+00  2.1523E+00
  2.2089E+00  0.0000E+00  2.1503E+00  2.1503E+00
  2.2580E+00  0.0000E+00  2.1497E+00  2.1497E+00
  2.3071E+00  0.0000E+00  2.1481E+00  2.1481E+00
  2.3562E+00  0.0000E+00  2.1473E+00  2.1473E+00
  2.4053E+00  0.0000E+00  2.1436E+00  2.1436E+00
  2.4544E+00  0.0000E+00  2.1370E+00  2.1370E+00
  2.5035E+00  0.0000E+00  2.1305E+00  2.1305E+00
  2.5525E+00  0.0000E+00  2.1191E+00  2.1191E+00
  2.6016E+00  0.0000E+00  2.1152E+00  2.1152E+00
  2.6507E+00  0.0000E+00  2.1097E+00  2.1097E+00
  2.6998E+00  0.0000E+00  2.1098E+00  2.1098E+00
  2.7489E+00  0.0000E+00  2.1117E+00  2.1117E+00
  2.7980E+00  0.0000E+00  2.1117E+00  2.1117E+00
  2.8471E+00  0.0000E+00  2.1174E+00  2.1174E+00
  2.8962E+00  0.0000E+00  2.1195E+00  2.1195E+00
  2.9452E+00  0.0000E+00  2.1353E+00  2.1353E+00
  2.9943E+00  0.0000E+00  2.1414E+00  2.1414E+00
  3.0434E+00  0.0000E+00  2.1468E+00  2.1468E+00
  3.0925E+00  0.0000E+00  2.1497E+00  2.1497E+00
