# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 12:05:45 2019
# diag: nrgsummary, run(s): act, time window: 0-1523.3976(1 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds036/ITGa_NL/omt1/
# normalization: L_T,ions=5.508m
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  1.6784E-21  5.1970E-21  5.0464E-22
  4.8602E-01 -2.8763E-19  5.6804E-02  2.9057E-06
  9.7205E-01  1.8210E-18  1.1228E-01  2.1400E-05
  1.4581E+00  1.9078E-18  1.6521E-01  6.2625E-05
  1.9441E+00  1.7870E-18  2.1453E-01  1.2190E-04
  2.4301E+00  6.9298E-19  2.5944E-01  1.8725E-04
  2.9161E+00  1.5077E-18  2.9946E-01  2.4689E-04
  3.4022E+00  1.2074E-18  3.3444E-01  2.9344E-04
  3.8882E+00 -1.1243E-19  3.6452E-01  3.2417E-04
  4.3742E+00  4.1376E-18  3.9000E-01  3.3988E-04
  4.8602E+00 -1.1277E-18  4.1127E-01  3.4355E-04
  5.3463E+00  8.6990E-19  4.2883E-01  3.3919E-04
  5.8323E+00 -2.3407E-18  4.4315E-01  3.3082E-04
  6.3183E+00 -4.7246E-19  4.5477E-01  3.2186E-04
  6.8043E+00 -3.8995E-19  4.6417E-01  3.1494E-04
  7.2903E+00  3.1516E-18  4.7184E-01  3.1186E-04
  7.7764E+00  3.5214E-18  4.7820E-01  3.1369E-04
  8.2624E+00 -1.5993E-18  4.8363E-01  3.2091E-04
  8.7606E+00 -2.5758E-19  4.8857E-01  3.3388E-04
  9.2709E+00  1.5091E-18  4.9326E-01  3.5263E-04
  9.7812E+00 -1.9836E-18  4.9782E-01  3.7623E-04
  1.0292E+01 -1.1611E-18  5.0240E-01  4.0389E-04
  1.0802E+01 -8.6795E-19  5.0713E-01  4.3487E-04
  1.1312E+01 -1.3545E-18  5.1206E-01  4.6861E-04
  1.1823E+01  2.7479E-18  5.1721E-01  5.0487E-04
  1.2333E+01 -1.8453E-18  5.2260E-01  5.4380E-04
  1.2843E+01 -2.1967E-18  5.2819E-01  5.8590E-04
  1.3353E+01  6.6423E-19  5.3396E-01  6.3199E-04
  1.3877E+01  1.3534E-18  5.4003E-01  6.8446E-04
  1.4412E+01  2.1066E-19  5.4636E-01  7.4487E-04
  1.4948E+01 -1.9804E-18  5.5279E-01  8.1306E-04
  1.5484E+01 -1.4629E-18  5.5929E-01  8.8974E-04
  1.6020E+01  3.2195E-18  5.6584E-01  9.7518E-04
  1.6556E+01 -8.5477E-19  5.7243E-01  1.0693E-03
  1.7092E+01 -6.4901E-19  5.7907E-01  1.1717E-03
  1.7627E+01 -5.8796E-18  5.8575E-01  1.2824E-03
  1.8163E+01  7.2459E-19  5.9248E-01  1.4018E-03
  1.8699E+01 -9.6226E-21  5.9926E-01  1.5312E-03
  1.9235E+01 -5.1122E-19  6.0608E-01  1.6733E-03
  1.9771E+01  6.9103E-19  6.1291E-01  1.8315E-03
  2.0288E+01  3.5747E-19  6.1950E-01  2.0028E-03
  2.0796E+01  3.1306E-19  6.2595E-01  2.1907E-03
  2.1286E+01  1.5067E-18  6.3214E-01  2.3854E-03
  2.1768E+01 -1.2019E-18  6.3818E-01  2.5750E-03
