# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 11:53:24 2019
# diag: fluxspectra, run(s): act, time window: 0-902.10218(169 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds025/ITGa_NL/omt2/
# normalization: L_T,ions
#
# Q*dVdx =   3.1461E+01 MW
# G*dVdx =  -1.3922E-10 MW/keV
#  kx         G_es,p      Q_es,p    
  0.0000E+00  4.0666E-13  8.0270E-02
  8.1078E-03 -9.5527E-12  8.9371E-02
  1.6216E-02 -3.3071E-13  4.4024E-02
  2.4323E-02  9.7021E-13  3.0809E-02
  3.2431E-02 -5.3732E-13  2.3288E-02
  4.0539E-02 -1.3517E-13  2.0707E-02
  4.8647E-02  4.5839E-13  1.8847E-02
  5.6755E-02 -5.4185E-14  1.8581E-02
  6.4862E-02  9.7611E-14  1.7792E-02
  7.2970E-02 -6.1748E-13  1.8129E-02
  8.1078E-02  3.4420E-13  1.6980E-02
  8.9186E-02 -1.6038E-14  1.6699E-02
  9.7293E-02  2.8202E-13  1.7074E-02
  1.0540E-01  2.4663E-13  1.4983E-02
  1.1351E-01 -2.0555E-13  1.5862E-02
  1.2162E-01  2.7086E-13  1.4812E-02
  1.2972E-01  5.1947E-13  1.4559E-02
  1.3783E-01 -3.5905E-13  1.4175E-02
  1.4594E-01 -3.5267E-13  1.3719E-02
  1.5405E-01 -1.0694E-13  1.3647E-02
  1.6216E-01 -1.6468E-13  1.3351E-02
  1.7026E-01 -9.3810E-14  1.2130E-02
  1.7837E-01 -4.4915E-13  1.2384E-02
  1.8648E-01 -1.9638E-13  1.0944E-02
  1.9459E-01  2.4944E-13  1.1030E-02
  2.0269E-01  5.2691E-14  1.0533E-02
  2.1080E-01 -5.0135E-13  9.9094E-03
  2.1891E-01 -2.0617E-13  9.2323E-03
  2.2702E-01 -9.7415E-15  9.0472E-03
  2.3513E-01 -2.6672E-15  8.5651E-03
  2.4323E-01  4.8075E-14  8.3241E-03
  2.5134E-01  8.3251E-14  7.8689E-03
  2.5945E-01  1.5059E-13  7.4031E-03
  2.6756E-01 -1.0636E-13  7.1245E-03
  2.7566E-01 -6.8148E-14  6.8556E-03
  2.8377E-01 -2.3658E-14  6.5651E-03
  2.9188E-01  1.4757E-13  6.2807E-03
  2.9999E-01  1.2450E-13  6.1259E-03
  3.0810E-01  7.6254E-14  5.8662E-03
  3.1620E-01  2.5049E-13  5.5276E-03
  3.2431E-01 -2.1883E-13  5.2720E-03
  3.3242E-01  1.0966E-13  5.2211E-03
  3.4053E-01 -5.0452E-14  4.9523E-03
  3.4863E-01 -1.8512E-13  4.6809E-03
  3.5674E-01  1.6969E-13  4.6418E-03
  3.6485E-01 -1.7278E-13  4.5135E-03
  3.7296E-01  1.7159E-13  4.3586E-03
  3.8107E-01 -1.6822E-13  4.2435E-03
  3.8917E-01  7.7125E-14  4.0351E-03
  3.9728E-01 -1.7824E-13  3.8542E-03
  4.0539E-01  1.1793E-13  3.8840E-03
  4.1350E-01 -1.2767E-13  3.6871E-03
  4.2160E-01  7.6894E-14  3.4883E-03
  4.2971E-01 -4.3578E-14  3.4368E-03
  4.3782E-01  5.0778E-15  3.2867E-03
  4.4593E-01  8.5440E-14  3.2012E-03
  4.5404E-01  1.6636E-13  3.1803E-03
  4.6214E-01 -4.9485E-14  3.0129E-03
  4.7025E-01 -5.1953E-14  2.8661E-03
