# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 11:53:26 2019
# diag: zprofile, run(s): act, time window: 0-902.10218(169 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds025/ITGa_NL/omt2/
# normalization: L_T,ions
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  2.0903E+00  2.0903E+00
 -3.0925E+00  0.0000E+00  2.0828E+00  2.0828E+00
 -3.0434E+00  0.0000E+00  2.0898E+00  2.0898E+00
 -2.9943E+00  0.0000E+00  2.0866E+00  2.0866E+00
 -2.9452E+00  0.0000E+00  2.0876E+00  2.0876E+00
 -2.8962E+00  0.0000E+00  2.0817E+00  2.0817E+00
 -2.8471E+00  0.0000E+00  2.0753E+00  2.0753E+00
 -2.7980E+00  0.0000E+00  2.0721E+00  2.0721E+00
 -2.7489E+00  0.0000E+00  2.0670E+00  2.0670E+00
 -2.6998E+00  0.0000E+00  2.0663E+00  2.0663E+00
 -2.6507E+00  0.0000E+00  2.0665E+00  2.0665E+00
 -2.6016E+00  0.0000E+00  2.0694E+00  2.0694E+00
 -2.5525E+00  0.0000E+00  2.0733E+00  2.0733E+00
 -2.5035E+00  0.0000E+00  2.0754E+00  2.0754E+00
 -2.4544E+00  0.0000E+00  2.0801E+00  2.0801E+00
 -2.4053E+00  0.0000E+00  2.0803E+00  2.0803E+00
 -2.3562E+00  0.0000E+00  2.0827E+00  2.0827E+00
 -2.3071E+00  0.0000E+00  2.0828E+00  2.0828E+00
 -2.2580E+00  0.0000E+00  2.0861E+00  2.0861E+00
 -2.2089E+00  0.0000E+00  2.0901E+00  2.0901E+00
 -2.1598E+00  0.0000E+00  2.0965E+00  2.0965E+00
 -2.1108E+00  0.0000E+00  2.1027E+00  2.1027E+00
 -2.0617E+00  0.0000E+00  2.1108E+00  2.1108E+00
 -2.0126E+00  0.0000E+00  2.1206E+00  2.1206E+00
 -1.9635E+00  0.0000E+00  2.1289E+00  2.1289E+00
 -1.9144E+00  0.0000E+00  2.1385E+00  2.1385E+00
 -1.8653E+00  0.0000E+00  2.1470E+00  2.1470E+00
 -1.8162E+00  0.0000E+00  2.1526E+00  2.1526E+00
 -1.7671E+00  0.0000E+00  2.1562E+00  2.1562E+00
 -1.7181E+00  0.0000E+00  2.1675E+00  2.1675E+00
 -1.6690E+00  0.0000E+00  2.1715E+00  2.1715E+00
 -1.6199E+00  0.0000E+00  2.1755E+00  2.1755E+00
