# CREATED BY GENE DIAGNOSTICS TOOL on Mon Jan  7 11:53:26 2019
# diag: zprofile, run(s): act, time window: 0-902.10218(169 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds025/ITGa_NL/omt2/
# normalization: L_T,ions
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -1.5708E+00  0.0000E+00  2.1793E+00  2.1793E+00
 -1.5217E+00  0.0000E+00  2.1819E+00  2.1819E+00
 -1.4726E+00  0.0000E+00  2.1921E+00  2.1921E+00
 -1.4235E+00  0.0000E+00  2.1999E+00  2.1999E+00
 -1.3744E+00  0.0000E+00  2.2134E+00  2.2134E+00
 -1.3254E+00  0.0000E+00  2.2231E+00  2.2231E+00
 -1.2763E+00  0.0000E+00  2.2356E+00  2.2356E+00
 -1.2272E+00  0.0000E+00  2.2466E+00  2.2466E+00
 -1.1781E+00  0.0000E+00  2.2560E+00  2.2560E+00
 -1.1290E+00  0.0000E+00  2.2673E+00  2.2673E+00
 -1.0799E+00  0.0000E+00  2.2746E+00  2.2746E+00
 -1.0308E+00  0.0000E+00  2.2824E+00  2.2824E+00
 -9.8175E-01  0.0000E+00  2.2848E+00  2.2848E+00
 -9.3266E-01  0.0000E+00  2.2910E+00  2.2910E+00
 -8.8357E-01  0.0000E+00  2.2896E+00  2.2896E+00
 -8.3449E-01  0.0000E+00  2.2909E+00  2.2909E+00
 -7.8540E-01  0.0000E+00  2.2902E+00  2.2902E+00
 -7.3631E-01  0.0000E+00  2.2902E+00  2.2902E+00
 -6.8722E-01  0.0000E+00  2.3006E+00  2.3006E+00
 -6.3814E-01  0.0000E+00  2.3213E+00  2.3213E+00
 -5.8905E-01  0.0000E+00  2.3482E+00  2.3482E+00
 -5.3996E-01  0.0000E+00  2.3849E+00  2.3849E+00
 -4.9087E-01  0.0000E+00  2.4188E+00  2.4188E+00
 -4.4179E-01  0.0000E+00  2.4486E+00  2.4486E+00
 -3.9270E-01  0.0000E+00  2.4944E+00  2.4944E+00
 -3.4361E-01  0.0000E+00  2.5295E+00  2.5295E+00
 -2.9452E-01  0.0000E+00  2.5784E+00  2.5784E+00
 -2.4544E-01  0.0000E+00  2.6100E+00  2.6100E+00
 -1.9635E-01  0.0000E+00  2.6498E+00  2.6498E+00
 -1.4726E-01  0.0000E+00  2.6744E+00  2.6744E+00
 -9.8175E-02  0.0000E+00  2.7031E+00  2.7031E+00
 -4.9087E-02  0.0000E+00  2.7097E+00  2.7097E+00
  0.0000E+00  0.0000E+00  2.7244E+00  2.7244E+00
  4.9087E-02  0.0000E+00  2.7089E+00  2.7089E+00
  9.8175E-02  0.0000E+00  2.7032E+00  2.7032E+00
  1.4726E-01  0.0000E+00  2.6734E+00  2.6734E+00
  1.9635E-01  0.0000E+00  2.6489E+00  2.6489E+00
  2.4544E-01  0.0000E+00  2.6085E+00  2.6085E+00
  2.9452E-01  0.0000E+00  2.5750E+00  2.5750E+00
  3.4361E-01  0.0000E+00  2.5267E+00  2.5267E+00
  3.9270E-01  0.0000E+00  2.4902E+00  2.4902E+00
  4.4179E-01  0.0000E+00  2.4429E+00  2.4429E+00
  4.9087E-01  0.0000E+00  2.4101E+00  2.4101E+00
  5.3996E-01  0.0000E+00  2.3742E+00  2.3742E+00
  5.8905E-01  0.0000E+00  2.3374E+00  2.3374E+00
  6.3814E-01  0.0000E+00  2.3108E+00  2.3108E+00
  6.8722E-01  0.0000E+00  2.2900E+00  2.2900E+00
  7.3631E-01  0.0000E+00  2.2804E+00  2.2804E+00
  7.8540E-01  0.0000E+00  2.2817E+00  2.2817E+00
  8.3449E-01  0.0000E+00  2.2841E+00  2.2841E+00
  8.8357E-01  0.0000E+00  2.2839E+00  2.2839E+00
  9.3266E-01  0.0000E+00  2.2862E+00  2.2862E+00
  9.8175E-01  0.0000E+00  2.2813E+00  2.2813E+00
  1.0308E+00  0.0000E+00  2.2804E+00  2.2804E+00
  1.0799E+00  0.0000E+00  2.2729E+00  2.2729E+00
  1.1290E+00  0.0000E+00  2.2659E+00  2.2659E+00
  1.1781E+00  0.0000E+00  2.2546E+00  2.2546E+00
  1.2272E+00  0.0000E+00  2.2448E+00  2.2448E+00
  1.2763E+00  0.0000E+00  2.2330E+00  2.2330E+00
  1.3254E+00  0.0000E+00  2.2198E+00  2.2198E+00
  1.3744E+00  0.0000E+00  2.2090E+00  2.2090E+00
  1.4235E+00  0.0000E+00  2.1942E+00  2.1942E+00
  1.4726E+00  0.0000E+00  2.1853E+00  2.1853E+00
  1.5217E+00  0.0000E+00  2.1750E+00  2.1750E+00
  1.5708E+00  0.0000E+00  2.1730E+00  2.1730E+00
  1.6199E+00  0.0000E+00  2.1698E+00  2.1698E+00
  1.6690E+00  0.0000E+00  2.1666E+00  2.1666E+00
  1.7181E+00  0.0000E+00  2.1633E+00  2.1633E+00
  1.7671E+00  0.0000E+00  2.1520E+00  2.1520E+00
  1.8162E+00  0.0000E+00  2.1482E+00  2.1482E+00
  1.8653E+00  0.0000E+00  2.1419E+00  2.1419E+00
  1.9144E+00  0.0000E+00  2.1327E+00  2.1327E+00
  1.9635E+00  0.0000E+00  2.1222E+00  2.1222E+00
  2.0126E+00  0.0000E+00  2.1132E+00  2.1132E+00
  2.0617E+00  0.0000E+00  2.1033E+00  2.1033E+00
  2.1108E+00  0.0000E+00  2.0953E+00  2.0953E+00
  2.1598E+00  0.0000E+00  2.0888E+00  2.0888E+00
  2.2089E+00  0.0000E+00  2.0829E+00  2.0829E+00
  2.2580E+00  0.0000E+00  2.0796E+00  2.0796E+00
  2.3071E+00  0.0000E+00  2.0776E+00  2.0776E+00
  2.3562E+00  0.0000E+00  2.0786E+00  2.0786E+00
  2.4053E+00  0.0000E+00  2.0776E+00  2.0776E+00
  2.4544E+00  0.0000E+00  2.0782E+00  2.0782E+00
  2.5035E+00  0.0000E+00  2.0749E+00  2.0749E+00
  2.5525E+00  0.0000E+00  2.0732E+00  2.0732E+00
  2.6016E+00  0.0000E+00  2.0699E+00  2.0699E+00
  2.6507E+00  0.0000E+00  2.0669E+00  2.0669E+00
  2.6998E+00  0.0000E+00  2.0674E+00  2.0674E+00
  2.7489E+00  0.0000E+00  2.0682E+00  2.0682E+00
  2.7980E+00  0.0000E+00  2.0745E+00  2.0745E+00
  2.8471E+00  0.0000E+00  2.0780E+00  2.0780E+00
  2.8962E+00  0.0000E+00  2.0854E+00  2.0854E+00
  2.9452E+00  0.0000E+00  2.0891E+00  2.0891E+00
  2.9943E+00  0.0000E+00  2.0902E+00  2.0902E+00
  3.0434E+00  0.0000E+00  2.0864E+00  2.0864E+00
  3.0925E+00  0.0000E+00  2.0909E+00  2.0909E+00
