# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 18 21:50:34 2019
# diag: zprofile, run(s): 1-act, time window: 0-1604.8523(505 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds09/ITGa/omt1/
# normalization: L_ref=1.65m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  1.3421E+00  1.3421E+00
 -3.0925E+00  0.0000E+00  1.3404E+00  1.3404E+00
 -3.0434E+00  0.0000E+00  1.3357E+00  1.3357E+00
 -2.9943E+00  0.0000E+00  1.3395E+00  1.3395E+00
 -2.9452E+00  0.0000E+00  1.3408E+00  1.3408E+00
 -2.8962E+00  0.0000E+00  1.3522E+00  1.3522E+00
 -2.8471E+00  0.0000E+00  1.3617E+00  1.3617E+00
 -2.7980E+00  0.0000E+00  1.3598E+00  1.3598E+00
 -2.7489E+00  0.0000E+00  1.3765E+00  1.3765E+00
 -2.6998E+00  0.0000E+00  1.3819E+00  1.3819E+00
 -2.6507E+00  0.0000E+00  1.3838E+00  1.3838E+00
 -2.6016E+00  0.0000E+00  1.3890E+00  1.3890E+00
 -2.5525E+00  0.0000E+00  1.3853E+00  1.3853E+00
 -2.5035E+00  0.0000E+00  1.3827E+00  1.3827E+00
 -2.4544E+00  0.0000E+00  1.3822E+00  1.3822E+00
 -2.4053E+00  0.0000E+00  1.3801E+00  1.3801E+00
 -2.3562E+00  0.0000E+00  1.3815E+00  1.3815E+00
 -2.3071E+00  0.0000E+00  1.3840E+00  1.3840E+00
 -2.2580E+00  0.0000E+00  1.3859E+00  1.3859E+00
 -2.2089E+00  0.0000E+00  1.3893E+00  1.3893E+00
 -2.1598E+00  0.0000E+00  1.3932E+00  1.3932E+00
 -2.1108E+00  0.0000E+00  1.3975E+00  1.3975E+00
 -2.0617E+00  0.0000E+00  1.4021E+00  1.4021E+00
 -2.0126E+00  0.0000E+00  1.4035E+00  1.4035E+00
 -1.9635E+00  0.0000E+00  1.3893E+00  1.3893E+00
 -1.9144E+00  0.0000E+00  1.3944E+00  1.3944E+00
 -1.8653E+00  0.0000E+00  1.4088E+00  1.4088E+00
 -1.8162E+00  0.0000E+00  1.4277E+00  1.4277E+00
 -1.7671E+00  0.0000E+00  1.4332E+00  1.4332E+00
 -1.7181E+00  0.0000E+00  1.4455E+00  1.4455E+00
 -1.6690E+00  0.0000E+00  1.4410E+00  1.4410E+00
 -1.6199E+00  0.0000E+00  1.4259E+00  1.4259E+00
 -1.5708E+00  0.0000E+00  1.4174E+00  1.4174E+00
 -1.5217E+00  0.0000E+00  1.4054E+00  1.4054E+00
 -1.4726E+00  0.0000E+00  1.4042E+00  1.4042E+00
 -1.4235E+00  0.0000E+00  1.3909E+00  1.3909E+00
 -1.3744E+00  0.0000E+00  1.3871E+00  1.3871E+00
 -1.3254E+00  0.0000E+00  1.3817E+00  1.3817E+00
 -1.2763E+00  0.0000E+00  1.3863E+00  1.3863E+00
 -1.2272E+00  0.0000E+00  1.3860E+00  1.3860E+00
 -1.1781E+00  0.0000E+00  1.3907E+00  1.3907E+00
 -1.1290E+00  0.0000E+00  1.3983E+00  1.3983E+00
 -1.0799E+00  0.0000E+00  1.3994E+00  1.3994E+00
 -1.0308E+00  0.0000E+00  1.4033E+00  1.4033E+00
 -9.8175E-01  0.0000E+00  1.4043E+00  1.4043E+00
 -9.3266E-01  0.0000E+00  1.4024E+00  1.4024E+00
 -8.8357E-01  0.0000E+00  1.4014E+00  1.4014E+00
 -8.3449E-01  0.0000E+00  1.4043E+00  1.4043E+00
 -7.8540E-01  0.0000E+00  1.4054E+00  1.4054E+00
 -7.3631E-01  0.0000E+00  1.4062E+00  1.4062E+00
 -6.8722E-01  0.0000E+00  1.4069E+00  1.4069E+00
 -6.3814E-01  0.0000E+00  1.4091E+00  1.4091E+00
 -5.8905E-01  0.0000E+00  1.4153E+00  1.4153E+00
 -5.3996E-01  0.0000E+00  1.4136E+00  1.4136E+00
 -4.9087E-01  0.0000E+00  1.4208E+00  1.4208E+00
 -4.4179E-01  0.0000E+00  1.4326E+00  1.4326E+00
 -3.9270E-01  0.0000E+00  1.4452E+00  1.4452E+00
 -3.4361E-01  0.0000E+00  1.4513E+00  1.4513E+00
 -2.9452E-01  0.0000E+00  1.4710E+00  1.4710E+00
 -2.4544E-01  0.0000E+00  1.4823E+00  1.4823E+00
 -1.9635E-01  0.0000E+00  1.4763E+00  1.4763E+00
 -1.4726E-01  0.0000E+00  1.4931E+00  1.4931E+00
 -9.8175E-02  0.0000E+00  1.4897E+00  1.4897E+00
 -4.9087E-02  0.0000E+00  1.4775E+00  1.4775E+00
  0.0000E+00  0.0000E+00  1.4809E+00  1.4809E+00
  4.9087E-02  0.0000E+00  1.4766E+00  1.4766E+00
  9.8175E-02  0.0000E+00  1.4869E+00  1.4869E+00
  1.4726E-01  0.0000E+00  1.4909E+00  1.4909E+00
  1.9635E-01  0.0000E+00  1.4729E+00  1.4729E+00
  2.4544E-01  0.0000E+00  1.4779E+00  1.4779E+00
  2.9452E-01  0.0000E+00  1.4680E+00  1.4680E+00
  3.4361E-01  0.0000E+00  1.4480E+00  1.4480E+00
  3.9270E-01  0.0000E+00  1.4428E+00  1.4428E+00
  4.4179E-01  0.0000E+00  1.4316E+00  1.4316E+00
  4.9087E-01  0.0000E+00  1.4206E+00  1.4206E+00
  5.3996E-01  0.0000E+00  1.4148E+00  1.4148E+00
  5.8905E-01  0.0000E+00  1.4178E+00  1.4178E+00
  6.3814E-01  0.0000E+00  1.4148E+00  1.4148E+00
  6.8722E-01  0.0000E+00  1.4160E+00  1.4160E+00
  7.3631E-01  0.0000E+00  1.4159E+00  1.4159E+00
  7.8540E-01  0.0000E+00  1.4170E+00  1.4170E+00
  8.3449E-01  0.0000E+00  1.4162E+00  1.4162E+00
  8.8357E-01  0.0000E+00  1.4105E+00  1.4105E+00
  9.3266E-01  0.0000E+00  1.4099E+00  1.4099E+00
  9.8175E-01  0.0000E+00  1.4107E+00  1.4107E+00
  1.0308E+00  0.0000E+00  1.4088E+00  1.4088E+00
  1.0799E+00  0.0000E+00  1.4043E+00  1.4043E+00
  1.1290E+00  0.0000E+00  1.4022E+00  1.4022E+00
  1.1781E+00  0.0000E+00  1.3929E+00  1.3929E+00
  1.2272E+00  0.0000E+00  1.3877E+00  1.3877E+00
  1.2763E+00  0.0000E+00  1.3871E+00  1.3871E+00
  1.3254E+00  0.0000E+00  1.3819E+00  1.3819E+00
  1.3744E+00  0.0000E+00  1.3877E+00  1.3877E+00
  1.4235E+00  0.0000E+00  1.3899E+00  1.3899E+00
  1.4726E+00  0.0000E+00  1.4032E+00  1.4032E+00
  1.5217E+00  0.0000E+00  1.4051E+00  1.4051E+00
  1.5708E+00  0.0000E+00  1.4159E+00  1.4159E+00
  1.6199E+00  0.0000E+00  1.4253E+00  1.4253E+00
  1.6690E+00  0.0000E+00  1.4395E+00  1.4395E+00
  1.7181E+00  0.0000E+00  1.4456E+00  1.4456E+00
  1.7671E+00  0.0000E+00  1.4351E+00  1.4351E+00
  1.8162E+00  0.0000E+00  1.4316E+00  1.4316E+00
  1.8653E+00  0.0000E+00  1.4160E+00  1.4160E+00
  1.9144E+00  0.0000E+00  1.4014E+00  1.4014E+00
  1.9635E+00  0.0000E+00  1.3969E+00  1.3969E+00
  2.0126E+00  0.0000E+00  1.4105E+00  1.4105E+00
  2.0617E+00  0.0000E+00  1.4077E+00  1.4077E+00
  2.1108E+00  0.0000E+00  1.4026E+00  1.4026E+00
  2.1598E+00  0.0000E+00  1.3980E+00  1.3980E+00
  2.2089E+00  0.0000E+00  1.3937E+00  1.3937E+00
  2.2580E+00  0.0000E+00  1.3897E+00  1.3897E+00
  2.3071E+00  0.0000E+00  1.3873E+00  1.3873E+00
  2.3562E+00  0.0000E+00  1.3842E+00  1.3842E+00
  2.4053E+00  0.0000E+00  1.3822E+00  1.3822E+00
  2.4544E+00  0.0000E+00  1.3835E+00  1.3835E+00
  2.5035E+00  0.0000E+00  1.3835E+00  1.3835E+00
  2.5525E+00  0.0000E+00  1.3857E+00  1.3857E+00
  2.6016E+00  0.0000E+00  1.3888E+00  1.3888E+00
  2.6507E+00  0.0000E+00  1.3824E+00  1.3824E+00
  2.6998E+00  0.0000E+00  1.3802E+00  1.3802E+00
  2.7489E+00  0.0000E+00  1.3740E+00  1.3740E+00
  2.7980E+00  0.0000E+00  1.3572E+00  1.3572E+00
  2.8471E+00  0.0000E+00  1.3596E+00  1.3596E+00
  2.8962E+00  0.0000E+00  1.3500E+00  1.3500E+00
  2.9452E+00  0.0000E+00  1.3390E+00  1.3390E+00
  2.9943E+00  0.0000E+00  1.3386E+00  1.3386E+00
  3.0434E+00  0.0000E+00  1.3353E+00  1.3353E+00
  3.0925E+00  0.0000E+00  1.3404E+00  1.3404E+00
