# CREATED BY GENE DIAGNOSTICS TOOL on Tue May 14 17:17:43 2019
# diag: gamdiag, run(s): act, time window: 0-3000(3751 steps), species: ions
# original data path: /marconi_scratch/userexternal/cmoreno0/export/
# normalization: L_ref=1.65m
#
# xind= 0, x/a= 0.70710677, q= 1.2491133
# Fit:    0.042661436,4.7166597,-0.81689716
# Analytic (Gao, Zhou/Yu): 0.25586224,-0.00028547047,1.8097088
#  t          Re[phi]     Im[phi]   
  0.0000E+00  9.9992E-01  0.0000E+00
  8.0000E-01  9.8531E-01 -1.0970E-02
  1.6000E+00  9.4919E-01 -2.1342E-02
  2.4000E+00  9.0296E-01 -3.0848E-02
  3.2000E+00  8.5580E-01 -3.9377E-02
  4.0000E+00  8.1376E-01 -4.7003E-02
  4.8000E+00  7.7864E-01 -5.3881E-02
  5.6000E+00  7.4857E-01 -6.0152E-02
  6.4000E+00  7.1995E-01 -6.5886E-02
  7.2000E+00  6.8971E-01 -7.1075E-02
  8.0000E+00  6.5656E-01 -7.5669E-02
  8.8000E+00  6.2106E-01 -7.9613E-02
  9.6000E+00  5.8493E-01 -8.2894E-02
  1.0400E+01  5.5011E-01 -8.5532E-02
  1.1200E+01  5.1807E-01 -8.7585E-02
  1.2000E+01  4.8963E-01 -8.9144E-02
  1.2800E+01  4.6499E-01 -9.0299E-02
  1.3600E+01  4.4407E-01 -9.1134E-02
  1.4400E+01  4.2653E-01 -9.1735E-02
  1.5200E+01  4.1216E-01 -9.2180E-02
  1.6000E+01  4.0076E-01 -9.2533E-02
  1.6800E+01  3.9240E-01 -9.2858E-02
  1.7600E+01  3.8672E-01 -9.3222E-02
  1.8400E+01  3.8354E-01 -9.3664E-02
  1.9200E+01  3.8329E-01 -9.4242E-02
  2.0000E+01  3.8530E-01 -9.5013E-02
  2.0800E+01  3.8883E-01 -9.6000E-02
  2.1600E+01  3.9381E-01 -9.7218E-02
  2.2400E+01  4.0007E-01 -9.8682E-02
  2.3200E+01  4.0711E-01 -1.0040E-01
  2.4000E+01  4.1444E-01 -1.0236E-01
  2.4800E+01  4.2188E-01 -1.0456E-01
  2.5600E+01  4.2917E-01 -1.0697E-01
  2.6400E+01  4.3586E-01 -1.0957E-01
  2.7200E+01  4.4173E-01 -1.1232E-01
  2.8000E+01  4.4680E-01 -1.1519E-01
  2.8800E+01  4.5093E-01 -1.1814E-01
  2.9600E+01  4.5381E-01 -1.2114E-01
  3.0400E+01  4.5530E-01 -1.2415E-01
  3.1200E+01  4.5548E-01 -1.2714E-01
  3.2000E+01  4.5436E-01 -1.3007E-01
  3.2800E+01  4.5183E-01 -1.3289E-01
  3.3600E+01  4.4783E-01 -1.3560E-01
  3.4400E+01  4.4260E-01 -1.3815E-01
  3.5200E+01  4.3616E-01 -1.4053E-01
  3.6000E+01  4.2878E-01 -1.4272E-01
  3.6800E+01  4.2065E-01 -1.4472E-01
  3.7600E+01  4.1161E-01 -1.4651E-01
  3.8400E+01  4.0187E-01 -1.4808E-01
  3.9200E+01  3.9184E-01 -1.4945E-01
  4.0000E+01  3.8164E-01 -1.5062E-01
  4.0800E+01  3.7130E-01 -1.5159E-01
  4.1600E+01  3.6100E-01 -1.5239E-01
  4.2400E+01  3.5088E-01 -1.5302E-01
  4.3200E+01  3.4106E-01 -1.5350E-01
  4.4000E+01  3.3161E-01 -1.5386E-01
  4.4800E+01  3.2258E-01 -1.5411E-01
  4.5600E+01  3.1409E-01 -1.5426E-01
  4.6400E+01  3.0631E-01 -1.5435E-01
  4.7200E+01  2.9957E-01 -1.5439E-01
  4.8000E+01  2.9425E-01 -1.5443E-01
  4.8800E+01  2.9043E-01 -1.5450E-01
  4.9600E+01  2.8758E-01 -1.5464E-01
  5.0400E+01  2.8466E-01 -1.5483E-01
  5.1200E+01  2.8070E-01 -1.5505E-01
  5.2000E+01  2.7538E-01 -1.5525E-01
  5.2800E+01  2.6919E-01 -1.5542E-01
  5.3600E+01  2.6336E-01 -1.5555E-01
  5.4400E+01  2.5901E-01 -1.5568E-01
  5.5200E+01  2.5667E-01 -1.5585E-01
  5.6000E+01  2.5636E-01 -1.5609E-01
  5.6800E+01  2.5738E-01 -1.5644E-01
  5.7600E+01  2.5860E-01 -1.5688E-01
  5.8400E+01  2.5906E-01 -1.5740E-01
  5.9200E+01  2.5838E-01 -1.5795E-01
  6.0000E+01  2.5657E-01 -1.5850E-01
  6.0800E+01  2.5398E-01 -1.5903E-01
  6.1600E+01  2.5111E-01 -1.5954E-01
  6.2400E+01  2.4834E-01 -1.6001E-01
  6.3200E+01  2.4580E-01 -1.6046E-01
  6.4000E+01  2.4341E-01 -1.6088E-01
  6.4800E+01  2.4093E-01 -1.6126E-01
  6.5600E+01  2.3811E-01 -1.6160E-01
  6.6400E+01  2.3479E-01 -1.6188E-01
  6.7200E+01  2.3099E-01 -1.6209E-01
  6.8000E+01  2.2681E-01 -1.6223E-01
  6.8800E+01  2.2243E-01 -1.6229E-01
  6.9600E+01  2.1800E-01 -1.6228E-01
  7.0400E+01  2.1360E-01 -1.6220E-01
  7.1200E+01  2.0928E-01 -1.6205E-01
  7.2000E+01  2.0500E-01 -1.6183E-01
  7.2800E+01  2.0075E-01 -1.6156E-01
  7.3600E+01  1.9655E-01 -1.6123E-01
  7.4400E+01  1.9232E-01 -1.6085E-01
  7.5200E+01  1.8806E-01 -1.6042E-01
  7.6000E+01  1.8389E-01 -1.5995E-01
  7.6800E+01  1.7988E-01 -1.5945E-01
  7.7600E+01  1.7600E-01 -1.5892E-01
  7.8400E+01  1.7225E-01 -1.5836E-01
  7.9200E+01  1.6871E-01 -1.5779E-01
  8.0000E+01  1.6538E-01 -1.5721E-01
  8.0800E+01  1.6222E-01 -1.5663E-01
  8.1600E+01  1.5920E-01 -1.5604E-01
  8.2400E+01  1.5631E-01 -1.5546E-01
  8.3200E+01  1.5358E-01 -1.5488E-01
  8.4000E+01  1.5099E-01 -1.5431E-01
  8.4800E+01  1.4852E-01 -1.5375E-01
  8.5600E+01  1.4612E-01 -1.5320E-01
  8.6400E+01  1.4376E-01 -1.5266E-01
  8.7200E+01  1.4140E-01 -1.5212E-01
  8.8000E+01  1.3909E-01 -1.5159E-01
  8.8800E+01  1.3685E-01 -1.5106E-01
  8.9600E+01  1.3465E-01 -1.5053E-01
  9.0400E+01  1.3246E-01 -1.5001E-01
  9.1200E+01  1.3024E-01 -1.4948E-01
  9.2000E+01  1.2793E-01 -1.4895E-01
  9.2800E+01  1.2552E-01 -1.4840E-01
  9.3600E+01  1.2307E-01 -1.4783E-01
  9.4400E+01  1.2064E-01 -1.4725E-01
  9.5200E+01  1.1824E-01 -1.4666E-01
  9.6000E+01  1.1587E-01 -1.4605E-01
  9.6800E+01  1.1347E-01 -1.4542E-01
  9.7600E+01  1.1094E-01 -1.4476E-01
  9.8400E+01  1.0828E-01 -1.4408E-01
  9.9200E+01  1.0558E-01 -1.4337E-01
  1.0000E+02  1.0289E-01 -1.4264E-01
  1.0080E+02  1.0023E-01 -1.4188E-01
  1.0160E+02  9.7550E-02 -1.4110E-01
  1.0240E+02  9.4770E-02 -1.4029E-01
  1.0320E+02  9.1837E-02 -1.3945E-01
  1.0400E+02  8.8776E-02 -1.3857E-01
  1.0480E+02  8.5698E-02 -1.3766E-01
  1.0560E+02  8.2768E-02 -1.3673E-01
  1.0640E+02  8.0103E-02 -1.3578E-01
  1.0720E+02  7.7705E-02 -1.3483E-01
  1.0800E+02  7.5484E-02 -1.3387E-01
  1.0880E+02  7.3285E-02 -1.3290E-01
  1.0960E+02  7.0948E-02 -1.3193E-01
  1.1040E+02  6.8394E-02 -1.3094E-01
  1.1120E+02  6.5643E-02 -1.2993E-01
  1.1200E+02  6.2792E-02 -1.2890E-01
  1.1280E+02  5.9988E-02 -1.2786E-01
  1.1360E+02  5.7367E-02 -1.2680E-01
  1.1440E+02  5.4979E-02 -1.2574E-01
  1.1520E+02  5.2791E-02 -1.2468E-01
  1.1600E+02  5.0737E-02 -1.2363E-01
  1.1680E+02  4.8749E-02 -1.2257E-01
  1.1760E+02  4.6758E-02 -1.2151E-01
  1.1840E+02  4.4722E-02 -1.2045E-01
  1.1920E+02  4.2646E-02 -1.1939E-01
  1.2000E+02  4.0557E-02 -1.1832E-01
  1.2080E+02  3.8484E-02 -1.1724E-01
  1.2160E+02  3.6456E-02 -1.1617E-01
  1.2240E+02  3.4484E-02 -1.1508E-01
  1.2320E+02  3.2564E-02 -1.1400E-01
  1.2400E+02  3.0675E-02 -1.1291E-01
  1.2480E+02  2.8796E-02 -1.1182E-01
  1.2560E+02  2.6927E-02 -1.1072E-01
  1.2640E+02  2.5059E-02 -1.0961E-01
  1.2720E+02  2.3182E-02 -1.0850E-01
  1.2800E+02  2.1292E-02 -1.0737E-01
  1.2880E+02  1.9384E-02 -1.0624E-01
  1.2960E+02  1.7455E-02 -1.0510E-01
  1.3040E+02  1.5517E-02 -1.0395E-01
  1.3120E+02  1.3586E-02 -1.0279E-01
  1.3200E+02  1.1665E-02 -1.0161E-01
  1.3280E+02  9.7592E-03 -1.0043E-01
  1.3360E+02  7.8692E-03 -9.9240E-02
  1.3440E+02  5.9983E-03 -9.8040E-02
  1.3520E+02  4.1491E-03 -9.6830E-02
  1.3600E+02  2.3214E-03 -9.5612E-02
  1.3680E+02  5.1538E-04 -9.4386E-02
  1.3760E+02 -1.2693E-03 -9.3153E-02
  1.3840E+02 -3.0289E-03 -9.1913E-02
  1.3920E+02 -4.7607E-03 -9.0668E-02
  1.4000E+02 -6.4626E-03 -8.9417E-02
  1.4080E+02 -8.1313E-03 -8.8162E-02
  1.4160E+02 -9.7696E-03 -8.6904E-02
  1.4240E+02 -1.1379E-02 -8.5644E-02
  1.4320E+02 -1.2961E-02 -8.4381E-02
  1.4400E+02 -1.4520E-02 -8.3115E-02
  1.4480E+02 -1.6050E-02 -8.1848E-02
  1.4560E+02 -1.7535E-02 -8.0580E-02
  1.4640E+02 -1.8969E-02 -7.9314E-02
  1.4720E+02 -2.0364E-02 -7.8049E-02
  1.4800E+02 -2.1735E-02 -7.6786E-02
  1.4880E+02 -2.3100E-02 -7.5523E-02
  1.4960E+02 -2.4466E-02 -7.4261E-02
  1.5040E+02 -2.5820E-02 -7.2998E-02
  1.5120E+02 -2.7147E-02 -7.1736E-02
  1.5200E+02 -2.8435E-02 -7.0475E-02
