# CREATED BY GENE DIAGNOSTICS TOOL on Fri Feb 22 11:22:33 2019
# diag: nrgsummary, run(s): 1, time window: 0-1250.3027(1 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xhms05/ITGa_NL/omt3_P/
# normalization: L_T,ions
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  7.4254E-22  1.0023E-21  1.4527E-23
  1.1990E+00  2.6713E-20  1.8117E-02 -2.6018E-07
  2.3919E+00  2.4221E-20  3.6274E-02 -1.9026E-06
  3.5307E+00  5.6789E-20  5.3827E-02 -5.5516E-06
  4.6402E+00  1.0490E-19  7.1164E-02 -1.1684E-05
  5.6985E+00  2.3527E-21  8.7906E-02 -2.1042E-05
  6.7243E+00  2.7907E-19  1.0427E-01 -3.5093E-05
  7.7173E+00  2.3464E-21  1.2020E-01 -5.5054E-05
  8.6884E+00 -1.1634E-19  1.3584E-01 -8.1757E-05
  9.6493E+00  1.6724E-19  1.5140E-01 -1.1553E-04
  1.0569E+01  9.3218E-20  1.6640E-01 -1.5439E-04
  1.1446E+01  8.8028E-20  1.8087E-01 -1.9656E-04
  1.2317E+01  3.1332E-19  1.9550E-01 -2.4228E-04
  1.3163E+01  3.7484E-19  2.1001E-01 -2.8887E-04
  1.3992E+01  1.3539E-19  2.2464E-01 -3.3520E-04
  1.4786E+01  5.5668E-19  2.3914E-01 -3.7890E-04
  1.5572E+01 -7.0620E-19  2.5406E-01 -4.2010E-04
  1.6326E+01  1.2619E-19  2.6894E-01 -4.5650E-04
  1.7072E+01 -2.9229E-19  2.8432E-01 -4.8840E-04
  1.7785E+01  5.0917E-19  2.9968E-01 -5.1400E-04
  1.8493E+01  5.8660E-19  3.1564E-01 -5.3386E-04
  1.9171E+01  1.4180E-19  3.3163E-01 -5.4676E-04
  1.9842E+01  3.1167E-19  3.4817E-01 -5.5283E-04
  2.0479E+01  7.3808E-20  3.6454E-01 -5.5174E-04
  2.1115E+01 -3.7461E-20  3.8160E-01 -5.4330E-04
  2.1732E+01 -4.5934E-19  3.9882E-01 -5.2749E-04
  2.2336E+01 -7.4801E-20  4.1634E-01 -5.0414E-04
  2.2911E+01 -3.8572E-19  4.3364E-01 -4.7416E-04
  2.3483E+01  3.4782E-19  4.5146E-01 -4.3638E-04
  2.4046E+01 -7.6721E-19  4.6958E-01 -3.9097E-04
  2.4589E+01 -2.7936E-19  4.8759E-01 -3.3913E-04
  2.5121E+01 -4.3876E-19  5.0576E-01 -2.8028E-04
  2.5636E+01 -1.8269E-19  5.2384E-01 -2.1533E-04
  2.6144E+01  3.0633E-19  5.4212E-01 -1.4351E-04
  2.6634E+01  2.6650E-19  5.6017E-01 -6.6688E-05
  2.7123E+01  4.9850E-19  5.7862E-01  1.7746E-05
