# CREATED BY GENE DIAGNOSTICS TOOL on Fri Dec  7 17:11:00 2018
# diag: gamdiag, run(s): act, time window: 0-3399.88(7728 steps), species: ions
# normalization: L_ref=1.65m
#
# xind= 0, x/a= -NaN, q= 1.2986453
# Fit:    -NaN,Infinity,Infinity
# Analytic: -NaN,Infinity,Infinity
#  t          Re[phi]     Im[phi]   
  0.0000E+00  2.0004E+01  0.0000E+00
  4.4000E-01  1.9914E+01 -1.8301E-01
  8.8000E-01  1.9661E+01 -3.6191E-01
  1.3200E+00  1.9286E+01 -5.3386E-01
  1.7600E+00  1.8831E+01 -6.9745E-01
  2.2000E+00  1.8338E+01 -8.5222E-01
  2.6400E+00  1.7842E+01 -9.9843E-01
  3.0800E+00  1.7365E+01 -1.1366E+00
  3.5200E+00  1.6919E+01 -1.2676E+00
  3.9600E+00  1.6510E+01 -1.3918E+00
  4.4000E+00  1.6135E+01 -1.5102E+00
  4.8400E+00  1.5787E+01 -1.6232E+00
  5.2800E+00  1.5457E+01 -1.7312E+00
  5.7200E+00  1.5133E+01 -1.8345E+00
  6.1600E+00  1.4808E+01 -1.9331E+00
  6.6000E+00  1.4474E+01 -2.0268E+00
  7.0400E+00  1.4127E+01 -2.1156E+00
  7.4800E+00  1.3766E+01 -2.1990E+00
  7.9200E+00  1.3392E+01 -2.2769E+00
  8.3600E+00  1.3008E+01 -2.3491E+00
  8.8000E+00  1.2618E+01 -2.4154E+00
  9.2400E+00  1.2227E+01 -2.4758E+00
  9.6800E+00  1.1840E+01 -2.5304E+00
  1.0120E+01  1.1460E+01 -2.5794E+00
  1.0560E+01  1.1091E+01 -2.6230E+00
  1.1000E+01  1.0736E+01 -2.6615E+00
  1.1440E+01  1.0395E+01 -2.6952E+00
  1.1880E+01  1.0071E+01 -2.7244E+00
  1.2320E+01  9.7639E+00 -2.7496E+00
  1.2760E+01  9.4738E+00 -2.7711E+00
  1.3200E+01  9.2008E+00 -2.7891E+00
  1.3640E+01  8.9447E+00 -2.8041E+00
  1.4080E+01  8.7056E+00 -2.8163E+00
  1.4520E+01  8.4835E+00 -2.8262E+00
  1.4960E+01  8.2785E+00 -2.8339E+00
  1.5400E+01  8.0904E+00 -2.8398E+00
  1.5840E+01  7.9193E+00 -2.8443E+00
  1.6280E+01  7.7648E+00 -2.8475E+00
  1.6720E+01  7.6268E+00 -2.8499E+00
  1.7160E+01  7.5054E+00 -2.8516E+00
  1.7600E+01  7.4007E+00 -2.8529E+00
  1.8040E+01  7.3124E+00 -2.8543E+00
  1.8480E+01  7.2397E+00 -2.8560E+00
  1.8920E+01  7.1822E+00 -2.8581E+00
  1.9360E+01  7.1393E+00 -2.8610E+00
  1.9800E+01  7.1103E+00 -2.8648E+00
  2.0240E+01  7.0945E+00 -2.8698E+00
  2.0680E+01  7.0909E+00 -2.8762E+00
  2.1120E+01  7.0983E+00 -2.8842E+00
  2.1560E+01  7.1158E+00 -2.8939E+00
  2.2000E+01  7.1424E+00 -2.9053E+00
  2.2440E+01  7.1774E+00 -2.9186E+00
  2.2880E+01  7.2200E+00 -2.9338E+00
  2.3320E+01  7.2694E+00 -2.9510E+00
  2.3760E+01  7.3240E+00 -2.9703E+00
  2.4200E+01  7.3825E+00 -2.9917E+00
  2.4640E+01  7.4438E+00 -3.0151E+00
  2.5080E+01  7.5077E+00 -3.0404E+00
  2.5520E+01  7.5743E+00 -3.0677E+00
  2.5960E+01  7.6427E+00 -3.0969E+00
  2.6400E+01  7.7112E+00 -3.1280E+00
  2.6840E+01  7.7767E+00 -3.1610E+00
  2.7280E+01  7.8369E+00 -3.1956E+00
  2.7720E+01  7.8910E+00 -3.2316E+00
  2.8160E+01  7.9402E+00 -3.2687E+00
  2.8600E+01  7.9863E+00 -3.3069E+00
  2.9040E+01  8.0309E+00 -3.3460E+00
  2.9480E+01  8.0740E+00 -3.3860E+00
  2.9920E+01  8.1138E+00 -3.4269E+00
  3.0360E+01  8.1479E+00 -3.4685E+00
  3.0800E+01  8.1740E+00 -3.5107E+00
  3.1240E+01  8.1909E+00 -3.5533E+00
  3.1680E+01  8.1988E+00 -3.5959E+00
  3.2120E+01  8.1986E+00 -3.6384E+00
  3.2560E+01  8.1913E+00 -3.6807E+00
  3.3000E+01  8.1774E+00 -3.7225E+00
  3.3440E+01  8.1570E+00 -3.7638E+00
  3.3880E+01  8.1296E+00 -3.8044E+00
  3.4320E+01  8.0941E+00 -3.8442E+00
  3.4760E+01  8.0499E+00 -3.8830E+00
  3.5200E+01  7.9974E+00 -3.9207E+00
  3.5640E+01  7.9377E+00 -3.9571E+00
  3.6080E+01  7.8718E+00 -3.9921E+00
  3.6520E+01  7.8010E+00 -4.0256E+00
  3.6960E+01  7.7259E+00 -4.0577E+00
  3.7400E+01  7.6470E+00 -4.0883E+00
  3.7840E+01  7.5645E+00 -4.1174E+00
  3.8280E+01  7.4778E+00 -4.1449E+00
  3.8720E+01  7.3858E+00 -4.1708E+00
  3.9160E+01  7.2878E+00 -4.1950E+00
  3.9600E+01  7.1837E+00 -4.2174E+00
  4.0040E+01  7.0744E+00 -4.2379E+00
  4.0480E+01  6.9617E+00 -4.2565E+00
  4.0920E+01  6.8477E+00 -4.2733E+00
  4.1360E+01  6.7346E+00 -4.2883E+00
  4.1800E+01  6.6240E+00 -4.3017E+00
  4.2240E+01  6.5170E+00 -4.3136E+00
  4.2680E+01  6.4137E+00 -4.3240E+00
  4.3120E+01  6.3135E+00 -4.3332E+00
  4.3560E+01  6.2142E+00 -4.3411E+00
  4.4000E+01  6.1134E+00 -4.3479E+00
  4.4440E+01  6.0084E+00 -4.3534E+00
  4.4880E+01  5.8973E+00 -4.3576E+00
  4.5320E+01  5.7797E+00 -4.3604E+00
  4.5760E+01  5.6565E+00 -4.3617E+00
  4.6200E+01  5.5301E+00 -4.3614E+00
  4.6640E+01  5.4039E+00 -4.3597E+00
  4.7080E+01  5.2818E+00 -4.3566E+00
  4.7520E+01  5.1676E+00 -4.3525E+00
  4.7960E+01  5.0640E+00 -4.3475E+00
  4.8400E+01  4.9728E+00 -4.3419E+00
  4.8840E+01  4.8939E+00 -4.3359E+00
  4.9280E+01  4.8265E+00 -4.3298E+00
  4.9720E+01  4.7688E+00 -4.3238E+00
  5.0160E+01  4.7181E+00 -4.3180E+00
  5.0600E+01  4.6719E+00 -4.3124E+00
  5.1040E+01  4.6271E+00 -4.3071E+00
  5.1480E+01  4.5815E+00 -4.3021E+00
  5.1920E+01  4.5335E+00 -4.2973E+00
  5.2360E+01  4.4826E+00 -4.2928E+00
  5.2800E+01  4.4285E+00 -4.2884E+00
  5.3240E+01  4.3713E+00 -4.2840E+00
  5.3680E+01  4.3116E+00 -4.2796E+00
  5.4120E+01  4.2502E+00 -4.2751E+00
  5.4560E+01  4.1885E+00 -4.2704E+00
  5.5000E+01  4.1282E+00 -4.2657E+00
  5.5440E+01  4.0716E+00 -4.2608E+00
  5.5880E+01  4.0206E+00 -4.2560E+00
  5.6320E+01  3.9765E+00 -4.2513E+00
  5.6760E+01  3.9394E+00 -4.2470E+00
  5.7200E+01  3.9089E+00 -4.2431E+00
  5.7640E+01  3.8838E+00 -4.2397E+00
  5.8080E+01  3.8627E+00 -4.2368E+00
  5.8520E+01  3.8446E+00 -4.2345E+00
  5.8960E+01  3.8287E+00 -4.2326E+00
  5.9400E+01  3.8141E+00 -4.2312E+00
  5.9840E+01  3.8003E+00 -4.2303E+00
  6.0280E+01  3.7864E+00 -4.2299E+00
  6.0720E+01  3.7716E+00 -4.2298E+00
  6.1160E+01  3.7552E+00 -4.2301E+00
  6.1600E+01  3.7368E+00 -4.2305E+00
