# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 18 21:55:01 2019
# diag: nrgtstep, run(s): 1-act, time window: 0-1605.4781(1 steps)
# original data path: /ptmp/cmor/IFERC/W7Xsds09/ITGa/omt1/
# normalization: L_ref=1.65m
#
# dt_max = 0.0561
#  t          dt        
  0.0000E+00  1.9334E-02
  1.9334E-01  1.9334E-02
  3.8668E-01  1.9334E-02
  5.8003E-01  1.9334E-02
  7.7337E-01  1.9334E-02
  9.6671E-01  1.9334E-02
  1.1600E+00  1.9334E-02
  1.3534E+00  1.9334E-02
  1.5467E+00  1.9334E-02
  1.7401E+00  1.9334E-02
  1.9334E+00  1.9334E-02
  2.1268E+00  1.9334E-02
  2.3201E+00  1.9334E-02
  2.5134E+00  1.9334E-02
  2.7068E+00  1.9334E-02
  2.9001E+00  1.9334E-02
  3.0935E+00  1.9334E-02
  3.2868E+00  1.9334E-02
  3.4801E+00  1.9334E-02
  3.6735E+00  1.8467E-02
  3.8582E+00  1.8250E-02
  4.0407E+00  1.8250E-02
  4.2232E+00  1.8250E-02
  4.4057E+00  1.8250E-02
  4.5882E+00  1.8250E-02
  4.7707E+00  1.8250E-02
  4.9532E+00  1.8250E-02
  5.1357E+00  1.8250E-02
  5.3182E+00  1.8250E-02
  5.5007E+00  1.8250E-02
  5.6832E+00  1.8250E-02
  5.8657E+00  1.8250E-02
  6.0482E+00  1.8250E-02
  6.2306E+00  1.8250E-02
  6.4131E+00  1.8797E-02
  6.6011E+00  1.9162E-02
  6.7927E+00  1.9163E-02
  6.9844E+00  1.9162E-02
  7.1760E+00  1.9163E-02
  7.3676E+00  1.9162E-02
  7.5592E+00  1.9162E-02
  7.7509E+00  1.9162E-02
  7.9425E+00  1.9162E-02
  8.1341E+00  1.9162E-02
  8.3257E+00  1.9162E-02
  8.5174E+00  1.9162E-02
  8.7090E+00  1.9162E-02
  8.9006E+00  1.9162E-02
  9.0922E+00  1.9162E-02
  9.2839E+00  1.9162E-02
  9.4755E+00  1.9163E-02
  9.6671E+00  1.9162E-02
  9.8587E+00  1.9162E-02
  1.0050E+01  1.9163E-02
  1.0242E+01  1.9162E-02
  1.0434E+01  1.9163E-02
  1.0625E+01  1.9162E-02
  1.0817E+01  1.9162E-02
  1.1008E+01  1.9258E-02
  1.1201E+01  2.0121E-02
  1.1402E+01  2.0121E-02
  1.1603E+01  2.0121E-02
  1.1805E+01  2.0121E-02
  1.2006E+01  2.0121E-02
  1.2207E+01  2.0121E-02
  1.2408E+01  2.0120E-02
  1.2610E+01  2.0121E-02
  1.2811E+01  2.0121E-02
  1.3012E+01  2.0221E-02
  1.3214E+01  2.1127E-02
  1.3425E+01  2.1127E-02
  1.3637E+01  2.1127E-02
  1.3848E+01  2.1127E-02
  1.4059E+01  2.1127E-02
  1.4270E+01  2.1127E-02
  1.4482E+01  2.1127E-02
  1.4693E+01  2.1127E-02
  1.4904E+01  2.1127E-02
  1.5116E+01  2.1232E-02
  1.5328E+01  2.2183E-02
  1.5550E+01  2.2183E-02
  1.5772E+01  2.2183E-02
  1.5993E+01  2.2183E-02
  1.6215E+01  2.2183E-02
  1.6437E+01  2.2183E-02
  1.6659E+01  2.2183E-02
  1.6881E+01  2.2183E-02
  1.7102E+01  2.2183E-02
  1.7324E+01  2.2294E-02
  1.7547E+01  2.3292E-02
  1.7780E+01  2.3292E-02
  1.8013E+01  2.3292E-02
  1.8246E+01  2.3292E-02
  1.8479E+01  2.3292E-02
  1.8712E+01  2.3292E-02
  1.8945E+01  2.3292E-02
  1.9178E+01  2.3292E-02
  1.9411E+01  2.3292E-02
  1.9644E+01  2.3409E-02
  1.9878E+01  2.4457E-02
  2.0122E+01  2.4457E-02
  2.0367E+01  2.4457E-02
  2.0611E+01  2.4457E-02
  2.0856E+01  2.4457E-02
  2.1100E+01  2.4457E-02
  2.1345E+01  2.4457E-02
  2.1590E+01  2.4457E-02
  2.1834E+01  2.4457E-02
  2.2079E+01  2.4579E-02
  2.2325E+01  2.5679E-02
  2.2581E+01  2.5680E-02
  2.2838E+01  2.5679E-02
  2.3095E+01  2.5680E-02
  2.3352E+01  2.4595E-02
  2.3598E+01  2.3510E-02
  2.3833E+01  2.3510E-02
  2.4068E+01  2.3510E-02
  2.4303E+01  2.3510E-02
  2.4538E+01  2.3510E-02
  2.4773E+01  2.3510E-02
  2.5008E+01  2.3510E-02
  2.5243E+01  2.3510E-02
  2.5478E+01  2.3510E-02
  2.5714E+01  2.3510E-02
  2.5949E+01  2.4568E-02
  2.6194E+01  2.4686E-02
  2.6441E+01  2.4685E-02
  2.6688E+01  2.4685E-02
  2.6935E+01  2.4685E-02
  2.7182E+01  2.4685E-02
  2.7429E+01  2.4685E-02
  2.7675E+01  2.4685E-02
  2.7922E+01  2.4685E-02
  2.8169E+01  2.4685E-02
  2.8416E+01  2.5796E-02
  2.8674E+01  2.5920E-02
  2.8933E+01  2.5920E-02
  2.9192E+01  2.5920E-02
  2.9452E+01  2.5920E-02
  2.9711E+01  2.5920E-02
  2.9970E+01  2.5920E-02
  3.0229E+01  2.5920E-02
  3.0488E+01  2.5920E-02
  3.0748E+01  2.5920E-02
  3.1007E+01  2.7086E-02
  3.1278E+01  2.7216E-02
  3.1550E+01  2.7216E-02
  3.1822E+01  2.7216E-02
  3.2094E+01  2.7216E-02
  3.2366E+01  2.7216E-02
  3.2638E+01  2.7216E-02
  3.2911E+01  2.7216E-02
  3.3183E+01  2.7216E-02
  3.3455E+01  2.7216E-02
  3.3727E+01  2.8440E-02
  3.4011E+01  2.8577E-02
