# CREATED BY GENE DIAGNOSTICS TOOL on Mon Feb 18 21:55:01 2019
# diag: nrgsummary, run(s): 1-act, time window: 0-1605.4781(1 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xsds09/ITGa/omt1/
# normalization: L_ref=1.65m
#
#  t          G_tot       Q_tot       P_tot     
  0.0000E+00  7.5723E-20  1.1090E-19 -3.8459E-21
  1.9334E-01  3.1270E-19  3.6405E-02  2.8057E-05
  3.8668E-01 -1.2139E-20  7.0854E-02  2.2049E-04
  5.8003E-01  1.0841E-18  1.0153E-01  7.1590E-04
  7.7337E-01  1.6791E-18  1.2697E-01  1.5775E-03
  9.6671E-01 -2.4439E-18  1.4633E-01  2.7328E-03
  1.1600E+00  7.4382E-19  1.5957E-01  3.9809E-03
  1.3534E+00 -1.5905E-18  1.6740E-01  5.0860E-03
  1.5467E+00  1.3911E-18  1.7095E-01  5.8625E-03
  1.7401E+00  1.5639E-18  1.7144E-01  6.2130E-03
  1.9334E+00 -1.9975E-18  1.6984E-01  6.1295E-03
  2.1268E+00 -5.5609E-19  1.6681E-01  5.6446E-03
  2.3201E+00  9.6104E-19  1.6274E-01  4.7935E-03
  2.5134E+00  1.8926E-18  1.5784E-01  3.6230E-03
  2.7068E+00 -4.5533E-19  1.5231E-01  2.2082E-03
  2.9001E+00 -1.7838E-18  1.4634E-01  6.4139E-04
  3.0935E+00 -5.0290E-19  1.4018E-01 -9.7580E-04
  3.2868E+00 -1.0878E-18  1.3405E-01 -2.5455E-03
  3.4801E+00 -7.1619E-19  1.2815E-01 -3.9797E-03
  3.6735E+00 -4.1181E-19  1.2260E-01 -5.1990E-03
  3.8582E+00  4.1699E-20  1.1767E-01 -6.1045E-03
  4.0407E+00 -1.6313E-18  1.1321E-01 -6.7138E-03
  4.2232E+00  2.1308E-18  1.0916E-01 -7.0265E-03
  4.4057E+00  3.6571E-19  1.0556E-01 -7.0524E-03
  4.5882E+00 -5.8576E-19  1.0240E-01 -6.8238E-03
  4.7707E+00  6.6499E-20  9.9688E-02 -6.3930E-03
  4.9532E+00 -4.1630E-19  9.7393E-02 -5.8210E-03
  5.1357E+00  5.3867E-19  9.5495E-02 -5.1674E-03
  5.3182E+00 -4.6199E-20  9.3967E-02 -4.4800E-03
  5.5007E+00  1.0981E-19  9.2780E-02 -3.7983E-03
  5.6832E+00  5.3459E-19  9.1904E-02 -3.1527E-03
  5.8657E+00  1.2099E-18  9.1302E-02 -2.5608E-03
  6.0482E+00  4.0591E-19  9.0931E-02 -2.0306E-03
  6.2306E+00 -5.5536E-19  9.0752E-02 -1.5669E-03
  6.4131E+00  5.9216E-19  9.0729E-02 -1.1701E-03
  6.6011E+00 -1.2654E-18  9.0831E-02 -8.2771E-04
  6.7927E+00 -2.9523E-19  9.1036E-02 -5.4626E-04
  6.9844E+00  6.8027E-19  9.1318E-02 -3.3560E-04
  7.1760E+00 -3.7585E-19  9.1661E-02 -1.9826E-04
  7.3676E+00  8.3417E-19  9.2055E-02 -1.3171E-04
  7.5592E+00  2.2414E-19  9.2496E-02 -1.2881E-04
  7.7509E+00  5.1694E-19  9.2979E-02 -1.8015E-04
  7.9425E+00  1.2494E-19  9.3502E-02 -2.7568E-04
  8.1341E+00  3.4032E-20  9.4059E-02 -4.0568E-04
  8.3257E+00 -1.0402E-19  9.4639E-02 -5.6165E-04
  8.5174E+00 -2.6943E-19  9.5234E-02 -7.3576E-04
  8.7090E+00  3.9301E-19  9.5832E-02 -9.1827E-04
  8.9006E+00 -3.4873E-19  9.6423E-02 -1.0987E-03
  9.0922E+00  3.6874E-19  9.6995E-02 -1.2685E-03
  9.2839E+00 -2.4525E-19  9.7538E-02 -1.4244E-03
  9.4755E+00  1.3006E-19  9.8046E-02 -1.5665E-03
  9.6671E+00 -3.6358E-19  9.8514E-02 -1.6969E-03
  9.8587E+00 -3.3725E-20  9.8940E-02 -1.8177E-03
  1.0050E+01  1.0506E-19  9.9325E-02 -1.9304E-03
  1.0242E+01  1.1820E-19  9.9670E-02 -2.0359E-03
  1.0434E+01  9.8979E-20  9.9979E-02 -2.1345E-03
  1.0625E+01  1.4672E-19  1.0026E-01 -2.2263E-03
  1.0817E+01  2.2046E-19  1.0051E-01 -2.3110E-03
  1.1008E+01  6.2816E-20  1.0073E-01 -2.3874E-03
  1.1201E+01  4.1302E-19  1.0094E-01 -2.4550E-03
  1.1402E+01 -1.2888E-20  1.0113E-01 -2.5160E-03
  1.1603E+01 -1.6332E-19  1.0130E-01 -2.5676E-03
  1.1805E+01 -7.8756E-19  1.0144E-01 -2.6104E-03
  1.2006E+01 -2.2733E-20  1.0155E-01 -2.6448E-03
  1.2207E+01  4.6564E-20  1.0164E-01 -2.6715E-03
  1.2408E+01 -2.5063E-20  1.0170E-01 -2.6909E-03
  1.2610E+01 -3.3228E-19  1.0172E-01 -2.7035E-03
  1.2811E+01 -1.8975E-20  1.0172E-01 -2.7099E-03
  1.3012E+01  1.7891E-20  1.0168E-01 -2.7100E-03
  1.3214E+01 -1.1220E-19  1.0162E-01 -2.7035E-03
  1.3425E+01 -2.7911E-19  1.0152E-01 -2.6896E-03
  1.3637E+01 -1.0607E-19  1.0139E-01 -2.6686E-03
  1.3848E+01  4.6152E-20  1.0124E-01 -2.6411E-03
  1.4059E+01  6.1510E-20  1.0107E-01 -2.6087E-03
  1.4270E+01  2.0054E-20  1.0088E-01 -2.5731E-03
  1.4482E+01  6.5744E-20  1.0068E-01 -2.5363E-03
  1.4693E+01 -4.6306E-20  1.0046E-01 -2.4996E-03
  1.4904E+01  1.3856E-19  1.0023E-01 -2.4635E-03
  1.5116E+01  1.7996E-20  9.9995E-02 -2.4281E-03
  1.5328E+01  6.2221E-19  9.9751E-02 -2.3939E-03
  1.5550E+01  3.6031E-20  9.9488E-02 -2.3610E-03
  1.5772E+01 -7.1504E-21  9.9220E-02 -2.3316E-03
  1.5993E+01 -4.1730E-19  9.8947E-02 -2.3048E-03
  1.6215E+01  2.8456E-19  9.8669E-02 -2.2789E-03
  1.6437E+01 -2.0118E-19  9.8386E-02 -2.2520E-03
