# CREATED BY GENE DIAGNOSTICS TOOL on Fri Aug 10 15:02:12 2018
# diag: gamdiag, run(s): 0002, time window: 0-1905.422(5508 steps), species: ions
# original data path: /ptmp/cmor/gamdiag_l/scanfiles0001/
# normalization: L_ref=1.65m
#
# xind= 0, x/a= -NaN, q= 0.93115067
# Fit:    -NaN,-NaN,-NaN
# Analytic (Gao, Zhou/Yu): -NaN,-NaN,-NaN
#  t          Re[phi]     Im[phi]   
  0.0000E+00  1.5100E+02  0.0000E+00
  3.4600E-01  1.5078E+02 -1.8192E+00
  6.9200E-01  1.5015E+02 -3.6270E+00
  1.0380E+00  1.4918E+02 -5.4150E+00
  1.3840E+00  1.4793E+02 -7.1762E+00
  1.7300E+00  1.4644E+02 -8.9047E+00
  2.0760E+00  1.4480E+02 -1.0596E+01
  2.4220E+00  1.4306E+02 -1.2248E+01
  2.7680E+00  1.4128E+02 -1.3860E+01
  3.1140E+00  1.3952E+02 -1.5431E+01
  3.4600E+00  1.3779E+02 -1.6963E+01
  3.8060E+00  1.3614E+02 -1.8459E+01
  4.1520E+00  1.3456E+02 -1.9920E+01
  4.4980E+00  1.3307E+02 -2.1348E+01
  4.8440E+00  1.3166E+02 -2.2747E+01
  5.1900E+00  1.3033E+02 -2.4118E+01
  5.5360E+00  1.2907E+02 -2.5464E+01
  5.8820E+00  1.2785E+02 -2.6786E+01
  6.2280E+00  1.2668E+02 -2.8085E+01
  6.5740E+00  1.2554E+02 -2.9363E+01
  6.9200E+00  1.2441E+02 -3.0621E+01
  7.2660E+00  1.2330E+02 -3.1858E+01
  7.6120E+00  1.2219E+02 -3.3075E+01
  7.9580E+00  1.2108E+02 -3.4272E+01
  8.3040E+00  1.1996E+02 -3.5450E+01
  8.6500E+00  1.1884E+02 -3.6608E+01
  8.9960E+00  1.1771E+02 -3.7747E+01
  9.3420E+00  1.1657E+02 -3.8866E+01
  9.6880E+00  1.1543E+02 -3.9965E+01
  1.0034E+01  1.1430E+02 -4.1045E+01
  1.0380E+01  1.1316E+02 -4.2105E+01
  1.0726E+01  1.1203E+02 -4.3147E+01
  1.1072E+01  1.1091E+02 -4.4169E+01
  1.1418E+01  1.0981E+02 -4.5174E+01
  1.1764E+01  1.0871E+02 -4.6160E+01
  1.2110E+01  1.0764E+02 -4.7130E+01
  1.2456E+01  1.0658E+02 -4.8082E+01
  1.2802E+01  1.0554E+02 -4.9019E+01
  1.3148E+01  1.0452E+02 -4.9940E+01
  1.3494E+01  1.0353E+02 -5.0846E+01
  1.3840E+01  1.0255E+02 -5.1738E+01
  1.4186E+01  1.0159E+02 -5.2616E+01
  1.4532E+01  1.0064E+02 -5.3481E+01
  1.4878E+01  9.9719E+01 -5.4333E+01
  1.5224E+01  9.8813E+01 -5.5173E+01
  1.5570E+01  9.7924E+01 -5.6002E+01
  1.5916E+01  9.7052E+01 -5.6820E+01
  1.6262E+01  9.6196E+01 -5.7627E+01
  1.6608E+01  9.5355E+01 -5.8424E+01
  1.6954E+01  9.4530E+01 -5.9211E+01
  1.7300E+01  9.3719E+01 -5.9989E+01
  1.7646E+01  9.2922E+01 -6.0759E+01
  1.7992E+01  9.2140E+01 -6.1520E+01
  1.8338E+01  9.1370E+01 -6.2273E+01
  1.8684E+01  9.0613E+01 -6.3018E+01
  1.9030E+01  8.9867E+01 -6.3757E+01
  1.9376E+01  8.9130E+01 -6.4488E+01
  1.9722E+01  8.8402E+01 -6.5212E+01
  2.0068E+01  8.7682E+01 -6.5930E+01
  2.0414E+01  8.6969E+01 -6.6641E+01
  2.0760E+01  8.6262E+01 -6.7346E+01
  2.1106E+01  8.5562E+01 -6.8046E+01
  2.1452E+01  8.4866E+01 -6.8739E+01
  2.1798E+01  8.4175E+01 -6.9427E+01
  2.2144E+01  8.3486E+01 -7.0109E+01
  2.2490E+01  8.2798E+01 -7.0786E+01
  2.2836E+01  8.2111E+01 -7.1457E+01
  2.3182E+01  8.1422E+01 -7.2123E+01
  2.3528E+01  8.0731E+01 -7.2783E+01
  2.3874E+01  8.0037E+01 -7.3438E+01
  2.4220E+01  7.9340E+01 -7.4087E+01
  2.4566E+01  7.8639E+01 -7.4730E+01
  2.4912E+01  7.7935E+01 -7.5368E+01
  2.5258E+01  7.7227E+01 -7.6000E+01
  2.5604E+01  7.6514E+01 -7.6626E+01
  2.5950E+01  7.5795E+01 -7.7246E+01
  2.6296E+01  7.5069E+01 -7.7861E+01
  2.6642E+01  7.4335E+01 -7.8469E+01
  2.6988E+01  7.3590E+01 -7.9071E+01
  2.7334E+01  7.2834E+01 -7.9666E+01
  2.7680E+01  7.2068E+01 -8.0254E+01
  2.8026E+01  7.1290E+01 -8.0835E+01
  2.8372E+01  7.0502E+01 -8.1409E+01
  2.8718E+01  6.9703E+01 -8.1975E+01
  2.9064E+01  6.8894E+01 -8.2534E+01
  2.9410E+01  6.8074E+01 -8.3085E+01
  2.9756E+01  6.7242E+01 -8.3628E+01
  3.0102E+01  6.6398E+01 -8.4162E+01
  3.0448E+01  6.5540E+01 -8.4688E+01
  3.0794E+01  6.4668E+01 -8.5206E+01
  3.1140E+01  6.3781E+01 -8.5714E+01
  3.1486E+01  6.2881E+01 -8.6212E+01
  3.1832E+01  6.1969E+01 -8.6701E+01
  3.2178E+01  6.1048E+01 -8.7180E+01
  3.2524E+01  6.0118E+01 -8.7648E+01
  3.2870E+01  5.9181E+01 -8.8107E+01
  3.3216E+01  5.8238E+01 -8.8556E+01
  3.3562E+01  5.7288E+01 -8.8994E+01
  3.3908E+01  5.6328E+01 -8.9423E+01
  3.4254E+01  5.5355E+01 -8.9840E+01
  3.4600E+01  5.4366E+01 -9.0247E+01
  3.4946E+01  5.3360E+01 -9.0643E+01
  3.5292E+01  5.2335E+01 -9.1027E+01
  3.5638E+01  5.1293E+01 -9.1399E+01
  3.5984E+01  5.0236E+01 -9.1758E+01
  3.6330E+01  4.9170E+01 -9.2105E+01
  3.6676E+01  4.8098E+01 -9.2440E+01
  3.7022E+01  4.7026E+01 -9.2761E+01
  3.7368E+01  4.5957E+01 -9.3070E+01
  3.7714E+01  4.4893E+01 -9.3367E+01
  3.8060E+01  4.3835E+01 -9.3652E+01
  3.8406E+01  4.2782E+01 -9.3925E+01
  3.8752E+01  4.1731E+01 -9.4186E+01
  3.9098E+01  4.0681E+01 -9.4436E+01
  3.9444E+01  3.9627E+01 -9.4674E+01
  3.9790E+01  3.8569E+01 -9.4900E+01
  4.0136E+01  3.7504E+01 -9.5115E+01
  4.0482E+01  3.6430E+01 -9.5318E+01
  4.0828E+01  3.5348E+01 -9.5509E+01
  4.1174E+01  3.4257E+01 -9.5687E+01
  4.1520E+01  3.3159E+01 -9.5854E+01
  4.1866E+01  3.2056E+01 -9.6008E+01
  4.2212E+01  3.0950E+01 -9.6149E+01
  4.2558E+01  2.9844E+01 -9.6277E+01
  4.2904E+01  2.8741E+01 -9.6393E+01
  4.3250E+01  2.7641E+01 -9.6497E+01
  4.3596E+01  2.6545E+01 -9.6589E+01
  4.3942E+01  2.5454E+01 -9.6668E+01
  4.4288E+01  2.4368E+01 -9.6735E+01
  4.4634E+01  2.3285E+01 -9.6791E+01
  4.4980E+01  2.2207E+01 -9.6835E+01
  4.5326E+01  2.1131E+01 -9.6867E+01
  4.5672E+01  2.0057E+01 -9.6888E+01
  4.6018E+01  1.8984E+01 -9.6897E+01
  4.6364E+01  1.7912E+01 -9.6895E+01
  4.6710E+01  1.6839E+01 -9.6882E+01
  4.7056E+01  1.5767E+01 -9.6857E+01
  4.7402E+01  1.4697E+01 -9.6821E+01
  4.7748E+01  1.3631E+01 -9.6773E+01
  4.8094E+01  1.2573E+01 -9.6715E+01
  4.8440E+01  1.1524E+01 -9.6645E+01
  4.8786E+01  1.0486E+01 -9.6565E+01
  4.9132E+01  9.4612E+00 -9.6474E+01
  4.9478E+01  8.4483E+00 -9.6373E+01
  4.9824E+01  7.4468E+00 -9.6263E+01
  5.0170E+01  6.4544E+00 -9.6142E+01
  5.0516E+01  5.4682E+00 -9.6012E+01
  5.0862E+01  4.4845E+00 -9.5873E+01
  5.1208E+01  3.4994E+00 -9.5724E+01
  5.1554E+01  2.5091E+00 -9.5566E+01
  5.1900E+01  1.5100E+00 -9.5397E+01
  5.2246E+01  4.9943E-01 -9.5219E+01
  5.2592E+01 -5.2435E-01 -9.5030E+01
  5.2938E+01 -1.5617E+00 -9.4830E+01
  5.3284E+01 -2.6116E+00 -9.4619E+01
  5.3630E+01 -3.6714E+00 -9.4397E+01
  5.3976E+01 -4.7373E+00 -9.4163E+01
  5.4322E+01 -5.8045E+00 -9.3917E+01
  5.4668E+01 -6.8676E+00 -9.3659E+01
  5.5014E+01 -7.9213E+00 -9.3390E+01
  5.5360E+01 -8.9609E+00 -9.3109E+01
  5.5706E+01 -9.9821E+00 -9.2817E+01
  5.6052E+01 -1.0982E+01 -9.2515E+01
  5.6398E+01 -1.1959E+01 -9.2203E+01
  5.6744E+01 -1.2912E+01 -9.1881E+01
  5.7090E+01 -1.3842E+01 -9.1550E+01
  5.7436E+01 -1.4752E+01 -9.1211E+01
  5.7782E+01 -1.5644E+01 -9.0864E+01
  5.8128E+01 -1.6523E+01 -9.0509E+01
  5.8474E+01 -1.7392E+01 -9.0146E+01
  5.8820E+01 -1.8254E+01 -8.9775E+01
  5.9166E+01 -1.9115E+01 -8.9397E+01
  5.9512E+01 -1.9977E+01 -8.9012E+01
  5.9858E+01 -2.0843E+01 -8.8619E+01
  6.0204E+01 -2.1715E+01 -8.8217E+01
  6.0550E+01 -2.2593E+01 -8.7808E+01
  6.0896E+01 -2.3479E+01 -8.7390E+01
