# CREATED BY GENE DIAGNOSTICS TOOL on Fri Aug 10 15:08:49 2018
# diag: gamdiag, run(s): 0009, time window: 0-1905.422(5508 steps), species: ions
# original data path: /ptmp/cmor/gamdiag_l/scanfiles0001/
# normalization: L_ref=1.65m
#
# xind= 0, x/a= -NaN, q= 0.93115067
# Fit:    -NaN,-NaN,-NaN
# Analytic (Gao, Zhou/Yu): -NaN,-NaN,-NaN
#  t          Re[phi]     Im[phi]   
  0.0000E+00  7.5918E+00  0.0000E+00
  3.4600E-01  7.5809E+00 -2.1170E-02
  6.9200E-01  7.5498E+00 -4.2077E-02
  1.0380E+00  7.5008E+00 -6.2594E-02
  1.3840E+00  7.4371E+00 -8.2639E-02
  1.7300E+00  7.3620E+00 -1.0214E-01
  2.0760E+00  7.2794E+00 -1.2108E-01
  2.4220E+00  7.1927E+00 -1.3947E-01
  2.7680E+00  7.1048E+00 -1.5734E-01
  3.1140E+00  7.0184E+00 -1.7475E-01
  3.4600E+00  6.9351E+00 -1.9175E-01
  3.8060E+00  6.8564E+00 -2.0838E-01
  4.1520E+00  6.7828E+00 -2.2471E-01
  4.4980E+00  6.7147E+00 -2.4076E-01
  4.8440E+00  6.6518E+00 -2.5657E-01
  5.1900E+00  6.5939E+00 -2.7217E-01
  5.5360E+00  6.5403E+00 -2.8756E-01
  5.8820E+00  6.4905E+00 -3.0277E-01
  6.2280E+00  6.4439E+00 -3.1780E-01
  6.5740E+00  6.3998E+00 -3.3267E-01
  6.9200E+00  6.3577E+00 -3.4736E-01
  7.2660E+00  6.3171E+00 -3.6189E-01
  7.6120E+00  6.2776E+00 -3.7626E-01
  7.9580E+00  6.2390E+00 -3.9046E-01
  8.3040E+00  6.2011E+00 -4.0449E-01
  8.6500E+00  6.1638E+00 -4.1835E-01
  8.9960E+00  6.1269E+00 -4.3204E-01
  9.3420E+00  6.0906E+00 -4.4554E-01
  9.6880E+00  6.0550E+00 -4.5887E-01
  1.0034E+01  6.0200E+00 -4.7201E-01
  1.0380E+01  5.9858E+00 -4.8496E-01
  1.0726E+01  5.9526E+00 -4.9773E-01
  1.1072E+01  5.9204E+00 -5.1031E-01
  1.1418E+01  5.8893E+00 -5.2271E-01
  1.1764E+01  5.8595E+00 -5.3495E-01
  1.2110E+01  5.8309E+00 -5.4701E-01
  1.2456E+01  5.8037E+00 -5.5892E-01
  1.2802E+01  5.7779E+00 -5.7068E-01
  1.3148E+01  5.7533E+00 -5.8229E-01
  1.3494E+01  5.7301E+00 -5.9377E-01
  1.3840E+01  5.7082E+00 -6.0512E-01
  1.4186E+01  5.6875E+00 -6.1635E-01
  1.4532E+01  5.6680E+00 -6.2749E-01
  1.4878E+01  5.6497E+00 -6.3853E-01
  1.5224E+01  5.6325E+00 -6.4948E-01
  1.5570E+01  5.6164E+00 -6.6036E-01
  1.5916E+01  5.6013E+00 -6.7119E-01
  1.6262E+01  5.5872E+00 -6.8196E-01
  1.6608E+01  5.5742E+00 -6.9270E-01
  1.6954E+01  5.5621E+00 -7.0339E-01
  1.7300E+01  5.5509E+00 -7.1406E-01
  1.7646E+01  5.5406E+00 -7.2471E-01
  1.7992E+01  5.5312E+00 -7.3535E-01
  1.8338E+01  5.5226E+00 -7.4597E-01
  1.8684E+01  5.5149E+00 -7.5660E-01
  1.9030E+01  5.5079E+00 -7.6723E-01
  1.9376E+01  5.5016E+00 -7.7787E-01
  1.9722E+01  5.4959E+00 -7.8851E-01
  2.0068E+01  5.4909E+00 -7.9916E-01
  2.0414E+01  5.4863E+00 -8.0981E-01
  2.0760E+01  5.4824E+00 -8.2047E-01
  2.1106E+01  5.4789E+00 -8.3113E-01
  2.1452E+01  5.4760E+00 -8.4182E-01
  2.1798E+01  5.4734E+00 -8.5252E-01
  2.2144E+01  5.4712E+00 -8.6324E-01
  2.2490E+01  5.4693E+00 -8.7398E-01
  2.2836E+01  5.4677E+00 -8.8474E-01
  2.3182E+01  5.4663E+00 -8.9551E-01
  2.3528E+01  5.4649E+00 -9.0629E-01
  2.3874E+01  5.4637E+00 -9.1707E-01
  2.4220E+01  5.4625E+00 -9.2786E-01
  2.4566E+01  5.4613E+00 -9.3865E-01
  2.4912E+01  5.4603E+00 -9.4945E-01
